"","depth","long","lat"
"1",67.4198815263515,332332.774150519,3682686.50535348
"2",67.4190483912135,332347.774150519,3682686.50535348
"3",67.4181832565227,332362.774150519,3682686.50535348
"4",67.4172856724868,332377.774150519,3682686.50535348
"5",67.4163552226584,332392.774150519,3682686.50535348
"6",67.4153915263972,332407.774150519,3682686.50535348
"7",67.4143942412785,332422.774150519,3682686.50535348
"8",67.4133630654165,332437.774150519,3682686.50535348
"9",67.4122977396956,332452.774150519,3682686.50535348
"10",67.4111980498633,332467.774150519,3682686.50535348
"11",67.4100638284709,332482.774150519,3682686.50535348
"12",67.4088949566396,332497.774150519,3682686.50535348
"13",67.4076913656061,332512.774150519,3682686.50535348
"14",67.4064530380286,332527.774150519,3682686.50535348
"15",67.4051800090296,332542.774150519,3682686.50535348
"16",67.40387236691,332557.774150519,3682686.50535348
"17",67.402530253552,332572.774150519,3682686.50535348
"18",67.4011538644246,332587.774150519,3682686.50535348
"19",67.39974344818,332602.774150519,3682686.50535348
"20",67.398299305814,332617.774150519,3682686.50535348
"21",67.3968217893141,332632.774150519,3682686.50535348
"22",67.3953112997954,332647.774150519,3682686.50535348
"23",67.393768285043,332662.774150519,3682686.50535348
"24",67.3921932364485,332677.774150519,3682686.50535348
"25",67.3905866852643,332692.774150519,3682686.50535348
"26",67.3889491981464,332707.774150519,3682686.50535348
"27",67.3872813719095,332722.774150519,3682686.50535348
"28",67.3855838274628,332737.774150519,3682686.50535348
"29",67.3838572028488,332752.774150519,3682686.50535348
"30",67.3821021453174,332767.774150519,3682686.50535348
"31",67.3803193023917,332782.774150519,3682686.50535348
"32",67.3785093118299,332797.774150519,3682686.50535348
"33",67.3766727904348,332812.774150519,3682686.50535348
"34",67.3748103216336,332827.774150519,3682686.50535348
"35",67.3729224417506,332842.774150519,3682686.50535348
"36",67.3710096249362,332857.774150519,3682686.50535348
"37",67.3690722666829,332872.774150519,3682686.50535348
"38",67.367110665894,332887.774150519,3682686.50535348
"39",67.3651250055135,332902.774150519,3682686.50535348
"40",67.363115331711,332917.774150519,3682686.50535348
"41",67.361081531702,332932.774150519,3682686.50535348
"42",67.3590233103225,332947.774150519,3682686.50535348
"43",67.3569401655403,332962.774150519,3682686.50535348
"44",67.3548313631859,332977.774150519,3682686.50535348
"45",67.3526959112708,332992.774150519,3682686.50535348
"46",67.3505325344306,333007.774150519,3682686.50535348
"47",67.3483396490983,333022.774150519,3682686.50535348
"48",67.3461153402462,333037.774150519,3682686.50535348
"49",67.34385734067,333052.774150519,3682686.50535348
"50",67.3415630139589,333067.774150519,3682686.50535348
"51",67.3392293425059,333082.774150519,3682686.50535348
"52",67.3368529220376,333097.774150519,3682686.50535348
