Longitude,Latitude,ElevationBottom,
-88.79022208,33.27419476,66.49712,
-88.79022203,33.27424801,66.39712,
-88.79022009,33.2742302,66.49712,
-88.79022,33.27421195,66.59712,
-88.79021991,33.27342511,66.59712,
-88.79021925,33.27413694,66.39712,
-88.79021676,33.27393109,66.49712,
-88.79021389,33.27523823,66.39712,
-88.7902124,33.27340897,66.69712,
-88.79020829,33.27395261,66.49712,
-88.79020531,33.27412262,66.39712,
-88.79020108,33.27338943,66.59712,
-88.79019998,33.27523366,66.39712,
-88.7901921,33.27396987,66.49712,
-88.7901914,33.27410688,66.39712,
-88.79018941,33.27336996,66.69712,
-88.79018672,33.27522688,66.39712,
-88.79017866,33.27335057,66.59712,
-88.79017823,33.27409497,66.49712,
-88.79017553,33.27521655,66.29712,
-88.79017373,33.27398289,66.69712,
-88.79016993,33.27332407,66.69712,
-88.79016688,33.27520525,66.29712,
-88.79016515,33.27319916,66.69712,
-88.79016484,33.27408305,66.49712,
-88.79016103,33.27321525,66.59712,
-88.79016033,33.27329622,66.59712,
-88.79015848,33.27519121,66.39712,
-88.79015836,33.27399716,66.59712,
-88.79015809,33.27318245,66.69712,
-88.79015478,33.2732792,66.49712,
-88.79015476,33.27323175,66.69712,
-88.79015393,33.27406865,66.29712,
-88.79015178,33.27326684,66.39712,
-88.79015089,33.27517539,66.39712,
-88.79014961,33.27324349,66.59712,
-88.79014877,33.27325705,66.59712,
-88.79014866,33.27316658,66.59712,
-88.79014658,33.27405687,66.49712,
-88.79014482,33.27516103,66.39712,
-88.79014417,33.27401163,66.39712,
-88.7901434,33.27404169,66.49712,
-88.7901402,33.27402497,66.39712,
-88.79013993,33.27514552,66.39712,
-88.79013713,33.27315428,66.69712,
-88.79013608,33.27512963,66.39712,
-88.79013282,33.27511144,66.29712,
-88.79012957,33.27509365,66.39712,
-88.79012652,33.27507588,66.39712,
-88.79012504,33.27314248,66.59712,
-88.79012348,33.27505591,66.39712,
-88.79012048,33.27503828,66.39712,
-88.79011173,33.27501012,66.39712,
-88.79011167,33.2731328,66.59712,
-88.79010341,33.27499125,66.39712,
-88.79009557,33.27497573,66.39712,
-88.79009141,33.27312085,66.69712,
-88.79008623,33.27495858,66.39712,
-88.79007351,33.27494651,66.29712,
-88.79007103,33.27311104,66.49712,
-88.79006086,33.27493883,66.29712,
-88.79005098,33.27310201,66.39712,
-88.79004796,33.27493359,66.29712,
-88.79003405,33.27493003,66.29712,
-88.79002829,33.27309977,66.49712,
-88.79001982,33.27492643,66.29712,
-88.79000471,33.27309834,66.39712,
-88.79000101,33.27492285,66.29712,
-88.7899855,33.2730969,66.49712,
-88.78998309,33.27491921,66.39712,
-88.78996503,33.27491484,66.39712,
-88.78996376,33.27309547,66.39712,
-88.78994824,33.27490881,66.39712,
-88.78994271,33.27309402,66.39712,
-88.78993375,33.27489874,66.39712,
-88.78992988,33.27427446,66.29712,
-88.78992936,33.27429377,66.19712,
-88.78992766,33.27425502,66.29712,
-88.78992545,33.27423545,66.29712,
-88.78992509,33.27308843,66.39712,
-88.78992322,33.27421187,66.39712,
-88.78992187,33.27488559,66.39712,
-88.7899188,33.27418616,66.29712,
-88.78991725,33.27431144,66.19712,
-88.78991363,33.2741602,66.39712,
-88.78990913,33.27487049,66.29712,
-88.78990591,33.27413601,66.29712,
-88.78990567,33.27307984,66.49712,
-88.78989915,33.27432679,66.29712,
-88.78989817,33.27411067,66.39712,
-88.78989637,33.27485418,66.49712,
-88.78989249,33.27408426,66.39712,
-88.78988782,33.27405803,66.39712,
-88.78988475,33.27307173,66.49712,
-88.78988169,33.27483825,66.39712,
-88.78987952,33.27403194,66.49712,
-88.78987712,33.27434023,66.49712,
-88.78986691,33.27400798,66.39712,
-88.78986468,33.27482503,66.39712,
-88.7898636,33.27306781,66.59712,
-88.78985279,33.27398463,66.39712,
-88.78985138,33.27435334,66.49712,
-88.78984297,33.27306443,66.49712,
-88.78984238,33.27481337,66.29712,
-88.78983731,33.27396127,66.49712,
-88.78982381,33.27436184,66.49712,
-88.78982164,33.2739378,66.69712,
-88.78982123,33.27480408,66.29712,
-88.78981814,33.27306117,66.49712,
-88.78980623,33.27391395,66.39712,
-88.78979813,33.27479651,66.19712,
-88.78979624,33.2743699,66.39712,
-88.78979169,33.27305795,66.29712,
-88.78978908,33.27389018,66.29712,
-88.78977506,33.27478938,66.59712,
-88.78977311,33.27386656,66.59712,
-88.78976873,33.27306113,66.29712,
-88.78976797,33.27437839,66.29712,
-88.78975832,33.27384054,66.29712,
-88.78974941,33.27478135,66.29712,
-88.78974509,33.27381487,66.29712,
-88.78974296,33.27438616,66.49712,
-88.78974104,33.27305937,66.29712,
-88.78973182,33.27378852,66.39712,
-88.78972762,33.27476937,66.29712,
-88.78972008,33.27376509,66.39712,
-88.78971725,33.27439461,66.29712,
-88.78971537,33.27305632,66.29712,
-88.78971033,33.27373899,66.29712,
-88.78970875,33.27475501,66.39712,
-88.78970104,33.27371292,66.29712,
-88.7896943,33.27440437,66.29712,
-88.78969316,33.2747379,66.39712,
-88.78969162,33.27368692,66.39712,
-88.78968963,33.27305877,66.29712,
-88.78968286,33.27366074,66.39712,
-88.78967767,33.27471854,66.49712,
-88.78967282,33.27363681,66.29712,
-88.7896717,33.27441376,66.49712,
-88.78966269,33.27360514,66.19712,
-88.78966212,33.27306119,66.29712,
-88.78966212,33.27469917,66.39712,
-88.7896511,33.27442536,66.29712,
-88.78965061,33.27358195,66.19712,
-88.78964717,33.27468192,66.39712,
-88.78963641,33.27355708,66.29712,
-88.7896348,33.27443874,66.39712,
-88.78963447,33.27306381,66.29712,
-88.78963124,33.27466671,66.29712,
-88.78962149,33.27445425,66.29712,
-88.78962088,33.2735325,66.29712,
-88.78961567,33.27465106,66.29712,
-88.78961017,33.27447274,66.29712,
-88.78960901,33.27306825,66.39712,
-88.78960662,33.27449329,66.39712,
-88.78960501,33.27351009,66.39712,
-88.78960456,33.27451553,66.29712,
-88.78960247,33.27453799,66.29712,
-88.78960042,33.27455954,66.29712,
-88.78959999,33.27463371,66.29712,
-88.7895977,33.2745789,66.39712,
-88.78959413,33.27459777,66.39712,
-88.78959053,33.27461618,66.29712,
-88.78958928,33.27348861,66.29712,
-88.78958322,33.27307378,66.39712,
-88.78957229,33.27346852,66.09712,
-88.78955734,33.27308039,66.39712,
-88.78955368,33.27344902,66.19712,
-88.78953065,33.27308597,66.49712,
-88.78952805,33.27343222,66.39712,
-88.78950647,33.27307067,66.49712,
-88.7895051,33.2734167,66.49712,
-88.78948118,33.27306306,66.49712,
-88.78947925,33.27340079,66.19712,
-88.78945611,33.27338808,66.39712,
-88.78945551,33.27305782,66.39712,
-88.78944389,33.27378772,66.69712,
-88.78944259,33.2737708,66.49712,
-88.78943768,33.27375216,66.49712,
-88.78943155,33.27305052,66.39712,
-88.78943005,33.27373328,66.39712,
-88.7894294,33.27379867,66.29712,
-88.78942856,33.2733896,66.29712,
-88.78942017,33.27371339,66.49712,
-88.78940933,33.2730453,66.79712,
-88.78940696,33.27380435,66.29712,
-88.78940694,33.27369383,66.49712,
-88.78940286,33.27339145,66.29712,
-88.78939119,33.27367135,66.39712,
-88.78938763,33.27304115,66.59712,
-88.78938271,33.27335179,66.49712,
-88.78938104,33.27380869,66.29712,
-88.78938033,33.27333332,66.39712,
-88.7893766,33.27331612,66.39712,
-88.78937528,33.27339333,66.39712,
-88.78937426,33.27364634,66.49712,
-88.78937422,33.27336894,66.49712,
-88.78937081,33.27330107,66.39712,
-88.7893659,33.27338445,67.59712,
-88.78936496,33.27303492,66.59712,
-88.78936406,33.27356758,66.39712,
-88.78936312,33.27362239,66.69712,
-88.78936206,33.27328599,66.49712,
-88.78936162,33.2735394,66.39712,
-88.78935743,33.2735953,66.49712,
-88.78935606,33.27380342,66.29712,
-88.78935604,33.27351173,66.49712,
-88.78935255,33.27339825,66.39712,
-88.78935115,33.27327214,66.39712,
-88.78934988,33.27348445,66.39712,
-88.78934474,33.27339519,66.39712,
-88.78934323,33.27302942,66.59712,
-88.78934002,33.27345571,66.59712,
-88.7893366,33.27326229,66.49712,
-88.78933485,33.27341015,66.39712,
-88.78933395,33.27378447,66.29712,
-88.78932275,33.27302512,66.49712,
-88.78932226,33.27343468,66.69712,
-88.78931726,33.27375977,66.39712,
-88.78931583,33.27339932,66.39712,
-88.78931389,33.27325665,66.39712,
-88.78931367,33.27342152,66.49712,
-88.78930033,33.27373634,66.39712,
-88.78929978,33.27302333,66.49712,
-88.78929826,33.27342638,66.39712,
-88.78929542,33.27325233,66.39712,
-88.78928804,33.27343073,66.49712,
-88.78928484,33.27340441,66.39712,
-88.78927909,33.2737156,66.39712,
-88.78927769,33.27324726,66.39712,
-88.7892766,33.27302154,66.49712,
-88.78927043,33.27342831,66.49712,
-88.78925789,33.27343969,66.59712,
-88.78925703,33.27341214,66.49712,
-88.78925548,33.27324772,66.49712,
-88.78925421,33.27301976,66.49712,
-88.78925133,33.2736968,66.29712,
-88.78924257,33.27343024,66.49712,
-88.78923541,33.2730184,66.49712,
-88.78923247,33.27325588,66.49712,
-88.78923038,33.27723943,66.69712,
-88.78922936,33.27344563,66.49712,
-88.78922829,33.27722392,66.79712,
-88.78922718,33.27341923,66.39712,
-88.78922623,33.27720764,66.59712,
-88.78922474,33.27725334,66.69712,
-88.78922414,33.27719076,66.69712,
-88.78922269,33.27368259,66.29712,
-88.78922207,33.27717524,66.59712,
-88.78921947,33.27726893,66.59712,
-88.78921699,33.2730249,66.49712,
-88.78921608,33.27728325,66.59712,
-88.78921511,33.2771593,66.69712,
-88.78921244,33.27729743,66.59712,
-88.78921164,33.27343222,66.39712,
-88.78920966,33.27326648,66.49712,
-88.78920757,33.27714384,66.69712,
-88.78920579,33.2773132,66.59712,
-88.78920001,33.2773291,66.59712,
-88.78919942,33.2771288,66.49712,
-88.78919916,33.27344972,66.39712,
-88.78919825,33.27342719,66.39712,
-88.78919457,33.27734456,66.69712,
-88.78919253,33.2736724,66.29712,
-88.78919242,33.27303461,66.49712,
-88.78918914,33.27735705,66.59712,
-88.7891873,33.27711656,66.59712,
-88.7891844,33.27328216,66.39712,
-88.78918411,33.2734281,66.39712,
-88.78918149,33.27736879,66.59712,
-88.78917331,33.27710414,66.59712,
-88.78917249,33.27304594,66.49712,
-88.78917166,33.27738191,66.59712,
-88.78916806,33.27345262,66.39712,
-88.78916726,33.27343617,66.39712,
-88.78916324,33.27329725,66.79712,
-88.78916161,33.27739491,66.59712,
-88.78916147,33.27366618,66.29712,
-88.78915853,33.27342099,66.39712,
-88.78915781,33.27709398,66.59712,
-88.78915549,33.27305484,66.49712,
-88.78914928,33.2774092,66.59712,
-88.78914354,33.27708047,66.59712,
-88.78914325,33.27331609,66.69712,
-88.78913951,33.27345555,66.29712,
-88.78913916,33.27742226,66.59712,
-88.78913914,33.27306521,66.49712,
-88.78913813,33.27341196,66.39712,
-88.7891362,33.27344665,66.29712,
-88.78913159,33.2733345,66.39712,
-88.78913027,33.27706692,66.59712,
-88.78912965,33.27366367,66.39712,
-88.78912878,33.27335829,66.29712,
-88.78912826,33.27743544,66.59712,
-88.78912596,33.27337814,66.29712,
-88.78912315,33.27339826,66.39712,
-88.78912017,33.27307357,66.39712,
-88.78911706,33.27705525,66.59712,
-88.78911562,33.27744836,66.59712,
-88.78910599,33.27345767,66.29712,
-88.78910518,33.27345845,66.29712,
-88.78910483,33.27704848,66.59712,
-88.78910234,33.27746059,66.59712,
-88.78910127,33.2730806,66.39712,
-88.7890962,33.27366114,66.29712,
-88.78909151,33.27704271,66.59712,
-88.78908872,33.27746971,66.69712,
-88.78907774,33.27308693,66.69712,
-88.78907693,33.2734715,66.29712,
-88.78907625,33.27703785,66.99712,
-88.7890749,33.27748198,66.69712,
-88.7890746,33.27345974,66.29712,
-88.7890611,33.27749324,66.69712,
-88.78905786,33.27703367,66.59712,
-88.78905776,33.27309627,66.39712,
-88.78905766,33.27366177,66.39712,
-88.78905129,33.27348443,66.29712,
-88.78904433,33.27750547,66.69712,
-88.78904331,33.27346179,66.29712,
-88.7890423,33.27703049,66.49712,
-88.78903138,33.27310477,66.29712,
-88.78902879,33.27751708,66.69712,
-88.78902557,33.27349763,66.39712,
-88.78902385,33.27702782,66.49712,
-88.78902189,33.27366862,66.39712,
-88.78901413,33.27752912,66.69712,
-88.78901114,33.27311645,66.29712,
-88.7890097,33.27346294,66.29712,
-88.78900686,33.27702513,66.59712,
-88.78900082,33.2775408,66.59712,
-88.78899829,33.27351179,66.39712,
-88.78899241,33.27312677,66.39712,
-88.7889897,33.27702775,66.59712,
-88.78898802,33.27755475,66.59712,
-88.78898761,33.27367467,66.29712,
-88.78897722,33.27346183,66.39712,
-88.78897503,33.27703207,66.49712,
-88.78897486,33.27352456,66.29712,
-88.78897291,33.27756596,66.59712,
-88.78897234,33.27313548,66.39712,
-88.78896041,33.27704049,66.49712,
-88.7889581,33.27757761,66.69712,
-88.78895415,33.27367954,66.39712,
-88.78895371,33.27314425,66.39712,
-88.78895179,33.27353659,66.19712,
-88.78894427,33.27346073,66.29712,
-88.78894349,33.27705245,66.59712,
-88.7889414,33.27758884,66.59712,
-88.788933,33.27315297,66.39712,
-88.78893015,33.27706432,66.59712,
-88.78892857,33.27354805,66.19712,
-88.78892637,33.27760027,66.59712,
-88.78891654,33.27368319,66.29712,
-88.78891528,33.2770764,66.49712,
-88.78891143,33.27315857,66.29712,
-88.78891059,33.27761208,66.69712,
-88.78891001,33.27345962,66.29712,
-88.78890756,33.2735601,66.49712,
-88.78890116,33.27708898,66.59712,
-88.78889492,33.27762445,66.69712,
-88.78889013,33.27710094,66.59712,
-88.78888709,33.27316314,66.39712,
-88.78888425,33.2735704,66.29712,
-88.78888237,33.27368549,66.39712,
-88.78887935,33.27763487,66.69712,
-88.78887894,33.27345853,66.49712,
-88.78887806,33.27711293,66.59712,
-88.78886387,33.27712453,66.59712,
-88.78886265,33.27316686,66.29712,
-88.78886216,33.27764442,66.69712,
-88.78886132,33.27358037,66.39712,
-88.78885014,33.27713755,66.59712,
-88.78884547,33.27345744,66.39712,
-88.78884371,33.27765292,66.69712,
-88.78884227,33.27368778,66.39712,
-88.78883821,33.27358897,66.39712,
-88.78883703,33.27317006,66.29712,
-88.78883679,33.27714944,66.59712,
-88.78882672,33.27766027,66.69712,
-88.78882386,33.27716239,66.59712,
-88.7888148,33.27359765,66.39712,
-88.78881401,33.27345634,66.39712,
-88.78881218,33.27717353,66.59712,
-88.78880875,33.27368863,66.39712,
-88.78880826,33.27766632,66.69712,
-88.7888046,33.27317257,66.29712,
-88.7888004,33.27718351,66.59712,
-88.78879144,33.27360558,66.39712,
-88.78879103,33.27719545,66.59712,
-88.7887899,33.27767431,66.69712,
-88.7887818,33.27720585,66.59712,
-88.78878013,33.27345329,66.49712,
-88.78878012,33.27317508,66.29712,
-88.788776,33.2776875,66.59712,
-88.78877251,33.27721621,66.59712,
-88.78877195,33.27368338,66.29712,
-88.78876832,33.27361222,66.29712,
-88.78876446,33.2776999,66.59712,
-88.78876062,33.27722335,66.59712,
-88.78875928,33.27317306,66.39712,
-88.78875161,33.27771231,66.59712,
-88.78874917,33.27344759,66.39712,
-88.78874836,33.27722849,67.59712,
-88.78874525,33.27361841,66.39712,
-88.78873997,33.27772435,66.49712,
-88.78873887,33.27316485,66.29712,
-88.78873768,33.27367884,66.49712,
-88.7887329,33.27723126,66.69712,
-88.78872824,33.277737,66.59712,
-88.7887195,33.27362471,66.49712,
-88.78871892,33.27344062,66.49712,
-88.78871641,33.27315451,66.39712,
-88.78871532,33.27774912,66.59712,
-88.78871482,33.27723406,66.59712,
-88.78870371,33.27776123,66.69712,
-88.78870096,33.27367454,66.39712,
-88.78869887,33.27723307,66.59712,
-88.78869609,33.27314443,66.29712,
-88.78869578,33.27363107,66.49712,
-88.78869519,33.27342861,66.29712,
-88.78869338,33.27777425,66.59712,
-88.78868299,33.27778685,66.69712,
-88.78868058,33.27722244,66.59712,
-88.78867265,33.2736371,66.39712,
-88.78867253,33.27341436,66.39712,
-88.78867136,33.27313668,66.29712,
-88.78867118,33.27779677,66.59712,
-88.78866662,33.27366846,66.49712,
-88.78866502,33.27721158,66.89712,
-88.78865893,33.2778047,66.69712,
-88.78865392,33.2729164,66.39712,
-88.78865389,33.27291853,66.39712,
-88.78865138,33.27720103,66.59712,
-88.78865095,33.2729143,66.39712,
-88.7886509,33.27312632,66.29712,
-88.78865063,33.27339641,66.39712,
-88.78864796,33.27291158,66.39712,
-88.78864706,33.27364221,66.29712,
-88.78864647,33.27291737,66.39712,
-88.78864483,33.27781119,66.69712,
-88.78864265,33.27290378,66.49712,
-88.78863647,33.27719076,66.59712,
-88.78863568,33.27288224,66.39712,
-88.78863556,33.27289652,66.39712,
-88.78863555,33.27290659,66.39712,
-88.78863431,33.27289223,66.39712,
-88.78863421,33.27781817,66.69712,
-88.78863255,33.27311554,66.79712,
-88.7886307,33.27287256,66.39712,
-88.78863034,33.27366586,66.29712,
-88.78862965,33.27337556,66.39712,
-88.78862555,33.27289223,66.39712,
-88.78862335,33.27286387,66.39712,
-88.78862291,33.27290334,66.39712,
-88.78862254,33.27364719,66.29712,
-88.78862234,33.27782282,66.79712,
-88.78862118,33.27718294,66.59712,
-88.78861961,33.27289371,66.39712,
-88.78861465,33.27310499,66.19712,
-88.78861226,33.27291345,66.39712,
-88.78861183,33.27285386,66.39712,
-88.78860902,33.27289359,66.39712,
-88.78860813,33.27782436,66.69712,
-88.78860543,33.27717375,66.59712,
-88.78860406,33.27335338,66.49712,
-88.78860351,33.27292646,66.39712,
-88.78859915,33.27288254,66.39712,
-88.78859728,33.27284647,66.39712,
-88.78859724,33.27365217,66.39712,
-88.78859617,33.27309441,66.39712,
-88.78859567,33.27288779,66.29712,
-88.7885956,33.27366434,66.29712,
-88.78859459,33.27782401,66.69712,
-88.78859105,33.27400297,66.29712,
-88.78858956,33.27398855,66.29712,
-88.78858933,33.27293746,66.39712,
-88.78858863,33.27716525,66.59712,
-88.78858533,33.2739735,66.29712,
-88.78858378,33.27284179,66.39712,
-88.78858216,33.27782367,66.69712,
-88.78858074,33.27288425,66.29712,
-88.78857863,33.27308545,66.39712,
-88.78857831,33.27287261,66.39712,
-88.78857737,33.27396043,66.39712,
-88.78857647,33.27402164,66.39712,
-88.78857615,33.27332824,66.29712,
-88.78857276,33.2736571,66.39712,
-88.78857266,33.27782332,66.79712,
-88.78857232,33.27294663,66.29712,
-88.78857182,33.27715652,66.69712,
-88.78856981,33.27287847,66.29712,
-88.78856834,33.2728379,66.39712,
-88.78856421,33.27394618,66.39712,
-88.78856372,33.27782297,66.79712,
-88.78856317,33.27307555,66.29712,
-88.78856133,33.27366283,66.39712,
-88.78855779,33.27286215,66.39712,
-88.78855676,33.27295474,66.29712,
-88.78855534,33.27782263,66.69712,
-88.78855522,33.27286758,66.39712,
-88.78855428,33.27714825,67.19712,
-88.7885529,33.27284241,66.39712,
