"","depth","long","lat"
"1",-1.94934060728987,332482.774150519,3682636.50535348
"2",-1.95050195158334,332497.774150519,3682636.50535348
"3",-1.9516949522704,332512.774150519,3682636.50535348
"4",-1.95291962497448,332527.774150519,3682636.50535348
"5",-1.95417594562138,332542.774150519,3682636.50535348
"6",-1.95546385039965,332557.774150519,3682636.50535348
"7",-1.95678323602034,332572.774150519,3682636.50535348
"8",-1.95813396030385,332587.774150519,3682636.50535348
"9",-1.95951584312105,332602.774150519,3682636.50535348
"10",-1.96092866771713,332617.774150519,3682636.50535348
"11",-1.96237218244757,332632.774150519,3682636.50535348
"12",-1.96384610295535,332647.774150519,3682636.50535348
"13",-1.96535011481959,332662.774150519,3682636.50535348
"14",-1.96688387670692,332677.774150519,3682636.50535348
"15",-1.9684470240556,332692.774150519,3682636.50535348
"16",-1.9700391733241,332707.774150519,3682636.50535348
"17",-1.97165992683531,332722.774150519,3682636.50535348
"18",-1.97330887824607,332737.774150519,3682636.50535348
"19",-1.97498561867296,332752.774150519,3682636.50535348
"20",-1.97668974350089,332767.774150519,3682636.50535348
"21",-1.97842085990051,332782.774150519,3682636.50535348
"22",-1.98017859507582,332797.774150519,3682636.50535348
"23",-1.98196260525766,332812.774150519,3682636.50535348
"24",-1.98377258545214,332827.774150519,3682636.50535348
"25",-1.98560827994262,332842.774150519,3682636.50535348
"26",-1.98746949353155,332857.774150519,3682636.50535348
"27",-1.98935610349163,332872.774150519,3682636.50535348
"28",-1.99126807217547,332887.774150519,3682636.50535348
"29",-1.99320546020738,332902.774150519,3682636.50535348
"30",-1.99516844014953,332917.774150519,3682636.50535348
"31",-1.99715731049732,332932.774150519,3682636.50535348
"32",-1.99917250981456,332947.774150519,3682636.50535348
"33",-2.00121463076801,332962.774150519,3682636.50535348
"34",-2.00328443376113,332977.774150519,3682636.50535348
"35",-2.00538285980149,332992.774150519,3682636.50535348
"36",-2.00751104216384,333007.774150519,3682636.50535348
"37",-2.00967031633213,333022.774150519,3682636.50535348
"38",-2.0118622276225,333037.774150519,3682636.50535348
"39",-2.0140885358055,333052.774150519,3682636.50535348
"40",-2.01635121596248,333067.774150519,3682636.50535348
"41",-2.01865245473348,333082.774150519,3682636.50535348
"42",-2.02099464103829,333097.774150519,3682636.50535348
"43",-2.02338035028701,333112.774150519,3682636.50535348
"44",-2.02581232103359,333127.774150519,3682636.50535348
"45",-2.02829342296394,333142.774150519,3682636.50535348
"46",-2.03082661503442,333157.774150519,3682636.50535348
"47",-2.0334148924734,333172.774150519,3682636.50535348
"48",-2.03606122119371,333187.774150519,3682636.50535348
"49",-2.03876845790528,333202.774150519,3682636.50535348
"50",-2.04153925381659,333217.774150519,3682636.50535348
"51",-2.04437593921634,333232.774150519,3682636.50535348
"52",-2.04728038538008,333247.774150519,3682636.50535348
"53",-2.05025383908852,333262.774150519,3682636.50535348
"54",-2.05329672353082,333277.774150519,3682636.50535348
"55",-2.05640839744289,333292.774150519,3682636.50535348
"56",-2.05958686195158,333307.774150519,3682636.50535348
"57",-2.0628284016977,333322.774150519,3682636.50535348
"58",-2.06612714329876,333337.774150519,3682636.50535348
"59",-2.06947450991769,333352.774150519,3682636.50535348
"60",-2.07285854539703,333367.774150519,3682636.50535348
"61",-2.07626307479574,333382.774150519,3682636.50535348
"62",-2.0796666600601,333397.774150519,3682636.50535348
"63",-2.08304130053786,333412.774150519,3682636.50535348
"64",-2.08635082110582,333427.774150519,3682636.50535348
"65",-2.0895488956727,333442.774150519,3682636.50535348
"66",-2.09257669742922,333457.774150519,3682636.50535348
"67",-2.09536031307651,333472.774150519,3682636.50535348
"68",-2.09780843769177,333487.774150519,3682636.50535348
"69",-2.09981170019612,333502.774150519,3682636.50535348
"70",-2.10124651183651,333517.774150519,3682636.50535348
"71",-2.1019887416544,333532.774150519,3682636.50535348
"72",-2.10194650131529,333547.774150519,3682636.50535348
"73",-2.10113204987345,333562.774150519,3682636.50535348
"74",-2.09981906740865,333577.774150519,3682636.50535348
"75",-2.09881016103297,333592.774150519,3682636.50535348
"76",-2.09948689263245,333607.774150519,3682636.50535348
"77",-2.10287839779799,333622.774150519,3682636.50535348
"78",-2.10849181724412,333637.774150519,3682636.50535348
"79",-2.11496521003402,333652.774150519,3682636.50535348
"80",-2.12127428799515,333667.774150519,3682636.50535348
"81",-2.12692918398643,333682.774150519,3682636.50535348
"82",-2.13182291261985,333697.774150519,3682636.50535348
"83",-2.13606092478782,333712.774150519,3682636.50535348
"84",-2.13981416653633,333727.774150519,3682636.50535348
"85",-2.14323667626776,333742.774150519,3682636.50535348
"86",-2.14643806538796,333757.774150519,3682636.50535348
"87",-2.14948549581937,333772.774150519,3682636.50535348
"88",-2.15241504200923,333787.774150519,3682636.50535348
"89",-2.15524256106559,333802.774150519,3682636.50535348
"90",-2.15797231688903,333817.774150519,3682636.50535348
"91",-2.16060401570943,333832.774150519,3682636.50535348
"92",-2.16313813837231,333847.774150519,3682636.50535348
"93",-2.16557908709857,333862.774150519,3682636.50535348
"94",-2.16793621046314,333877.774150519,3682636.50535348
"95",-2.17022329900314,333892.774150519,3682636.50535348
"96",-2.17245726362292,333907.774150519,3682636.50535348
"97",-2.17465657693049,333922.774150519,3682636.50535348
"98",-2.17683985255391,333937.774150519,3682636.50535348
"99",-2.17902473229242,333952.774150519,3682636.50535348
