"","depth","long","lat"
"166",-2.24668852424203,334170.247685838,3682641.50535348
"167",-2.25038522823803,334185.247685838,3682641.50535348
"168",-2.25424859614589,334200.247685838,3682641.50535348
"169",-2.25827869087239,334215.247685838,3682641.50535348
"170",-2.26246513588425,334230.247685838,3682641.50535348
"171",-2.26678629580652,334245.247685838,3682641.50535348
"172",-2.27120882350689,334260.247685838,3682641.50535348
"173",-2.27568729177182,334275.247685838,3682641.50535348
"174",-2.28016393531933,334290.247685838,3682641.50535348
"175",-2.28456881484741,334305.247685838,3682641.50535348
"176",-2.28882085502919,334320.247685838,3682641.50535348
"177",-2.29283017976074,334335.247685838,3682641.50535348
"178",-2.29650199924455,334350.247685838,3682641.50535348
"179",-2.29974202979464,334365.247685838,3682641.50535348
"180",-2.30246307916565,334380.247685838,3682641.50535348
"181",-2.3045920557638,334395.247685838,3682641.50535348
"182",-2.30607635334814,334410.247685838,3682641.50535348
"183",-2.30688845850558,334425.247685838,3682641.50535348
"184",-2.3070278404499,334440.247685838,3682641.50535348
"185",-2.306519716456,334455.247685838,3682641.50535348
"186",-2.3054109904334,334470.247685838,3682641.50535348
"187",-2.30376428127928,334485.247685838,3682641.50535348
"188",-2.30165126525593,334500.247685838,3682641.50535348
"189",-2.2991464783617,334515.247685838,3682641.50535348
"190",-2.29632236046179,334530.247685838,3682641.50535348
"191",-2.29324586347144,334545.247685838,3682641.50535348
"192",-2.28997655984912,334560.247685838,3682641.50535348
"193",-2.07851671909507,333135.247685838,3682656.50535348
"194",-2.07969596719454,333150.247685838,3682656.50535348
"195",-2.08095784452107,333165.247685838,3682656.50535348
"196",-2.08230646753458,333180.247685838,3682656.50535348
"197",-2.08374567235975,333195.247685838,3682656.50535348
"198",-2.08527889037038,333210.247685838,3682656.50535348
"199",-2.08690900339532,333225.247685838,3682656.50535348
"200",-2.08863817527781,333240.247685838,3682656.50535348
"201",-2.09046765508491,333255.247685838,3682656.50535348
"202",-2.0923975452319,333270.247685838,3682656.50535348
"203",-2.09442652506417,333285.247685838,3682656.50535348
"204",-2.09655151692224,333300.247685838,3682656.50535348
"205",-2.09876727726985,333315.247685838,3682656.50535348
"206",-2.10106588984028,333330.247685838,3682656.50535348
"207",-2.10343613046183,333345.247685838,3682656.50535348
"208",-2.10586266332741,333360.247685838,3682656.50535348
"209",-2.10832501426287,333375.247685838,3682656.50535348
"210",-2.1107962450528,333390.247685838,3682656.50535348
"211",-2.11324121913515,333405.247685838,3682656.50535348
"212",-2.11561429522584,333420.247685838,3682656.50535348
"213",-2.1178562011149,333435.247685838,3682656.50535348
"214",-2.11988971594459,333450.247685838,3682656.50535348
"215",-2.12161363805064,333465.247685838,3682656.50535348
"216",-2.12289443388876,333480.247685838,3682656.50535348
"217",-2.12355528826304,333495.247685838,3682656.50535348
"218",-2.12336381852939,333510.247685838,3682656.50535348
"219",-2.12202355303686,333525.247685838,3682656.50535348
"220",-2.11917890688042,333540.247685838,3682656.50535348
"221",-2.11443871877483,333555.247685838,3682656.50535348
"222",-2.10742747535222,333570.247685838,3682656.50535348
"223",-2.09818588749691,333585.247685838,3682656.50535348
"224",-2.08931222102086,333600.247685838,3682656.50535348
"225",-2.08844818867946,333615.247685838,3682656.50535348
"226",-2.09830375126513,333630.247685838,3682656.50535348
"227",-2.11129087066128,333645.247685838,3682656.50535348
"228",-2.12362657720929,333660.247685838,3682656.50535348
"229",-2.13412393165668,333675.247685838,3682656.50535348
"230",-2.14242162032875,333690.247685838,3682656.50535348
"231",-2.14896781204362,333705.247685838,3682656.50535348
"232",-2.15435751963638,333720.247685838,3682656.50535348
"233",-2.15905491770224,333735.247685838,3682656.50535348
"234",-2.16334530800357,333750.247685838,3682656.50535348
"235",-2.1673799438921,333765.247685838,3682656.50535348
"236",-2.17123495708653,333780.247685838,3682656.50535348
"237",-2.17494524249294,333795.247685838,3682656.50535348
"238",-2.17851891562646,333810.247685838,3682656.50535348
"239",-2.18194950977925,333825.247685838,3682656.50535348
"240",-2.18522851534321,333840.247685838,3682656.50535348
"241",-2.18835376023578,333855.247685838,3682656.50535348
"242",-2.1913324233051,333870.247685838,3682656.50535348
"243",-2.19418057829286,333885.247685838,3682656.50535348
"244",-2.1969211320152,333900.247685838,3682656.50535348
"245",-2.19958114963165,333915.247685838,3682656.50535348
"246",-2.20218916992044,333930.247685838,3682656.50535348
"247",-2.20477293474498,333945.247685838,3682656.50535348
"248",-2.2073577019767,333960.247685838,3682656.50535348
"249",-2.20996509076626,333975.247685838,3682656.50535348
"250",-2.21261235590889,333990.247685838,3682656.50535348
"251",-2.21531206262982,334005.247685838,3682656.50535348
"252",-2.21807221144398,334020.247685838,3682656.50535348
"253",-2.22089687581101,334035.247685838,3682656.50535348
"254",-2.22378737149184,334050.247685838,3682656.50535348
"255",-2.22674390959649,334065.247685838,3682656.50535348
"256",-2.2297676187572,334080.247685838,3682656.50535348
"257",-2.2328627523824,334095.247685838,3682656.50535348
"258",-2.23603878578792,334110.247685838,3682656.50535348
"259",-2.23931192456236,334125.247685838,3682656.50535348
"260",-2.24270535257297,334140.247685838,3682656.50535348
"261",-2.24624754813658,334155.247685838,3682656.50535348
"262",-2.24996845235516,334170.247685838,3682656.50535348
"263",-2.25389419881638,334185.247685838,3682656.50535348
"264",-2.25804195360847,334200.247685838,3682656.50535348
"265",-2.26241636857413,334215.247685838,3682656.50535348
"266",-2.26700810857618,334230.247685838,3682656.50535348
"267",-2.2717937304185,334245.247685838,3682656.50535348
"268",-2.27673576808623,334260.247685838,3682656.50535348
"269",-2.28178231152875,334275.247685838,3682656.50535348
"270",-2.28686612998257,334290.247685838,3682656.50535348
"271",-2.2919039817754,334305.247685838,3682656.50535348
"272",-2.29679698527527,334320.247685838,3682656.50535348
"273",-2.30143285062263,334335.247685838,3682656.50535348
"274",-2.30569050092029,334350.247685838,3682656.50535348
"275",-2.30944721039488,334365.247685838,3682656.50535348
"276",-2.3125878616346,334380.247685838,3682656.50535348
"277",-2.31501528975559,334395.247685838,3682656.50535348
"278",-2.31666006519777,334410.247685838,3682656.50535348
"279",-2.3174877381506,334425.247685838,3682656.50535348
"280",-2.31750181800395,334440.247685838,3682656.50535348
"281",-2.31674168013587,334455.247685838,3682656.50535348
"282",-2.31527590913652,334470.247685838,3682656.50535348
"283",-2.31319275547122,334485.247685838,3682656.50535348
"284",-2.31058990199245,334500.247685838,3682656.50535348
"285",-2.3075654708204,334515.247685838,3682656.50535348
"286",-2.30421141600964,334530.247685838,3682656.50535348
"287",-2.30060957585655,334545.247685838,3682656.50535348
"288",-2.29683002554115,334560.247685838,3682656.50535348
"289",-2.07678084444652,333135.247685838,3682671.50535348
"290",-2.07794204252765,333150.247685838,3682671.50535348
"291",-2.0791904820623,333165.247685838,3682671.50535348
"292",-2.08053105338025,333180.247685838,3682671.50535348
"293",-2.08196841098954,333195.247685838,3682671.50535348
"294",-2.08350684117792,333210.247685838,3682671.50535348
"295",-2.08515010769241,333225.247685838,3682671.50535348
"296",-2.08690127219629,333240.247685838,3682671.50535348
"297",-2.08876248445756,333255.247685838,3682671.50535348
"298",-2.09073473461857,333270.247685838,3682671.50535348
"299",-2.09281755627691,333285.247685838,3682671.50535348
"300",-2.09500866430941,333300.247685838,3682671.50535348
"301",-2.09730350519355,333315.247685838,3682671.50535348
"302",-2.09969468966301,333330.247685838,3682671.50535348
"303",-2.10217126715134,333345.247685838,3682671.50535348
"304",-2.104717787178,333360.247685838,3682671.50535348
"305",-2.10731307180763,333375.247685838,3682671.50535348
"306",-2.10992859027497,333390.247685838,3682671.50535348
"307",-2.11252627195409,333405.247685838,3682671.50535348
"308",-2.1150554986569,333420.247685838,3682671.50535348
"309",-2.11744884759563,333435.247685838,3682671.50535348
"310",-2.11961585101229,333450.247685838,3682671.50535348
"311",-2.1214335003382,333465.247685838,3682671.50535348
"312",-2.1227313513856,333480.247685838,3682671.50535348
"313",-2.12326800060547,333495.247685838,3682671.50535348
"314",-2.12269555079984,333510.247685838,3682671.50535348
"315",-2.12051350330675,333525.247685838,3682671.50535348
"316",-2.11602925779902,333540.247685838,3682671.50535348
"317",-2.10833842401379,333555.247685838,3682671.50535348
"318",-2.09607882427837,333570.247685838,3682671.50535348
"319",-2.07618585865517,333585.247685838,3682671.50535348
"320",-2.04567065561197,333600.247685838,3682671.50535348
"321",-2.03445231062703,333615.247685838,3682671.50535348
"322",-2.06670782834892,333630.247685838,3682671.50535348
"323",-2.09100938819671,333645.247685838,3682671.50535348
"324",-2.11242372324425,333660.247685838,3682671.50535348
"325",-2.12828010937034,333675.247685838,3682671.50535348
"326",-2.1389733465785,333690.247685838,3682671.50535348
"327",-2.14654535350801,333705.247685838,3682671.50535348
"328",-2.1524507655728,333720.247685838,3682671.50535348
"329",-2.15754462556188,333735.247685838,3682671.50535348
"330",-2.16222910810657,333750.247685838,3682671.50535348
"331",-2.16666025583765,333765.247685838,3682671.50535348
"332",-2.17091125260482,333780.247685838,3682671.50535348
"333",-2.17501730697383,333795.247685838,3682671.50535348
"334",-2.17897340749711,333810.247685838,3682671.50535348
"335",-2.18275175182093,333825.247685838,3682671.50535348
"336",-2.18632743523821,333840.247685838,3682671.50535348
"337",-2.18969166235559,333855.247685838,3682671.50535348
"338",-2.19285299143146,333870.247685838,3682671.50535348
"339",-2.19583418915907,333885.247685838,3682671.50535348
"340",-2.19866812033332,333900.247685838,3682671.50535348
"341",-2.20139319862381,333915.247685838,3682671.50535348
"342",-2.20404903617688,333930.247685838,3682671.50535348
"343",-2.20667308477281,333945.247685838,3682671.50535348
"344",-2.20929846828366,333960.247685838,3682671.50535348
"345",-2.21195267436212,333975.247685838,3682671.50535348
"346",-2.21465675403508,333990.247685838,3682671.50535348
"347",-2.21742495409037,334005.247685838,3682671.50535348
"348",-2.22026491000325,334020.247685838,3682671.50535348
"349",-2.22317853955799,334035.247685838,3682671.50535348
"350",-2.22616369183347,334050.247685838,3682671.50535348
"351",-2.22921650373115,334065.247685838,3682671.50535348
"352",-2.232334339532,334080.247685838,3682671.50535348
"353",-2.23551915378319,334095.247685838,3682671.50535348
"354",-2.23878100629097,334110.247685838,3682671.50535348
"355",-2.24214109805759,334125.247685838,3682671.50535348
"356",-2.24563311882488,334140.247685838,3682671.50535348
"357",-2.24930129258498,334155.247685838,3682671.50535348
"358",-2.25319409685418,334170.247685838,3682671.50535348
"359",-2.25735478724053,334185.247685838,3682671.50535348
"360",-2.26181232243124,334200.247685838,3682671.50535348
"361",-2.26657635776325,334215.247685838,3682671.50535348
"362",-2.27163705037635,334230.247685838,3682671.50535348
"363",-2.27696730673091,334245.247685838,3682671.50535348
"364",-2.28252444606131,334260.247685838,3682671.50535348
"365",-2.28824975519983,334275.247685838,3682671.50535348
"366",-2.29406627243578,334290.247685838,3682671.50535348
"367",-2.29987623401208,334305.247685838,3682671.50535348
"368",-2.30555985397951,334320.247685838,3682671.50535348
"369",-2.31097683550531,334335.247685838,3682671.50535348
"370",-2.31597155246919,334350.247685838,3682671.50535348
"371",-2.32038230888052,334365.247685838,3682671.50535348
"372",-2.32405438127351,334380.247685838,3682671.50535348
"373",-2.32685553022035,334395.247685838,3682671.50535348
"374",-2.32869143703007,334410.247685838,3682671.50535348
"375",-2.32951760885277,334425.247685838,3682671.50535348
"376",-2.32934443698718,334440.247685838,3682671.50535348
"377",-2.32823368541843,334455.247685838,3682671.50535348
"378",-2.32628727341976,334470.247685838,3682671.50535348
"379",-2.32363155981098,334485.247685838,3682671.50535348
"380",-2.32040124638661,334500.247685838,3682671.50535348
"381",-2.31672623687799,334515.247685838,3682671.50535348
"382",-2.31272305376343,334530.247685838,3682671.50535348
"383",-2.3084907474599,334545.247685838,3682671.50535348
"384",-2.30411024054525,334560.247685838,3682671.50535348
"385",-2.07494332824038,333135.247685838,3682686.50535348
"386",-2.07608013923027,333150.247685838,3682686.50535348
"387",-2.07730882758783,333165.247685838,3682686.50535348
"388",-2.07863515414915,333180.247685838,3682686.50535348
"389",-2.08006470216029,333195.247685838,3682686.50535348
"390",-2.08160273690531,333210.247685838,3682686.50535348
"391",-2.08325404223379,333225.247685838,3682686.50535348
"392",-2.08502273111632,333240.247685838,3682686.50535348
"393",-2.08691202538406,333255.247685838,3682686.50535348
"394",-2.08892399664298,333270.247685838,3682686.50535348
"395",-2.09105925575787,333285.247685838,3682686.50535348
"396",-2.09331657205132,333300.247685838,3682686.50535348
"397",-2.09569239522656,333315.247685838,3682686.50535348
"398",-2.09818024260102,333330.247685838,3682686.50535348
"399",-2.10076990069203,333345.247685838,3682686.50535348
"400",-2.10344637175116,333360.247685838,3682686.50535348
"401",-2.10618846888784,333375.247685838,3682686.50535348
"402",-2.10896692084024,333390.247685838,3682686.50535348
"403",-2.11174177528604,333405.247685838,3682686.50535348
"404",-2.11445875977821,333420.247685838,3682686.50535348
"405",-2.11704401324802,333435.247685838,3682686.50535348
"406",-2.11939611109166,333450.247685838,3682686.50535348
"407",-2.12137329361991,333465.247685838,3682686.50535348
"408",-2.12277168380076,333480.247685838,3682686.50535348
"409",-2.12328599033045,333495.247685838,3682686.50535348
"410",-2.12243673826936,333510.247685838,3682686.50535348
"411",-2.11944127088416,333525.247685838,3682686.50535348
"412",-2.11303093452208,333540.247685838,3682686.50535348
"413",-2.10138920494525,333555.247685838,3682686.50535348
"414",-2.08246974625055,333570.247685838,3682686.50535348
"415",-2.04907986966437,333585.247685838,3682686.50535348
"416",-1.95633199145457,333600.247685838,3682686.50535348
"417",-1.87494971501878,333615.247685838,3682686.50535348
"418",-2.01893305735413,333630.247685838,3682686.50535348
"419",-2.02154009101362,333645.247685838,3682686.50535348
"420",-2.09606266593877,333660.247685838,3682686.50535348
"421",-2.12074488326993,333675.247685838,3682686.50535348
"422",-2.13435726748922,333690.247685838,3682686.50535348
"423",-2.1427270889595,333705.247685838,3682686.50535348
"424",-2.14904142411932,333720.247685838,3682686.50535348
"425",-2.15463991395817,333735.247685838,3682686.50535348
"426",-2.15993753714333,333750.247685838,3682686.50535348
"427",-2.16495970719627,333765.247685838,3682686.50535348
"428",-2.16978195785409,333780.247685838,3682686.50535348
"429",-2.17447335520382,333795.247685838,3682686.50535348
"430",-2.17900167329469,333810.247685838,3682686.50535348
"431",-2.18329058215181,333825.247685838,3682686.50535348
"432",-2.1872872615498,333840.247685838,3682686.50535348
"433",-2.19097753341721,333855.247685838,3682686.50535348
"434",-2.19437619539954,333870.247685838,3682686.50535348
"435",-2.19751865482198,333885.247685838,3682686.50535348
"436",-2.20045488942545,333900.247685838,3682686.50535348
"437",-2.20324200066489,333915.247685838,3682686.50535348
"438",-2.20593681137653,333930.247685838,3682686.50535348
"439",-2.20859090187336,333945.247685838,3682686.50535348
"440",-2.21124822161148,333960.247685838,3682686.50535348
"441",-2.21394401092094,333975.247685838,3682686.50535348
"442",-2.21670407389044,333990.247685838,3682686.50535348
"443",-2.21954435940828,334005.247685838,3682686.50535348
"444",-2.22247123305661,334020.247685838,3682686.50535348
"445",-2.22548270578086,334035.247685838,3682686.50535348
"446",-2.22857071669085,334050.247685838,3682686.50535348
"447",-2.23172441958796,334065.247685838,3682686.50535348
"448",-2.23493428798441,334080.247685838,3682686.50535348
"449",-2.23819698358314,334095.247685838,3682686.50535348
"450",-2.24152103907773,334110.247685838,3682686.50535348
"451",-2.24493281016515,334125.247685838,3682686.50535348
"452",-2.24848075452067,334140.247685838,3682686.50535348
"453",-2.25223430801068,334155.247685838,3682686.50535348
"454",-2.25627344198844,334170.247685838,3682686.50535348
"455",-2.26066994322746,334185.247685838,3682686.50535348
"456",-2.26546945945895,334200.247685838,3682686.50535348
"457",-2.27068440276347,334215.247685838,3682686.50535348
"458",-2.27629871233757,334230.247685838,3682686.50535348
"459",-2.28227678767575,334245.247685838,3682686.50535348
"460",-2.2885688366772,334260.247685838,3682686.50535348
"461",-2.29511004143026,334275.247685838,3682686.50535348
"462",-2.30181526643362,334290.247685838,3682686.50535348
"463",-2.3085726372861,334305.247685838,3682686.50535348
"464",-2.3152390755838,334320.247685838,3682686.50535348
"465",-2.32163998640704,334335.247685838,3682686.50535348
"466",-2.32757449140317,334350.247685838,3682686.50535348
"467",-2.33282705736339,334365.247685838,3682686.50535348
"468",-2.33718569864481,334380.247685838,3682686.50535348
"469",-2.3404654648757,334395.247685838,3682686.50535348
"470",-2.3425335066448,334410.247685838,3682686.50535348
"471",-2.34332961775023,334425.247685838,3682686.50535348
"472",-2.34287558591879,334440.247685838,3682686.50535348
"473",-2.3412693758762,334455.247685838,3682686.50535348
"474",-2.33866554896415,334470.247685838,3682686.50535348
"475",-2.33524840589374,334485.247685838,3682686.50535348
"476",-2.3312059974172,334500.247685838,3682686.50535348
"477",-2.32671090909782,334515.247685838,3682686.50535348
"478",-2.32190976998294,334530.247685838,3682686.50535348
"479",-2.31692024897731,334545.247685838,3682686.50535348
"480",-2.31183292530522,334560.247685838,3682686.50535348
"481",-2.07299819903311,333135.247685838,3682701.50535348
"482",-2.07410330232176,333150.247685838,3682701.50535348
"483",-2.07530487054158,333165.247685838,3682701.50535348
"484",-2.07660963884007,333180.247685838,3682701.50535348
"485",-2.07802423814512,333195.247685838,3682701.50535348
"486",-2.07955504610941,333210.247685838,3682701.50535348
"487",-2.08120801401616,333225.247685838,3682701.50535348
"488",-2.08298846787105,333240.247685838,3682701.50535348
"489",-2.08490087987339,333255.247685838,3682701.50535348
"490",-2.08694860280795,333270.247685838,3682701.50535348
"491",-2.08913355425794,333285.247685838,3682701.50535348
"492",-2.09145582961775,333300.247685838,3682701.50535348
"493",-2.09391321245523,333315.247685838,3682701.50535348
"494",-2.0965005375047,333330.247685838,3682701.50535348
"495",-2.0992088446972,333345.247685838,3682701.50535348
"496",-2.10202424035696,333360.247685838,3682701.50535348
"497",-2.10492635009787,333375.247685838,3682701.50535348
"498",-2.10788619907219,333390.247685838,3682701.50535348
"499",-2.1108632731915,333405.247685838,3682701.50535348
"500",-2.11380136747413,333420.247685838,3682701.50535348
"501",-2.11662254459432,333435.247685838,3682701.50535348
"502",-2.11921794081779,333450.247685838,3682701.50535348
"503",-2.12143283448359,333465.247685838,3682701.50535348
"504",-2.1230401503977,333480.247685838,3682701.50535348
"505",-2.12368814219986,333495.247685838,3682701.50535348
"506",-2.12278566730544,333510.247685838,3682701.50535348
"507",-2.11923144063218,333525.247685838,3682701.50535348
"508",-2.1107679149255,333540.247685838,3682701.50535348
"509",-2.09267244039369,333555.247685838,3682701.50535348
"510",-2.05841442026821,333570.247685838,3682701.50535348
"511",-2.02426016758936,333585.247685838,3682701.50535348
"512",-1.9428379015643,333600.247685838,3682701.50535348
"513",-2.07235988411653,333615.247685838,3682701.50535348
"514",-2.18634604713716,333630.247685838,3682701.50535348
"515",-2.12704821283024,333645.247685838,3682701.50535348
"516",-2.04344432920971,333660.247685838,3682701.50535348
"517",-2.10836044749785,333675.247685838,3682701.50535348
