Longitude,Latitude,ElevationBottom
-88.79097223,33.27518993,67.45402
-88.79096927,33.27517271,67.45402
-88.79096877,33.27520696,67.45402
-88.79096536,33.27522249,67.45402
-88.79096057,33.27515726,67.35402
-88.79095842,33.2752369,67.45402
-88.7909517,33.27525371,67.45402
-88.79094774,33.27514127,67.35402
-88.79094618,33.27527142,67.45402
-88.79094422,33.27529134,67.35402
-88.79094228,33.27530887,67.35402
-88.79094031,33.27532828,67.45402
-88.79093836,33.27534419,67.25402
-88.79093359,33.27535795,67.25402
-88.7909317,33.27512583,67.35402
-88.7909265,33.27537125,67.25402
-88.79091644,33.27511036,67.35402
-88.79091482,33.27538117,67.95402
-88.79090299,33.27509552,67.35402
-88.79090207,33.27538664,67.25402
-88.79088773,33.27538447,67.25402
-88.79088555,33.27508011,67.35402
-88.79087542,33.27538231,67.25402
-88.79087067,33.27506702,67.35402
-88.79086496,33.27538014,67.35402
-88.79085637,33.27505294,67.35402
-88.79085397,33.27537063,67.25402
-88.79084338,33.27504097,67.35402
-88.79083974,33.27536316,67.25402
-88.79083507,33.27502521,67.35402
-88.79082844,33.27501134,67.25402
-88.79082179,33.27499393,67.25402
-88.79082001,33.27485864,67.35402
-88.79081932,33.27535559,67.35402
-88.7908191,33.27497531,67.25402
-88.79081769,33.27487637,67.35402
-88.79081705,33.27495876,67.25402
-88.79081571,33.27483985,67.35402
-88.7908154,33.27489317,67.25402
-88.79081498,33.27494117,67.25402
-88.7908131,33.27490864,67.35402
-88.79081293,33.27492355,67.35402
-88.79080436,33.27482148,67.45402
-88.79080252,33.2753378,67.35402
-88.79079243,33.27480469,67.45402
-88.79078553,33.27531802,67.45402
-88.79077799,33.27478824,67.25402
-88.790767,33.27529414,67.95402
-88.79076448,33.27477174,67.35402
-88.79075118,33.2747546,67.35402
-88.79074862,33.27527354,67.35402
-88.79073752,33.27473893,67.25402
-88.79073162,33.27525409,67.35402
-88.79072809,33.27428739,67.35402
-88.79072747,33.2742701,67.35402
-88.79072315,33.27472293,67.45402
-88.79072222,33.27425305,67.35402
-88.79072141,33.27430571,67.25402
-88.79071717,33.27432517,67.55402
-88.79071463,33.2752344,67.35402
-88.7907138,33.27423456,67.45402
-88.79071282,33.27434065,67.45402
-88.79070929,33.27470749,67.55402
-88.79070549,33.27421516,67.45402
-88.79070283,33.27406837,67.55402
-88.79070196,33.27435616,67.35402
-88.79070075,33.27406262,67.55402
-88.79070054,33.27407565,67.55402
-88.79070042,33.27433101,67.45402
-88.79069957,33.27429537,67.35402
-88.79069826,33.27408126,67.55402
-88.79069796,33.27431329,67.35402
-88.79069751,33.27419576,67.45402
-88.79069618,33.27435222,67.35402
-88.79069616,33.27522067,67.65402
-88.79069599,33.27407639,67.55402
-88.79069385,33.27469022,67.35402
-88.79069321,33.27427693,67.35402
-88.79069235,33.27407245,67.55402
-88.7906919,33.27405793,67.95402
-88.79068869,33.27437185,67.35402
-88.79068867,33.27437003,67.35402
-88.79068864,33.27417573,67.55402
-88.79068794,33.27406789,67.55402
-88.79068615,33.27425929,67.45402
-88.79068424,33.27406006,67.55402
-88.79068103,33.27405382,67.55402
-88.79068077,33.27405415,67.55402
-88.79068042,33.27415798,67.55402
-88.79067966,33.27438715,67.35402
-88.79067934,33.27467549,67.35402
-88.79067779,33.27405377,67.55402
-88.7906766,33.27424365,67.45402
-88.79067642,33.27438696,67.35402
-88.79067517,33.27520841,67.45402
-88.79067291,33.27440373,67.35402
-88.7906722,33.27414063,67.55402
-88.7906709,33.27405665,67.55402
-88.79066949,33.27405311,67.55402
-88.79066671,33.27442156,67.45402
-88.79066622,33.27422844,67.45402
-88.79066604,33.27465887,67.35402
-88.7906642,33.27412081,67.55402
-88.7906639,33.27405972,67.45402
-88.79066343,33.27440148,67.45402
-88.79065883,33.27443887,67.45402
-88.79065776,33.27406637,67.45402
-88.79065747,33.27410505,67.55402
-88.79065599,33.27519924,67.45402
-88.79065578,33.27405652,67.55402
-88.790655,33.27421434,67.45402
-88.79065287,33.27407874,67.45402
-88.79065275,33.27464398,67.25402
-88.7906525,33.27409204,67.55402
-88.79064983,33.2744174,67.45402
-88.79064665,33.27445593,67.35402
-88.79064159,33.27419857,67.55402
-88.79064153,33.27463034,67.25402
-88.79063848,33.27406126,67.65402
-88.7906366,33.27443309,67.45402
-88.7906362,33.27519198,67.35402
-88.79063363,33.27447231,67.25402
-88.79063297,33.27461318,67.25402
-88.79062874,33.27418135,67.55402
-88.79062624,33.27459567,67.45402
-88.79062603,33.27407446,67.45402
-88.79062328,33.27444731,67.35402
-88.79062289,33.27448992,67.35402
-88.79062046,33.274578,67.25402
-88.79061709,33.27416249,67.45402
-88.79061622,33.27518844,67.35402
-88.790616,33.27408385,67.55402
-88.79061529,33.27455738,67.35402
-88.79061474,33.27446745,67.35402
-88.79061177,33.2745334,67.35402
-88.79061067,33.27450543,67.25402
-88.79060867,33.27451005,67.35402
-88.79060829,33.27409414,68.05402
-88.79060621,33.2741447,67.35402
-88.79060555,33.27448895,67.35402
-88.7906009,33.27452089,67.35402
-88.79060072,33.27411058,67.35402
-88.79059921,33.27412813,67.45402
