-88.79031416,33.27379954,-1,1
-88.7869777,33.2798056,-1,2
-88.78695451,33.27980172,-1,3
-88.78698977,33.27980316,-1,4
-88.78699094,33.27980476,-1,5
-88.78693964,33.27978943,-1,6
-88.78685625,33.27978504,-1,7
-88.78649768,33.27951578,-1,8
-88.78590336,33.27835626,-1,9
-88.784624,33.27826281,-1,10
-88.78008517,33.27740203,-1,11
-88.78439774,33.28075623,-1,12
-88.78446107,33.28099582,-1,13
-88.78531505,33.27089733,-0.9,14
-88.78652616,33.27042713,-0.9,15
-88.78717606,33.27972556,-0.9,16
-88.7870611,33.27980473,-0.9,17
-88.78697281,33.27980511,-0.9,18
-88.78696638,33.27980464,-0.9,19
-88.78695972,33.27980415,-0.9,20
-88.78695688,33.27980318,-0.9,21
-88.78695609,33.2798027,-0.9,22
-88.78695055,33.27979956,-0.9,23
-88.7869501,33.27979871,-0.9,24
-88.78695367,33.27979787,-0.9,25
-88.78695722,33.27979703,-0.9,26
-88.78695919,33.27979661,-0.9,27
-88.78696364,33.27979576,-0.9,28
-88.78696585,33.27979533,-0.9,29
-88.78696957,33.27979492,-0.9,30
-88.78698073,33.27979407,-0.9,31
-88.78698671,33.27979748,-0.9,32
-88.786987,33.27979812,-0.9,33
-88.7869873,33.27979878,-0.9,34
-88.78698859,33.27980156,-0.9,35
-88.78698889,33.27980196,-0.9,36
-88.78698918,33.27980235,-0.9,37
-88.78699241,33.27980677,-0.9,38
-88.7869933,33.27980797,-0.9,39
-88.78699389,33.27980878,-0.9,40
-88.78699419,33.2798024,-0.9,41
-88.78699702,33.27980191,-0.9,42
-88.78700347,33.27980333,-0.9,43
-88.78697257,33.27979283,-0.9,44
-88.78690615,33.27978772,-0.9,45
-88.78688263,33.27978687,-0.9,46
-88.78682798,33.27978159,-0.9,47
-88.78680135,33.27977767,-0.9,48
-88.78437791,33.28069658,-0.9,49
-88.78850671,33.27286793,-0.8,50
-88.78874836,33.27722849,-0.8,51
-88.78704261,33.27980865,-0.8,52
-88.78699058,33.27980707,-0.8,53
-88.78695767,33.27980367,-0.8,54
-88.7869553,33.27980221,-0.8,55
-88.78695371,33.27980126,-0.8,56
-88.78695212,33.2798004,-0.8,57
-88.78694975,33.27979914,-0.8,58
-88.78695545,33.27979745,-0.8,59
-88.78696143,33.27979618,-0.8,60
-88.78698801,33.27980035,-0.8,61
-88.7869883,33.279801,-0.8,62
-88.78698947,33.27980276,-0.8,63
-88.78699035,33.27980396,-0.8,64
-88.78699065,33.27980436,-0.8,65
-88.78699124,33.27980516,-0.8,66
-88.78699182,33.27980596,-0.8,67
-88.786993,33.27980757,-0.8,68
-88.78700277,33.27980745,-0.8,69
-88.78699484,33.27980271,-0.8,70
-88.7869855,33.27979481,-0.8,71
-88.78698427,33.27979447,-0.8,72
-88.78696766,33.27979198,-0.8,73
-88.78672149,33.27975477,-0.8,74
-88.78548442,33.27917833,-0.8,75
-88.78431605,33.28109268,-0.8,76
-88.77845997,33.28137836,-0.8,77
-88.77846119,33.28135959,-0.8,78
-88.77846584,33.28130778,-0.8,79
-88.77846741,33.28129117,-0.8,80
-88.78050362,33.2827703,-0.8,81
-88.78050682,33.28267312,-0.8,82
-88.78052661,33.28265602,-0.8,83
-88.78355992,33.28169798,-0.8,84
-88.7893659,33.27338445,-0.8,85
-88.7870133,33.27980804,-0.7,86
-88.77845896,33.28140237,-0.7,87
-88.77847784,33.28124587,-0.7,88
-88.77846894,33.2812758,-0.6,89
-88.78698612,33.2797962,-0.5,90
-88.78702796,33.27980853,-0.4,91
-88.77856596,33.28162837,-0.3,92
-88.77855663,33.281622,-0.3,93
-88.77855016,33.28161674,-0.3,94
-88.77854713,33.28161221,-0.3,95
-88.77854415,33.28161055,-0.3,96
-88.77854116,33.2816089,-0.3,97
-88.77853793,33.28160723,-0.3,98
-88.77853472,33.28160557,-0.3,99
-88.77853176,33.28160405,-0.3,100
-88.77852953,33.28160272,-0.3,101
-88.77852731,33.28160139,-0.3,102
-88.77845796,33.28142743,-0.3,103
-88.77846276,33.28133978,-0.3,104
-88.77846431,33.2813222,-0.3,105
-88.77847262,33.28126029,-0.3,106
