Gear Type,Waypoint,Set Time,Pull time,Set Time,DO (mg/L),Temp ©,Turbidity (cm),Species,Length,Weight,Tag Number,Second Tag,Pannel Number,Bead Color,Mortality 0=Dead 1=Alive 
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,304,,,,5,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,311,,,,5,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,346,,,,5,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,199,,,,6,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,255,,,,7,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,264,,,,7,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,278,,,,8,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,280,,,,8,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,262,,,,8,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,294,,,,8,,0
Gillnet,68,6/19/2019 18:45,6/20/2019 8:10,13.417,,,,Gizzard Shad,259,,,,8,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,White Crappie,367,0.8,13025,13027,1,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Channel Catfish,631,3.2,13028,13029,1,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,258,,,,1,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,266,,,,1,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,240,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,221,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,229,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,221,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,270,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,258,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,240,,,,2,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Spotted Gar,655,,,,3,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,220,,,,3,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,164,,,,4,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,168,,,,4,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,140,,,,4,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,White Crappie,170,,,,4,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,148,,,,4,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,168,,,,4,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Spotted Gar,612,,,,4,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Spotted Gar,484,,,,4,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,141,,,,4,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,151,,,,4,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Spotted Gar,710,,,,5,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Spotted Gar,722,,,,5,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,332,,,,5,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,305,,,,5,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,172,,,,6,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,182,,,,6,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,176,,,,6,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,White Crappie,182,,13030,,6,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Spotted Gar,501,,,,7,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Smallmouth Buffalo,425,,,,7,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Channel Catfish,715,4.4,13032,13031,8,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,256,,,,8,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,268,,,,8,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,288,,,,8,,1
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,285,,,,8,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,245,,,,8,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Gizzard Shad,272,,,,8,,0
Gillnet,47,6/18/2019 19:50,6/19/2019 8:28,12.633,8.140,27.200,62,Threadfin Shad,270,,,,8,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,249,,,,2,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,231,,,,2,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Threadfin Shad,144,,,,4,,1
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,White Crappie,136,,,,4,,1
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Longnose Gar,825,,,,4,,1
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Shortnose Gar,831,,,,4,,1
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Largemouth Bass,155,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Largemouth Bass,154,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,138,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,141,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,169,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,159,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,142,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,141,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,152,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,141,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,146,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,174,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,160,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,144,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,152,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,167,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,141,,,,4,,0
Gillnet,47,6/19/2019 8:45,6/19/2019 18:01,9.267,,,,Gizzard Shad,150,,,,4,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Threadfin Shad,168,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Gizzard Shad,205,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Gizzard Shad,266,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Threadfin Shad,142,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Gizzard Shad,239,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Threadfin Shad,154,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Gizzard Shad,229,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Gizzard Shad,274,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Shortnose Gar,930,,,,0,,0
Gillnet,47,6/19/2019 18:15,6/20/2019 11:30,17.250,,,,Shortnose Gar,859,,,,0,,0
