"","ElevationBottom","X","Longitude","Latitude","optional"
"145",66.39712,NA,333239.512059903,3683152.54501297,TRUE
"146",66.29712,NA,333240.677774477,3683153.80280944,TRUE
"147",66.39712,NA,333242.339029616,3683224.47540776,TRUE
"148",66.39712,NA,333241.913782962,3683154.97621088,TRUE
"149",66.39712,NA,333244.434310825,3683224.5226591,TRUE
"150",66.49712,NA,333243.498639545,3683155.7920149,TRUE
"151",66.39712,NA,333246.617165431,3683224.56951805,TRUE
"152",66.59712,NA,333245.65322554,3683155.98244529,TRUE
"153",66.39712,NA,333248.801882848,3683224.61634554,TRUE
"154",66.59712,NA,333247.801253329,3683156.17077025,TRUE
"155",66.29712,NA,333250.804020915,3683224.66519578,TRUE
"156",66.49712,NA,333250.021077697,3683156.36230107,TRUE
"157",66.39712,NA,333252.930058146,3683224.71303063,TRUE
"158",66.29712,NA,333251.97105204,3683156.62833967,TRUE
"159",66.59712,NA,333251.781546422,3683056.70105391,TRUE
"160",66.59712,NA,333251.871851911,3683058.38104181,TRUE
"161",66.59712,NA,333252.235926381,3683060.05189777,TRUE
"162",66.39712,NA,333255.085920107,3683224.76146362,TRUE
"163",66.29712,NA,333254.156110434,3683157.02012246,TRUE
"164",66.59712,NA,333252.421871612,3683054.54156539,TRUE
"165",66.69712,NA,333252.699476828,3683061.92735763,TRUE
"166",66.49712,NA,333253.265654518,3683052.7823339,TRUE
"167",66.59712,NA,333253.489013222,3683063.68741674,TRUE
"168",66.39712,NA,333257.239881125,3683224.80771131,TRUE
"169",66.59712,NA,333254.500607303,3683051.01417564,TRUE
"170",66.29712,NA,333256.328356309,3683157.37108532,TRUE
"171",66.59712,NA,333254.93953165,3683065.19877285,TRUE
"172",66.59712,NA,333255.924206499,3683049.16292045,TRUE
"173",66.39712,NA,333259.275569506,3683224.85709707,TRUE
"174",66.39712,NA,333258.503129672,3683157.65212614,TRUE
"175",66.49712,NA,333256.99111736,3683066.7708094,TRUE
"176",66.59712,NA,333257.141789304,3683047.90307086,TRUE
"177",66.59712,NA,333258.450509681,3683067.93039961,TRUE
"178",66.39712,NA,333261.36434935,3683224.90557273,TRUE
"179",66.39712,NA,333260.499979519,3683157.9351096,TRUE
"180",66.59712,NA,333258.832678876,3683046.37111661,TRUE
"181",66.59712,NA,333259.909670966,3683068.69623046,TRUE
"182",66.49712,NA,333263.253881622,3683225.28800551,TRUE
"183",66.29712,NA,333262.192569028,3683157.69866305,TRUE
"184",66.59712,NA,333260.840905879,3683044.59968092,TRUE
"185",66.69712,NA,333261.520600128,3683069.40178079,TRUE
"186",66.39712,NA,333265.013852637,3683226.0475679,TRUE
"187",66.39712,NA,333263.924391921,3683157.30514774,TRUE
"188",66.69712,NA,333262.939155989,3683069.91874001,TRUE
"189",66.59712,NA,333262.596939558,3683042.84588084,TRUE
"190",66.69712,NA,333265.372638452,3683156.67469177,TRUE
"191",67.39712,NA,333263.898300926,3683070.54007761,TRUE
"192",66.29712,NA,333266.779868724,3683226.88799803,TRUE
"193",66.59712,NA,333264.614319993,3683071.21882589,TRUE
"194",66.39712,NA,333266.722644127,3683155.58560564,TRUE
"195",66.59712,NA,333265.361553985,3683072.25087148,TRUE
"196",66.59712,NA,333264.900186487,3683040.51146278,TRUE
"197",66.29712,NA,333268.383702008,3683227.77890511,TRUE
"198",66.59712,NA,333265.865247026,3683073.85943711,TRUE
"199",66.59712,NA,333266.498847065,3683075.32823511,TRUE
"200",66.49712,NA,333267.952415937,3683154.05934114,TRUE
"201",66.59712,NA,333266.281606356,3683038.37365168,TRUE
"202",66.39712,NA,333269.940659618,3683228.7072197,TRUE
"203",66.79712,NA,333267.376788899,3683076.70188918,TRUE
"204",66.39712,NA,333268.981394737,3683152.17936003,TRUE
"205",66.39712,NA,333269.207986269,3683149.96263403,TRUE
"206",66.49712,NA,333269.298740556,3683147.81146151,TRUE
"207",66.49712,NA,333269.388505766,3683145.54827746,TRUE
"208",66.49712,NA,333269.480990305,3683143.44366139,TRUE
"209",66.49712,NA,333268.38654042,3683078.26406417,TRUE
"210",66.39712,NA,333269.575643373,3683141.57415708,TRUE
"211",66.59712,NA,333267.828806181,3683036.34058969,TRUE
"212",66.59712,NA,333269.671493832,3683139.66581048,TRUE
"213",66.39712,NA,333269.96391586,3683137.75631133,TRUE
"214",66.29712,NA,333271.70070658,3683229.63427011,TRUE
"215",66.59712,NA,333268.526886923,3683034.28881306,TRUE
"216",66.49712,NA,333269.571897466,3683079.8520669,TRUE
"217",66.39712,NA,333270.740247698,3683135.64995099,TRUE
"218",66.59712,NA,333269.633171416,3683032.40639824,TRUE
"219",66.49712,NA,333270.573361019,3683081.52863109,TRUE
"220",66.39712,NA,333271.539674763,3683133.36905137,TRUE
"221",66.29712,NA,333273.229301633,3683230.4299684,TRUE
"222",66.39712,NA,333272.207388421,3683130.95952575,TRUE
"223",66.39712,NA,333272.573585484,3683129.11420401,TRUE
"224",66.49712,NA,333270.972833004,3683030.76733164,TRUE
"225",66.39712,NA,333271.950557548,3683083.27417733,TRUE
"226",66.49712,NA,333272.912427775,3683127.08633454,TRUE
"227",66.29712,NA,333274.694382308,3683230.29281544,TRUE
"228",66.39712,NA,333272.685285111,3683109.33094045,TRUE
"229",66.99712,NA,333272.779444833,3683110.80122487,TRUE
"230",66.39712,NA,333273.050742401,3683124.6659219,TRUE
"231",66.49712,NA,333273.006213501,3683112.66965396,TRUE
"232",66.39712,NA,333273.190578053,3683122.27986817,TRUE
"233",66.49712,NA,333273.226555297,3683114.21763648,TRUE
"234",66.39712,NA,333273.332468054,3683120.12227299,TRUE
"235",66.49712,NA,333273.47930148,3683118.14428231,TRUE
"236",66.59712,NA,333273.452981874,3683116.12045643,TRUE
"237",66.59712,NA,333271.965196446,3683028.87023277,TRUE
"238",66.39712,NA,333273.380207829,3683107.80164775,TRUE
"239",66.49712,NA,333273.220713386,3683084.97164561,TRUE
"240",66.39712,NA,333275.97359381,3683229.91150003,TRUE
"241",66.69712,NA,333272.634024823,3683027.06852655,TRUE
"242",66.49712,NA,333274.050565805,3683087.34439849,TRUE
"243",66.39712,NA,333274.651407412,3683106.19148473,TRUE
"244",66.59712,NA,333273.651270628,3683024.88372028,TRUE
"245",66.39712,NA,333277.26052208,3683229.38252977,TRUE
"246",66.49712,NA,333275.591391483,3683089.23244355,TRUE
"247",66.39712,NA,333275.91711301,3683104.42391071,TRUE
"248",66.69712,NA,333274.701250745,3683022.70611718,TRUE
"249",66.39712,NA,333278.48270519,3683228.60953828,TRUE
"250",66.59712,NA,333275.665690123,3683020.53885458,TRUE
"251",66.49712,NA,333277.121174992,3683103.08221484,TRUE
"252",66.29712,NA,333279.505332189,3683227.44620543,TRUE
"253",66.69712,NA,333277.327208942,3683090.64684736,TRUE
"254",66.69712,NA,333276.428458086,3683017.58641414,TRUE
"255",66.29712,NA,333280.289531823,3683226.17936955,TRUE
"256",66.69712,NA,333276.636186763,3683003.72792495,TRUE
"257",66.49712,NA,333278.345710013,3683101.73905888,TRUE
"258",66.59712,NA,333277.050538078,3683005.50551116,TRUE
"259",66.59712,NA,333277.269695839,3683014.48288724,TRUE
"260",66.39712,NA,333281.045235828,3683224.60910347,TRUE
"261",66.59712,NA,333278.785969902,3683092.2046514,TRUE
"262",66.69712,NA,333277.262018963,3683001.86373254,TRUE
"263",66.49712,NA,333277.754288897,3683012.58673169,TRUE
"264",66.69712,NA,333277.665930741,3683007.32512701,TRUE
"265",66.29712,NA,333279.334532257,3683100.12486514,TRUE
"266",66.39712,NA,333278.010222787,3683011.21138086,TRUE
"267",66.39712,NA,333281.722109614,3683222.84275288,TRUE
"268",66.59712,NA,333278.167950138,3683008.61871114,TRUE
"269",66.59712,NA,333278.271974776,3683010.12099283,TRUE
"270",66.59712,NA,333278.110202575,3683000.08889971,TRUE
"271",66.49712,NA,333279.996743227,3683098.80688062,TRUE
"272",66.39712,NA,333282.26018243,3683221.24072469,TRUE
"273",66.39712,NA,333280.135200478,3683093.78651766,TRUE
"274",66.49712,NA,333280.264078208,3683097.11854165,TRUE
"275",66.39712,NA,333280.530348009,3683095.25940526,TRUE
"276",66.39712,NA,333282.686159964,3683219.51306154,TRUE
"277",66.69712,NA,333279.160779237,3682998.70657837,TRUE
"278",66.39712,NA,333283.014546335,3683217.74492256,TRUE
"279",66.29712,NA,333283.283605072,3683215.72268653,TRUE
"280",66.39712,NA,333283.552493104,3683213.74482117,TRUE
"281",66.39712,NA,333283.802790681,3683211.76949299,TRUE
"282",66.59712,NA,333280.264468175,3682997.37880609,TRUE
"283",66.39712,NA,333284.047973768,3683209.55023006,TRUE
"284",66.39712,NA,333284.293880662,3683207.59050592,TRUE
"285",66.39712,NA,333285.055338794,3683204.45396103,TRUE
"286",66.59712,NA,333281.491414094,3682996.28406936,TRUE
"287",66.39712,NA,333285.794410154,3683202.34824047,TRUE
"288",66.39712,NA,333286.495142861,3683200.61475708,TRUE
"289",66.69712,NA,333283.355814641,3682994.92661592,TRUE
"290",66.39712,NA,333287.332491399,3683198.6981327,TRUE
"291",66.29712,NA,333288.494323558,3683197.3394145,TRUE
"292",66.49712,NA,333285.235461898,3682993.80626869,TRUE
"293",66.29712,NA,333289.657983068,3683196.46760087,TRUE
"294",66.39712,NA,333287.085854651,3682992.77294048,TRUE
"295",66.29712,NA,333290.849567929,3683195.86595165,TRUE
"296",66.29712,NA,333292.138421895,3683195.44897917,TRUE
"297",66.49712,NA,333289.195060647,3682992.48831689,TRUE
"298",66.29712,NA,333293.457005758,3683195.02706032,TRUE
"299",66.39712,NA,333291.388705971,3682992.2920906,TRUE
"300",66.29712,NA,333295.202223939,3683194.60004477,TRUE
"301",66.49712,NA,333293.175287762,3682992.10173491,TRUE
"302",66.39712,NA,333296.864430663,3683194.16779772,TRUE
"303",66.39712,NA,333298.53828965,3683193.65438008,TRUE
"304",66.39712,NA,333295.197546009,3682991.908448,TRUE
"305",66.39712,NA,333300.090700742,3683192.95891905,TRUE
"306",66.39712,NA,333297.155496091,3682991.7140457,TRUE
"307",66.39712,NA,333301.421201459,3683191.81914916,TRUE
"308",66.29712,NA,333300.594771978,3683122.58862513,TRUE
"309",66.19712,NA,333300.679919101,3683124.7290166,TRUE
"310",66.29712,NA,333300.764592203,3683120.42944262,TRUE
"311",66.29712,NA,333300.933233945,3683118.25586082,TRUE
"312",66.39712,NA,333298.786087418,3682991.06605058,TRUE
"313",66.39712,NA,333301.096114886,3683115.6375915,TRUE
"314",66.39712,NA,333302.502742677,3683190.34201663,TRUE
"315",66.29712,NA,333301.458931911,3683112.77963615,TRUE
"316",66.19712,NA,333301.841486285,3683126.66904478,TRUE
"317",66.39712,NA,333301.891131974,3683109.89276142,TRUE
"318",66.29712,NA,333303.660680126,3683188.64728175,TRUE
"319",66.29712,NA,333302.56421491,3683107.19808389,TRUE
"320",66.49712,NA,333300.578637002,3682990.08252124,TRUE
"321",66.29712,NA,333303.556574274,3683128.34225009,TRUE
"322",66.39712,NA,333303.236974818,3683104.3758548,TRUE
"323",66.49712,NA,333304.818180408,3683186.8183422,TRUE
"324",66.39712,NA,333303.715823966,3683101.43826677,TRUE
"325",66.39712,NA,333304.100940043,3683098.52225132,TRUE
"326",66.49712,NA,333302.511817321,3682989.14982245,TRUE
"327",66.39712,NA,333306.155238845,3683185.02847357,TRUE
"328",66.49712,NA,333304.824436084,3683095.61596311,TRUE
"329",66.49712,NA,333305.634085953,3683129.79738609,TRUE
"330",66.39712,NA,333305.953433707,3683092.93898082,TRUE
"331",66.39712,NA,333307.714474008,3683183.53538718,TRUE
"332",66.59712,NA,333304.474386896,3682988.6813719,TRUE
"333",66.39712,NA,333307.224239519,3683090.32722822,TRUE
"334",66.49712,NA,333308.056533404,3683131.21000529,TRUE
"335",66.49712,NA,333306.389547681,3682988.27363093,TRUE
"336",66.29712,NA,333309.769403945,3683182.20683652,TRUE
"337",66.49712,NA,333308.621703281,3683087.71219516,TRUE
"338",66.49712,NA,333310.640669343,3683132.10851512,TRUE
"339",66.69712,NA,333310.036656136,3683085.08466139,TRUE
"340",66.29712,NA,333311.721725171,3683181.14292424,TRUE
"341",66.49712,NA,333308.69614677,3682987.87248989,TRUE
"342",66.39712,NA,333311.426669868,3683082.41540612,TRUE
"343",66.19712,NA,333313.858946326,3683180.26662353,TRUE
"344",66.39712,NA,333313.223968301,3683132.95823547,TRUE
"345",66.29712,NA,333311.153717365,3682987.47319799,TRUE
"346",66.29712,NA,333312.978907683,3683079.75224349,TRUE
"347",66.59712,NA,333315.994210012,3683179.43916135,TRUE
"348",66.59712,NA,333314.421521162,3683077.10759842,TRUE
"349",66.29712,NA,333313.298377411,3682987.78915426,TRUE
"350",66.29712,NA,333315.873284914,3683133.85451997,TRUE
"351",66.29712,NA,333315.749662653,3683074.19870986,TRUE
"352",66.29712,NA,333318.368073119,3683178.50778177,TRUE
"353",66.29712,NA,333316.933165004,3683071.33112289,TRUE
"354",66.49712,NA,333318.217583367,3683134.67617242,TRUE
"355",66.29712,NA,333315.874223636,3682987.54977802,TRUE
"356",66.39712,NA,333318.119101225,3683068.3880693,TRUE
"357",66.29712,NA,333320.374894023,3683177.14456412,TRUE
"358",66.39712,NA,333319.168077927,3683065.77124808,TRUE
"359",66.29712,NA,333320.628374748,3683135.57211061,TRUE
"360",66.29712,NA,333318.259464365,3682987.17058416,TRUE
"361",66.29712,NA,333320.026622117,3683062.86153719,TRUE
"362",66.39712,NA,333322.10521226,3683175.52209927,TRUE
"363",66.29712,NA,333320.842377416,3683059.95588754,TRUE
"364",66.29712,NA,333322.784578976,3683136.61771807,TRUE
"365",66.39712,NA,333323.524792844,3683173.59993385,TRUE
"366",66.39712,NA,333321.670375123,3683057.05779247,TRUE
"367",66.29712,NA,333320.661680296,3682987.40115576,TRUE
"368",66.39712,NA,333322.436555778,3683054.14079176,TRUE
"369",66.49712,NA,333324.930782498,3683171.4284333,TRUE
"370",66.29712,NA,333323.32623911,3683051.4712423,TRUE
"371",66.49712,NA,333324.90747904,3683137.62285679,TRUE
"372",66.19712,NA,333324.209593135,3683047.94328644,TRUE
"373",66.29712,NA,333323.228706136,3682987.62557513,TRUE
"374",66.39712,NA,333326.342342405,3683169.25572832,TRUE
"375",66.29712,NA,333326.848292081,3683138.87624902,TRUE
"376",66.19712,NA,333325.290699455,3683045.35253601,TRUE
"377",66.39712,NA,333327.702046814,3683167.31906139,TRUE
"378",66.29712,NA,333326.566079752,3683042.57211109,TRUE
"379",66.39712,NA,333328.391969952,3683140.33388588,TRUE
"380",66.29712,NA,333325.809152321,3682987.87194897,TRUE
"381",66.29712,NA,333329.156910301,3683165.60703872,TRUE
"382",66.29712,NA,333329.661196392,3683142.03248581,TRUE
"383",66.29712,NA,333327.965894578,3683039.8217199,TRUE
"384",66.29712,NA,333330.577406238,3683163.84680097,TRUE
"385",66.29712,NA,333330.750730955,3683144.06470567,TRUE
"386",66.39712,NA,333328.189069723,3682988.32363394,TRUE
"387",66.39712,NA,333331.120454155,3683146.33775864,TRUE
"388",66.39712,NA,333329.401504244,3683037.31141014,TRUE
"389",66.29712,NA,333331.354605582,3683148.80058922,TRUE
"390",66.29712,NA,333331.591969438,3683151.28776697,TRUE
"391",66.29712,NA,333331.823877684,3683153.67410173,TRUE
"392",66.29712,NA,333332.004917012,3683161.89788045,TRUE
"393",66.39712,NA,333332.11402919,3683155.81652486,TRUE
"394",66.39712,NA,333332.482421247,3683157.90325633,TRUE
"395",66.29712,NA,333332.85273309,3683159.93893203,TRUE
"396",66.29712,NA,333330.825842163,3683034.90444877,TRUE
"397",66.39712,NA,333330.601796646,3682988.89565904,TRUE
"398",66.09712,NA,333332.370185371,3683032.64960831,TRUE
"399",66.39712,NA,333333.024959131,3682989.58729862,TRUE
"400",66.19712,NA,333334.066545395,3683030.4576047,TRUE
"401",66.49712,NA,333335.521611122,3682990.16343228,TRUE
"402",66.39712,NA,333336.421915037,3683028.55378714,TRUE
"403",66.49712,NA,333337.744781819,3682988.42826061,TRUE
"404",66.49712,NA,333338.530090266,3683026.79618399,TRUE
"405",66.49712,NA,333340.085960649,3682987.54403569,TRUE
"406",66.19712,NA,333340.907645139,3683024.99070547,TRUE
"407",66.39712,NA,333343.038860316,3683023.54439154,TRUE
"408",66.39712,NA,333342.467039585,3682986.92200603,TRUE
"409",66.69712,NA,333344.936667936,3683067.83962787,TRUE
"410",66.49712,NA,333345.025596552,3683065.96134996,TRUE
"411",66.49712,NA,333345.447507761,3683063.88658345,TRUE
"412",66.39712,NA,333344.684925156,3682986.07428051,TRUE
"413",66.39712,NA,333346.122316135,3683061.7808616,TRUE
"414",66.29712,NA,333346.307143371,3683069.03070293,TRUE
"415",66.29712,NA,333345.607891064,3683023.66895458,TRUE
"416",66.49712,NA,333347.00478042,3683059.55955208,TRUE
"417",66.79712,NA,333346.744691564,3682985.45997766,TRUE
"418",66.29712,NA,333348.408100508,3683069.62471308,TRUE
"419",66.49712,NA,333348.199906644,3683057.36948693,TRUE
"420",66.29712,NA,333348.005230863,3683023.83306442,TRUE
"421",66.39712,NA,333349.624208041,3683054.85160972,TRUE
"422",66.59712,NA,333348.758056281,3682984.96515416,TRUE
"423",66.49712,NA,333349.806723472,3683019.40313015,TRUE
"424",66.29712,NA,333350.830653224,3683070.06457974,TRUE
"425",66.39712,NA,333349.99330482,3683017.35125394,TRUE
"426",66.39712,NA,333350.308045709,3683015.43804856,TRUE
"427",66.39712,NA,333350.57773995,3683023.99750006,TRUE
"428",66.49712,NA,333351.153612382,3683052.05130564,TRUE
"429",66.49712,NA,333350.630118661,3683021.2912822,TRUE
"430",66.39712,NA,333350.818751627,3683013.75996076,TRUE
"431",67.59712,NA,333351.434562003,3683022.99785159,TRUE
"432",66.59712,NA,333350.857818959,3682984.23813827,TRUE
"433",66.39712,NA,333351.953998639,3683043.30158805,TRUE
"434",66.69712,NA,333352.145724769,3683049.37778528,TRUE
"435",66.49712,NA,333351.605109922,3683012.07382087,TRUE
"436",66.39712,NA,333352.127713817,3683040.17290655,TRUE
"437",66.49712,NA,333352.62423155,3683046.36478169,TRUE
"438",66.29712,NA,333353.147385428,3683069.44032683,TRUE
"439",66.49712,NA,333352.59487301,3683037.09576437,TRUE
"440",66.39712,NA,333352.704273887,3683024.50677464,TRUE
"441",66.39712,NA,333352.594999405,3683010.52062329,TRUE
"442",66.39712,NA,333353.116797761,3683034.06094208,TRUE
"443",66.39712,NA,333353.425919754,3683024.15499314,TRUE
"444",66.59712,NA,333352.871412752,3682983.59357076,TRUE
"445",66.59712,NA,333353.980583949,3683030.85831845,TRUE
"446",66.49712,NA,333353.931539209,3683009.40516138,TRUE
"447",66.39712,NA,333354.375554544,3683025.79806866,TRUE
"448",66.29712,NA,333355.170793839,3683067.30372674,TRUE
"449",66.49712,NA,333354.770855789,3682983.08406319,TRUE
