"","ElevationBottom","X","Longitude","Latitude","optional"
"1956",66.69712,NA,333583.766874192,3683731.43222277,TRUE
"1957",66.69712,NA,333583.793561494,3683731.41290962,TRUE
"1958",66.19712,NA,333569.593642684,3682901.62035006,TRUE
"1959",66.69712,NA,333583.821161192,3683731.39247166,TRUE
"1960",66.69712,NA,333583.847848494,3683731.37315851,TRUE
"1961",66.09712,NA,333572.575709351,3683071.70143501,TRUE
"1962",66.79712,NA,333583.874516812,3683731.35273649,TRUE
"1963",66.69712,NA,333583.902135494,3683731.3334074,TRUE
"1964",66.99712,NA,333583.911769662,3683731.46079955,TRUE
"1965",66.79712,NA,333583.928803814,3683731.31298538,TRUE
"1966",66.79712,NA,333583.956403512,3683731.29254742,TRUE
"1967",66.79712,NA,333583.965744548,3683730.91304382,TRUE
"1968",66.59712,NA,333583.983090814,3683731.27323427,TRUE
"1969",66.69712,NA,333584.010690514,3683731.25279631,TRUE
"1970",66.29712,NA,333567.319257058,3682755.56778631,TRUE
"1971",66.79712,NA,333584.037377816,3683731.23348316,TRUE
"1972",66.79712,NA,333584.064046135,3683731.21306115,TRUE
"1973",66.49712,NA,333579.068041334,3683439.16076013,TRUE
"1974",66.79712,NA,333584.091664818,3683731.19373205,TRUE
"1975",66.99712,NA,333584.118333138,3683731.17331004,TRUE
"1976",66.09712,NA,333568.581527113,3682822.72874219,TRUE
"1977",66.59712,NA,333578.128802431,3683380.2122171,TRUE
"1978",66.69712,NA,333584.145001456,3683731.15288802,TRUE
"1979",66.09712,NA,333572.932123398,3683074.88758584,TRUE
"1980",66.69712,NA,333581.204445737,3683557.97185597,TRUE
"1981",66.69712,NA,333584.17262014,3683731.13355893,TRUE
"1982",66.79712,NA,333584.200219839,3683731.11312097,TRUE
"1983",66.79712,NA,333584.226907144,3683731.09380782,TRUE
"1984",66.79712,NA,333584.253575463,3683731.0733858,TRUE
"1985",67.49712,NA,333584.265232519,3683730.82916399,TRUE
"1986",66.09712,NA,333572.713797599,3683055.8731346,TRUE
"1987",66.79712,NA,333584.281194147,3683731.05405671,TRUE
"1988",66.69712,NA,333584.307862468,3683731.0336347,TRUE
"1989",66.19712,NA,333570.2019425,3682905.91359804,TRUE
"1990",66.59712,NA,333584.33454977,3683731.01432155,TRUE
"1991",66.69712,NA,333584.362149471,3683730.99388359,TRUE
"1992",66.79712,NA,333584.388836775,3683730.97457044,TRUE
"1993",66.69712,NA,333584.415505096,3683730.95414842,TRUE
"1994",66.69712,NA,333584.4421924,3683730.93483528,TRUE
"1995",66.09712,NA,333573.286712362,3683078.07598632,TRUE
"1996",67.59712,NA,333584.4697921,3683730.91439732,TRUE
"1997",66.69712,NA,333584.496460421,3683730.8939753,TRUE
"1998",66.69712,NA,333584.523147726,3683730.87466215,TRUE
"1999",67.49712,NA,333584.529743321,3683730.87898601,TRUE
"2000",66.59712,NA,333584.554491932,3683730.85526928,TRUE
"2001",67.49712,NA,333584.56979629,3683731.58596483,TRUE
"2002",66.79712,NA,333584.596978349,3683731.54113179,TRUE
"2003",66.79712,NA,333584.586748534,3683730.8347516,TRUE
"2004",67.49712,NA,333584.623210044,3683731.49520584,TRUE
"2005",66.39712,NA,333584.619936517,3683730.81421797,TRUE
"2006",67.59712,NA,333584.650392105,3683731.4503728,TRUE
"2007",66.49712,NA,333579.594588781,3683436.0127342,TRUE
"2008",66.69712,NA,333584.652212104,3683730.79480915,TRUE
"2009",66.79712,NA,333584.676642784,3683731.40555571,TRUE
"2010",66.59712,NA,333584.684468706,3683730.77429147,TRUE
"2011",67.49712,NA,333584.703824845,3683731.36072268,TRUE
"2012",66.79712,NA,333584.71651649,3683730.74157624,TRUE
"2013",66.79712,NA,333584.730075525,3683731.31590559,TRUE
"2014",66.19712,NA,333570.683709377,3682909.7276231,TRUE
"2015",67.59712,NA,333584.757238603,3683731.26996369,TRUE
"2016",66.59712,NA,333584.748488339,3683730.70442555,TRUE
"2017",66.69712,NA,333584.783489284,3683731.2251466,TRUE
"2018",66.69712,NA,333584.780441205,3683730.666166,TRUE
"2019",67.59712,NA,333584.809739963,3683731.18032951,TRUE
"2020",66.69712,NA,333584.812413054,3683730.62901531,TRUE
"2021",67.39712,NA,333584.836922025,3683731.13549648,TRUE
"2022",66.89712,NA,333584.844365921,3683730.59075575,TRUE
"2023",67.59712,NA,333584.863172707,3683731.09067939,TRUE
"2024",67.59712,NA,333584.874836926,3683731.39107074,TRUE
"2025",66.69712,NA,333584.877250167,3683730.55248025,TRUE
"2026",67.59712,NA,333584.89035477,3683731.04584636,TRUE
"2027",66.39712,NA,333568.147463479,3682752.3491596,TRUE
"2028",66.09712,NA,333573.301754859,3683052.6641638,TRUE
"2029",67.29712,NA,333584.916605452,3683731.00102927,TRUE
"2030",66.79712,NA,333584.909203033,3683730.51422069,TRUE
"2031",67.39712,NA,333584.942856133,3683730.95621218,TRUE
"2032",66.79712,NA,333584.9411559,3683730.47596114,TRUE
"2033",65.99712,NA,333573.8282378,3683081.19019877,TRUE
"2034",67.59712,NA,333584.970038197,3683730.91137915,TRUE
"2035",66.79712,NA,333584.973127751,3683730.43881045,TRUE
"2036",67.49712,NA,333584.996269896,3683730.86545319,TRUE
"2037",66.79712,NA,333585.005080619,3683730.40055089,TRUE
"2038",67.49712,NA,333585.022539562,3683730.82174497,TRUE
"2039",66.69712,NA,333585.037052471,3683730.3634002,TRUE
"2040",67.49712,NA,333585.049721625,3683730.77691194,TRUE
"2041",67.59712,NA,333585.075668573,3683730.71435298,TRUE
"2042",66.69712,NA,333585.069936719,3683730.3251247,TRUE
"2043",66.29712,NA,333571.106096354,3682914.04623713,TRUE
"2044",67.59712,NA,333585.101444667,3683730.64181421,TRUE
"2045",66.69712,NA,333585.101889586,3683730.28686515,TRUE
"2046",66.69712,NA,333579.164579778,3683383.08171165,TRUE
"2047",66.79712,NA,333585.132930058,3683730.2497304,TRUE
"2048",67.19712,NA,333585.13881615,3683730.53912875,TRUE
"2049",67.49712,NA,333585.164592244,3683730.46658999,TRUE
"2050",66.69712,NA,333585.164882927,3683730.21147085,TRUE
"2051",67.49712,NA,333585.191280739,3683730.39292642,TRUE
"2052",66.79712,NA,333585.197767176,3683730.17319535,TRUE
"2053",67.49712,NA,333585.217075819,3683730.32149652,TRUE
"2054",66.69712,NA,333585.22880765,3683730.1360606,TRUE
"2055",66.69712,NA,333585.242870898,3683730.25006662,TRUE
"2056",66.59712,NA,333580.162423624,3683432.82739823,TRUE
"2057",66.69712,NA,333585.260779502,3683730.09890992,TRUE
"2058",66.79712,NA,333585.292732373,3683730.06065036,TRUE
"2059",66.79712,NA,333585.295373458,3683730.10608202,TRUE
"2060",66.99712,NA,333585.321168539,3683730.03465212,TRUE
"2061",67.59712,NA,333585.324704225,3683730.02349967,TRUE
"2062",66.09712,NA,333569.764271152,3682819.59278191,TRUE
"2063",66.19712,NA,333568.930056702,3682770.85369985,TRUE
"2064",67.29712,NA,333585.347857034,3683729.96098855,TRUE
"2065",66.09712,NA,333571.539069327,3682918.43898577,TRUE
"2066",67.59712,NA,333585.438618562,3683729.98383696,TRUE
"2067",66.09712,NA,333574.415076781,3683084.44783043,TRUE
"2068",67.29712,NA,333585.50910801,3683731.32586175,TRUE
"2069",66.09712,NA,333573.866540328,3683049.46224484,TRUE
"2070",66.69712,NA,333581.896639893,3683517.58764584,TRUE
"2071",67.49712,NA,333585.767567851,3683729.93383775,TRUE
"2072",67.29712,NA,333585.792229789,3683731.26555518,TRUE
"2073",66.79712,NA,333585.770494876,3683729.94155199,TRUE
"2074",66.69712,NA,333579.773493708,3683377.61517524,TRUE
"2075",66.09712,NA,333571.989228745,3682922.74714178,TRUE
"2076",66.59712,NA,333580.69076009,3683429.62055466,TRUE
"2077",66.09712,NA,333574.944701693,3683087.57444774,TRUE
"2078",66.69712,NA,333580.106302811,3683385.95392554,TRUE
"2079",67.39712,NA,333586.071664017,3683731.20753013,TRUE
"2080",66.89712,NA,333586.101193027,3683729.8848677,TRUE
"2081",66.39712,NA,333569.331149095,3682749.21318397,TRUE
"2082",66.19712,NA,333574.432010945,3683046.24589475,TRUE
"2083",66.19712,NA,333572.442103461,3682927.15951526,TRUE
"2084",67.19712,NA,333586.184692154,3683729.97328278,TRUE
"2085",66.29712,NA,333575.480390899,3683090.67434068,TRUE
"2086",66.69712,NA,333581.230805392,3683426.44456807,TRUE
"2087",67.49712,NA,333586.526178741,3683731.14539857,TRUE
"2088",67.49712,NA,333586.525220241,3683729.78332717,TRUE
"2089",66.19712,NA,333572.865079295,3682931.45815389,TRUE
"2090",66.09712,NA,333570.902934849,3682816.38547892,TRUE
"2091",66.59712,NA,333580.875402404,3683389.13744972,TRUE
"2092",66.29712,NA,333575.041915804,3683043.39370797,TRUE
"2093",67.49712,NA,333586.808601862,3683730.01029692,TRUE
"2094",66.69712,NA,333583.448330178,3683530.02285141,TRUE
"2095",66.19712,NA,333573.287253395,3682935.87327129,TRUE
"2096",66.19712,NA,333576.016647848,3683093.86185002,TRUE
"2097",67.59712,NA,333586.980914392,3683729.68124454,TRUE
"2098",66.39712,NA,333570.155857205,3682746.06227802,TRUE
"2099",66.69712,NA,333581.794987963,3683423.42678275,TRUE
"2100",66.99712,NA,333581.296305082,3683392.33580799,TRUE
"2101",67.49712,NA,333587.124163985,3683731.08302927,TRUE
"2102",67.49712,NA,333587.155853649,3683730.04982898,TRUE
"2103",66.39712,NA,333570.030197859,3682729.19364241,TRUE
"2104",66.59712,NA,333581.446307257,3683395.22046564,TRUE
"2105",66.39712,NA,333570.333659247,3682743.16757538,TRUE
"2106",66.09712,NA,333573.747278227,3682940.15907473,TRUE
"2107",66.59712,NA,333581.594503529,3683398.10848179,TRUE
"2108",66.09712,NA,333576.483465417,3683097.02059982,TRUE
"2109",67.49712,NA,333587.362504976,3683730.09398646,TRUE
"2110",66.69712,NA,333581.749877503,3683401.3069487,TRUE
"2111",66.59712,NA,333582.119418948,3683420.3909178,TRUE
"2112",66.39712,NA,333570.24494683,3682726.60666243,TRUE
"2113",66.39712,NA,333570.494905187,3682740.2310069,TRUE
"2114",66.29712,NA,333575.648731574,3683040.19772496,TRUE
"2115",66.69712,NA,333581.903141868,3683404.49103225,TRUE
"2116",66.39712,NA,333570.431238965,3682732.15608114,TRUE
"2117",66.69712,NA,333583.945494805,3683519.11764142,TRUE
"2118",67.59712,NA,333587.569137318,3683730.13703507,TRUE
"2119",66.69712,NA,333582.05843987,3683407.68506372,TRUE
"2120",67.29712,NA,333587.633129805,3683729.57579758,TRUE
"2121",66.39712,NA,333570.657519277,3682737.3199264,TRUE
"2122",66.69712,NA,333582.207623098,3683410.63074098,TRUE
"2123",66.29712,NA,333574.230835917,3682944.45889488,TRUE
"2124",66.29712,NA,333576.929411455,3683100.15752307,TRUE
"2125",66.09712,NA,333572.031106488,3682813.16393623,TRUE
"2126",67.49712,NA,333587.743533014,3683731.01807554,TRUE
"2127",67.29712,NA,333582.360376185,3683413.73053476,TRUE
"2128",67.49712,NA,333587.778582781,3683730.18114472,TRUE
"2129",66.69712,NA,333582.437740657,3683416.88929703,TRUE
"2130",66.39712,NA,333570.823962666,3682734.79588783,TRUE
"2131",67.59712,NA,333587.933554758,3683730.96158124,TRUE
"2132",67.49712,NA,333587.962861992,3683730.22457602,TRUE
"2133",67.49712,NA,333588.006203616,3683730.90598712,TRUE
"2134",67.49712,NA,333588.078871457,3683730.85150187,TRUE
"2135",66.29712,NA,333574.697665085,3682948.76121977,TRUE
"2136",66.79712,NA,333585.14453254,3683557.37643045,TRUE
"2137",66.29712,NA,333577.38923258,3683103.34301325,TRUE
"2138",67.59712,NA,333588.128513597,3683730.26832621,TRUE
"2139",67.59712,NA,333588.151520316,3683730.79590775,TRUE
"2140",66.29712,NA,333576.323790171,3683037.01499341,TRUE
"2141",67.39712,NA,333588.224169175,3683730.74031363,TRUE
"2142",67.59712,NA,333588.297806365,3683730.68803017,TRUE
"2143",67.49712,NA,333588.295096579,3683730.31206047,TRUE
"2144",66.49712,NA,333571.074054623,3682723.93041499,TRUE
"2145",67.29712,NA,333588.370569126,3683730.63908925,TRUE
"2146",66.69712,NA,333582.39976042,3683379.83740577,TRUE
"2147",67.59712,NA,333588.444263268,3683730.59013239,TRUE
"2148",66.29712,NA,333575.152325224,3682953.1691261,TRUE
"2149",66.69712,NA,333588.46167956,3683730.35579472,TRUE
"2150",67.29712,NA,333588.517045013,3683730.54230034,TRUE
"2151",67.09712,NA,333588.500494088,3683729.46666744,TRUE
"2152",66.29712,NA,333577.857550324,3683106.53501316,TRUE
"2153",67.49712,NA,333588.588895378,3683730.49448424,TRUE
"2154",67.49712,NA,333588.62919392,3683730.39951303,TRUE
"2155",67.59712,NA,333588.662608504,3683730.44663625,TRUE
"2156",66.19712,NA,333572.363898644,3682772.23576583,TRUE
"2157",66.19712,NA,333575.633258525,3682957.47897397,TRUE
"2158",66.09712,NA,333573.212135896,3682810.25428076,TRUE
"2159",66.29712,NA,333577.051883399,3683033.88237696,TRUE
"2160",66.19712,NA,333578.428415491,3683109.94820519,TRUE
"2161",66.29712,NA,333576.163235948,3682961.76912617,TRUE
"2162",66.29712,NA,333579.030221726,3683112.82845596,TRUE
"2163",67.39712,NA,333589.585801389,3683729.35380633,TRUE
"2164",66.69712,NA,333586.125375362,3683520.5189466,TRUE
"2165",66.39712,NA,333577.744579297,3683030.85906719,TRUE
"2166",66.49712,NA,333572.457923145,3682721.27573013,TRUE
"2167",66.09712,NA,333576.681445777,3682966.07944526,TRUE
"2168",66.29712,NA,333579.656216234,3683116.08763606,TRUE
"2169",66.29712,NA,333577.190206445,3682970.43651213,TRUE
"2170",66.09712,NA,333574.402888365,3682807.04165007,TRUE
"2171",66.29712,NA,333578.363770129,3683027.73275171,TRUE
"2172",66.19712,NA,333577.710790993,3682974.77673878,TRUE
"2173",66.29712,NA,333580.261285028,3683119.21296226,TRUE
"2174",66.79712,NA,333587.39984359,3683528.18937396,TRUE
"2175",66.29712,NA,333578.883772438,3683024.58151346,TRUE
"2176",67.19712,NA,333591.004523893,3683729.23412835,TRUE
"2177",66.19712,NA,333578.24377025,3682979.07904083,TRUE
"2178",66.29712,NA,333580.851335195,3683122.38624077,TRUE
"2179",66.09712,NA,333575.487719912,3682803.84636111,TRUE
"2180",66.29712,NA,333578.685388053,3682983.48717059,TRUE
"2181",66.19712,NA,333575.219384879,3682774.50399209,TRUE
"2182",66.69712,NA,333585.624640187,3683382.03275219,TRUE
"2183",66.29712,NA,333579.480248812,3683021.43451229,TRUE
"2184",66.49712,NA,333574.440389192,3682718.64518545,TRUE
"2185",66.29712,NA,333579.094521601,3682987.79381083,TRUE
"2186",66.29712,NA,333581.482723288,3683125.79728781,TRUE
"2187",66.69712,NA,333588.310142641,3683521.8247781,TRUE
"2188",66.79712,NA,333589.073107697,3683556.4894862,TRUE
"2189",66.09712,NA,333579.522282488,3682992.15448262,TRUE
"2190",66.29712,NA,333580.038182912,3683017.99534449,TRUE
"2191",66.39712,NA,333582.057856499,3683128.75231108,TRUE
"2192",66.09712,NA,333576.655633657,3682800.98684428,TRUE
"2193",66.29712,NA,333580.009931894,3682996.85686934,TRUE
"2194",66.29712,NA,333580.451030479,3683014.89807248,TRUE
"2195",67.49712,NA,333592.70174813,3683729.1107921,TRUE
"2196",66.29712,NA,333582.63083333,3683132.01683558,TRUE
"2197",66.19712,NA,333580.50367486,3683001.15318796,TRUE
"2198",66.29712,NA,333580.884186311,3683011.57195961,TRUE
"2199",66.39712,NA,333583.161365162,3683135.19667891,TRUE
"2200",66.19712,NA,333581.040528467,3683005.51864774,TRUE
"2201",66.29712,NA,333581.337716143,3683008.40189398,TRUE
"2202",66.39712,NA,333581.465152314,3683009.8594079,TRUE
"2203",66.09712,NA,333577.840450509,3682798.02610201,TRUE
"2204",66.39712,NA,333583.688020559,3683138.31336473,TRUE
"2205",66.19712,NA,333577.555712801,3682776.92529924,TRUE
"2206",66.29712,NA,333581.725802958,3683014.20075626,TRUE
"2207",65.99712,NA,333581.679631546,3683004.97086055,TRUE
"2208",66.49712,NA,333576.797494085,3682716.89003572,TRUE
"2209",66.29712,NA,333581.98438038,3683018.58428937,TRUE
"2210",66.69712,NA,333588.283377693,3683383.97491212,TRUE
"2211",66.69712,NA,333590.710962694,3683522.85294134,TRUE
"2212",66.09712,NA,333584.202774368,3683141.49680575,TRUE
"2213",66.39712,NA,333582.24330227,3683022.87908135,TRUE
"2214",66.29712,NA,333582.022719573,3683001.77162798,TRUE
"2215",66.39712,NA,333582.51152538,3683027.66286731,TRUE
"2216",66.29712,NA,333584.743944063,3683144.91716153,TRUE
"2217",66.09712,NA,333578.757928067,3682794.68837391,TRUE
"2218",66.79712,NA,333591.286084514,3683526.35257877,TRUE
"2219",66.39712,NA,333582.884042767,3683032.06219736,TRUE
"2220",67.49712,NA,333594.890741229,3683728.97903765,TRUE
"2221",66.09712,NA,333582.459009882,3682998.57412779,TRUE
"2222",66.19712,NA,333583.267226351,3683036.37704637,TRUE
"2223",66.39712,NA,333585.309335089,3683148.17405167,TRUE
"2224",66.29712,NA,333583.678163333,3683040.68032848,TRUE
"2225",66.29712,NA,333582.907891283,3682995.13239018,TRUE
"2226",66.29712,NA,333585.874216225,3683151.29230168,TRUE
"2227",66.09712,NA,333579.729809624,3682791.42624897,TRUE
"2228",66.29712,NA,333584.215327036,3683045.44509191,TRUE
"2229",66.19712,NA,333583.359370242,3682991.95126799,TRUE
"2230",66.19712,NA,333579.977983922,3682780.61183147,TRUE
"2231",66.29712,NA,333586.447852421,3683154.70433749,TRUE
"2232",66.19712,NA,333584.766073765,3683049.80587741,TRUE
"2233",66.09712,NA,333583.902994775,3682988.49238024,TRUE
"2234",66.69712,NA,333593.126212715,3683523.74442755,TRUE
"2235",66.09712,NA,333580.582310301,3682788.21164417,TRUE
"2236",66.39712,NA,333586.986725833,3683157.93617021,TRUE
"2237",66.79712,NA,333593.830357146,3683555.73588089,TRUE
"2238",66.09712,NA,333585.356739431,3683054.15821537,TRUE
"2239",66.89712,NA,333579.569260741,3682715.08231312,TRUE
"2240",66.29712,NA,333584.510977385,3682985.30968873,TRUE
"2241",66.39712,NA,333587.543450931,3683161.0678702,TRUE
"2242",67.39712,NA,333597.344248891,3683728.73405479,TRUE
"2243",66.09712,NA,333585.895897796,3683058.93070909,TRUE
"2244",66.09712,NA,333581.27596503,3682785.07961979,TRUE
"2245",66.19712,NA,333586.395035912,3683063.21584385,TRUE
"2246",66.39712,NA,333588.128004905,3683164.19243874,TRUE
"2247",66.69712,NA,333592.010256692,3683385.83334693,TRUE
"2248",66.19712,NA,333585.122400098,3682982.16465089,TRUE
"2249",66.09712,NA,333581.836354918,3682781.56498719,TRUE
"2250",66.29712,NA,333586.858549646,3683067.54262843,TRUE
"2251",66.39712,NA,333588.653762905,3683167.3657089,TRUE
"2252",66.19712,NA,333582.194339703,3682784.35291112,TRUE
"2253",66.09712,NA,333582.288797515,3682778.43930958,TRUE
"2254",66.29712,NA,333587.318173733,3683072.29540891,TRUE
"2255",66.09712,NA,333585.863257189,3682979.01517945,TRUE
"2256",66.29712,NA,333589.172391815,3683170.55795734,TRUE
"2257",66.69712,NA,333595.294151755,3683524.44825755,TRUE
"2258",66.69712,NA,333595.365142959,3683524.62229463,TRUE
"2259",66.29712,NA,333587.768229183,3683076.5980217,TRUE
"2260",66.29712,NA,333589.600135653,3683173.88375514,TRUE
"2261",66.09712,NA,333582.892225806,3682774.93503245,TRUE
"2262",66.19712,NA,333588.229030894,3683081.36520157,TRUE
"2263",66.09712,NA,333586.531595889,3682975.82036326,TRUE
"2264",66.29712,NA,333590.032784626,3683177.16953812,TRUE
"2265",66.49712,NA,333582.125535902,3682713.85838585,TRUE
"2266",66.09712,NA,333588.63758699,3683085.74727726,TRUE
"2267",66.19712,NA,333588.966211169,3683090.08635342,TRUE
"2268",66.09712,NA,333583.537011074,3682771.72398305,TRUE
"2269",67.49712,NA,333599.970712476,3683728.30642276,TRUE
"2270",66.39712,NA,333590.598783022,3683180.35321152,TRUE
"2271",66.69712,NA,333594.245971898,3683387.28361315,TRUE
"2272",66.19712,NA,333589.304004973,3683094.85231116,TRUE
"2273",66.09712,NA,333587.258369913,3682972.61012755,TRUE
"2274",66.29712,NA,333589.62941699,3683099.16704015,TRUE
"2275",66.39712,NA,333591.221826268,3683183.54921886,TRUE
"2276",66.09712,NA,333584.130477292,3682768.29086476,TRUE
"2277",66.29712,NA,333589.892378511,3683103.69802107,TRUE
"2278",66.19712,NA,333584.517484064,3682788.29070867,TRUE
"2279",66.19712,NA,333590.153758802,3683108.35436767,TRUE
"2280",66.39712,NA,333590.41540177,3683113.13493918,TRUE
"2281",66.09712,NA,333588.061056791,3682969.09911119,TRUE
"2282",66.39712,NA,333590.671845899,3683117.55733102,TRUE
"2283",66.09712,NA,333584.7007837,3682765.08330855,TRUE
"2284",66.39712,NA,333591.952721189,3683186.89533943,TRUE
"2285",66.79712,NA,333598.247674257,3683554.66310355,TRUE
"2286",66.29712,NA,333590.955482627,3683122.31645152,TRUE
"2287",66.69712,NA,333597.915358189,3683525.17982343,TRUE
"2288",66.39712,NA,333591.251220729,3683126.63945288,TRUE
"2289",66.19712,NA,333591.555538655,3683131.40931136,TRUE
"2290",66.09712,NA,333588.865294447,3682965.89642343,TRUE
"2291",66.09712,NA,333585.425378271,3682761.6900955,TRUE
"2292",66.39712,NA,333591.853691248,3683135.71008763,TRUE
"2293",66.49712,NA,333584.677658639,3682712.9362301,TRUE
"2294",66.39712,NA,333592.958982302,3683190.0537304,TRUE
"2295",66.39712,NA,333592.214103898,3683140.49118717,TRUE
"2296",67.49712,NA,333602.443537725,3683727.8292894,TRUE
"2297",66.39712,NA,333592.597555551,3683145.25747294,TRUE
"2298",66.09712,NA,333586.225509687,3682758.57288741,TRUE
"2299",65.99712,NA,333589.76374392,3682962.64553735,TRUE
"2300",66.39712,NA,333592.971059126,3683149.55141364,TRUE
"2301",66.09712,NA,333586.877249676,3682792.51737865,TRUE
"2302",66.69712,NA,333599.371600993,3683522.51502066,TRUE
"2303",66.69712,NA,333597.073525806,3683388.25678003,TRUE
"2304",66.39712,NA,333593.889093179,3683193.22673511,TRUE
"2305",66.39712,NA,333593.422754835,3683154.2222502,TRUE
"2306",66.39712,NA,333593.877555603,3683158.6390289,TRUE
"2307",65.99712,NA,333590.572580085,3682959.54814423,TRUE
"2308",66.69712,NA,333600.269457168,3683526.09121435,TRUE
"2309",66.09712,NA,333587.128374272,3682755.30639894,TRUE
"2310",66.49712,NA,333594.911076533,3683196.26950127,TRUE
"2311",66.39712,NA,333594.545334938,3683162.92460543,TRUE
"2312",66.09712,NA,333591.312397403,3682956.33768582,TRUE
"2313",66.09712,NA,333588.030192599,3682752.0876237,TRUE
"2314",66.39712,NA,333595.314626863,3683167.6975978,TRUE
"2315",66.39712,NA,333595.860724463,3683199.54976327,TRUE
"2316",66.89712,NA,333604.906940679,3683727.12826121,TRUE
"2317",66.49712,NA,333587.557493995,3682712.54309643,TRUE
"2318",66.19712,NA,333589.166659537,3682797.36972737,TRUE
"2319",66.79712,NA,333602.147527224,3683553.13221602,TRUE
"2320",66.09712,NA,333592.212936346,3682953.20877532,TRUE
"2321",66.39712,NA,333596.036142233,3683172.0199672,TRUE
"2322",66.39712,NA,333596.697868778,3683202.46259028,TRUE
"2323",66.09712,NA,333589.059297741,3682748.95651468,TRUE
"2324",66.69712,NA,333602.439707949,3683527.03902846,TRUE
"2325",66.39712,NA,333596.634430362,3683176.76371992,TRUE
"2326",66.69712,NA,333600.42559682,3683388.5210702,TRUE
"2327",66.09712,NA,333593.185542679,3682949.98989632,TRUE
"2328",66.39712,NA,333597.577027641,3683205.87050665,TRUE
"2329",66.39712,NA,333597.171024656,3683181.16911614,TRUE
"2330",66.69712,NA,333603.292137239,3683520.66766078,TRUE
"2331",66.09712,NA,333590.087075254,3682745.74778521,TRUE
"2332",66.39712,NA,333597.680420248,3683185.45518527,TRUE
"2333",66.19712,NA,333591.217989372,3682801.64937196,TRUE
"2334",66.49712,NA,333598.081926878,3683190.24223695,TRUE
"2335",66.49712,NA,333598.498942774,3683209.05474389,TRUE
"2336",66.69712,NA,333607.497679984,3683726.3008245,TRUE
"2337",66.49712,NA,333598.429556453,3683194.54882187,TRUE
"2338",66.39712,NA,333590.198738378,3682712.14628237,TRUE
"2339",65.99712,NA,333594.299027213,3682946.78191672,TRUE
"2340",66.49712,NA,333598.792532384,3683199.31656763,TRUE
"2341",66.09712,NA,333591.160400906,3682742.53273047,TRUE
"2342",66.39712,NA,333599.2189667,3683203.81813065,TRUE
"2343",66.39712,NA,333599.404909198,3683212.23259902,TRUE
"2344",66.69712,NA,333604.846649042,3683527.93509646,TRUE
"2345",66.49712,NA,333599.676234352,3683208.27036157,TRUE
"2346",66.79712,NA,333605.65161615,3683551.50384026,TRUE
"2347",66.09712,NA,333592.971769159,3682806.29126835,TRUE
"2348",66.09712,NA,333595.426780174,3682943.86319187,TRUE
"2349",66.29712,NA,333600.192723281,3683213.07984765,TRUE
"2350",66.39712,NA,333600.308385953,3683215.37389353,TRUE
"2351",66.19712,NA,333592.456394418,3682739.09868242,TRUE
"2352",66.49712,NA,333600.733470305,3683217.07477234,TRUE
"2353",66.69712,NA,333603.701310706,3683388.78777763,TRUE
"2354",66.39712,NA,333592.372334026,3682711.42804243,TRUE
"2355",67.59712,NA,333609.838076063,3683725.16266319,TRUE
"2356",66.39712,NA,333601.20771486,3683217.94624408,TRUE
"2357",66.49712,NA,333601.278940785,3683222.10781905,TRUE
"2358",65.99712,NA,333596.608499799,3682940.99456639,TRUE
"2359",66.19712,NA,333594.530077921,3682811.38018633,TRUE
"2360",66.49712,NA,333601.819285241,3683226.89582231,TRUE
"2361",66.59712,NA,333607.008958427,3683528.69115733,TRUE
"2362",66.09712,NA,333593.856335521,3682736.23963469,TRUE
"2363",66.39712,NA,333602.161733022,3683221.15544354,TRUE
"2364",66.49712,NA,333602.405130891,3683231.18502006,TRUE
"2365",66.69712,NA,333607.674425982,3683518.63603764,TRUE
"2366",65.99712,NA,333597.905995932,3682937.81338635,TRUE
"2367",66.49712,NA,333603.012119883,3683235.94748056,TRUE
"2368",66.19712,NA,333595.97703471,3682816.22366065,TRUE
"2369",66.39712,NA,333594.257295625,3682710.39529556,TRUE
"2370",66.49712,NA,333603.186292493,3683224.34901628,TRUE
"2371",66.49712,NA,333603.633697609,3683240.36473298,TRUE
"2372",66.99712,NA,333612.125016405,3683723.51408004,TRUE
"2373",66.69712,NA,333608.924803007,3683529.63556298,TRUE
"2374",66.59712,NA,333604.247503864,3683244.65456148,TRUE
"2375",66.79712,NA,333609.518502687,3683549.57088356,TRUE
"2376",66.19712,NA,333597.074436755,3682821.27609898,TRUE
"2377",66.19712,NA,333595.573942975,3682732.94145765,TRUE
"2378",66.39712,NA,333604.184704462,3683227.21249769,TRUE
"2379",66.19712,NA,333599.208846025,3682934.89055634,TRUE
"2380",66.69712,NA,333607.237641779,3683388.60413064,TRUE
"2381",66.49712,NA,333604.888044914,3683249.30885632,TRUE
"2382",66.39712,NA,333595.721308151,3682708.66652606,TRUE
"2383",66.09712,NA,333598.131379737,3682826.52333811,TRUE
"2384",66.49712,NA,333605.584097494,3683253.72261585,TRUE
"2385",66.39712,NA,333605.197174687,3683230.35303633,TRUE
"2386",66.39712,NA,333596.49593351,3682706.29069503,TRUE
"2387",66.19712,NA,333600.454231287,3682931.98534783,TRUE
"2388",66.69712,NA,333610.858660789,3683530.81591848,TRUE
"2389",66.49712,NA,333606.320666334,3683258.48951396,TRUE
"2390",66.79712,NA,333614.255736306,3683721.71953975,TRUE
"2391",66.49712,NA,333596.870397976,3682704.10694662,TRUE
