"","Longitude","Latitude","ElevationBottom"
"339",-88.7818259315499,33.2801097657673,-1.9
"340",-88.7818233596799,33.2801485071469,-1.9
"341",-88.7818207640659,33.2801916275879,-1.9
"342",-88.781812520006,33.2802304583073,-1.9
"343",-88.7818008993172,33.280273564869,-1.9
"344",-88.7817897507896,33.2803127019199,-1.9
"345",-88.7817802574567,33.2803554867658,-1.9
"346",-88.7817722945557,33.2803985962009,-1.9
"347",-88.7817652190132,33.2804374466769,-1.9
"348",-88.7817591027488,33.2804804924902,-1.9
"349",-88.7817544016384,33.2805216927353,-1.9
"350",-88.7817501940667,33.280564538718,-1.8
"351",-88.7817460935755,33.2806033121158,-1.9
"352",-88.7817420355651,33.2806464846838,-1.9
"353",-88.7817376206262,33.2806895417441,-1.9
"354",-88.781732442011,33.2807322586243,-1.9
"355",-88.7817267112074,33.2807747511607,-1.9
"356",-88.7817204303372,33.2808149309817,-2
"357",-88.7817137925483,33.280856699088,-2
"358",-88.7817071061777,33.280899867186,-2
"359",-88.7817005174725,33.2809417933684,-2
"360",-88.7816938949117,33.2809840149426,-2
"361",-88.7816877303618,33.2810246330888,-2
"362",-88.7816808895561,33.2810668009892,-2
"363",-88.7816739129441,33.2811099759635,-2
"364",-88.7816672635665,33.2811530437707,-1.9
"365",-88.781661159069,33.2811952671294,-1.9
"366",-88.781655110283,33.281234999894,-1.8
"367",-88.7816493214114,33.2812737703736,-1.8
"368",-88.7816441207122,33.2813132309141,-1.8
"369",-88.7816373807794,33.2813481754367,-1.8
"370",-88.7816263469536,33.2813898559076,-1.8
"371",-88.7816135273372,33.2814311707406,-1.8
"372",-88.7815977231289,33.2814710268887,-1.7
"373",-88.7815836096043,33.2815141659649,-1.8
"374",-88.7815681995602,33.281552949652,-1.7
"375",-88.7815526819962,33.2815924092861,-1.7
"376",-88.7815369752811,33.2816348861488,-1.7
"377",-88.7815199736915,33.2816745823886,-1.7
"378",-88.7815041711316,33.2817137130961,-1.7
"379",-88.7814872869258,33.2817566402499,-1.8
"380",-88.7814688439099,33.2817954045675,-1.8
"381",-88.7814498498459,33.2818348458877,-1.8
"382",-88.781433344003,33.2818735328337,-1.9
"383",-88.7814150369371,33.2819086860293,-2
"384",-88.7813995766967,33.2819414749737,-2
"385",-88.7813894230435,33.2819778181713,-2
"386",-88.7813928990759,33.2820153388741,-2
"387",-88.7813963568133,33.2820508832155,-2
"388",-88.7814043548089,33.2820864938069,-2
"389",-88.7814200870321,33.2821209154162,-2
"390",-88.7814412757319,33.2821520900038,-2
"391",-88.7814664930962,33.2821841911894,-2
"392",-88.7814901269398,33.2822185540063,-2
"393",-88.7815153392294,33.282249438877,-1.9
"394",-88.7815326821436,33.2822762093003,-1.9
"395",-88.7815602500448,33.282314908669,-1.9
"396",-88.7815807590975,33.282349393367,-1.9
"397",-88.7816010739109,33.2823818385396,-1.8
"398",-88.7816195365202,33.2824174621146,-1.8
"399",-88.7816364874084,33.2824490695502,-1.8
"400",-88.7816542123443,33.2824843495911,-1.8
"401",-88.7816712456289,33.2825154483472,-1.8
"402",-88.7816864645963,33.2825443807874,-1.8
"403",-88.7816989908373,33.282574808809,-1.8
"404",-88.781709048973,33.2826016862348,-1.8
"405",-88.7817190715046,33.2826301001286,-1.8
"406",-88.7817307052769,33.282656380481,-1.8
"407",-88.7817458088839,33.2826822095565,-1.8
"408",-88.781762234907,33.2827062703964,-1.8
"409",-88.7817811911499,33.2827294564905,-1.8
"410",-88.7817996444772,33.2827526301099,-1.8
"411",-88.7818201317208,33.2827741745844,-1.9
"412",-88.7818432060741,33.2827951823426,-1.8
"413",-88.7818644230328,33.2828160213257,-1.8
"414",-88.7818830113158,33.2828399939439,-1.9
"415",-88.7819067597343,33.2828620256686,-1.9
"416",-88.7819279253122,33.2828836040996,-2
"417",-88.7819490545188,33.2829029518892,-1.9
"418",-88.7819722033583,33.2829203521075,-1.9
"419",-88.7819939932914,33.2829296695026,-1.9
"420",-88.7820167642081,33.282926425202,-2
"421",-88.7820342484098,33.2829190809571,-2
"422",-88.7820477628804,33.2829087745434,-1.9
"423",-88.7820518589129,33.2828957537862,-1.9
"424",-88.7820475719465,33.2828798032155,-1.9
"425",-88.7820419509502,33.2828611981818,-1.9
"426",-88.7820322388541,33.2828425949969,-1.9
"427",-88.7820151835708,33.2828217531296,-1.8
"428",-88.7819921219342,33.2827954934705,-1.8
"429",-88.7819664492458,33.2827694204286,-1.8
"430",-88.7819405286757,33.2827386869752,-1.8
"431",-88.7819230250317,33.2827072493783,-1.7
"432",-88.7819099597136,33.2826717629458,-1.8
"433",-88.7819138231421,33.2826376156835,-1.8
"434",-88.7819176940688,33.2826036675915,-1.7
"435",-88.7819279253122,33.2825704618603,-1.7
"436",-88.7819532418104,33.2825395130779,-1.7
"437",-88.7819762935466,33.2825081099004,-1.7
"438",-88.7819907255156,33.2824765801792,-1.7
"439",-88.7819877057476,33.2824401753091,-1.7
"440",-88.7819846859797,33.282403821477,-1.7
"441",-88.7819809699538,33.2823677775119,-1.7
"442",-88.7819638565094,33.2823365688814,-1.7
"443",-88.7819426121891,33.2823028640964,-1.7
"444",-88.7819135624406,33.2822729839779,-1.7
"445",-88.7818830113158,33.2822460294939,-1.7
"446",-88.7818520968714,33.2822180734533,-1.7
"447",-88.7818233525271,33.2821899199809,-1.7
"448",-88.7817944731022,33.2821570016792,-1.7
"449",-88.7817694869258,33.2821261366432,-1.7
"450",-88.781746329596,33.2820918718096,-1.8
"451",-88.7817243639318,33.2820563359466,-1.7
"452",-88.7817116448645,33.2820207501297,-1.7
"453",-88.7817096702552,33.2819895007146,-1.7
"454",-88.781707705208,33.2819546009675,-1.8
"455",-88.78170572773,33.281919462368,-1.7
"456",-88.7817037397334,33.281880172474,-1.7
"457",-88.781697088785,33.2818407430047,-1.7
"458",-88.7816876228008,33.2818062570507,-1.7
"459",-88.7816775114548,33.2817674680427,-1.7
"460",-88.7816656366075,33.2817318850048,-1.7
"461",-88.781652338713,33.2816937643665,-1.7
"462",-88.7816390463646,33.2816575211646,-1.7
"463",-88.7816249586619,33.2816211701851,-1.8
"464",-88.7816113525542,33.2815820710891,-1.7
"465",-88.7816064347015,33.2815464405029,-1.8
"466",-88.7816111126305,33.2815120240291,-1.8
"467",-88.7816225101365,33.2814839858925,-1.7
"468",-88.7816478963084,33.281458592333,-1.8
"469",-88.781680888284,33.2814387157643,-1.7
"470",-88.7817164118947,33.2814175131347,-1.8
"471",-88.7817476434282,33.2813919633149,-1.8
"472",-88.7817717258944,33.2813605185209,-1.8
"473",-88.7817866459495,33.2813276822803,-1.8
"474",-88.7817938011829,33.2812925372291,-1.9
"475",-88.7817955671051,33.2812576350144,-1.9
"476",-88.7817972828155,33.2812245933825,-1.9
"477",-88.7817990325678,33.2811843042033,-2
"478",-88.7818008104046,33.2811487518996,-1.9
"479",-88.7818031269059,33.281111515486,-1.9
"480",-88.7818075401758,33.2810743169091,-2
"481",-88.7818128520361,33.2810369084526,-2
"482",-88.7818248049428,33.2810011033029,-2
"483",-88.7818374533115,33.2809623139393,-2.1
"484",-88.7818534964038,33.2809268045734,-2
"485",-88.781866995433,33.2808923076924,-2
"486",-88.7818733535372,33.2808567481399,-1.9
"487",-88.7818713047064,33.28082207767,-1.9
"488",-88.7818692389512,33.2807850701682,-1.9
"489",-88.7818671791694,33.2807467564339,-1.9
"490",-88.7818651004722,33.2807115001666,-1.8
"491",-88.7818672033451,33.2806691199583,-1.9
"492",-88.7818694102291,33.2806303707913,-1.9
"493",-88.7818716481657,33.280590403232,-1.9
"494",-88.7818738443418,33.2805515948727,-1.9
"495",-88.7818825232175,33.2805127816725,-1.8
"496",-88.7818944800823,33.2804738841343,-1.9
"497",-88.7819087483857,33.2804305297743,-1.9
"498",-88.7819221944652,33.2803910181452,-1.9
"499",-88.7819358388878,33.2803522255768,-1.9
"500",-88.7819486856815,33.2803124073105,-1.9
"501",-88.7819598022351,33.2802742690879,-1.9
"502",-88.7819693640827,33.2802348612808,-1.9
"503",-88.781976542445,33.2801948154062,-1.9
"504",-88.7819806967461,33.2801516850723,-1.9
"505",-88.781973392601,33.2801128741312,-1.9
"506",-88.7819756680977,33.28006985833,-1.9
"507",-88.781977954529,33.2800265654703,-1.9
"508",-88.7819802114368,33.2799843576087,-1.9
"509",-88.7819830766093,33.279941041324,-1.9
"510",-88.7819872975897,33.2798969409077,-1.9
"511",-88.7819916517284,33.2798519327737,-1.9
"512",-88.7819968625514,33.279808027989,-2
"513",-88.7819991893452,33.2797616323693,-1.9
"514",-88.7819977920506,33.2797184333301,-2
"515",-88.7819963981102,33.2796721333897,-1.9
"516",-88.7819949954492,33.2796289718411,-2
"517",-88.7819936109,33.2795826201015,-2
"518",-88.7819922310465,33.2795394050419,-2
"519",-88.7819908451557,33.2794932210416,-2
"520",-88.7819923517731,33.2794512660403,-1.9
"521",-88.7819939713053,33.2794049747432,-2
"522",-88.7819955931567,33.2793604710358,-2
"523",-88.7819971918167,33.2793166176145,-2
"524",-88.7819987873845,33.2792710033874,-2
"525",-88.7819985713019,33.2792279956657,-1.9
"526",-88.7819956007954,33.2791881057351,-1.9
"527",-88.7819923823593,33.2791413271406,-1.9
"528",-88.7819887211475,33.2790970770825,-1.9
"529",-88.7819846667911,33.2790512407578,-2
"530",-88.7819797034254,33.2790091841181,-1.9
"531",-88.78197238526,33.2789617977408,-2
"532",-88.7819638565094,33.2789186412468,-1.9
"533",-88.7819601228363,33.2788723382735,-2
"534",-88.7819564125888,33.2788260421997,-2
"535",-88.781952968174,33.2787786006473,-2
"536",-88.7819497561615,33.2787321026661,-2
"537",-88.7819465100939,33.2786856519427,-2
"538",-88.7819409014549,33.2786370112364,-1.9
"539",-88.781933987981,33.2785877224277,-2
"540",-88.7819254234606,33.2785413782628,-2
"541",-88.7819164261426,33.2784922493656,-2
"542",-88.7819062676732,33.2784458047122,-2
"543",-88.7818954269264,33.2783980178974,-2
"544",-88.7818853117888,33.2783509021247,-2
"545",-88.7818765504364,33.2783042406876,-2
"546",-88.7818694390652,33.2782579256795,-2
"547",-88.7818633629958,33.2782132591811,-2
"548",-88.7818581930394,33.2781641136331,-2
"549",-88.7818531833895,33.2781220513402,-2
"550",-88.7818482741853,33.2780746505362,-2
"551",-88.7818441033918,33.2780282979635,-2
"552",-88.7818402020757,33.2779819866192,-2
"553",-88.7818380973194,33.2779387967614,-2
"554",-88.7818380973194,33.2779075727448,-2
"555",-88.7813530261579,33.2774925785202,-2
"556",-88.7813463744796,33.2774462851244,-2.1
"557",-88.7813404512876,33.2773963099829,-2
"558",-88.7813350605593,33.2773492164163,-2
"559",-88.7813301342781,33.277300004498,-2.1
"560",-88.7813258142211,33.2772521934433,-2
"561",-88.7813242050839,33.2772015695048,-2.1
"562",-88.7813225881956,33.2771551584528,-2.1
"563",-88.7813209782832,33.2771045026029,-2.1
"564",-88.781319376122,33.2770582100058,-2
"565",-88.7813177607839,33.2770076414629,-2.1
"566",-88.7813146726109,33.2769559318303,-2.1
"567",-88.7813106067328,33.2769093907436,-2.1
"568",-88.7813060363491,33.2768631620127,-2.1
"569",-88.7813004725349,33.2768124231829,-2.1
"570",-88.7812950212146,33.2767654612913,-2.1
"571",-88.7812895415761,33.2767187057328,-2.1
