POINT_X,POINT_Y,POINT_Z
334153.6178,3682779.015,67.1288528
334155.6178,3682779.015,67.1271973
334157.6178,3682779.015,67.1255417
334159.6178,3682779.015,67.1238861
334161.6178,3682779.015,67.1222458
334163.6178,3682779.015,67.1205978
334165.6178,3682779.015,67.1189499
334167.6178,3682779.015,67.1172943
334169.6178,3682779.015,67.1156387
334171.6178,3682779.015,67.1139908
334173.6178,3682779.015,67.1123428
334175.6178,3682779.015,67.1107025
334177.6178,3682779.015,67.1090698
334179.6178,3682779.015,67.1074448
334181.6178,3682779.015,67.1058273
334183.6178,3682779.015,67.1042252
334185.6178,3682779.015,67.1026306
334187.6178,3682779.015,67.1010513
334189.6178,3682779.015,67.0994873
334191.6178,3682779.015,67.0979462
334193.6178,3682779.015,67.0964127
334373.6178,3682779.015,67.0056229
334375.6178,3682779.015,67.0042419
334377.6178,3682779.015,67.0028
334379.6178,3682779.015,67.0012817
334381.6178,3682779.015,66.9996414
334383.6178,3682779.015,66.9978409
334385.6178,3682779.015,66.995903
334387.6178,3682779.015,66.993866
334389.6178,3682779.015,66.9918213
334391.6178,3682779.015,66.9898148
334393.6178,3682779.015,66.9878616
334395.6178,3682779.015,66.9859543
334397.6178,3682779.015,66.8218079
334399.6178,3682779.015,66.7985916
334401.6178,3682779.015,66.7753296
334409.6178,3682779.015,66.6883698
334411.6178,3682779.015,66.9667053
334413.6178,3682779.015,66.964859
334415.6178,3682779.015,66.9628296
334417.6178,3682779.015,66.9607773
334419.6178,3682779.015,66.9587708
334421.6178,3682779.015,66.9568176
334423.6178,3682779.015,66.9549255
334425.6178,3682779.015,66.9530869
334427.6178,3682779.015,66.9513321
333533.6178,3682781.015,67.6056595
333535.6178,3682781.015,67.6055756
333537.6178,3682781.015,67.6054993
333539.6178,3682781.015,67.6054306
333541.6178,3682781.015,67.6053772
333543.6178,3682781.015,67.6053238
333545.6178,3682781.015,67.605278
333547.6178,3682781.015,67.5313263
333549.6178,3682781.015,67.5125961
333551.6178,3682781.015,67.4659348
333553.6178,3682781.015,67.3948517
333831.6178,3682781.015,67.4268951
333833.6178,3682781.015,67.4440155
333835.6178,3682781.015,67.4635468
333837.6178,3682781.015,67.4911194
333839.6178,3682781.015,67.5151825
333841.6178,3682781.015,67.5273972
333843.6178,3682781.015,67.5384216
333845.6178,3682781.015,67.548378
333847.6178,3682781.015,67.5552521
333849.6178,3682781.015,67.5566025
333851.6178,3682781.015,67.5548401
333853.6178,3682781.015,67.3228455
333855.6178,3682781.015,67.3213577
333857.6178,3682781.015,67.3198776
333859.6178,3682781.015,67.3183975
333861.6178,3682781.015,67.3169174
333863.6178,3682781.015,67.3154526
333865.6178,3682781.015,67.3139954
333867.6178,3682781.015,67.3125458
333869.6178,3682781.015,67.3111038
333871.6178,3682781.015,67.3096695
334051.6178,3682781.015,67.1945496
334053.6178,3682781.015,67.1933823
334055.6178,3682781.015,67.1922073
334057.6178,3682781.015,67.1910172
334059.6178,3682781.015,67.1898346
334061.6178,3682781.015,67.1886444
334063.6178,3682781.015,67.1874619
334065.6178,3682781.015,67.1862869
334067.6178,3682781.015,67.1851196
334069.6178,3682781.015,67.18396
334071.6178,3682781.015,67.1828079
334073.6178,3682781.015,67.1816635
334075.6178,3682781.015,67.1805267
334077.6178,3682781.015,67.1794052
334079.6178,3682781.015,67.1782837
334081.6178,3682781.015,67.1771698
334083.6178,3682781.015,67.1760483
334085.6178,3682781.015,67.1749268
334087.6178,3682781.015,67.1737976
334089.6178,3682781.015,67.1726608
334091.6178,3682781.015,67.1715164
334093.6178,3682781.015,67.170372
334095.6178,3682781.015,67.16922
334097.6178,3682781.015,67.1680603
334099.6178,3682781.015,67.1669083
334101.6178,3682781.015,67.1657486
334103.6178,3682781.015,67.1645966
334105.6178,3682781.015,67.1634293
334107.6178,3682781.015,67.162262
334109.6178,3682781.015,67.1610794
334111.6178,3682781.015,67.1598969
334113.6178,3682781.015,67.1586914
334115.6178,3682781.015,67.1574707
334117.6178,3682781.015,67.1562347
334119.6178,3682781.015,67.1549759
334121.6178,3682781.015,67.1536942
334123.6178,3682781.015,67.1523819
334125.6178,3682781.015,67.1510315
334127.6178,3682781.015,67.1496429
334129.6178,3682781.015,67.1482086
334131.6178,3682781.015,67.1467285
334133.6178,3682781.015,67.145195
334135.6178,3682781.015,67.1436234
334137.6178,3682781.015,67.1420135
334139.6178,3682781.015,67.1403885
334141.6178,3682781.015,67.1387405
334143.6178,3682781.015,67.1370926
334145.6178,3682781.015,67.1354294
334147.6178,3682781.015,67.1337585
334149.6178,3682781.015,67.1320801
334151.6178,3682781.015,67.1304016
334153.6178,3682781.015,67.1287155
334155.6178,3682781.015,67.127037
334157.6178,3682781.015,67.1253738
334159.6178,3682781.015,67.1237183
334161.6178,3682781.015,67.1220703
334163.6178,3682781.015,67.1204147
334165.6178,3682781.015,67.1187439
334167.6178,3682781.015,67.1170578
334169.6178,3682781.015,67.1153717
334171.6178,3682781.015,67.1136932
334173.6178,3682781.015,67.1120148
334175.6178,3682781.015,67.1103516
334177.6178,3682781.015,67.1086884
334179.6178,3682781.015,67.1070404
334181.6178,3682781.015,67.1054077
334183.6178,3682781.015,67.1037827
334185.6178,3682781.015,67.1021729
334187.6178,3682781.015,67.1005859
334189.6178,3682781.015,67.0990067
334191.6178,3682781.015,67.0974426
334193.6178,3682781.015,67.0958939
334195.6178,3682781.015,67.094368
334197.6178,3682781.015,67.092865
334371.6178,3682781.015,67.0074387
334373.6178,3682781.015,67.006134
334375.6178,3682781.015,67.0047989
334377.6178,3682781.015,67.0034103
334379.6178,3682781.015,67.0019608
334381.6178,3682781.015,67.0003662
334383.6178,3682781.015,66.998497
334385.6178,3682781.015,66.996521
334387.6178,3682781.015,66.9290466
334389.6178,3682781.015,66.9134521
334391.6178,3682781.015,66.8958206
334393.6178,3682781.015,66.8757172
334395.6178,3682781.015,66.8532257
334397.6178,3682781.015,66.8289108
334399.6178,3682781.015,66.8038635
334411.6178,3682781.015,66.6609726
334413.6178,3682781.015,66.9639282
334415.6178,3682781.015,66.9617157
334417.6178,3682781.015,66.9595108
334419.6178,3682781.015,66.9574814
334421.6178,3682781.015,66.9555435
334423.6178,3682781.015,66.9536285
334425.6178,3682781.015,66.9517822
334427.6178,3682781.015,66.9500122
333533.6178,3682783.015,67.60569
333535.6178,3682783.015,67.6056061
333537.6178,3682783.015,67.6055374
333539.6178,3682783.015,67.6054764
333541.6178,3682783.015,67.6054306
333543.6178,3682783.015,67.6053848
333545.6178,3682783.015,67.6053467
333547.6178,3682783.015,67.5557861
333549.6178,3682783.015,67.5482635
333551.6178,3682783.015,67.4960403
333835.6178,3682783.015,67.3890381
333837.6178,3682783.015,67.4435577
333839.6178,3682783.015,67.4936371
333841.6178,3682783.015,67.5142288
333843.6178,3682783.015,67.537735
333845.6178,3682783.015,67.5585861
333847.6178,3682783.015,67.5695648
333849.6178,3682783.015,67.5699081
333851.6178,3682783.015,67.562294
333853.6178,3682783.015,67.5468292
333855.6178,3682783.015,67.5284653
333857.6178,3682783.015,67.5084381
333859.6178,3682783.015,67.3179016
333861.6178,3682783.015,67.3164291
333863.6178,3682783.015,67.3149643
333865.6178,3682783.015,67.3135147
333867.6178,3682783.015,67.3120728
333869.6178,3682783.015,67.3106384
333871.6178,3682783.015,67.3092041
333873.6178,3682783.015,67.3077774
333875.6178,3682783.015,67.3063431
334033.6178,3682783.015,67.2046585
334035.6178,3682783.015,67.2035522
334037.6178,3682783.015,67.2024384
334039.6178,3682783.015,67.2013321
334041.6178,3682783.015,67.2002182
334043.6178,3682783.015,67.1990967
334045.6178,3682783.015,67.1979752
334047.6178,3682783.015,67.1968384
334049.6178,3682783.015,67.1956863
334051.6178,3682783.015,67.194519
334053.6178,3682783.015,67.1933517
334055.6178,3682783.015,67.1921616
334057.6178,3682783.015,67.190979
334059.6178,3682783.015,67.1897812
334061.6178,3682783.015,67.188591
334063.6178,3682783.015,67.1874008
334065.6178,3682783.015,67.1862183
334067.6178,3682783.015,67.185051
334069.6178,3682783.015,67.1838913
334071.6178,3682783.015,67.1827393
334073.6178,3682783.015,67.1816101
334075.6178,3682783.015,67.180481
334077.6178,3682783.015,67.1793671
334079.6178,3682783.015,67.1782532
334081.6178,3682783.015,67.1771469
334083.6178,3682783.015,67.1760406
334085.6178,3682783.015,67.1749268
334087.6178,3682783.015,67.1737976
334089.6178,3682783.015,67.1726608
334091.6178,3682783.015,67.1715164
334093.6178,3682783.015,67.1703644
334095.6178,3682783.015,67.1692123
334097.6178,3682783.015,67.1680603
334099.6178,3682783.015,67.1669083
334101.6178,3682783.015,67.1657562
334103.6178,3682783.015,67.1646042
334105.6178,3682783.015,67.1634521
334107.6178,3682783.015,67.1622925
334109.6178,3682783.015,67.1611176
334111.6178,3682783.015,67.159935
334113.6178,3682783.015,67.1587448
334115.6178,3682783.015,67.1575394
334117.6178,3682783.015,67.1563187
334119.6178,3682783.015,67.1550751
334121.6178,3682783.015,67.153801
334123.6178,3682783.015,67.152504
334125.6178,3682783.015,67.1511688
334127.6178,3682783.015,67.1497879
334129.6178,3682783.015,67.1483612
334131.6178,3682783.015,67.1468735
334133.6178,3682783.015,67.1453171
334135.6178,3682783.015,67.1437149
334137.6178,3682783.015,67.1420746
334139.6178,3682783.015,67.140419
334141.6178,3682783.015,67.1387482
334143.6178,3682783.015,67.1370621
334145.6178,3682783.015,67.1353836
334147.6178,3682783.015,67.1336899
334149.6178,3682783.015,67.1319885
334151.6178,3682783.015,67.1302948
334153.6178,3682783.015,67.1285934
334155.6178,3682783.015,67.1268997
334157.6178,3682783.015,67.1252289
334159.6178,3682783.015,67.1235809
334161.6178,3682783.015,67.1219482
334163.6178,3682783.015,67.1203003
334165.6178,3682783.015,67.1185989
334167.6178,3682783.015,67.1168594
334169.6178,3682783.015,67.1151199
334171.6178,3682783.015,67.1133957
334173.6178,3682783.015,67.1116867
334175.6178,3682783.015,67.1099854
334177.6178,3682783.015,67.1082993
334179.6178,3682783.015,67.1066208
334181.6178,3682783.015,67.1049652
334183.6178,3682783.015,67.1033249
334185.6178,3682783.015,67.1017075
334187.6178,3682783.015,67.1000977
334189.6178,3682783.015,67.0985031
334191.6178,3682783.015,67.0969238
334193.6178,3682783.015,67.0953674
334195.6178,3682783.015,67.0938263
334197.6178,3682783.015,67.092308
334199.6178,3682783.015,67.0908127
334365.6178,3682783.015,67.0116119
334367.6178,3682783.015,67.0104141
334369.6178,3682783.015,67.009201
334371.6178,3682783.015,67.0079651
334373.6178,3682783.015,67.0066986
334375.6178,3682783.015,67.0054016
334377.6178,3682783.015,67.0040894
334379.6178,3682783.015,67.0027542
334381.6178,3682783.015,67.0013199
334383.6178,3682783.015,66.9514236
334385.6178,3682783.015,66.9455338
334387.6178,3682783.015,66.9368286
334389.6178,3682783.015,66.9233704
334391.6178,3682783.015,66.9065094
334393.6178,3682783.015,66.8863144
334395.6178,3682783.015,66.8629761
334397.6178,3682783.015,66.8371048
334411.6178,3682783.015,66.6490784
334413.6178,3682783.015,66.6232681
334415.6178,3682783.015,66.5981674
334417.6178,3682783.015,66.9580002
334419.6178,3682783.015,66.9560776
334421.6178,3682783.015,66.9541931
334423.6178,3682783.015,66.9522629
334425.6178,3682783.015,66.950386
334427.6178,3682783.015,66.9486084
334429.6178,3682783.015,66.9469299
333531.6178,3682785.015,67.6057892
333533.6178,3682785.015,67.6057053
333535.6178,3682785.015,67.6056366
333537.6178,3682785.015,67.6055756
333539.6178,3682785.015,67.6055222
333541.6178,3682785.015,67.6054764
333543.6178,3682785.015,67.6054382
333545.6178,3682785.015,67.6054077
333547.6178,3682785.015,67.5504684
333549.6178,3682785.015,67.5838013
333551.6178,3682785.015,67.5961227
333839.6178,3682785.015,67.4484177
333841.6178,3682785.015,67.4694977
333843.6178,3682785.015,67.5213318
333845.6178,3682785.015,67.5675659
333847.6178,3682785.015,67.5895691
333849.6178,3682785.015,67.5878601
333851.6178,3682785.015,67.5714569
333853.6178,3682785.015,67.548111
333855.6178,3682785.015,67.5236282
333857.6178,3682785.015,67.5002747
333859.6178,3682785.015,67.4777298
333861.6178,3682785.015,67.4538651
333863.6178,3682785.015,67.4282379
333865.6178,3682785.015,67.3130341
333867.6178,3682785.015,67.3115997
333869.6178,3682785.015,67.3101654
333871.6178,3682785.015,67.3087387
333873.6178,3682785.015,67.307312
333875.6178,3682785.015,67.3058853
333877.6178,3682785.015,67.3044662
334009.6178,3682785.015,67.2185516
334011.6178,3682785.015,67.217308
334013.6178,3682785.015,67.2160797
334015.6178,3682785.015,67.2148666
334017.6178,3682785.015,67.2136688
334019.6178,3682785.015,67.2124863
334021.6178,3682785.015,67.211319
334023.6178,3682785.015,67.2101669
334025.6178,3682785.015,67.2090302
334027.6178,3682785.015,67.207901
334029.6178,3682785.015,67.2067871
334031.6178,3682785.015,67.2056808
334033.6178,3682785.015,67.2045822
334035.6178,3682785.015,67.2034836
334037.6178,3682785.015,67.2023849
334039.6178,3682785.015,67.2012863
334041.6178,3682785.015,67.2001877
334043.6178,3682785.015,67.1990814
334045.6178,3682785.015,67.1979599
334047.6178,3682785.015,67.1968307
334049.6178,3682785.015,67.1956787
334051.6178,3682785.015,67.194519
334053.6178,3682785.015,67.1933365
334055.6178,3682785.015,67.1921463
334057.6178,3682785.015,67.1909485
334059.6178,3682785.015,67.1897507
334061.6178,3682785.015,67.1885529
334063.6178,3682785.015,67.187355
334065.6178,3682785.015,67.1861725
334067.6178,3682785.015,67.1850052
334069.6178,3682785.015,67.1838455
334071.6178,3682785.015,67.1827011
334073.6178,3682785.015,67.181572
334075.6178,3682785.015,67.1804504
334077.6178,3682785.015,67.1793518
334079.6178,3682785.015,67.1782532
334081.6178,3682785.015,67.1771545
334083.6178,3682785.015,67.1760635
334085.6178,3682785.015,67.1749573
334087.6178,3682785.015,67.1738358
334089.6178,3682785.015,67.1726913
334091.6178,3682785.015,67.1715393
334093.6178,3682785.015,67.1703796
334095.6178,3682785.015,67.16922
334097.6178,3682785.015,67.1680679
334099.6178,3682785.015,67.1669159
334101.6178,3682785.015,67.1657791
334103.6178,3682785.015,67.1646423
334105.6178,3682785.015,67.1634979
334107.6178,3682785.015,67.1623459
334109.6178,3682785.015,67.1611786
334111.6178,3682785.015,67.159996
334113.6178,3682785.015,67.1588135
334115.6178,3682785.015,67.1576157
334117.6178,3682785.015,67.1564102
334119.6178,3682785.015,67.1551819
334121.6178,3682785.015,67.1539307
334123.6178,3682785.015,67.1526489
334125.6178,3682785.015,67.151329
334127.6178,3682785.015,67.149971
334129.6178,3682785.015,67.1485519
334131.6178,3682785.015,67.1470566
334133.6178,3682785.015,67.1454773
334135.6178,3682785.015,67.1438293
334137.6178,3682785.015,67.1421509
334139.6178,3682785.015,67.1404572
334141.6178,3682785.015,67.1387558
334143.6178,3682785.015,67.1370544
334145.6178,3682785.015,67.1353455
334147.6178,3682785.015,67.1336288
334149.6178,3682785.015,67.1319122
334151.6178,3682785.015,67.1301956
334153.6178,3682785.015,67.1284866
334155.6178,3682785.015,67.1267929
334157.6178,3682785.015,67.1251373
334159.6178,3682785.015,67.1235123
334161.6178,3682785.015,67.1219254
334163.6178,3682785.015,67.1203156
334165.6178,3682785.015,67.1185226
334167.6178,3682785.015,67.1166992
334169.6178,3682785.015,67.1148911
334171.6178,3682785.015,67.1131134
334173.6178,3682785.015,67.1113586
334175.6178,3682785.015,67.1096191
334177.6178,3682785.015,67.1078873
334179.6178,3682785.015,67.1061707
334181.6178,3682785.015,67.1044922
334183.6178,3682785.015,67.1028442
334185.6178,3682785.015,67.1012115
334187.6178,3682785.015,67.0995941
334189.6178,3682785.015,67.0979919
334191.6178,3682785.015,67.096405
334193.6178,3682785.015,67.0948334
334195.6178,3682785.015,67.0932846
334197.6178,3682785.015,67.0917511
334199.6178,3682785.015,67.0902405
334201.6178,3682785.015,67.0887451
334203.6178,3682785.015,67.0872879
334361.6178,3682785.015,67.0143738
334363.6178,3682785.015,67.0132446
334365.6178,3682785.015,67.0120926
334367.6178,3682785.015,67.0109177
334369.6178,3682785.015,67.0097198
334371.6178,3682785.015,67.0085144
334373.6178,3682785.015,67.0072861
334375.6178,3682785.015,67.006012
334377.6178,3682785.015,67.0047455
334379.6178,3682785.015,67.0035477
334381.6178,3682785.015,66.954689
334383.6178,3682785.015,66.9557724
334385.6178,3682785.015,66.9526215
334387.6178,3682785.015,66.9456253
334389.6178,3682785.015,66.9340363
334391.6178,3682785.015,66.9180679
334393.6178,3682785.015,66.897789
334395.6178,3682785.015,66.8734818
334413.6178,3682785.015,66.6118393
334415.6178,3682785.015,66.587677
334417.6178,3682785.015,66.5669174
334419.6178,3682785.015,66.9546738
334421.6178,3682785.015,66.9528732
334423.6178,3682785.015,66.9508514
334425.6178,3682785.015,66.9488907
334427.6178,3682785.015,66.9471054
334429.6178,3682785.015,66.9454498
334431.6178,3682785.015,66.9438782
333531.6178,3682787.015,67.6057892
333533.6178,3682787.015,67.6057205
333535.6178,3682787.015,67.6056519
333537.6178,3682787.015,67.6055984
333539.6178,3682787.015,67.6055527
333541.6178,3682787.015,67.6055145
333543.6178,3682787.015,67.605484
333545.6178,3682787.015,67.4465866
333547.6178,3682787.015,67.4811478
333549.6178,3682787.015,67.5401382
333551.6178,3682787.015,67.6539993
333843.6178,3682787.015,67.468132
333845.6178,3682787.015,67.5606079
333847.6178,3682787.015,67.6051788
333849.6178,3682787.015,67.6051102
333851.6178,3682787.015,67.5796432
333853.6178,3682787.015,67.5458374
333855.6178,3682787.015,67.5134964
333857.6178,3682787.015,67.4855194
333859.6178,3682787.015,67.4603195
333861.6178,3682787.015,67.4364014
333863.6178,3682787.015,67.4137573
333865.6178,3682787.015,67.395546
333867.6178,3682787.015,67.3791351
333869.6178,3682787.015,67.3097
333871.6178,3682787.015,67.3082733
333873.6178,3682787.015,67.3068542
333875.6178,3682787.015,67.3054276
333877.6178,3682787.015,67.3040009
333879.6178,3682787.015,67.3025894
333881.6178,3682787.015,67.3011856
333983.6178,3682787.015,67.2353897
333985.6178,3682787.015,67.234024
333987.6178,3682787.015,67.232666
333989.6178,3682787.015,67.2313232
333991.6178,3682787.015,67.2299881
333993.6178,3682787.015,67.2286758
333995.6178,3682787.015,67.2273636
333997.6178,3682787.015,67.2260666
333999.6178,3682787.015,67.2247772
334001.6178,3682787.015,67.2234879
334003.6178,3682787.015,67.2222137
334005.6178,3682787.015,67.2209396
334007.6178,3682787.015,67.2196732
334009.6178,3682787.015,67.2184143
334011.6178,3682787.015,67.2171707
334013.6178,3682787.015,67.2159424
334015.6178,3682787.015,67.2147293
334017.6178,3682787.015,67.2135315
334019.6178,3682787.015,67.2123566
334021.6178,3682787.015,67.2111893
334023.6178,3682787.015,67.2100449
334025.6178,3682787.015,67.2089157
334027.6178,3682787.015,67.2078018
334029.6178,3682787.015,67.2066956
334031.6178,3682787.015,67.2055969
334033.6178,3682787.015,67.2045135
334035.6178,3682787.015,67.2034302
334037.6178,3682787.015,67.2023468
334039.6178,3682787.015,67.2012634
334041.6178,3682787.015,67.2001724
334043.6178,3682787.015,67.1990814
334045.6178,3682787.015,67.1979675
334047.6178,3682787.015,67.196846
334049.6178,3682787.015,67.1957016
334051.6178,3682787.015,67.1945343
334053.6178,3682787.015,67.1933517
334055.6178,3682787.015,67.1921539
334057.6178,3682787.015,67.1909409
334059.6178,3682787.015,67.1897354
334061.6178,3682787.015,67.1885223
334063.6178,3682787.015,67.1873245
334065.6178,3682787.015,67.186142
334067.6178,3682787.015,67.1849747
334069.6178,3682787.015,67.1838226
334071.6178,3682787.015,67.1826782
334073.6178,3682787.015,67.1815567
334075.6178,3682787.015,67.1804504
334077.6178,3682787.015,67.1793518
334079.6178,3682787.015,67.1782761
334081.6178,3682787.015,67.1772003
334083.6178,3682787.015,67.1761169
334085.6178,3682787.015,67.1750183
334087.6178,3682787.015,67.1739044
334089.6178,3682787.015,67.17276
334091.6178,3682787.015,67.1715927
334093.6178,3682787.015,67.1704178
334095.6178,3682787.015,67.1692505
334097.6178,3682787.015,67.1680908
334099.6178,3682787.015,67.1669464
334101.6178,3682787.015,67.1658173
334103.6178,3682787.015,67.1647034
334105.6178,3682787.015,67.1635742
334107.6178,3682787.015,67.1624222
334109.6178,3682787.015,67.1612473
334111.6178,3682787.015,67.1600723
334113.6178,3682787.015,67.1588898
334115.6178,3682787.015,67.1576996
334117.6178,3682787.015,67.1565094
334119.6178,3682787.015,67.1552963
334121.6178,3682787.015,67.154068
334123.6178,3682787.015,67.1528091
334125.6178,3682787.015,67.1515121
334127.6178,3682787.015,67.150177
334129.6178,3682787.015,67.1487808
334131.6178,3682787.015,67.1473007
334133.6178,3682787.015,67.1456757
334135.6178,3682787.015,67.1439743
334137.6178,3682787.015,67.1422501
334139.6178,3682787.015,67.1405106
334141.6178,3682787.015,67.1387787
334143.6178,3682787.015,67.1370468
334145.6178,3682787.015,67.1353073
334147.6178,3682787.015,67.1335754
334149.6178,3682787.015,67.1318436
334151.6178,3682787.015,67.1301117
334153.6178,3682787.015,67.1283951
334155.6178,3682787.015,67.1267166
334157.6178,3682787.015,67.1250763
334159.6178,3682787.015,67.1235123
334161.6178,3682787.015,67.1220093
334163.6178,3682787.015,67.1205444
334165.6178,3682787.015,67.5634079
334167.6178,3682787.015,67.560524
334169.6178,3682787.015,67.550827
334171.6178,3682787.015,67.5323181
334173.6178,3682787.015,67.5112991
334175.6178,3682787.015,67.4937286
334177.6178,3682787.015,67.4779129
334179.6178,3682787.015,67.1056519
334181.6178,3682787.015,67.1039963
334183.6178,3682787.015,67.1023407
334185.6178,3682787.015,67.1007004
334187.6178,3682787.015,67.0990753
334189.6178,3682787.015,67.0974655
334191.6178,3682787.015,67.095871
334193.6178,3682787.015,67.0942917
334195.6178,3682787.015,67.0927277
334197.6178,3682787.015,67.0911865
334199.6178,3682787.015,67.089653
334201.6178,3682787.015,67.08815
334203.6178,3682787.015,67.0866699
334205.6178,3682787.015,67.0852203
334207.6178,3682787.015,67.0838165
334357.6178,3682787.015,67.0170059
334359.6178,3682787.015,67.0159378
334361.6178,3682787.015,67.0148544
334363.6178,3682787.015,67.0137405
334365.6178,3682787.015,67.0126038
334367.6178,3682787.015,67.0114441
334369.6178,3682787.015,67.0102692
334371.6178,3682787.015,67.0090942
334373.6178,3682787.015,67.0079041
334375.6178,3682787.015,67.0066147
334377.6178,3682787.015,67.0052948
334379.6178,3682787.015,66.9489594
334381.6178,3682787.015,66.9568481
334383.6178,3682787.015,66.9607086
334385.6178,3682787.015,66.9603729
334387.6178,3682787.015,66.9556503
334389.6178,3682787.015,66.9459076
334391.6178,3682787.015,66.9308243
334393.6178,3682787.015,66.9103012
334413.6178,3682787.015,66.5998383
334415.6178,3682787.015,66.5746307
334417.6178,3682787.015,66.5519333
334419.6178,3682787.015,66.5302658
334421.6178,3682787.015,66.9517288
334423.6178,3682787.015,66.9494171
334425.6178,3682787.015,66.9472351
334427.6178,3682787.015,66.9454803
334429.6178,3682787.015,66.9438858
334431.6178,3682787.015,66.9423599
334433.6178,3682787.015,66.9408646
333529.6178,3682789.015,67.6058655
333531.6178,3682789.015,67.6057892
333533.6178,3682789.015,67.6057205
333535.6178,3682789.015,67.6056595
333537.6178,3682789.015,67.6056137
333539.6178,3682789.015,67.6055756
333541.6178,3682789.015,67.605545
333543.6178,3682789.015,67.6055222
333545.6178,3682789.015,67.3761368
333547.6178,3682789.015,67.3690414
333549.6178,3682789.015,67.3539963
333845.6178,3682789.015,67.5113754
333847.6178,3682789.015,67.5944748
333849.6178,3682789.015,67.6048203
333851.6178,3682789.015,67.5751495
333853.6178,3682789.015,67.5332947
333855.6178,3682789.015,67.4942017
333857.6178,3682789.015,67.4629669
333859.6178,3682789.015,67.4374161
333861.6178,3682789.015,67.4149399
333863.6178,3682789.015,67.395607
333865.6178,3682789.015,67.3802109
333867.6178,3682789.015,67.368248
333869.6178,3682789.015,67.3615494
333871.6178,3682789.015,67.3559418
333873.6178,3682789.015,67.3497849
333875.6178,3682789.015,67.3049545
333877.6178,3682789.015,67.3035431
333879.6178,3682789.015,67.3021317
333881.6178,3682789.015,67.3007278
333883.6178,3682789.015,67.2993469
333885.6178,3682789.015,67.2979736
333965.6178,3682789.015,67.2478714
333967.6178,3682789.015,67.24646
333969.6178,3682789.015,67.2450485
333971.6178,3682789.015,67.2436371
333973.6178,3682789.015,67.2422256
333975.6178,3682789.015,67.2408142
333977.6178,3682789.015,67.2394104
333979.6178,3682789.015,67.2380066
333981.6178,3682789.015,67.236618
333983.6178,3682789.015,67.2352448
333985.6178,3682789.015,67.2338715
333987.6178,3682789.015,67.2325211
333989.6178,3682789.015,67.2311859
333991.6178,3682789.015,67.2298584
333993.6178,3682789.015,67.2285461
333995.6178,3682789.015,67.2272491
333997.6178,3682789.015,67.2259521
333999.6178,3682789.015,67.2246704
334001.6178,3682789.015,67.2233887
334003.6178,3682789.015,67.2221069
334005.6178,3682789.015,67.2208328
334007.6178,3682789.015,67.2195587
334009.6178,3682789.015,67.2182999
334011.6178,3682789.015,67.2170486
334013.6178,3682789.015,67.2158203
334015.6178,3682789.015,67.2146072
334017.6178,3682789.015,67.2134094
334019.6178,3682789.015,67.2122269
334021.6178,3682789.015,67.2110748
334023.6178,3682789.015,67.2099304
334025.6178,3682789.015,67.2088089
334027.6178,3682789.015,67.2077103
334029.6178,3682789.015,67.2066193
334031.6178,3682789.015,67.2055359
334033.6178,3682789.015,67.2044601
334035.6178,3682789.015,67.203392
334037.6178,3682789.015,67.2023239
334039.6178,3682789.015,67.2012558
334041.6178,3682789.015,67.2001801
334043.6178,3682789.015,67.1991043
334045.6178,3682789.015,67.1980057
334047.6178,3682789.015,67.1968918
334049.6178,3682789.015,67.195755
334051.6178,3682789.015,67.1945877
334053.6178,3682789.015,67.1933975
334055.6178,3682789.015,67.1921844
334057.6178,3682789.015,67.1909561
334059.6178,3682789.015,67.1897278
334061.6178,3682789.015,67.1885147
334063.6178,3682789.015,67.1873093
334065.6178,3682789.015,67.1861343
334067.6178,3682789.015,67.1849747
334069.6178,3682789.015,67.1838303
334071.6178,3682789.015,67.1826935
334073.6178,3682789.015,67.181572
334075.6178,3682789.015,67.1804657
334077.6178,3682789.015,67.17939
334079.6178,3682789.015,67.1783218
334081.6178,3682789.015,67.1772614
334083.6178,3682789.015,67.1762009
334085.6178,3682789.015,67.1751251
334087.6178,3682789.015,67.1740112
334089.6178,3682789.015,67.1728592
334091.6178,3682789.015,67.171669
334093.6178,3682789.015,67.1704712
334095.6178,3682789.015,67.1692886
334097.6178,3682789.015,67.168129
334099.6178,3682789.015,67.1669922
334101.6178,3682789.015,67.1658859
334103.6178,3682789.015,67.1648026
334105.6178,3682789.015,67.1637115
334107.6178,3682789.015,67.1625366
334109.6178,3682789.015,67.1613464
334111.6178,3682789.015,67.1601563
334113.6178,3682789.015,67.1589737
334115.6178,3682789.015,67.1577988
334117.6178,3682789.015,67.1566162
334119.6178,3682789.015,67.1554184
334121.6178,3682789.015,67.154213
334123.6178,3682789.015,67.152977
334125.6178,3682789.015,67.1517105
334127.6178,3682789.015,67.1504059
334129.6178,3682789.015,67.1490479
334131.6178,3682789.015,67.1476517
334133.6178,3682789.015,67.3298035
334135.6178,3682789.015,67.3349609
334137.6178,3682789.015,67.3422165
334139.6178,3682789.015,67.3515778
334141.6178,3682789.015,67.3629074
334143.6178,3682789.015,67.376236
334145.6178,3682789.015,67.3917313
334147.6178,3682789.015,67.409668
334149.6178,3682789.015,67.4303131
334151.6178,3682789.015,67.4537354
334153.6178,3682789.015,67.4794846
334155.6178,3682789.015,67.5061874
334157.6178,3682789.015,67.5312119
334159.6178,3682789.015,67.5509186
334161.6178,3682789.015,67.5617447
334163.6178,3682789.015,67.562233
