"","DO","long","lat"
"141",8.33605789981383,333625.6178,3682667.015
"142",8.34626100163089,333640.6178,3682667.015
"341",8.34198773226862,333610.6178,3682682.015
"342",8.35237789615802,333625.6178,3682682.015
"343",8.36233992570384,333640.6178,3682682.015
"344",8.37204814345616,333655.6178,3682682.015
"540",8.33695497107007,333580.6178,3682697.015
"541",8.34861813662295,333595.6178,3682697.015
"542",8.35942216077781,333610.6178,3682697.015
"543",8.36952739182223,333625.6178,3682697.015
"544",8.37913381747799,333640.6178,3682697.015
"545",8.38846577323849,333655.6178,3682697.015
"546",8.39775300566168,333670.6178,3682697.015
"740",8.34300866256579,333565.6178,3682712.015
"741",8.35578250441653,333580.6178,3682712.015
"742",8.36737927192476,333595.6178,3682712.015
"743",8.37792892958425,333610.6178,3682712.015
"744",8.38762945406311,333625.6178,3682712.015
"745",8.39673437048408,333640.6178,3682712.015
"746",8.40553278238843,333655.6178,3682712.015
"747",8.414324049922,333670.6178,3682712.015
"748",8.42339018601135,333685.6178,3682712.015
"749",8.43296932688029,333700.6178,3682712.015
"940",8.34862829524169,333550.6178,3682727.015
"941",8.36306067857401,333565.6178,3682727.015
"942",8.37599566607998,333580.6178,3682727.015
"943",8.38748699682103,333595.6178,3682727.015
"944",8.39768485526396,333610.6178,3682727.015
"945",8.40683258967139,333625.6178,3682727.015
"946",8.4152514763756,333640.6178,3682727.015
"947",8.42331452094208,333655.6178,3682727.015
"948",8.43141238746749,333670.6178,3682727.015
"949",8.43991597132187,333685.6178,3682727.015
"950",8.44914050509255,333700.6178,3682727.015
"951",8.45931543226148,333715.6178,3682727.015
"952",8.47056296607686,333730.6178,3682727.015
"1141",8.36971651568327,333550.6178,3682742.015
"1142",8.38467988101336,333565.6178,3682742.015
"1143",8.39781636468648,333580.6178,3682742.015
"1144",8.40916652220762,333595.6178,3682742.015
"1145",8.41889991100276,333610.6178,3682742.015
"1146",8.42731394801058,333625.6178,3682742.015
"1147",8.43481548272023,333640.6178,3682742.015
"1148",8.44188622673051,333655.6178,3682742.015
"1149",8.44903656286501,333670.6178,3682742.015
"1150",8.45675451420948,333685.6178,3682742.015
"1151",8.46545712023212,333700.6178,3682742.015
"1152",8.47545021617668,333715.6178,3682742.015
"1153",8.48690035169177,333730.6178,3682742.015
"1154",8.49982025259443,333745.6178,3682742.015
"1155",8.51406755130927,333760.6178,3682742.015
"1342",8.3924351563328,333550.6178,3682757.015
"1343",8.4080827190704,333565.6178,3682757.015
"1344",8.42149181428525,333580.6178,3682757.015
"1345",8.43267503182549,333595.6178,3682757.015
"1346",8.44181747498219,333610.6178,3682757.015
"1347",8.44928000985622,333625.6178,3682757.015
"1348",8.45557731704284,333640.6178,3682757.015
"1349",8.46133194650752,333655.6178,3682757.015
"1350",8.46721112698938,333670.6178,3682757.015
"1351",8.47385673074085,333685.6178,3682757.015
"1352",8.48181932973505,333700.6178,3682757.015
"1353",8.49150489875798,333715.6178,3682757.015
