,X,DO,POINT_X,POINT_Y,Temp
2355,7431,8.61093157,334435.6178,3683207.015,28.05284826
2356,7432,8.618770179,334450.6178,3683207.015,28.05036015
2357,7433,8.618525445,334465.6178,3683207.015,28.0504006
2358,7434,8.610466566,334480.6178,3683207.015,28.05238541
2359,7435,8.595947177,334495.6178,3683207.015,28.05549
2360,7436,8.576800306,334510.6178,3683207.015,28.05888574
2361,7550,8.720861837,333205.6178,3683222.015,28.40111741
2362,7551,8.769005869,333220.6178,3683222.015,28.43057797
2363,7552,8.796214762,333235.6178,3683222.015,28.44851459
2364,7553,8.798667751,333250.6178,3683222.015,28.45379412
2365,7554,8.774485608,333265.6178,3683222.015,28.44654805
2366,7555,8.724606688,333280.6178,3683222.015,28.42848441
2367,7556,8.653033645,333295.6178,3683222.015,28.40280442
2368,7557,8.566211356,333310.6178,3683222.015,28.37367107
2369,7558,8.471712624,333325.6178,3683222.015,28.34540223
2370,7559,8.376751897,333340.6178,3683222.015,28.32169769
2371,7560,8.287064864,333355.6178,3683222.015,28.30515589
2372,7561,8.206415553,333370.6178,3683222.015,28.29715353
2373,7562,8.13666898,333385.6178,3683222.015,28.29799477
2374,7563,8.078194337,333400.6178,3683222.015,28.30717372
2375,7564,8.030361824,333415.6178,3683222.015,28.32361969
2376,7565,7.991979533,333430.6178,3683222.015,28.34585257
2377,7566,7.961601211,333445.6178,3683222.015,28.37202386
2378,7567,7.93768346,333460.6178,3683222.015,28.39984758
2379,7568,7.918579182,333475.6178,3683222.015,28.42644258
2380,7569,7.902337646,333490.6178,3683222.015,28.44814064
2381,7570,7.886278978,333505.6178,3683222.015,28.46040922
2382,7571,7.866439353,333520.6178,3683222.015,28.45828072
2383,7572,7.837523845,333535.6178,3683222.015,28.43809774
2384,7573,7.795099788,333550.6178,3683222.015,28.40132277
2385,7574,7.741475817,333565.6178,3683222.015,28.35830669
2386,7575,7.690295158,333580.6178,3683222.015,28.3246184
2387,7576,7.65938307,333595.6178,3683222.015,28.30838638
2388,7577,7.65717204,333610.6178,3683222.015,28.30455043
2389,7578,7.680287333,333625.6178,3683222.015,28.3031643
2390,7579,7.720791518,333640.6178,3683222.015,28.29781163
2391,7580,7.771762293,333655.6178,3683222.015,28.28686139
2392,7581,7.828708609,333670.6178,3683222.015,28.27143238
2393,7582,7.889150492,333685.6178,3683222.015,28.25355221
2394,7583,7.951939685,333700.6178,3683222.015,28.23521377
2395,7584,8.016755225,333715.6178,3683222.015,28.21804288
2396,7585,8.083782353,333730.6178,3683222.015,28.2032577
2397,7586,8.153503042,333745.6178,3683222.015,28.19173485
2398,7587,8.22652931,333760.6178,3683222.015,28.18409283
2399,7588,8.303415838,333775.6178,3683222.015,28.18075057
2400,7589,8.384383987,333790.6178,3683222.015,28.18193552
2401,7590,8.468885993,333805.6178,3683222.015,28.18761803
2402,7591,8.55497023,333820.6178,3683222.015,28.19735322
2403,7592,8.638543697,333835.6178,3683222.015,28.21004165
2404,7593,8.712935663,333850.6178,3683222.015,28.22370949
2405,7594,8.769545127,333865.6178,3683222.015,28.23554874
2406,7595,8.800261621,333880.6178,3683222.015,28.24250309
2407,7596,8.801085704,333895.6178,3683222.015,28.24237385
2408,7597,8.77458811,333910.6178,3683222.015,28.23481671
2409,7598,8.729017769,333925.6178,3683222.015,28.22143676
2410,7599,8.67469859,333940.6178,3683222.015,28.20492352
2411,7600,8.620491553,333955.6178,3683222.015,28.18795882
2412,7601,8.572187285,333970.6178,3683222.015,28.17256315
2413,7602,8.5326684,333985.6178,3683222.015,28.15997781
2414,7603,8.502820515,334000.6178,3683222.015,28.15084035
2415,7604,8.482435532,334015.6178,3683222.015,28.14541932
2416,7605,8.470833105,334030.6178,3683222.015,28.14379689
2417,7606,8.467199136,334045.6178,3683222.015,28.14597384
2418,7607,8.470715877,334060.6178,3683222.015,28.1519021
2419,7608,8.480545481,334075.6178,3683222.015,28.16144955
2420,7609,8.495698962,334090.6178,3683222.015,28.17429385
2421,7610,8.514811737,334105.6178,3683222.015,28.18974439
2422,7611,8.535882457,334120.6178,3683222.015,28.20652617
2423,7612,8.55612909,334135.6178,3683222.015,28.22264242
2424,7613,8.572223214,334150.6178,3683222.015,28.23552946
2425,7614,8.581093116,334165.6178,3683222.015,28.24267834
2426,7615,8.581060081,334180.6178,3683222.015,28.24256421
2427,7616,8.572569574,334195.6178,3683222.015,28.2352977
2428,7617,8.557915491,334210.6178,3683222.015,28.22247774
2429,7618,8.540188326,334225.6178,3683222.015,28.20638228
2430,7619,8.522232975,334240.6178,3683222.015,28.18911634
2431,7620,8.506133011,334255.6178,3683222.015,28.17215851
2432,7621,8.493195452,334270.6178,3683222.015,28.15631446
2433,7622,8.484169269,334285.6178,3683222.015,28.14187662
2434,7623,8.479482923,334300.6178,3683222.015,28.12881998
2435,7624,8.479406276,334315.6178,3683222.015,28.11695986
2436,7625,8.484115819,334330.6178,3683222.015,28.1060615
2437,7626,8.493666082,334345.6178,3683222.015,28.09591595
2438,7627,8.507873137,334360.6178,3683222.015,28.08639794
2439,7628,8.526124992,334375.6178,3683222.015,28.07751275
2440,7629,8.547167586,334390.6178,3683222.015,28.06942471
2441,7630,8.568976364,334405.6178,3683222.015,28.06244558
2442,7631,8.588873174,334420.6178,3683222.015,28.05695814
2443,7632,8.603997877,334435.6178,3683222.015,28.0532754
2444,7633,8.612036688,334450.6178,3683222.015,28.05148659
2445,7634,8.611865176,334465.6178,3683222.015,28.05137508
2446,7635,8.603746696,334480.6178,3683222.015,28.05246086
2447,7636,8.58901553,334495.6178,3683222.015,28.05413858
2448,7637,8.569496043,334510.6178,3683222.015,28.05582838
2449,7751,8.804073483,333205.6178,3683237.015,28.44435757
2450,7752,8.861877938,333220.6178,3683237.015,28.47805736
2451,7753,8.896151842,333235.6178,3683237.015,28.4985253
2452,7754,8.901784674,333250.6178,3683237.015,28.50405216
2453,7755,8.875948125,333265.6178,3683237.015,28.4944593
2454,7756,8.81935975,333280.6178,3683237.015,28.47158684
2455,7757,8.736725945,333295.6178,3683237.015,28.43925462
2456,7758,8.635971416,333310.6178,3683237.015,28.40258871
2457,7759,8.526482235,333325.6178,3683237.015,28.36694637
2458,7760,8.417116963,333340.6178,3683237.015,28.3368885
2459,7761,8.314758183,333355.6178,3683237.015,28.3155659
2460,7762,8.223746613,333370.6178,3683237.015,28.3046085
2461,7763,8.146066536,333385.6178,3683237.015,28.30436816
2462,7764,8.081929954,333400.6178,3683237.015,28.31429079
2463,7765,8.030438137,333415.6178,3683237.015,28.33324562
2464,7766,7.990134991,333430.6178,3683237.015,28.35972462
2465,7767,7.959386065,333445.6178,3683237.015,28.3918864
2466,7768,7.936576596,333460.6178,3683237.015,28.42744352
2467,7769,7.920125174,333475.6178,3683237.015,28.4633954
2468,7770,7.908272843,333490.6178,3683237.015,28.49562064
2469,7771,7.898563991,333505.6178,3683237.015,28.51843508
2470,7772,7.88701426,333520.6178,3683237.015,28.52457787
2471,7773,7.867570978,333535.6178,3683237.015,28.50696503
2472,7774,7.834062574,333550.6178,3683237.015,28.46420223
2473,7775,7.786996359,333565.6178,3683237.015,28.40777821
2474,7776,7.739274758,333580.6178,3683237.015,28.35871044
2475,7777,7.708253881,333595.6178,3683237.015,28.32964077
2476,7778,7.701986537,333610.6178,3683237.015,28.31643797
2477,7779,7.717951585,333625.6178,3683237.015,28.30850342
2478,7780,7.749895727,333640.6178,3683237.015,28.29861881
2479,7781,7.792319193,333655.6178,3683237.015,28.28446201
2480,7782,7.841508281,333670.6178,3683237.015,28.26663829
2481,7783,7.895246512,333685.6178,3683237.015,28.24685592
2482,7784,7.952353848,333700.6178,3683237.015,28.22694193
2483,7785,8.012336233,333715.6178,3683237.015,28.20845089
2484,7786,8.0751478,333730.6178,3683237.015,28.19257621
2485,7787,8.141019188,333745.6178,3683237.015,28.18018517
2486,7788,8.210305135,333760.6178,3683237.015,28.17188462
2487,7789,8.283303893,333775.6178,3683237.015,28.16806908
2488,7790,8.359995086,333790.6178,3683237.015,28.16892227
2489,7791,8.439642474,333805.6178,3683237.015,28.17434866
2490,7792,8.520243453,333820.6178,3683237.015,28.18382075
2491,7793,8.597930949,333835.6178,3683237.015,28.19616165
2492,7794,8.666686996,333850.6178,3683237.015,28.20936704
2493,7795,8.719000466,333865.6178,3683237.015,28.22068744
2494,7796,8.747957373,333880.6178,3683237.015,28.22720672
2495,7797,8.75021659,333895.6178,3683237.015,28.2268588
2496,7798,8.727984735,333910.6178,3683237.015,28.21931655
2497,7799,8.688303345,333925.6178,3683237.015,28.20607503
2498,7800,8.640132995,333940.6178,3683237.015,28.18968071
2499,7801,8.591388393,333955.6178,3683237.015,28.17273218
2500,7802,8.547466233,333970.6178,3683237.015,28.15724698
2501,7803,8.511247298,333985.6178,3683237.015,28.14451257
2502,7804,8.483796385,334000.6178,3683237.015,28.13522467
2503,7805,8.465121386,334015.6178,3683237.015,28.12970012
2504,7806,8.454725114,334030.6178,3683237.015,28.12805151
2505,7807,8.451920755,334045.6178,3683237.015,28.13029096
2506,7808,8.455961096,334060.6178,3683237.015,28.13636279
2507,7809,8.466031212,334075.6178,3683237.015,28.14610783
2508,7810,8.481134469,334090.6178,3683237.015,28.15915814
2509,7811,8.499897315,334105.6178,3683237.015,28.17476606
2510,7812,8.520353246,334120.6178,3683237.015,28.1916079
2511,7813,8.539849306,334135.6178,3683237.015,28.20767843
2512,7814,8.555296131,334150.6178,3683237.015,28.22046992
2513,7815,8.563899476,334165.6178,3683237.015,28.2275738
2514,7816,8.564146176,334180.6178,3683237.015,28.22753855
2515,7817,8.556423672,334195.6178,3683237.015,28.2204586
2516,7818,8.542785477,334210.6178,3683237.015,28.20784422
2517,7819,8.526051454,334225.6178,3683237.015,28.19188934
2518,7820,8.508889241,334240.6178,3683237.015,28.1746773
2519,7821,8.493325676,334255.6178,3683237.015,28.15772976
2520,7822,8.480694562,334270.6178,3683237.015,28.14193155
2521,7823,8.471806883,334285.6178,3683237.015,28.12766248
2522,7824,8.467154187,334300.6178,3683237.015,28.11497813
2523,7825,8.467052084,334315.6178,3683237.015,28.10376218
2524,7826,8.471696929,334330.6178,3683237.015,28.09383346
2525,7827,8.481134495,334345.6178,3683237.015,28.0850159
2526,7828,8.495147013,334360.6178,3683237.015,28.07718409
2527,7829,8.513077661,334375.6178,3683237.015,28.07029091
2528,7830,8.533645116,334390.6178,3683237.015,28.06437536
2529,7831,8.554852861,334405.6178,3683237.015,28.05954209
2530,7832,8.574130137,334420.6178,3683237.015,28.05590635
2531,7833,8.588781964,334435.6178,3683237.015,28.05351451
2532,7834,8.596643248,334450.6178,3683237.015,28.05227347
2533,7835,8.596639774,334465.6178,3683237.015,28.05192956
2534,7836,8.588961253,334480.6178,3683237.015,28.05211232
2535,7837,8.574792012,334495.6178,3683237.015,28.05241786
2536,7838,8.555805827,334510.6178,3683237.015,28.05248769
2537,7952,8.874722273,333205.6178,3683252.015,28.48131886
2538,7953,8.94192653,333220.6178,3683252.015,28.51934692
2539,7954,8.983291004,333235.6178,3683252.015,28.54256894
2540,7955,8.992401459,333250.6178,3683252.015,28.54866478
2541,7956,8.965432591,333265.6178,3683252.015,28.53709545
2542,7957,8.902834839,333280.6178,3683252.015,28.50979152
2543,7958,8.810004106,333295.6178,3683252.015,28.47117561
2544,7959,8.696357238,333310.6178,3683252.015,28.42734128
2545,7960,8.573094941,333325.6178,3683252.015,28.38468815
2546,7961,8.450678253,333340.6178,3683252.015,28.34862309
2547,7962,8.337053431,333355.6178,3683252.015,28.32281826
2548,7963,8.237040789,333370.6178,3683252.015,28.30912561
2549,7964,8.152662022,333385.6178,3683252.015,28.30792894
2550,7965,8.083919651,333400.6178,3683252.015,28.31863521
2551,7966,8.02962228,333415.6178,3683252.015,28.34009224
2552,7967,7.988045255,333430.6178,3683252.015,28.37083674
2553,7968,7.957370473,333445.6178,3683252.015,28.40914841
2554,7969,7.935918096,333460.6178,3683252.015,28.45290441
2555,7970,7.922180031,333475.6178,3683252.015,28.49920998
2556,7971,7.914610258,333490.6178,3683252.015,28.5437598
2557,7972,7.911048241,333505.6178,3683252.015,28.57995433
2558,7973,7.907685185,333520.6178,3683252.015,28.59825892
2559,7974,7.898138477,333535.6178,3683252.015,28.5877157
2560,7975,7.875112591,333550.6178,3683252.015,28.54305131
2561,7976,7.837394679,333565.6178,3683252.015,28.47537946
2562,7977,7.795739539,333580.6178,3683252.015,28.40967177
2563,7978,7.76548887,333595.6178,3683252.015,28.36335056
2564,7979,7.754589952,333610.6178,3683252.015,28.33548085
2565,7980,7.762423482,333625.6178,3683252.015,28.31671012
2566,7981,7.784925061,333640.6178,3683252.015,28.29953519
2567,7982,7.818042678,333655.6178,3683252.015,28.28068996
2568,7983,7.858744658,333670.6178,3683252.015,28.25984481
2569,7984,7.905006441,333685.6178,3683252.015,28.2380303
2570,7985,7.955578754,333700.6178,3683252.015,28.21665407
2571,7986,8.00977044,333715.6178,3683252.015,28.19703381
2572,7987,8.067277349,333730.6178,3683252.015,28.18023275
2573,7988,8.128040765,333745.6178,3683252.015,28.16703968
2574,7989,8.192108914,333760.6178,3683252.015,28.15799947
2575,7990,8.259469573,333775.6178,3683252.015,28.15344059
2576,7991,8.329816555,333790.6178,3683252.015,28.15346717
2577,7992,8.402217146,333805.6178,3683252.015,28.15789371
2578,7993,8.474683856,333820.6178,3683252.015,28.16611433
2579,7994,8.543756574,333835.6178,3683252.015,28.17693293
2580,7995,8.604383238,333850.6178,3683252.015,28.18845097
2581,7996,8.650543738,333865.6178,3683252.015,28.19819037
2582,7997,8.676890955,333880.6178,3683252.015,28.20361251
2583,7998,8.680935091,333895.6178,3683252.015,28.20295159
2584,7999,8.664443957,333910.6178,3683252.015,28.1959149
2585,8000,8.632931468,333925.6178,3683252.015,28.18374897
2586,8001,8.593554661,333940.6178,3683252.015,28.16863526
2587,8002,8.552876973,333955.6178,3683252.015,28.15287648
2588,8003,8.515629104,333970.6178,3683252.015,28.13833962
2589,8004,8.484562703,333985.6178,3683252.015,28.12628236
2590,8005,8.460897898,334000.6178,3683252.015,28.11743349
2591,8006,8.444887156,334015.6178,3683252.015,28.11215829
2592,8007,8.436259576,334030.6178,3683252.015,28.11060627
2593,8008,8.434492679,334045.6178,3683252.015,28.11280337
2594,8009,8.438934316,334060.6178,3683252.015,28.11868167
2595,8010,8.44880888,334075.6178,3683252.015,28.12804733
2596,8011,8.463134145,334090.6178,3683252.015,28.14048742
2597,8012,8.480577028,334105.6178,3683252.015,28.15522573
2598,8013,8.49930691,334120.6178,3683252.015,28.17097028
2599,8014,8.51696511,334135.6178,3683252.015,28.18585614
2600,8015,8.530911536,334150.6178,3683252.015,28.19763542
2601,8016,8.538825169,334165.6178,3683252.015,28.20420229
2602,8017,8.539463592,334180.6178,3683252.015,28.20429771
2603,8018,8.533126015,334195.6178,3683252.015,28.19798177
2604,8019,8.521477518,334210.6178,3683252.015,28.18653461
2605,8020,8.506867307,334225.6178,3683252.015,28.17187046
2606,8021,8.491603466,334240.6178,3683252.015,28.15587437
2607,8022,8.477529939,334255.6178,3683252.015,28.1399926
2608,8023,8.465940077,334270.6178,3683252.015,28.12513049
2609,8024,8.457681768,334285.6178,3683252.015,28.11173909
2610,8025,8.453306635,334300.6178,3683252.015,28.09996108
2611,8026,8.453180393,334315.6178,3683252.015,28.08976286
2612,8027,8.457523876,334330.6178,3683252.015,28.08103018
2613,8028,8.466379407,334345.6178,3683252.015,28.07362886
2614,8029,8.479508722,334360.6178,3683252.015,28.06743899
2615,8030,8.496244069,334375.6178,3683252.015,28.06236861
2616,8031,8.515344123,334390.6178,3683252.015,28.05834998
2617,8032,8.53494533,334405.6178,3683252.015,28.0553197
2618,8033,8.552713922,334420.6178,3683252.015,28.05318785
2619,8034,8.566243956,334435.6178,3683252.015,28.05180818
2620,8035,8.573602682,334450.6178,3683252.015,28.0509663
2621,8036,8.5737887,334465.6178,3683252.015,28.05039605
2622,8037,8.566880727,334480.6178,3683252.015,28.04981884
2623,8038,8.553834553,334495.6178,3683252.015,28.04898665
2624,8153,8.925003554,333205.6178,3683267.015,28.50770113
2625,8154,9.000000465,333220.6178,3683267.015,28.5495429
2626,8155,9.047311725,333235.6178,3683267.015,28.57527776
2627,8156,9.059430148,333250.6178,3683267.015,28.58204804
2628,8157,9.031689187,333265.6178,3683267.015,28.56898639
2629,8158,8.964325441,333280.6178,3683267.015,28.5380886
2630,8159,8.86334876,333295.6178,3683267.015,28.49429582
2631,8160,8.739470449,333310.6178,3683267.015,28.44453926
2632,8161,8.605428195,333325.6178,3683267.015,28.39611141
2633,8162,8.472993531,333340.6178,3683267.015,28.35512712
2634,8163,8.350933184,333355.6178,3683267.015,28.32567839
2635,8164,8.244388392,333370.6178,3683267.015,28.30978379
2636,8165,8.155345482,333385.6178,3683267.015,28.30784464
2637,8166,8.083588502,333400.6178,3683267.015,28.31924236
2638,8167,8.027658359,333415.6178,3683267.015,28.34283182
2639,8168,7.98559355,333430.6178,3683267.015,28.37722922
2640,8169,7.955408881,333445.6178,3683267.015,28.42087257
2641,8170,7.935342075,333460.6178,3683267.015,28.4718414
2642,8171,7.923888629,333475.6178,3683267.015,28.5273829
2643,8172,7.91957885,333490.6178,3683267.015,28.58304193
2644,8173,7.920361217,333505.6178,3683267.015,28.63136767
2645,8174,7.922505628,333520.6178,3683267.015,28.66080816
2646,8175,7.91967877,333535.6178,3683267.015,28.65734565
2647,8176,7.904685128,333550.6178,3683267.015,28.61312546
2648,8177,7.875870879,333565.6178,3683267.015,28.53880147
2649,8178,7.841661874,333580.6178,3683267.015,28.46060869
2650,8179,7.814382047,333595.6178,3683267.015,28.39865398
2651,8180,7.801281554,333610.6178,3683267.015,28.3556725
2652,8181,7.803286622,333625.6178,3683267.015,28.32485838
2653,8182,7.818239918,333640.6178,3683267.015,28.29926317
2654,8183,7.843408033,333655.6178,3683267.015,28.27498625
2655,8184,7.876451503,333670.6178,3683267.015,28.25077496
2656,8185,7.915616681,333685.6178,3683267.015,28.22687669
2657,8186,7.959677321,333700.6178,3683267.015,28.20415288
2658,8187,8.007822913,333715.6178,3683267.015,28.18357521
2659,8188,8.059545571,333730.6178,3683267.015,28.16599455
2660,8189,8.114530299,333745.6178,3683267.015,28.15206243
2661,8190,8.172537982,333760.6178,3683267.015,28.14221995
2662,8191,8.233262751,333775.6178,3683267.015,28.13670022
2663,8192,8.296141909,333790.6178,3683267.015,28.13551092
2664,8193,8.360103654,333805.6178,3683267.015,28.13837761
2665,8194,8.423270198,333820.6178,3683267.015,28.14464476
2666,8195,8.482709486,333835.6178,3683267.015,28.15316288
2667,8196,8.534442097,333850.6178,3683267.015,28.16224132
2668,8197,8.573977689,333865.6178,3683267.015,28.16979228
2669,8198,8.597497234,333880.6178,3683267.015,28.17375785
2670,8199,8.603315781,333895.6178,3683267.015,28.17273316
2671,8200,8.592783161,333910.6178,3683267.015,28.16646771
2672,8201,8.569945923,333925.6178,3683267.015,28.15591325
2673,8202,8.5401605,333940.6178,3683267.015,28.14279389
2674,8203,8.508544674,333955.6178,3683267.015,28.12900231
2675,8204,8.479017511,333970.6178,3683267.015,28.1161505
2676,8205,8.454069328,333985.6178,3683267.015,28.10539199
2677,8206,8.434988951,334000.6178,3683267.015,28.09744633
2678,8207,8.422231214,334015.6178,3683267.015,28.09270809
2679,8208,8.415738653,334030.6178,3683267.015,28.09135683
2680,8209,8.415155324,334045.6178,3683267.015,28.09342997
2681,8210,8.419933839,334060.6178,3683267.015,28.09884723
2682,8211,8.429355136,334075.6178,3683267.015,28.10738499
2683,8212,8.44248209,334090.6178,3683267.015,28.11860342
2684,8213,8.458074111,334105.6178,3683267.015,28.13173972
2685,8214,8.474512645,334120.6178,3683267.015,28.14560792
2686,8215,8.489823948,334135.6178,3683267.015,28.15858699
2687,8216,8.501900294,334150.6178,3683267.015,28.16880235
2688,8217,8.508949087,334165.6178,3683267.015,28.17454462
2689,8218,8.51002204,334180.6178,3683267.015,28.17479717
2690,8219,8.505327049,334195.6178,3683267.015,28.16958195
2691,8220,8.496109353,334210.6178,3683267.015,28.15989319
2692,8221,8.484184438,334225.6178,3683267.015,28.14727196
2693,8222,8.471417466,334240.6178,3683267.015,28.1333001
2694,8223,8.459388149,334255.6178,3683267.015,28.11925844
2695,8224,8.449287132,334270.6178,3683267.015,28.10601129
2696,8225,8.441960288,334285.6178,3683267.015,28.09404752
2697,8226,8.437999143,334300.6178,3683267.015,28.08358311
2698,8227,8.437811404,334315.6178,3683267.015,28.07466396
2699,8228,8.441642165,334330.6178,3683267.015,28.0672434
2700,8229,8.44953808,334345.6178,3683267.015,28.06123106
2701,8230,8.461260168,334360.6178,3683267.015,28.0565172
2702,8231,8.47616688,334375.6178,3683267.015,28.05297841
2703,8232,8.493113531,334390.6178,3683267.015,28.05047022
2704,8233,8.510439899,334405.6178,3683267.015,28.04881413
2705,8234,8.526119437,334420.6178,3683267.015,28.04778808
2706,8235,8.538090671,334435.6178,3683267.015,28.04713036
2707,8236,8.544687194,334450.6178,3683267.015,28.04656161
2708,8237,8.544994468,334465.6178,3683267.015,28.04581927
2709,8238,8.538976333,334480.6178,3683267.015,28.04469076
2710,8239,8.527337678,334495.6178,3683267.015,28.04303226
2711,8355,9.027641594,333220.6178,3683282.015,28.56390988
2712,8356,9.078553419,333235.6178,3683282.015,28.59139502
2713,8357,9.092395303,333250.6178,3683282.015,28.59867259
2714,8358,9.064046216,333265.6178,3683282.015,28.58468065
2715,8359,8.993699175,333280.6178,3683282.015,28.55148288
2716,8360,8.887832471,333295.6178,3683282.015,28.50438121
2717,8361,8.758013865,333310.6178,3683282.015,28.45086253
2718,8362,8.617932163,333325.6178,3683282.015,28.39879313
2719,8363,8.480118605,333340.6178,3683282.015,28.35472872
2720,8364,8.35377071,333355.6178,3683282.015,28.32301332
2721,8365,8.244153684,333370.6178,3683282.015,28.30576101
2722,8366,8.153175782,333385.6178,3683282.015,28.30338349
2723,8367,8.080450421,333400.6178,3683282.015,28.31525481
2724,8368,8.024331673,333415.6178,3683282.015,28.34024889
2725,8369,7.98269411,333430.6178,3683282.015,28.37704516
2726,8370,7.953422833,333445.6178,3683282.015,28.42417828
2727,8371,7.934653023,333460.6178,3683282.015,28.47980886
2728,8372,7.924784704,333475.6178,3683282.015,28.54114051
2729,8373,7.922233944,333490.6178,3683282.015,28.60336714
2730,8374,7.924820276,333505.6178,3683282.015,28.6581941
2731,8375,7.928822224,333520.6178,3683282.015,28.69285747
2732,8376,7.928493091,333535.6178,3683282.015,28.69260329
2733,8377,7.918033993,333550.6178,3683282.015,28.65001723
2734,8378,7.896499385,333565.6178,3683282.015,28.5756368
2735,8379,7.870187487,333580.6178,3683282.015,28.49355246
2736,8380,7.848033893,333595.6178,3683282.015,28.42308809
2737,8381,7.835865659,333610.6178,3683282.015,28.36945337
2738,8382,7.83531327,333625.6178,3683282.015,28.32883573
2739,8383,7.845562417,333640.6178,3683282.015,28.29575365
2740,8384,7.864983834,333655.6178,3683282.015,28.26639877
2741,8385,7.891933352,333670.6178,3683282.015,28.23899892
2742,8386,7.925022685,333685.6178,3683282.015,28.2131813
2743,8387,7.963163928,333700.6178,3683282.015,28.18929374
2744,8388,8.005533067,333715.6178,3683282.015,28.16794006
2745,8389,8.051506044,333730.6178,3683282.015,28.14972264
2746,8390,8.100582773,333745.6178,3683282.015,28.13512274
2747,8391,8.152298869,333760.6178,3683282.015,28.12445408
2748,8392,8.206117446,333775.6178,3683282.015,28.11784262
2749,8393,8.261291345,333790.6178,3683282.015,28.11520245
2750,8394,8.31669338,333805.6178,3683282.015,28.11619115
2751,8395,8.370636757,333820.6178,3683282.015,28.12014467
2752,8396,8.420756554,333835.6178,3683282.015,28.12601652
2753,8397,8.464084319,333850.6178,3683282.015,28.13237887
2754,8398,8.497465081,333865.6178,3683282.015,28.13756452
2755,8399,8.518345798,333880.6178,3683282.015,28.13999238
2756,8400,8.52568381,333895.6178,3683282.015,28.13860073
2757,8401,8.52048308,333910.6178,3683282.015,28.13318074
2758,8402,8.505583387,333925.6178,3683282.015,28.12440816
2759,8403,8.484805876,333940.6178,3683282.015,28.11355861
2760,8404,8.46195242,333955.6178,3683282.015,28.1020911
2761,8405,8.440115721,333970.6178,3683282.015,28.09131251
2762,8406,8.421433651,333985.6178,3683282.015,28.08221623
2763,8407,8.407162262,334000.6178,3683282.015,28.07546693
2764,8408,8.39788017,334015.6178,3683282.015,28.07145838
2765,8409,8.393694577,334030.6178,3683282.015,28.07038391
2766,8410,8.39439277,334045.6178,3683282.015,28.07228669
2767,8411,8.399528677,334060.6178,3683282.015,28.07707747
2768,8412,8.40845297,334075.6178,3683282.015,28.08451679
2769,8413,8.420301618,334090.6178,3683282.015,28.09416549
2770,8414,8.433964709,334105.6178,3683282.015,28.10531685
2771,8415,8.448071911,334120.6178,3683282.015,28.1169437
2772,8416,8.461048955,334135.6178,3683282.015,28.12771806
2773,8417,8.471299218,334150.6178,3683282.015,28.13616768
2774,8418,8.477513121,334165.6178,3683282.015,28.14098524
2775,8419,8.479005859,334180.6178,3683282.015,28.14139474
2776,8420,8.475908903,334195.6178,3683282.015,28.1373874
2777,8421,8.469095565,334210.6178,3683282.015,28.1296819
2778,8422,8.459887154,334225.6178,3683282.015,28.11943861
2779,8423,8.449709731,334240.6178,3683282.015,28.10790162
2780,8424,8.439850386,334255.6178,3683282.015,28.09613496
2781,8425,8.431355548,334270.6178,3683282.015,28.08491086
2782,8426,8.425030719,334285.6178,3683282.015,28.07471571
2783,8427,8.421479568,334300.6178,3683282.015,28.06581183
2784,8428,8.421136025,334315.6178,3683282.015,28.05830809
2785,8429,8.424265222,334330.6178,3683282.015,28.05221631
2786,8430,8.430925654,334345.6178,3683282.015,28.04748679
2787,8431,8.440897553,334360.6178,3683282.015,28.04402443
2788,8432,8.453596917,334375.6178,3683282.015,28.04169059
2789,8433,8.468012857,334390.6178,3683282.015,28.04029734
2790,8434,8.482720825,334405.6178,3683282.015,28.03960309
2791,8435,8.496018755,334420.6178,3683282.015,28.03931877
2792,8436,8.506191007,334435.6178,3683282.015,28.0391306
2793,8437,8.511834702,334450.6178,3683282.015,28.03873712
2794,8438,8.512129206,334465.6178,3683282.015,28.03788898
2795,8439,8.506942394,334480.6178,3683282.015,28.03641659
2796,8440,8.496747311,334495.6178,3683282.015,28.03423666
2797,8557,9.070528218,333235.6178,3683297.015,28.58706724
2798,8558,9.084313108,333250.6178,3683297.015,28.59449514
2799,8559,9.055459247,333265.6178,3683297.015,28.58020501
2800,8560,8.98435397,333280.6178,3683297.015,28.5463486
2801,8561,8.877728828,333295.6178,3683297.015,28.498371
2802,8562,8.747384953,333310.6178,3683297.015,28.44391636
2803,8563,8.607158663,333325.6178,3683297.015,28.39098174
2804,8564,8.469623418,333340.6178,3683297.015,28.34620775
2805,8565,8.343937754,333355.6178,3683297.015,28.31398158
2806,8566,8.235287218,333370.6178,3683297.015,28.29643554
2807,8567,8.145492846,333385.6178,3683297.015,28.29399169
2808,8568,8.074090271,333400.6178,3683297.015,28.30603748
2809,8569,8.019368096,333415.6178,3683297.015,28.3314651
2810,8570,7.979140907,333430.6178,3683297.015,28.36896678
2811,8571,7.951225219,333445.6178,3683297.015,28.41705662
2812,8572,7.933658205,333460.6178,3683297.015,28.47378832
2813,8573,7.924688638,333475.6178,3683297.015,28.53609976
2814,8574,7.922524286,333490.6178,3683297.015,28.59872774
2815,8575,7.924812955,333505.6178,3683297.015,28.65293062
2816,8576,7.928032904,333520.6178,3683297.015,28.68622583
2817,8577,7.927548867,333535.6178,3683297.015,28.68574934
2818,8578,7.919459713,333550.6178,3683297.015,28.64653458
2819,8579,7.903646153,333565.6178,3683297.015,28.57833759
