"","Temp","long","lat"
"141",28.3157590099388,333625.6178,3682667.015
"142",28.3200870997376,333640.6178,3682667.015
"341",28.3291715466849,333610.6178,3682682.015
"342",28.3338753021532,333625.6178,3682682.015
"343",28.3377464023154,333640.6178,3682682.015
"344",28.3409556352632,333655.6178,3682682.015
"540",28.3367938352251,333580.6178,3682697.015
"541",28.3434831354649,333595.6178,3682697.015
"542",28.3489008263925,333610.6178,3682697.015
"543",28.3531722196307,333625.6178,3682697.015
"544",28.3564727644356,333640.6178,3682697.015
"545",28.3590166570784,333655.6178,3682697.015
"546",28.3610410585436,333670.6178,3682697.015
"740",28.3501635308011,333565.6178,3682712.015
"741",28.3583630785279,333580.6178,3682712.015
"742",28.3649756600514,333595.6178,3682712.015
"743",28.3700758197615,333610.6178,3682712.015
"744",28.3738126065891,333625.6178,3682712.015
"745",28.3764027288358,333640.6178,3682712.015
"746",28.3781158931606,333655.6178,3682712.015
"747",28.3792538073654,333670.6178,3682712.015
"748",28.3801253842682,333685.6178,3682712.015
"749",28.3810212041568,333700.6178,3682712.015
"940",28.3629148719082,333550.6178,3682727.015
"941",28.3732183313144,333565.6178,3682727.015
"942",28.3816479537248,333580.6178,3682727.015
"943",28.3881846226671,333595.6178,3682727.015
"944",28.3929050336793,333610.6178,3682727.015
"945",28.3959853360287,333625.6178,3682727.015
"946",28.3976934823299,333640.6178,3682727.015
"947",28.3983702803686,333655.6178,3682727.015
"948",28.3984012466923,333670.6178,3682727.015
"949",28.3981830153639,333685.6178,3682727.015
"950",28.398088806008,333700.6178,3682727.015
"951",28.3984371965992,333715.6178,3682727.015
"952",28.3994674278722,333730.6178,3682727.015
"1141",28.3871549677366,333550.6178,3682742.015
"1142",28.398125859753,333565.6178,3682742.015
"1143",28.4068752643774,333580.6178,3682742.015
"1144",28.4133508524068,333595.6178,3682742.015
"1145",28.4176255871029,333610.6178,3682742.015
"1146",28.4199057440424,333625.6178,3682742.015
"1147",28.420522780278,333640.6178,3682742.015
"1148",28.4199087131494,333655.6178,3682742.015
"1149",28.4185580477696,333670.6178,3682742.015
"1150",28.4169819267074,333685.6178,3682742.015
"1151",28.4156612602466,333700.6178,3682742.015
"1152",28.4150049767536,333715.6178,3682742.015
"1153",28.4153177127929,333730.6178,3682742.015
"1154",28.4167790793616,333745.6178,3682742.015
"1155",28.4194348474879,333760.6178,3682742.015
"1342",28.4132433330266,333550.6178,3682757.015
"1343",28.4250850560754,333565.6178,3682757.015
"1344",28.4342840576575,333580.6178,3682757.015
"1345",28.4407355284256,333595.6178,3682757.015
"1346",28.4444986017691,333610.6178,3682757.015
"1347",28.4458117583141,333625.6178,3682757.015
"1348",28.445084938981,333640.6178,3682757.015
"1349",28.4428673330885,333655.6178,3682757.015
"1350",28.439795329803,333670.6178,3682757.015
"1351",28.4365293980096,333685.6178,3682757.015
"1352",28.4336902264018,333700.6178,3682757.015
"1353",28.43180309815,333715.6178,3682757.015
"1354",28.4312562048621,333730.6178,3682757.015
"1355",28.4322749820875,333745.6178,3682757.015
"1356",28.4349118701823,333760.6178,3682757.015
"1357",28.4390497325995,333775.6178,3682757.015
"1358",28.4444173102919,333790.6178,3682757.015
"1359",28.4506158811356,333805.6178,3682757.015
"1360",28.4571568914999,333820.6178,3682757.015
"1542",28.4255104499962,333535.6178,3682772.015
"1543",28.4412931327781,333550.6178,3682772.015
"1544",28.4542747595973,333565.6178,3682772.015
"1545",28.4641069600632,333580.6178,3682772.015
"1546",28.4706042590739,333595.6178,3682772.015
"1547",28.4737955291095,333610.6178,3682772.015
"1548",28.4739516268803,333625.6178,3682772.015
"1549",28.4715791750231,333640.6178,3682772.015
"1550",28.4673780675086,333655.6178,3682772.015
"1551",28.4621694562037,333670.6178,3682772.015
"1552",28.4568080446837,333685.6178,3682772.015
"1553",28.4520947640381,333700.6178,3682772.015
"1554",28.4487030689744,333715.6178,3682772.015
"1555",28.4471262146364,333730.6178,3682772.015
"1556",28.4476468544883,333745.6178,3682772.015
"1557",28.4503263266512,333760.6178,3682772.015
"1558",28.4550098137766,333775.6178,3682772.015
"1559",28.4613446361839,333790.6178,3682772.015
"1560",28.4688110373535,333805.6178,3682772.015
"1561",28.4767665433345,333820.6178,3682772.015
"1562",28.4845051069672,333835.6178,3682772.015
"1563",28.4913300607192,333850.6178,3682772.015
"1600",28.8456713773249,334405.6178,3682772.015
"1601",28.7997618194663,334420.6178,3682772.015
"1743",28.4536298352039,333535.6178,3682787.015
"1744",28.4713462210503,333550.6178,3682787.015
"1745",28.4858166973424,333565.6178,3682787.015
"1746",28.4965349993217,333580.6178,3682787.015
"1747",28.5031945744083,333595.6178,3682787.015
"1748",28.5057683779699,333610.6178,3682787.015
"1749",28.504556482456,333625.6178,3682787.015
"1750",28.5001841469618,333640.6178,3682787.015
"1751",28.4935452158036,333655.6178,3682787.015
"1752",28.485701197667,333670.6178,3682787.015
"1753",28.4777582411758,333685.6178,3682787.015
"1754",28.470747391243,333700.6178,3682787.015
"1755",28.4655277602621,333715.6178,3682787.015
"1756",28.462721723806,333730.6178,3682787.015
"1757",28.462681317222,333745.6178,3682787.015
"1758",28.4654792471555,333760.6178,3682787.015
"1759",28.4709171192924,333775.6178,3682787.015
"1760",28.4785463346598,333790.6178,3682787.015
"1761",28.4877014887174,333805.6178,3682787.015
"1762",28.497549834562,333820.6178,3682787.015
"1763",28.5071615153227,333835.6178,3682787.015
"1764",28.5156024362333,333850.6178,3682787.015
"1765",28.5220446132559,333865.6178,3682787.015
"1766",28.5258794165227,333880.6178,3682787.015
"1773",28.4956221743294,333985.6178,3682787.015
"1774",28.4918924563345,334000.6178,3682787.015
"1775",28.4905358788314,334015.6178,3682787.015
"1776",28.4918661306729,334030.6178,3682787.015
"1777",28.4959586532241,334045.6178,3682787.015
"1778",28.5026652561834,334060.6178,3682787.015
"1779",28.5116440780664,334075.6178,3682787.015
"1780",28.5224053280185,334090.6178,3682787.015
"1781",28.534375782135,334105.6178,3682787.015
