"","month","day","mUtility","mWFUt","mWBUt","mFishUt","mAngUt","mRampUt"
"1",1,1,1.6918398951287,0.538866357040155,0.67034909402797,0.0540759616081848,0.18083790679914,0.676259058105632
"2",1,8,1.80121096294427,0.683863616957926,0.7580370096781,0.082901954806569,0.162026149173156,0.390790613830195
"3",1,15,1.90629406483786,0.831241279120764,0.866999851083344,0.0651447821040152,0.108164642254366,0.177651662805101
"4",1,22,1.919555114168,0.846606935269847,0.873625266616994,0.0669735577093173,0.10184588495455,0.162852824189128
"5",1,29,1.90997261451519,0.857367603358347,0.884575533288238,0.0476876950155236,0.0830967672260059,0.15758679848015
"6",2,1,1.68506566917039,0.530106427195586,0.649331554482233,0.0800200293974588,0.199453900915501,0.65176141527472
"7",2,8,1.77068092492546,0.645915912723739,0.714186309975651,0.10723939919732,0.184952541519094,0.421726064538405
"8",2,15,1.83273518507441,0.732671486048334,0.777644642662288,0.0966846302420559,0.153345774353039,0.298123077890418
"9",2,22,1.83279556980898,0.722689136448027,0.76382983429401,0.107275665929699,0.16129414725044,0.31670771902404
"10",2,29,1.96440871839397,0.92492266342664,0.937632117210545,0.0423210088195958,0.0586166254597202,0.0604492324146615
"11",3,1,1.74627959365107,0.604116279912274,0.694229676131155,0.0909274132453332,0.185407071732138,0.528605376992479
"12",3,8,1.75732304444768,0.618451516229128,0.686378035445882,0.117620365151743,0.198147675727541,0.471598579514306
"13",3,15,1.80588404143733,0.689877331786543,0.737649690456634,0.11437489039551,0.173330880713423,0.35463337688386
"14",3,22,1.85651427382637,0.778599865148368,0.811846573086686,0.0807473605140707,0.127953611861709,0.242687338292791
"15",3,29,1.86654733008458,0.791501666293359,0.826900932874951,0.0685793288435303,0.114114470907256,0.245016333238215
"16",4,1,1.70862415100264,0.580311539480397,0.701244379881839,0.0470055392854726,0.16660137671976,0.593524007990108
"17",4,8,1.78554771905798,0.69242863932727,0.758998003386139,0.0697417573226102,0.147821651921571,0.380936986122357
"18",4,15,1.8822909547951,0.799971001147747,0.837149584866842,0.0750867724511945,0.120782429579659,0.219384763078973
"19",4,22,1.90264946560876,0.849090525001731,0.880012163114651,0.0439626508513483,0.0834385518820199,0.175729701400033
"20",4,29,1.93009594522481,0.882386127707579,0.903394281820476,0.0433144662224599,0.0728630494964529,0.129139089452145
"21",5,1,1.70198533632286,0.541125371321886,0.675851864685726,0.049165201554975,0.175832729732727,0.695853067787822
"22",5,8,1.82181315708915,0.732873751908777,0.806177610332301,0.0481254120813176,0.124894507428781,0.344378258104724
"23",5,15,1.90235049301645,0.849877461934446,0.888865326013341,0.040328995744729,0.0876382571332559,0.158919161514624
"24",5,22,1.94348937666959,0.909004032963495,0.933575721808815,0.0290206385888878,0.0624475974954714,0.0813303691213224
"25",5,29,1.95972717970704,0.929214641679487,0.946759163623985,0.027625822426744,0.0525291844707007,0.0597259194829523
"26",6,1,1.65693519716787,0.467051453958681,0.62028023937564,0.0433251116291099,0.187231375758371,0.865325408650503
"27",6,8,1.78771166755507,0.695079007631192,0.788939287413875,0.0323569591602808,0.127478645832083,0.415194180867368
"28",6,15,1.89311223080869,0.857853033526372,0.902413358552197,0.0235345268930621,0.0785698735777959,0.140052750096314
