"","month","day","mUtility","mWFUt","mWBUt","mFishUt","mAngUt","mRampUt"
"1",1,1,1.93648214766753,0.00365297181108083,0.0112263631335292,0.948627566631218,0.946174042458774,0.999776449724636
"2",1,8,1.88681121267431,0.0498427232949999,0.0640621143659774,0.859715007742731,0.864926022925661,0.961456711615543
"3",1,15,1.83867496704066,0.132226516874205,0.154546964974146,0.73333171281857,0.747701833431708,0.889437711315779
"4",1,22,1.83377134645158,0.18125292843887,0.204302704680194,0.680505259922634,0.694362597377454,0.841058309442315
"5",1,29,1.85218634581199,0.202790711977289,0.222814570675317,0.672704315209271,0.69035290924535,0.817400586654883
"6",2,1,1.9268232861505,0.00796650998964772,0.0169323767409874,0.936407677987436,0.934689465321367,0.99634397754349
"7",2,8,1.86949576045712,0.0490696491517552,0.065568754988849,0.849106338888661,0.850302488662138,0.961199546193577
"8",2,15,1.83759369367202,0.0999641665250025,0.120922815707291,0.768654108463637,0.778340828888417,0.917764377063756
"9",2,22,1.8332575945043,0.147002303996514,0.16884971461017,0.714270080848661,0.732843583062155,0.873427407035751
"10",2,29,1.76286483099058,0.163626332866119,0.198194093086806,0.637898816137188,0.661547507842703,0.86474366995823
"11",3,1,1.8964048711925,0.0719240810061924,0.0857798672948639,0.841757645729453,0.851773242641025,0.942113311682957
"12",3,8,1.87170592069674,0.0848446874540894,0.103137623154774,0.810209007526103,0.81769886528528,0.929330339838274
"13",3,15,1.83973044223604,0.136372600144856,0.159053329215853,0.732026381309502,0.743692891583312,0.880863371548342
"14",3,22,1.84235984839001,0.198842657834537,0.221671433435724,0.671459909687212,0.68273734957273,0.81803434529235
"15",3,29,1.84443906626913,0.222078632639954,0.243349871406317,0.648624147388654,0.665578539960775,0.795194289707627
"16",4,1,1.90013437932642,0.00954532261829833,0.0220430963732064,0.911671603663035,0.914096863899632,0.999651849444125
"17",4,8,1.83740236239553,0.0849951223538971,0.107320350422036,0.782078254518178,0.793064652410529,0.932952617792303
"18",4,15,1.79845753448332,0.165479351244212,0.193149882073377,0.666372346221205,0.684995886691474,0.861916023197587
"19",4,22,1.79091552334392,0.208268651291519,0.237834354445069,0.61144586426713,0.640620128432948,0.826113178247455
"20",4,29,1.79160655298421,0.23018024138142,0.259928756975464,0.589228186413556,0.617185920970139,0.8073528154574
"21",5,1,1.93043278812416,0.0230999893987521,0.0324157495611467,0.920906350259367,0.924328937857633,0.983692459952161
"22",5,8,1.88468459408422,0.0711406060838385,0.0868727633667903,0.837745816867864,0.83867954887639,0.939171266655067
"23",5,15,1.83731094094942,0.104966160984511,0.126630137524148,0.766331530573928,0.770313096026415,0.908453127707252
"24",5,22,1.82955083225861,0.132113967902784,0.153396253034631,0.734521844742063,0.739277112455293,0.879760420702972
"25",5,29,1.81913122467752,0.133232496869078,0.15558171761815,0.725027678608441,0.730350060104064,0.880228603059648
"26",6,1,1.97603763144499,0.00122248314303268,0.00408607343733921,0.981012327907551,0.979531564000967,0.999901929913169
"27",6,8,1.94576057680087,0.00321996800921465,0.00968483468675944,0.955884004968385,0.954127279363307,0.999816258909715
"28",6,15,1.92495888792936,0.00485581802345818,0.0138548414568885,0.938151343769256,0.93645302309357,0.999740746265938
"29",6,22,1.91416337587821,0.0083169450731542,0.0191955113279063,0.924191421717951,0.925230365018199,0.999688630500195
"30",6,29,1.91924207056675,0.00878665286587315,0.0193756668245575,0.92728616156714,0.927792437722093,0.999794740896256
"31",7,1,1.98692230532263,0.000633199009613196,0.00219759159308839,0.989724581603955,0.988792415828172,0.999941450403773
"32",7,8,1.97252499217513,0.00150826671906934,0.00478653096435496,0.977955253213633,0.976646560885891,0.999903321670248
"33",7,15,1.97222010680228,0.00168837643934537,0.00499501952999269,0.977292079428912,0.976565419480255,0.999923843327802
"34",7,22,1.97711910239711,0.00125716898964445,0.00398723900445367,0.981638593684666,0.980552742484597,0.999919458952087
"35",7,29,1.97813812218854,0.00122389405572394,0.00383129932159042,0.982397948259776,0.981443372453617,0.999926588649274
"36",8,1,1.98182743177981,0.000892374907974249,0.00306568406499552,0.985689339056148,0.984439579592923,0.999920487908463
"37",8,8,1.96048629838433,0.00220426170749932,0.00691721876211603,0.968208674342334,0.966452376842603,0.999859910302163
"38",8,15,1.95130619805455,0.00394072598308059,0.00983059949072805,0.958111448250906,0.959004317062306,0.999842531597369
"39",8,22,1.95445864636197,0.00463997259477058,0.0104487329496245,0.959375140756801,0.960269636148236,0.999719963973317
"40",8,29,1.95424008310379,0.00516360741157755,0.0111166432838965,0.958282622529218,0.959625930325121,0.999728489433074
"41",9,1,1.9887231479353,0.000919489966331733,0.00226563071135312,0.99023497322205,0.990634769165012,0.999971338906119
"42",9,8,1.97572560647754,0.00496297784228191,0.00879353187565738,0.974357269388525,0.975530849698349,0.999692805043794
