"","Date","X","Discharge_cfs","Discharge_cms","year","month","day","DeltaCMS","meanCMS","DeltaVol","Date2","fishD","yr_month","volume"
"108",1945-04-18,69,393,11.128520871,1945,4,18,-11.949709434,11.128520871,-23025.1104429876,1945-04-18,0,"1945-4",100695965.220961
"109",1945-04-19,70,262,7.419013914,1945,4,19,-3.709506957,7.419013914,-15188.1088850294,1945-04-19,0,"1945-4",100680777.112076
"110",1945-04-20,71,230,6.51287481,1945,4,20,-0.906139104,6.51287481,-13085.432163628,1945-04-20,0,"1945-4",100667691.679913
"111",1945-04-21,17499,238,6.739409586,1945,4,21,0.226534776,6.739409586,24265.9927285194,1945-04-21,0,"1945-4",100691957.672641
"112",1945-04-22,72,222,6.286340034,1945,4,22,-0.453069552,6.286340034,-12551.5145085281,1945-04-22,0,"1945-4",100679406.158133
"113",1945-04-23,73,207,5.861587329,1945,4,23,-0.424752705,5.861587329,-11542.7978979173,1945-04-23,0,"1945-4",100667863.360235
"114",1945-04-24,74,200,5.6633694,1945,4,24,-0.198217929,5.6633694,-11068.9731146651,1945-04-24,0,"1945-4",100656794.38712
"115",1945-04-25,75,186,5.266933542,1945,4,25,-0.396435858,5.266933542,-10116.1327902432,1945-04-25,0,"1945-4",100646678.25433
"116",1945-04-26,NA,NA,NA,1945,4,26,NA,NA,-22663.5605511556,1945-04-26,0,"1945-4",100624014.693779
"117",1945-04-27,76,178,5.040398766,1945,4,27,-0.226534775999999,5.040398766,-9568.88452020518,1945-04-27,0,"1945-4",100614445.809258
"118",1945-04-28,17500,407,11.524956729,1945,4,28,6.484557963,11.524956729,42530.2329726643,1945-04-28,0,"1945-4",100656976.042231
"119",1945-04-29,17501,480,13.59208656,1945,4,29,2.067129831,13.59208656,48742.5248077061,1945-04-29,0,"1945-4",100705718.567039
"120",1945-04-30,17502,919,26.023182393,1945,4,30,12.431095833,26.023182393,62241.4783381633,1945-04-30,0,"1945-4",100767960.045377
"121",1945-05-01,77,737,20.869516239,1945,5,1,-5.153666154,20.869516239,-35925.2391509168,1945-05-01,0,"1945-5",100762656
"122",1945-05-02,17503,789,22.341992283,1945,5,2,1.472476044,22.341992283,62071.431043491,1945-05-02,0,"1945-5",100824727.431043
"123",1945-05-03,78,594,16.820207118,1945,5,3,-5.521785165,16.820207118,-31866.9446527596,1945-05-03,0,"1945-5",100792860.486391
"124",1945-05-04,79,358,10.137431226,1945,5,4,-6.682775892,10.137431226,-21075.1066705346,1945-05-04,0,"1945-5",100771785.37972
"125",1945-05-05,80,270,7.64554869,1945,5,5,-2.491882536,7.64554869,-15704.5175724494,1945-05-05,0,"1945-5",100756080.862148
"126",1945-05-06,81,222,6.286340034,1945,5,6,-1.359208656,6.286340034,-12551.5145085281,1945-05-06,0,"1945-5",100743529.347639
"127",1945-05-07,82,193,5.465151471,1945,5,7,-0.821188563000001,5.465151471,-10593.3723729948,1945-05-07,0,"1945-5",100732935.975266
"128",1945-05-08,17504,200,5.6633694,1945,5,8,0.198217929,5.6633694,19593.381145513,1945-05-08,0,"1945-5",100752529.356412
"129",1945-05-09,17505,288,8.155251936,1945,5,9,2.491882536,8.155251936,30149.4727577596,1945-05-09,0,"1945-5",100782678.829169
"130",1945-05-10,83,270,7.64554869,1945,5,10,-0.509703245999999,7.64554869,-15704.5175724494,1945-05-10,0,"1945-5",100766974.311597
"131",1945-05-11,84,246,6.965944362,1945,5,11,-0.679604328,6.965944362,-14143.7778058593,1945-05-11,0,"1945-5",100752830.533791
"132",1945-05-12,17506,288,8.155251936,1945,5,12,1.189307574,8.155251936,30149.4727577596,1945-05-12,0,"1945-5",100782980.006549
"133",1945-05-13,17507,347,9.825945909,1945,5,13,1.670693973,9.825945909,36607.5549829182,1945-05-13,0,"1945-5",100819587.561532
"134",1945-05-14,85,270,7.64554869,1945,5,14,-2.180397219,7.64554869,-15704.5175724494,1945-05-14,0,"1945-5",100803883.043959
"135",1945-05-15,17508,288,8.155251936,1945,5,15,0.509703245999999,8.155251936,30149.4727577596,1945-05-15,0,"1945-5",100834032.516717
"136",1945-05-16,17509,358,10.137431226,1945,5,16,1.98217929,10.137431226,37745.0544568005,1945-05-16,0,"1945-5",100871777.571174
"137",1945-05-17,17510,369,10.448916543,1945,5,17,0.311485316999999,10.448916543,38859.9640957551,1945-05-17,0,"1945-5",100910637.53527
"138",1945-05-18,17511,480,13.59208656,1945,5,18,3.143170017,13.59208656,48742.5248077061,1945-05-18,0,"1945-5",100959380.060077
"139",1945-05-19,17512,542,15.347731074,1945,5,19,1.755644514,15.347731074,53099.655786462,1945-05-19,0,"1945-5",101012479.715864
"140",1945-05-20,86,467,13.223967549,1945,5,20,-2.123763525,13.223967549,-26748.4499131195,1945-05-20,0,"1945-5",100985731.265951
"141",1945-05-21,87,326,9.231292122,1945,5,21,-3.992675427,9.231292122,-19194.1589663316,1945-05-21,0,"1945-5",100966537.106984
"142",1945-05-22,88,262,7.419013914,1945,5,22,-1.812278208,7.419013914,-15188.1088850294,1945-05-22,0,"1945-5",100951348.998099
"143",1945-05-23,89,215,6.088122105,1945,5,23,-1.330891809,6.088122105,-12081.9604707483,1945-05-23,0,"1945-5",100939267.037629
"144",1945-05-24,90,186,5.266933542,1945,5,24,-0.821188563000001,5.266933542,-10116.1327902432,1945-05-24,0,"1945-5",100929150.904838
"145",1945-05-25,91,166,4.700596602,1945,5,25,-0.566336939999999,4.700596602,-8744.77381696722,1945-05-25,0,"1945-5",100920406.131021
"146",1945-05-26,92,149,4.219210203,1945,5,26,-0.481386399,4.219210203,-7571.78809303624,1945-05-26,0,"1945-5",100912834.342928
"147",1945-05-27,93,133,3.766140651,1945,5,27,-0.453069552000001,3.766140651,-6463.33720698715,1945-05-27,0,"1945-5",100906371.005721
"148",1945-05-28,94,121,3.426338487,1945,5,28,-0.339802164,3.426338487,-5629.98802807176,1945-05-28,0,"1945-5",100900741.017693
"149",1945-05-29,95,114,3.228120558,1945,5,29,-0.198217929,3.228120558,-5143.2978766054,1945-05-29,0,"1945-5",100895597.719817
"150",1945-05-30,96,105,2.973268935,1945,5,30,-0.254851623,2.973268935,-4517.10247057326,1945-05-30,0,"1945-5",100891080.617346
"151",1945-05-31,97,98,2.775051006,1945,5,31,-0.198217929,2.775051006,-4029.80072274848,1945-05-31,0,"1945-5",100887050.816623
"152",1945-06-01,98,92,2.605149924,1945,6,1,-0.169901082,2.605149924,-3611.98442264057,1945-06-01,0,"1945-6",100762656
"153",1945-06-02,99,86,2.435248842,1945,6,2,-0.169901082,2.435248842,-3194.08649496115,1945-06-02,0,"1945-6",100759461.913505
"154",1945-06-03,100,83,2.350298301,1945,6,3,-0.084950541,2.350298301,-2985.11680258768,1945-06-03,0,"1945-6",100756476.796702
"155",1945-06-04,17513,86,2.435248842,1945,6,4,0.084950541,2.435248842,5018.1759336931,1945-06-04,0,"1945-6",100761494.972636
"156",1945-06-05,101,85,2.406931995,1945,6,5,-0.0283168470000001,2.406931995,-3124.43116950896,1945-06-05,0,"1945-6",100758370.541467
"157",1945-06-06,102,80,2.26534776,1945,6,6,-0.141584235,2.26534776,-2776.1374742714,1945-06-06,0,"1945-6",100755594.403992
"158",1945-06-07,103,75,2.123763525,1945,6,7,-0.141584235,2.123763525,-2427.82409618775,1945-06-07,0,"1945-6",100753166.579896
"159",1945-06-08,104,73,2.067129831,1945,6,8,-0.0566336939999998,2.067129831,-2288.49568685409,1945-06-08,0,"1945-6",100750878.084209
"160",1945-06-09,105,72,2.038812984,1945,6,9,-0.0283168470000001,2.038812984,-2218.83113879491,1945-06-09,0,"1945-6",100748659.253071
"161",1945-06-10,106,69,1.953862443,1945,6,10,-0.0849505409999998,1.953862443,-2009.83683680286,1945-06-10,0,"1945-6",100746649.416234
"162",1945-06-11,17514,70,1.98217929,1945,6,11,0.0283168469999999,1.98217929,2951.34827945732,1945-06-11,0,"1945-6",100749600.764513
"163",1945-06-12,17515,81,2.293664607,1945,6,12,0.311485317,2.293664607,4372.31728147243,1945-06-12,0,"1945-6",100753973.081795
"164",1945-06-13,17516,93,2.633466771,1945,6,13,0.339802164,2.633466771,5922.29085286795,1945-06-13,0,"1945-6",100759895.372648
"165",1945-06-14,107,87,2.463565689,1945,6,14,-0.169901082,2.463565689,-3263.74042550084,1945-06-14,0,"1945-6",100756631.632222
"166",1945-06-15,17517,116,3.284754252,1945,6,15,0.821188563,3.284754252,8891.03621920112,1945-06-15,0,"1945-6",100765522.668441
"167",1945-06-16,108,109,3.086536323,1945,6,16,-0.198217929,3.086536323,-4795.465316699,1945-06-16,0,"1945-6",100760727.203125
"168",1945-06-17,109,93,2.633466771,1945,6,17,-0.453069552,2.633466771,-3681.62705660534,1945-06-17,0,"1945-6",100757045.576068
"169",1945-06-18,17518,355,10.052480685,1945,6,18,7.419013914,10.052480685,37437.0450300572,1945-06-18,0,"1945-6",100794482.621098
"170",1945-06-19,17519,753,21.322585791,1945,6,19,11.270105106,21.322585791,61544.745493596,1945-06-19,0,"1945-6",100856027.366592
"171",1945-06-20,110,200,5.6633694,1945,6,20,-15.659216391,5.6633694,-11068.9731146651,1945-06-20,0,"1945-6",100844958.393477
"172",1945-06-21,111,133,3.766140651,1945,6,21,-1.897228749,3.766140651,-6463.33720698715,1945-06-21,0,"1945-6",100838495.05627
"173",1945-06-22,112,106,3.001585782,1945,6,22,-0.764554869,3.001585782,-4586.70043392104,1945-06-22,0,"1945-6",100833908.355836
"174",1945-06-23,17520,125,3.539605875,1945,6,23,0.538020093,3.539605875,10051.0145581596,1945-06-23,0,"1945-6",100843959.370394
"175",1945-06-24,113,113,3.199803711,1945,6,24,-0.339802164,3.199803711,-5073.74325516071,1945-06-24,0,"1945-6",100838885.627139
"176",1945-06-25,114,100,2.8316847,1945,6,25,-0.368119011,2.8316847,-4169.04865620276,1945-06-25,0,"1945-6",100834716.578483
"177",1945-06-26,115,87,2.463565689,1945,6,26,-0.368119011,2.463565689,-3263.74042550084,1945-06-26,0,"1945-6",100831452.838057
"178",1945-06-27,116,79,2.237030913,1945,6,27,-0.226534776,2.237030913,-2706.47600431688,1945-06-27,0,"1945-6",100828746.362053
"179",1945-06-28,117,73,2.067129831,1945,6,28,-0.169901082,2.067129831,-2288.49568685409,1945-06-28,0,"1945-6",100826457.866366
"180",1945-06-29,118,68,1.925545596,1945,6,29,-0.141584235,1.925545596,-1940.17199576808,1945-06-29,0,"1945-6",100824517.69437
"181",1945-06-30,119,64,1.812278208,1945,6,30,-0.113267388,1.812278208,-1661.51262931641,1945-06-30,0,"1945-6",100822856.181741
"182",1945-07-01,120,62,1.755644514,1945,7,1,-0.0566336940000001,1.755644514,-1522.1829460904,1945-07-01,0,"1945-7",100762656
"183",1945-07-02,121,57,1.614060279,1945,7,2,-0.141584235,1.614060279,-1173.85873802518,1945-07-02,0,"1945-7",100761482.141262
"184",1945-07-03,122,55,1.557426585,1945,7,3,-0.0566336940000001,1.557426585,-1034.52905479944,1945-07-03,0,"1945-7",100760447.612207
"185",1945-07-04,123,54,1.529109738,1945,7,4,-0.0283168469999999,1.529109738,-964.864213185952,1945-07-04,0,"1945-7",100759482.747994
"186",1945-07-05,17521,55,1.557426585,1945,7,5,0.0283168469999999,1.557426585,1013.64613434366,1945-07-05,0,"1945-7",100760496.394128
"187",1945-07-06,124,53,1.500792891,1945,7,6,-0.0566336940000001,1.500792891,-895.199371572875,1945-07-06,0,"1945-7",100759601.194757
"188",1945-07-07,125,52,1.472476044,1945,7,7,-0.0283168469999999,1.472476044,-825.534529960751,1945-07-07,0,"1945-7",100758775.660227
"189",1945-07-08,NA,NA,NA,1945,7,8,NA,NA,-1513.26908322116,1945-07-08,0,"1945-7",100757262.391144
"190",1945-07-09,17522,53,1.500792891,1945,7,9,0.0283168469999999,1.500792891,755.285848310465,1945-07-09,0,"1945-7",100758017.676992
"191",1945-07-10,17523,89,2.520199383,1945,7,10,1.019406492,2.520199383,5405.66875061295,1945-07-10,0,"1945-7",100763423.345743
"192",1945-07-11,126,73,2.067129831,1945,7,11,-0.453069552,2.067129831,-2288.49568685409,1945-07-11,0,"1945-7",100761134.850056
"193",1945-07-12,127,61,1.727327667,1945,7,12,-0.339802164,1.727327667,-1452.51810447727,1945-07-12,0,"1945-7",100759682.331951
"194",1945-07-13,17524,67,1.897228749,1945,7,13,0.169901082,1.897228749,2563.80785043157,1945-07-13,0,"1945-7",100762246.139802
"195",1945-07-14,17525,136,3.851091192,1945,7,14,1.953862443,3.851091192,11466.4618962935,1945-07-14,0,"1945-7",100773712.601698
