"x1","x2"
333603.336896699,3682918.00519465
333888.1012502,3682918.00519465
334172.865603701,3682918.00519465
334457.629957201,3682918.00519465
333603.336896699,3683202.76954815
333888.1012502,3683202.76954815
334172.865603701,3683202.76954815
334457.629957201,3683202.76954815
333888.1012502,3683487.53390165
334172.865603701,3683487.53390165
333888.1012502,3683772.29825515
334172.865603701,3683772.29825515
