"","Date","Discharge_cfs","Discharge_cms","year","month","day","DeltaCMS","meanCMS","DeltaVol"
"1",1945-01-02,1900,53.8020093,1945,"Jan",2,-3.96435858,53.8020093,-59107.5834987156
"2",1945-01-03,1500,42.4752705,1945,"Jan",3,-11.3267388,42.4752705,-50418.6917994863
"3",1945-01-04,1200,33.9802164,1945,"Jan",4,-8.4950541,33.9802164,-44052.0821236715
"4",1945-01-05,900,25.4851623,1945,"Jan",5,-8.4950541,25.4851623,-39059.5516923735
"5",1945-01-06,700,19.8217929,1945,"Jan",6,-5.6633694,19.8217929,-35023.273323158
"6",1945-01-08,2400,67.9604328,1945,"Jan",8,-2.83168470000001,67.9604328,-63081.2055763791
"7",1945-01-09,2300,65.1287481,1945,"Jan",9,-2.8316847,65.1287481,-63449.8721529622
"8",1945-01-10,2000,56.633694,1945,"Jan",10,-8.4950541,56.633694,-60829.4820240002
"9",1945-01-11,1500,42.4752705,1945,"Jan",11,-14.1584235,42.4752705,-50418.6917994863
"10",1945-01-12,1000,28.316847,1945,"Jan",12,-14.1584235,28.316847,-40661.172763427
"11",1945-01-13,560,15.85743432,1945,"Jan",13,-12.45941268,15.85743432,-30649.3555022496
"12",1945-01-16,640,18.12278208,1945,"Jan",16,-3.11485317,18.12278208,-33349.3319685343
"13",1945-01-17,500,14.1584235,1945,"Jan",17,-3.96435858,14.1584235,-28230.5739776082
"14",1945-01-18,360,10.19406492,1945,"Jan",18,-3.96435858,10.19406492,-21189.6431327375
"15",1945-01-23,900,25.4851623,1945,"Jan",23,-5.6633694,25.4851623,-39059.5516923735
"16",1945-01-24,700,19.8217929,1945,"Jan",24,-5.6633694,19.8217929,-35023.273323158
"17",1945-01-25,600,16.9901082,1945,"Jan",25,-2.8316847,16.9901082,-32070.8072189566
"18",1945-01-26,500,14.1584235,1945,"Jan",26,-2.8316847,14.1584235,-28230.5739776082
"19",1945-01-27,450,12.74258115,1945,"Jan",27,-1.41584235,12.74258115,-25942.0914227811
"20",1945-01-28,360,10.19406492,1945,"Jan",28,-2.54851623,10.19406492,-21189.6431327375
"21",1945-01-29,310,8.77822257,1945,"Jan",29,-1.41584235,8.77822257,-18221.2729522324
"22",1945-01-30,260,7.36238022,1945,"Jan",30,-1.41584235,7.36238022,-15058.3889467654
"23",1945-01-31,220,6.22970634,1945,"Jan",31,-1.13267388,6.22970634,-12417.5757649135
"24",1945-02-01,200,5.6633694,1945,"Feb",1,-0.56633694,5.6633694,-11068.9731146651
"25",1945-02-02,180,5.09703246,1945,"Feb",2,-0.56633694,5.09703246,-9705.86944998051
"26",1945-02-03,170,4.81386399,1945,"Feb",3,-0.28316847,4.81386399,-9019.8760564705
"27",1945-02-04,165,4.672279755,1945,"Feb",4,-0.141584235,4.672279755,-8675.94008605577
"28",1945-02-07,2500,70.7921175,1945,"Feb",7,-5.66336939999999,70.7921175,-61916.7640564038
"29",1945-02-08,2200,62.2970634,1945,"Feb",8,-8.4950541,62.2970634,-63124.008936826
"30",1945-02-09,2000,56.633694,1945,"Feb",9,-5.6633694,56.633694,-60829.4820240002
"31",1945-02-10,1250,35.39605875,1945,"Feb",10,-21.23763525,35.39605875,-45006.8848503526
"32",1945-02-11,825,23.361398775,1945,"Feb",11,-12.034659975,23.361398775,-37749.9112860445
"33",1945-02-16,4640,131.39017008,1945,"Feb",16,-18.68911902,131.39017008,-96377.3968580343
"34",1945-02-17,4370,123.74462139,1945,"Feb",17,-7.64554869,123.74462139,-74207.0276443229
"35",1945-02-23,14800,419.0893356,1945,"Feb",23,-19.8217929,419.0893356,-361588.674020098
"36",1945-02-24,13600,385.1091192,1945,"Feb",24,-33.9802164,385.1091192,-337170.492027576
"37",1945-02-25,10400,294.4952088,1945,"Feb",25,-90.6139104,294.4952088,-272055.340047312
"38",1945-02-26,7410,209.82783627,1945,"Feb",26,-84.66737253,209.82783627,-211213.36991579
"39",1945-02-27,5900,167.0693973,1945,"Feb",27,-42.75843897,167.0693973,-175309.934184595
"40",1945-02-28,4990,141.30106653,1945,"Feb",28,-25.76833077,141.30106653,-123715.977937134
"41",1945-03-01,4280,121.19610516,1945,"Mar",1,-20.10496137,121.19610516,-66962.9809916348
"42",1945-03-02,3040,86.08321488,1945,"Mar",2,-35.11289028,86.08321488,-42948.8159409331
"43",1945-03-03,1780,50.40398766,1945,"Mar",3,-35.67922722,50.40398766,-56713.5726601706
"44",1945-03-07,3570,101.09114379,1945,"Mar",7,-8.77822257,101.09114379,-31960.5053123974
"45",1945-03-08,3310,93.72876357,1945,"Mar",8,-7.36238022000001,93.72876357,-33867.7691536374
"46",1945-03-10,3230,91.46341581,1945,"Mar",10,-3.11485317,91.46341581,-35985.4935857515
"47",1945-03-11,2480,70.22578056,1945,"Mar",11,-21.23763525,70.22578056,-62218.174123103
"48",1945-03-12,1040,29.44952088,1945,"Mar",12,-40.77625968,29.44952088,-41299.8708399075
"49",1945-03-13,970,27.46734159,1945,"Mar",13,-1.98217929,27.46734159,-40185.7973968972
"50",1945-03-15,685,19.397040195,1945,"Mar",15,-8.070301395,19.397040195,-34630.4714436838
"51",1945-03-16,594,16.820207118,1945,"Mar",16,-2.576833077,16.820207118,-31866.9446527596
"52",1945-03-17,555,15.715850085,1945,"Mar",17,-1.104357033,15.715850085,-30461.1462934495
"53",1945-03-24,3200,90.6139104,1945,"Mar",24,-2.54851623,90.6139104,-36926.3308905858
"54",1945-03-25,3100,87.7822257,1945,"Mar",25,-2.8316847,87.7822257,-40525.0361402619
"55",1945-03-27,3310,93.72876357,1945,"Mar",27,-2.54851623,93.72876357,-33867.7691536374
"56",1945-03-28,2840,80.41984548,1945,"Mar",28,-13.30891809,80.41984548,-51526.4961055078
"57",1945-03-29,2330,65.97825351,1945,"Mar",29,-14.44159197,65.97825351,-63416.8044625782
"58",1945-04-03,3180,90.04757346,1945,"Apr",3,-7.07921175,90.04757346,-37592.5174071286
"59",1945-04-04,2610,73.90697067,1945,"Apr",4,-16.14060279,73.90697067,-59603.0243382897
"60",1945-04-05,2200,62.2970634,1945,"Apr",5,-11.60990727,62.2970634,-63124.008936826
"61",1945-04-08,2170,61.44755799,1945,"Apr",8,-5.09703246,61.44755799,-62906.0254805944
"62",1945-04-09,1140,32.28120558,1945,"Apr",9,-29.16635241,32.28120558,-42972.0279126252
"63",1945-04-10,530,15.00792891,1945,"Apr",10,-17.27327667,15.00792891,-29483.9532406952
"64",1945-04-11,417,11.808125199,1945,"Apr",11,-3.199803711,11.808125199,-24293.193244954
"65",1945-04-12,358,10.137431226,1945,"Apr",12,-1.670693973,10.137431226,-21075.1066705346
"66",1945-04-13,316,8.948123652,1945,"Apr",13,-1.189307574,8.948123652,-18588.5186319403
"67",1945-04-14,279,7.900400313,1945,"Apr",14,-1.047723339,7.900400313,-16280.566057522
"68",1945-04-15,254,7.192479138,1945,"Apr",15,-0.707921175,7.192479138,-14667.796036284
"69",1945-04-18,393,11.128520871,1945,"Apr",18,-11.949709434,11.128520871,-23025.1104429876
"70",1945-04-19,262,7.419013914,1945,"Apr",19,-3.709506957,7.419013914,-15188.1088850294
"71",1945-04-20,230,6.51287481,1945,"Apr",20,-0.906139104,6.51287481,-13085.432163628
"72",1945-04-22,222,6.286340034,1945,"Apr",22,-0.453069552,6.286340034,-12551.5145085281
"73",1945-04-23,207,5.861587329,1945,"Apr",23,-0.424752705,5.861587329,-11542.7978979173
"74",1945-04-24,200,5.6633694,1945,"Apr",24,-0.198217929,5.6633694,-11068.9731146651
"75",1945-04-25,186,5.266933542,1945,"Apr",25,-0.396435858,5.266933542,-10116.1327902432
"76",1945-04-27,178,5.040398766,1945,"Apr",27,-0.226534775999999,5.040398766,-9568.88452020518
"77",1945-05-01,737,20.869516239,1945,"May",1,-5.153666154,20.869516239,-35925.2391509168
"78",1945-05-03,594,16.820207118,1945,"May",3,-5.521785165,16.820207118,-31866.9446527596
"79",1945-05-04,358,10.137431226,1945,"May",4,-6.682775892,10.137431226,-21075.1066705346
"80",1945-05-05,270,7.64554869,1945,"May",5,-2.491882536,7.64554869,-15704.5175724494
"81",1945-05-06,222,6.286340034,1945,"May",6,-1.359208656,6.286340034,-12551.5145085281
"82",1945-05-07,193,5.465151471,1945,"May",7,-0.821188563000001,5.465151471,-10593.3723729948
"83",1945-05-10,270,7.64554869,1945,"May",10,-0.509703245999999,7.64554869,-15704.5175724494
"84",1945-05-11,246,6.965944362,1945,"May",11,-0.679604328,6.965944362,-14143.7778058593
"85",1945-05-14,270,7.64554869,1945,"May",14,-2.180397219,7.64554869,-15704.5175724494
"86",1945-05-20,467,13.223967549,1945,"May",20,-2.123763525,13.223967549,-26748.4499131195
"87",1945-05-21,326,9.231292122,1945,"May",21,-3.992675427,9.231292122,-19194.1589663316
"88",1945-05-22,262,7.419013914,1945,"May",22,-1.812278208,7.419013914,-15188.1088850294
"89",1945-05-23,215,6.088122105,1945,"May",23,-1.330891809,6.088122105,-12081.9604707483
"90",1945-05-24,186,5.266933542,1945,"May",24,-0.821188563000001,5.266933542,-10116.1327902432
"91",1945-05-25,166,4.700596602,1945,"May",25,-0.566336939999999,4.700596602,-8744.77381696722
"92",1945-05-26,149,4.219210203,1945,"May",26,-0.481386399,4.219210203,-7571.78809303624
"93",1945-05-27,133,3.766140651,1945,"May",27,-0.453069552000001,3.766140651,-6463.33720698715
"94",1945-05-28,121,3.426338487,1945,"May",28,-0.339802164,3.426338487,-5629.98802807176
"95",1945-05-29,114,3.228120558,1945,"May",29,-0.198217929,3.228120558,-5143.2978766054
"96",1945-05-30,105,2.973268935,1945,"May",30,-0.254851623,2.973268935,-4517.10247057326
"97",1945-05-31,98,2.775051006,1945,"May",31,-0.198217929,2.775051006,-4029.80072274848
"98",1945-06-01,92,2.605149924,1945,"Jun",1,-0.169901082,2.605149924,-3611.98442264057
"99",1945-06-02,86,2.435248842,1945,"Jun",2,-0.169901082,2.435248842,-3194.08649496115
"100",1945-06-03,83,2.350298301,1945,"Jun",3,-0.084950541,2.350298301,-2985.11680258768
"101",1945-06-05,85,2.406931995,1945,"Jun",5,-0.0283168470000001,2.406931995,-3124.43116950896
"102",1945-06-06,80,2.26534776,1945,"Jun",6,-0.141584235,2.26534776,-2776.1374742714
"103",1945-06-07,75,2.123763525,1945,"Jun",7,-0.141584235,2.123763525,-2427.82409618775
"104",1945-06-08,73,2.067129831,1945,"Jun",8,-0.0566336939999998,2.067129831,-2288.49568685409
"105",1945-06-09,72,2.038812984,1945,"Jun",9,-0.0283168470000001,2.038812984,-2218.83113879491
"106",1945-06-10,69,1.953862443,1945,"Jun",10,-0.0849505409999998,1.953862443,-2009.83683680286
"107",1945-06-14,87,2.463565689,1945,"Jun",14,-0.169901082,2.463565689,-3263.74042550084
"108",1945-06-16,109,3.086536323,1945,"Jun",16,-0.198217929,3.086536323,-4795.465316699
"109",1945-06-17,93,2.633466771,1945,"Jun",17,-0.453069552,2.633466771,-3681.62705660534
"110",1945-06-20,200,5.6633694,1945,"Jun",20,-15.659216391,5.6633694,-11068.9731146651
"111",1945-06-21,133,3.766140651,1945,"Jun",21,-1.897228749,3.766140651,-6463.33720698715
"112",1945-06-22,106,3.001585782,1945,"Jun",22,-0.764554869,3.001585782,-4586.70043392104
"113",1945-06-24,113,3.199803711,1945,"Jun",24,-0.339802164,3.199803711,-5073.74325516071
"114",1945-06-25,100,2.8316847,1945,"Jun",25,-0.368119011,2.8316847,-4169.04865620276
"115",1945-06-26,87,2.463565689,1945,"Jun",26,-0.368119011,2.463565689,-3263.74042550084
"116",1945-06-27,79,2.237030913,1945,"Jun",27,-0.226534776,2.237030913,-2706.47600431688
"117",1945-06-28,73,2.067129831,1945,"Jun",28,-0.169901082,2.067129831,-2288.49568685409
"118",1945-06-29,68,1.925545596,1945,"Jun",29,-0.141584235,1.925545596,-1940.17199576808
"119",1945-06-30,64,1.812278208,1945,"Jun",30,-0.113267388,1.812278208,-1661.51262931641
"120",1945-07-01,62,1.755644514,1945,"Jul",1,-0.0566336940000001,1.755644514,-1522.1829460904
"121",1945-07-02,57,1.614060279,1945,"Jul",2,-0.141584235,1.614060279,-1173.85873802518
"122",1945-07-03,55,1.557426585,1945,"Jul",3,-0.0566336940000001,1.557426585,-1034.52905479944
"123",1945-07-04,54,1.529109738,1945,"Jul",4,-0.0283168469999999,1.529109738,-964.864213185952
"124",1945-07-06,53,1.500792891,1945,"Jul",6,-0.0566336940000001,1.500792891,-895.199371572875
"125",1945-07-07,52,1.472476044,1945,"Jul",7,-0.0283168469999999,1.472476044,-825.534529960751
"126",1945-07-11,73,2.067129831,1945,"Jul",11,-0.453069552,2.067129831,-2288.49568685409
"127",1945-07-12,61,1.727327667,1945,"Jul",12,-0.339802164,1.727327667,-1452.51810447727
"128",1945-07-16,119,3.369704793,1945,"Jul",16,-0.84950541,3.369704793,-5490.97042634345
"129",1945-07-17,91,2.576833077,1945,"Jul",17,-0.792871716,2.576833077,-3542.33952796696
"130",1945-07-19,81,2.293664607,1945,"Jul",19,-0.28316847,2.293664607,-2845.79816032967
"131",1945-07-20,72,2.038812984,1945,"Jul",20,-0.254851623,2.038812984,-2218.83113879491
"132",1945-07-21,70,1.98217929,1945,"Jul",21,-0.0566336939999998,1.98217929,-2079.50166357401
"133",1945-07-22,68,1.925545596,1945,"Jul",22,-0.0566336940000001,1.925545596,-1940.17199576808
"134",1945-07-23,62,1.755644514,1945,"Jul",23,-0.169901082,1.755644514,-1522.1829460904
"135",1945-07-28,492,13.931888724,1945,"Jul",28,-16.367137566,13.931888724,-27881.2852237299
"136",1945-07-29,262,7.419013914,1945,"Jul",29,-6.51287481,7.419013914,-15188.1088850294
"137",1945-07-30,230,6.51287481,1945,"Jul",30,-0.906139104,6.51287481,-13085.432163628
"138",1945-08-01,179,5.068715613,1945,"Aug",1,-1.670693973,5.068715613,-9637.39093047717
"139",1945-08-02,133,3.766140651,1945,"Aug",2,-1.302574962,3.766140651,-6463.33720698715
"140",1945-08-03,111,3.143170017,1945,"Aug",3,-0.622970634,3.143170017,-4934.61573698848
"141",1945-08-04,96,2.718417312,1945,"Aug",4,-0.424752705,2.718417312,-3890.53981636101
"142",1945-08-06,89,2.520199383,1945,"Aug",6,-0.226534776,2.520199383,-3403.04357743133
"143",1945-08-07,78,2.208714066,1945,"Aug",7,-0.311485317,2.208714066,-2636.81384491811
"144",1945-08-08,73,2.067129831,1945,"Aug",8,-0.141584235,2.067129831,-2288.49568685409
"145",1945-08-09,71,2.010496137,1945,"Aug",9,-0.0566336939999998,2.010496137,-2149.16644612434
"146",1945-08-11,65,1.840595055,1945,"Aug",11,-0.226534776,1.840595055,-1731.17747092923
"147",1945-08-12,62,1.755644514,1945,"Aug",12,-0.084950541,1.755644514,-1522.1829460904
"148",1945-08-13,59,1.670693973,1945,"Aug",13,-0.084950541,1.670693973,-1313.18842125116
"149",1945-08-14,50,1.41584235,1945,"Aug",14,-0.254851623,1.41584235,-686.204846734458
"150",1945-08-18,52,1.472476044,1945,"Aug",18,-0.0566336940000001,1.472476044,-825.534529960751
"151",1945-08-20,50,1.41584235,1945,"Aug",20,-0.0566336940000001,1.41584235,-686.204846734458
"152",1945-08-23,54,1.529109738,1945,"Aug",23,-0.0566336939999998,1.529109738,-964.864213185952
"153",1945-08-24,52,1.472476044,1945,"Aug",24,-0.0566336940000001,1.472476044,-825.534529960751
"154",1945-08-28,65,1.840595055,1945,"Aug",28,-0.141584235,1.840595055,-1731.17747092923
"155",1945-08-29,55,1.557426585,1945,"Aug",29,-0.28316847,1.557426585,-1034.52905479944
"156",1945-08-30,52,1.472476044,1945,"Aug",30,-0.084950541,1.472476044,-825.534529960751
"157",1945-08-31,49,1.387525503,1945,"Aug",31,-0.084950541,1.387525503,-616.540005121271
"158",1945-09-01,48,1.359208656,1945,"Sep",1,-0.0283168470000001,1.359208656,-546.875163507801
"159",1945-09-02,45,1.274258115,1945,"Sep",2,-0.084950541,1.274258115,-337.88063866899
"160",1945-09-03,44,1.245941268,1945,"Sep",3,-0.0283168469999999,1.245941268,-268.21579705648
"161",1945-09-04,42,1.189307574,1945,"Sep",4,-0.0566336940000001,1.189307574,-128.886113829685
"162",1945-09-05,41,1.160990727,1945,"Sep",5,-0.0283168469999999,1.160990727,-59.2212722168842
"163",1945-09-11,49,1.387525503,1945,"Sep",11,-0.084950541,1.387525503,-616.540005121271
"164",1945-09-14,63,1.783961361,1945,"Sep",14,-0.113267388,1.783961361,-1591.8477877025
"165",1945-09-16,59,1.670693973,1945,"Sep",16,-0.226534776,1.670693973,-1313.18842125116
"166",1945-09-17,53,1.500792891,1945,"Sep",17,-0.169901082,1.500792891,-895.199371572875
"167",1945-09-18,51,1.444159197,1945,"Sep",18,-0.0566336939999998,1.444159197,-755.869688347615
"168",1945-09-19,49,1.387525503,1945,"Sep",19,-0.0566336940000001,1.387525503,-616.540005121271
"169",1945-09-21,48,1.359208656,1945,"Sep",21,-0.0283168470000001,1.359208656,-546.875163507801
"170",1945-09-23,47,1.330891809,1945,"Sep",23,-0.0283168469999999,1.330891809,-477.210321894941
"171",1945-09-24,46,1.302574962,1945,"Sep",24,-0.0283168469999999,1.302574962,-407.545480282562
"172",1945-09-25,44,1.245941268,1945,"Sep",25,-0.0566336940000001,1.245941268,-268.21579705648
"173",1945-09-29,48,1.359208656,1945,"Sep",29,-0.0566336940000001,1.359208656,-546.875163507801
"174",1945-10-05,54,1.529109738,1945,"Oct",5,-0.0283168469999999,1.529109738,-964.864213185952
"175",1945-10-09,93,2.633466771,1945,"Oct",9,-1.274258115,2.633466771,-3681.62705660534
"176",1945-10-10,76,2.152080372,1945,"Oct",10,-0.481386399,2.152080372,-2497.48780889563
"177",1945-10-11,74,2.095446678,1945,"Oct",11,-0.0566336939999998,2.095446678,-2358.16002921955
"178",1945-10-12,71,2.010496137,1945,"Oct",12,-0.084950541,2.010496137,-2149.16644612434
"179",1945-10-13,63,1.783961361,1945,"Oct",13,-0.226534776,1.783961361,-1591.8477877025
"180",1945-10-14,57,1.614060279,1945,"Oct",14,-0.169901082,1.614060279,-1173.85873802518
"181",1945-10-15,54,1.529109738,1945,"Oct",15,-0.084950541,1.529109738,-964.864213185952
"182",1945-10-16,52,1.472476044,1945,"Oct",16,-0.0566336940000001,1.472476044,-825.534529960751
"183",1945-10-17,51,1.444159197,1945,"Oct",17,-0.0283168469999999,1.444159197,-755.869688347615
"184",1945-10-18,50,1.41584235,1945,"Oct",18,-0.0283168470000001,1.41584235,-686.204846734458
"185",1945-10-21,49,1.387525503,1945,"Oct",21,-0.0283168469999999,1.387525503,-616.540005121271
"186",1945-10-25,107,3.029902629,1945,"Oct",25,-1.189307574,3.029902629,-4656.29369129838
"187",1945-10-26,80,2.26534776,1945,"Oct",26,-0.764554869,2.26534776,-2776.1374742714
"188",1945-10-27,77,2.180397219,1945,"Oct",27,-0.084950541,2.180397219,-2567.15108568978
"189",1945-10-29,70,1.98217929,1945,"Oct",29,-0.254851623,1.98217929,-2079.50166357401
"190",1945-10-30,62,1.755644514,1945,"Oct",30,-0.226534776,1.755644514,-1522.1829460904
"191",1945-10-31,58,1.642377126,1945,"Oct",31,-0.113267388,1.642377126,-1243.52357963841
"192",1945-11-01,56,1.585743432,1945,"Nov",1,-0.0566336940000001,1.585743432,-1104.19389641169
"193",1945-11-02,55,1.557426585,1945,"Nov",2,-0.0283168469999999,1.557426585,-1034.52905479944
"194",1945-11-08,53,1.500792891,1945,"Nov",8,-0.0566336940000001,1.500792891,-895.199371572875
"195",1945-11-09,52,1.472476044,1945,"Nov",9,-0.0283168469999999,1.472476044,-825.534529960751
"196",1945-11-24,160,4.53069552,1945,"Nov",24,-0.679604328,4.53069552,-8331.44112313642
"197",1945-11-25,123,3.482972181,1945,"Nov",25,-1.047723339,3.482972181,-5768.97325853691
"198",1945-11-26,117,3.313071099,1945,"Nov",26,-0.169901082,3.313071099,-5351.92246025833
"199",1945-11-27,109,3.086536323,1945,"Nov",27,-0.226534776,3.086536323,-4795.465316699
"200",1945-11-29,108,3.058219476,1945,"Nov",29,-0.0566336939999998,3.058219476,-4725.8820516173
"201",1945-11-30,94,2.661783618,1945,"Nov",30,-0.396435858,2.661783618,-3751.26727452698
"202",1945-12-01,90,2.54851623,1945,"Dec",1,-0.113267388,2.54851623,-3472.69252781913
"203",1945-12-02,89,2.520199383,1945,"Dec",2,-0.0283168469999997,2.520199383,-3403.04357743133
"204",1945-12-07,321,9.089707887,1945,"Dec",7,-0.934455951,9.089707887,-18892.3579936948
"205",1945-12-08,251,7.107528597,1945,"Dec",8,-1.98217929,7.107528597,-14471.7126829047
"206",1945-12-09,201,5.691686247,1945,"Dec",9,-1.41584235,5.691686247,-11136.7743045835
"207",1945-12-10,181,5.125349307,1945,"Dec",10,-0.56633694,5.125349307,-9774.31968493079
"208",1945-12-11,175,4.955448225,1945,"Dec",11,-0.169901082,4.955448225,-9363.20187330541
"209",1945-12-16,238,6.739409586,1945,"Dec",16,-0.906139104,6.739409586,-13616.2552272187
"210",1945-12-17,194,5.493468318,1945,"Dec",17,-1.245941268,5.493468318,-10661.4188686727
"211",1945-12-21,310,8.77822257,1945,"Dec",21,-1.245941268,8.77822257,-18221.2729522324
"212",1945-12-22,237,6.711092739,1945,"Dec",22,-2.067129831,6.711092739,-13550.0786330692
"213",1945-12-23,198,5.606735706,1945,"Dec",23,-1.104357033,5.606735706,-10933.2624068286
"214",1945-12-24,173,4.898814531,1945,"Dec",24,-0.707921175,4.898814531,-9225.94782461727
"215",1945-12-26,270,7.64554869,1945,"Dec",26,-0.622970634,7.64554869,-15704.5175724494
"216",1945-12-29,365,10.335649155,1945,"Dec",29,-0.311485316999999,10.335649155,-21474.3724559693
"217",1946-01-01,1070,30.29902629,1946,"Jan",1,-11.89307574,30.29902629,-41787.4788911514
"218",1946-01-02,711,20.133278217,1946,"Jan",2,-10.165748073,20.133278217,-35301.1179491505
"219",1946-01-03,459,12.997432773,1946,"Jan",3,-7.135845444,12.997432773,-26372.6339779549
"220",1946-01-04,343,9.712678521,1946,"Jan",4,-3.284754252,9.712678521,-20204.5617645023
"221",1946-01-14,5080,143.84958276,1946,"Jan",14,-8.21188562999998,143.84958276,-130272.346269529
"222",1946-01-15,4990,141.30106653,1946,"Jan",15,-2.54851623000002,141.30106653,-123715.977937134
"223",1946-01-18,5240,148.38027828,1946,"Jan",18,-13.02574962,148.38027828,-141286.664084082
"224",1946-01-19,4580,129.69115926,1946,"Jan",19,-18.68911902,129.69115926,-91484.0854884038
"225",1946-01-20,4170,118.08125199,1946,"Jan",20,-11.60990727,118.08125199,-58540.6407513189
"226",1946-01-21,3960,112.13471412,1946,"Jan",21,-5.94653787,112.13471412,-44785.8040962305
"227",1946-01-22,3650,103.35649155,1946,"Jan",22,-8.77822257,103.35649155,-33036.5662439086
"228",1946-01-23,3100,87.7822257,1946,"Jan",23,-15.57426585,87.7822257,-40525.0361402619
"229",1946-01-24,2350,66.54459045,1946,"Jan",24,-21.23763525,66.54459045,-63358.6829106776
"230",1946-01-25,1750,49.55448225,1946,"Jan",25,-16.9901082,49.55448225,-56072.909879843
"231",1946-01-26,1200,33.9802164,1946,"Jan",26,-15.57426585,33.9802164,-44052.0821236715
"232",1946-01-27,711,20.133278217,1946,"Jan",27,-13.846938183,20.133278217,-35301.1179491505
"233",1946-01-28,520,14.72476044,1946,"Jan",28,-5.408517777,14.72476044,-29076.0154328008
"234",1946-01-29,459,12.997432773,1946,"Jan",29,-1.727327667,12.997432773,-26372.6339779549
"235",1946-02-02,2990,84.66737253,1946,"Feb",2,-10.76040186,84.66737253,-45068.2023023633
"236",1946-02-03,2560,72.49112832,1946,"Feb",3,-12.17624421,72.49112832,-60794.2255543733
"237",1946-02-04,2460,69.65944362,1946,"Feb",4,-2.8316847,69.65944362,-62484.5133472443
"238",1946-02-12,17600,498.3765072,1946,"Feb",12,-141.584235,498.3765072,-418564.432002776
"239",1946-02-13,12700,359.6239569,1946,"Feb",13,-138.7525503,359.6239569,-318856.855533156
"240",1946-02-14,10600,300.1585782,1946,"Feb",14,-59.4653787,300.1585782,-276125.037046097
"241",1946-02-15,8500,240.6931995,1946,"Feb",15,-59.4653787,240.6931995,-233393.218559078
"242",1946-02-16,6560,185.75851632,1946,"Feb",16,-54.93468318,185.75851632,-193801.384706076
"243",1946-02-17,5300,150.0792891,1946,"Feb",17,-35.67922722,150.0792891,-145174.822357475
"244",1946-02-18,4560,129.12482232,1946,"Feb",18,-20.95446678,129.12482232,-89844.6638580144
"245",1946-02-19,4550,128.84165385,1946,"Feb",19,-0.283168469999993,128.84165385,-89023.595338252
"246",1946-02-20,4430,125.44363221,1946,"Feb",20,-3.39802164000001,125.44363221,-79132.0646932426
"247",1946-02-21,4220,119.49709434,1946,"Feb",21,-5.94653787,119.49709434,-62293.9193138639
"248",1946-02-22,3590,101.65748073,1946,"Feb",22,-17.83961361,101.65748073,-32154.5106104413
"249",1946-02-23,2660,75.32281302,1946,"Feb",23,-26.33466771,75.32281302,-58182.4079661441
"250",1946-02-24,2040,57.76636788,1946,"Feb",24,-17.55644514,57.76636788,-61428.9468855416
"251",1946-02-25,1420,40.20992274,1946,"Feb",25,-17.55644514,40.20992274,-48605.9680908252
"252",1946-02-26,995,28.175262765,1946,"Feb",26,-12.034659975,28.175262765,-40581.862392542
"253",1946-03-01,2020,57.20003094,1946,"Mar",1,-12.45941268,57.20003094,-61136.4844050271
"254",1946-03-02,1390,39.36041733,1946,"Mar",2,-17.83961361,39.36041733,-47940.2202651426
"255",1946-03-03,1020,28.88318394,1946,"Mar",3,-10.47723339,28.88318394,-40979.3522937857
"256",1946-03-04,737,20.869516239,1946,"Mar",4,-8.013667701,20.869516239,-35925.2391509168
"257",1946-03-05,583,16.508721801,1946,"Mar",5,-4.360794438,16.508721801,-31484.7267736373
"258",1946-03-06,545,15.432681615,1946,"Mar",6,-1.076040186,15.432681615,-30077.5344245392
"259",1946-03-09,1850,52.38616695,1946,"Mar",9,-17.27327667,52.38616695,-58147.1259205514
"260",1946-03-10,1440,40.77625968,1946,"Mar",10,-11.60990727,40.77625968,-49054.7791006652
"261",1946-03-11,1220,34.54655334,1946,"Mar",11,-6.22970634,34.54655334,-44427.5886352039
"262",1946-03-12,867,24.550706349,1946,"Mar",12,-9.995846991,24.550706349,-38502.8668913707
"263",1946-03-13,608,17.216642976,1946,"Mar",13,-7.334063373,17.216642976,-32337.6201518026
"264",1946-03-14,583,16.508721801,1946,"Mar",14,-0.707921174999999,16.508721801,-31484.7267736373
"265",1946-03-19,4370,123.74462139,1946,"Mar",19,-14.1584235,123.74462139,-74207.0276443229
"266",1946-03-20,3850,109.01986095,1946,"Mar",20,-14.72476044,109.01986095,-39282.6385200709
"267",1946-03-21,3590,101.65748073,1946,"Mar",21,-7.36238021999999,101.65748073,-32154.5106104413
"268",1946-03-22,3400,96.2772798,1946,"Mar",22,-5.38020093,96.2772798,-32292.6877242442
"269",1946-03-23,2620,74.19013914,1946,"Mar",23,-22.08714066,74.19013914,-59336.9371909326
"270",1946-03-24,1070,30.29902629,1946,"Mar",24,-43.89111285,30.29902629,-41787.4788911514
"271",1946-03-25,608,17.216642976,1946,"Mar",25,-13.082383314,17.216642976,-32337.6201518026
"272",1946-03-30,3590,101.65748073,1946,"Mar",30,-9.06139103999999,101.65748073,-32154.5106104413
"273",1946-03-31,3510,99.39213297,1946,"Mar",31,-2.26534776000001,99.39213297,-31675.3842835383
"274",1946-04-01,3480,98.54262756,1946,"Apr",1,-0.849505409999992,98.54262756,-31698.4372088015
"275",1946-04-02,3310,93.72876357,1946,"Apr",2,-4.81386399,93.72876357,-33867.7691536374
"276",1946-04-03,2870,81.26935089,1946,"Apr",3,-12.45941268,81.26935089,-50258.3211407043
