Longitude,Latitude,Depth
-88.7862576345684,33.2804503120571,2
-88.7862590472246,33.2804516516249,1.9
-88.7862604421202,33.280452974351,2
-88.7862618274523,33.2804542880084,2
-88.7862632155167,33.2804556042568,2
-88.7862646063137,33.2804569230963,2
-88.7862660339981,33.2804580083485,2.1
-88.7862673122413,33.280458483359,2
-88.786268504461,33.2804589565031,2
-88.7862697084383,33.2804594343133,2.1
-88.7862709077126,33.2804599102571,2
-88.7862721328535,33.2804603964663,2
-88.7862733391823,33.2804608752098,2
-88.7862745713778,33.2804613642187,2
-88.7862758208334,33.2804618522943,2
-88.7862771461221,33.2804623315044,2
-88.786278480444,33.2804628139807,2
-88.7862798005709,33.2804632913243,2
-88.7862811039221,33.280463762602,2
-88.7862824214681,33.2804642390124,2
-88.7862837415951,33.280464716356,2.1
-88.7862836502989,33.2804651964993,2
-88.7862810947407,33.2804664110157,2
-88.7862785565,33.2804681592724,2
-88.7862760182593,33.2804699075291,2
-88.7862739016727,33.2804716711214,2
-88.7862719089818,33.2804737966846,1.9
-88.7862698927552,33.2804770666552,2
-88.7862678863352,33.2804803207213,1.9
-88.7862653096584,33.2804846114593,2
-88.7862617767891,33.2804892028438,1.9
-88.7862582199567,33.2804946810863,1.9
-88.7862548900013,33.2805001933029,1.9
-88.7862516003459,33.280505719597,1.9
-88.7862487640279,33.2805112604863,1.9
-88.7862498519937,33.280516955008,1.9
-88.7862509473035,33.2805233661425,1.9
-88.786251983861,33.2805295858884,1.9
-88.7862530571387,33.2805360231967,1.9
-88.7862541503502,33.2805425920877,1.9
-88.7862552330703,33.2805490802891,1.9
-88.786256306348,33.280555599409,1.9
-88.7862574069035,33.2805611897704,1.9
-88.7862601514881,33.2805666799563,1.9
-88.7862633286341,33.2805719336386,1.9
-88.7862666173677,33.2805763540416,1.9
-88.7862713356525,33.2805806254539,1.9
-88.7862762141811,33.2805849676831,1.9
-88.7862820643713,33.280588963678,1.9
-88.7862878889036,33.2805928641097,1.9
-88.7862935657656,33.280596763854,1.9
-88.7862994601983,33.2806007725466,1.9
-88.786305642782,33.280604658046,1.8
-88.7863121000976,33.2806085263631,1.9
-88.7863205141635,33.2806144743976,1.9
-88.7863275745469,33.2806187960097,1.9
-88.7863342950298,33.2806235974337,1.9
-88.7863406269537,33.2806285386891,1.9
-88.7863465031778,33.2806341165014,1.9
-88.7863522475344,33.2806403825834,1.9
-88.7863580041237,33.2806459149415,1.9
-88.7863638693968,33.2806523041038,1.9
-88.7863697992542,33.2806588553458,1.9
-88.78637547032,33.2806647511849,1.8
-88.7863804527019,33.2806704580967,1.9
-88.786385382282,33.2806769994044,1.9
-88.7863901033033,33.2806834846486,1.9
-88.7863947508659,33.2806900433159,1.9
-88.7863992268765,33.2806987922916,1.9
-88.7864038055458,33.2807054689765,1.9
-88.7864084156707,33.2807127978008,1.9
-88.7864095575978,33.2807219355756,1.8
-88.7864081839599,33.2807319926111,1.7
-88.7864068156052,33.2807415937317,1.9
-88.7864054604586,33.2807511228955,1.9
-88.7864041000288,33.2807628862263,1.8
-88.7864027858272,33.2807740237754,1.8
-88.7864014333222,33.280783790317,1.8
-88.7864058048793,33.2807946462122,1.8
-88.7864104651793,33.2808056596246,1.8
-88.7864126435347,33.2808181470831,1.8
-88.7864148282533,33.2808312835685,1.8
-88.7864170320616,33.2808437261676,1.8
-88.7864192125381,33.2808550450627,1.8
-88.7864242083229,33.2808652920887,1.8
-88.7864295376455,33.2808748379616,1.8
-88.7864353939939,33.2808846338222,1.8
-88.786441179381,33.2808930780547,1.8
-88.786446959406,33.2809020202186,1.8
-88.7864535057572,33.2809113535926,1.6
-88.7864600234527,33.2809189569803,1.8
-88.7864650893147,33.2809268385199,1.7
-88.7864673839441,33.2809344449682,1.7
-88.7864697055692,33.2809423180522,1.8
-88.7864720204453,33.2809497306844,1.8
-88.7864687029651,33.2809566174913,1.8
-88.786462974032,33.2809640673516,1.7
-88.7864605748848,33.2809705688825,1.6
-88.7864581267278,33.2809771303824,1.7
-88.7864557555861,33.2809835918585,1.5
-88.7864561748481,33.2809899925905,1.7
-88.786457314524,33.280996896077,1.7
-88.786458469904,33.2810041922205,1.7
-88.7864596297709,33.2810107284559,1.6
-88.786460785151,33.2810173956189,1.7
-88.7864619293137,33.2810247520945,1.7
-88.7864630858155,33.2810312835437,1.7
-88.786464238952,33.2810378069417,1.7
-88.7864685474068,33.281044323238,1.7
-88.7864727777503,33.2810493290193,1.7
-88.7864784960031,33.2810536943134,1.7
-88.7864846183178,33.2810584336867,1.6
-88.7864911873499,33.2810630412997,1.6
-88.7864977382361,33.2810673932406,1.7
-88.7865051293237,33.2810720586601,1.7
-88.7865122579559,33.2810767809939,1.7
-88.7865189441997,33.28108110447,1.7
-88.7865266768928,33.2810858203061,1.7
-88.7865341309259,33.2810913276056,1.6
-88.7865418307116,33.2810968712154,1.6
-88.7865490125024,33.2811020354405,1.6
-88.7865554610451,33.2811067340998,1.6
-88.7865620404409,33.2811132756536,1.6
-88.7865687600488,33.281120949751,1.6
-88.7865757573012,33.2811273189003,1.6
