Longitude,Latitude,Depth
-88.7884314719959,33.2806766650485,2.3
-88.788430512195,33.2806655498825,2.3
-88.7884295617581,33.280661372289,2.3
-88.788428613194,33.2806575003652,2.3
-88.7884276571387,33.2806536097782,2.2
-88.788426709511,33.2806498483825,2.2
-88.7884257628197,33.2806460811622,2.2
-88.7884248133191,33.2806422210592,2.2
-88.7884238563275,33.280638487789,2.1
-88.7884228918447,33.2806355793136,2.1
-88.7884213203362,33.2806326793095,2.1
-88.788419278257,33.2806288389012,2.1
-88.7884172498829,33.2806243361837,2.1
-88.7884152312984,33.2806215403984,2
-88.7884131777832,33.2806189223536,2.1
-88.7884110509763,33.2806163043087,2.1
-88.7884089649911,33.2806133407854,2.1
-88.7884068463486,33.2806103308665,2.1
-88.7884047440348,33.2806079517556,2.2
-88.7884019115387,33.2806062276349,2.2
-88.7883990337988,33.2806045250245,2.2
-88.7883961532623,33.2806028207593,2.2
-88.7883983349074,33.2806010720098,2.3
-88.7884019099783,33.2805983103006,2.3
-88.7884043032303,33.2805955566352,2.3
-88.7884034772535,33.280592571737,2.3
-88.7884026528852,33.2805890896457,2.2
-88.7884018180615,33.2805853384712,2.2
-88.7884009816293,33.2805803877444,2.2
-88.7884001500227,33.2805750742123,2.3
-88.7883993240459,33.2805697267388,2.1
-88.7883985020904,33.2805648339142,2.2
-88.7883976720923,33.2805589189735,2.1
-88.7883968485283,33.2805525370889,2.1
-88.7883960177259,33.2805459802053,2.1
-88.7883943994982,33.2805397016472,2
-88.7883917030769,33.2805341961983,2
-88.7883889934767,33.2805300606299,2
-88.7883859515896,33.280526180829,2.1
-88.78838008585,33.2805264733559,2
-88.7883742669144,33.2805272727555,2.1
-88.7883685924008,33.2805280598567,2.1
-88.7883608214463,33.2805288484951,2.2
-88.7883540524461,33.2805296448202,2.2
-88.788346959582,33.28053043269,2.3
-88.7883398529372,33.2805312236344,2.3
-88.7883341830602,33.2805320168848,2.4
-88.7883278144617,33.2805328116726,2.5
-88.7883219512899,33.2805346504308,2.5
-88.7883172885316,33.2805382740423,2.5
-88.788315143385,33.2805422800542,2.6
-88.7883162293558,33.2805478266656,2.6
-88.7883173163729,33.2805542584543,2.5
-88.7883183625876,33.2805604929611,2.6
-88.7883194339114,33.2805664034122,2.6
-88.788320504189,33.2805725521187,2.6
-88.788321571328,33.280580591919,2.6
-88.7883226552064,33.280586123923,2.7
-88.7883238778549,33.2805918395699,2.6
-88.7883277690214,33.2805974362177,2.5
-88.7883316338454,33.280603261434,2.4
-88.7883354451291,33.2806096256614,2.3
-88.7883392609628,33.2806151580139,2.4
-88.7883433515886,33.2806206426041,2.4
-88.7883479665636,33.2806264618695,2.4
-88.7883515085869,33.2806330582874,2.3
-88.7883536224263,33.2806409701194,2.4
-88.7883557036825,33.2806485615288,2.3
-88.7883578093761,33.2806565498822,2.3
-88.788360093129,33.2806643814954,2.5
-88.7883632135331,33.2806720846452,2.6
-88.7883663159174,33.2806806841344,2.6
-88.7883696667824,33.2806906644912,2.6
-88.7883738512159,33.2807002977072,2.7
-88.7883780251657,33.2807098448074,2.6
-88.7883822606216,33.2807185581038,2.7
-88.7883865579994,33.2807265464612,2.6
-88.788393097226,33.2807342170973,2.6
-88.7883998597074,33.280741153351,2.7
-88.788406585328,33.2807476531577,2.7
-88.7884131067388,33.2807545897116,2.6
-88.7884208360596,33.2807616737287,2.6
-88.7884296197826,33.2807672060791,2.6
-88.7884389470008,33.2807737102423,2.6
