"","X","Z2","k","POINT_Z","Z","Z3","N","DawnDO_Mod","DawnDO_Mod2","combo","POINT_X","POINT_Y","optional"
"1176866",1176866,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333179.6_3683995",-88.7913891953497,33.2821210208187,TRUE
"1176867",1176867,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333181.6_3683995",-88.7913677276181,33.2821213302853,TRUE
"1176868",1176868,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333069.6_3683993",-88.7925695513871,33.2820859633714,TRUE
"1176869",1176869,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333071.6_3683993",-88.792548083678,33.2820862730415,TRUE
"1176870",1176870,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333073.6_3683993",-88.7925266159685,33.2820865827079,TRUE
"1176871",1176871,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333181.6_3683993",-88.7913673591711,33.2821032991924,TRUE
"1176872",1176872,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333183.6_3683993",-88.7913458914436,33.282103608655,TRUE
"1176873",1176873,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333067.6_3683991",-88.7925906503979,33.2820676226166,TRUE
"1176874",1176874,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333069.6_3683991",-88.7925691826935,33.2820679322902,TRUE
"1176875",1176875,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333071.6_3683991",-88.7925477149888,33.2820682419601,TRUE
"1176876",1176876,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333073.6_3683991",-88.7925262472837,33.2820685516263,TRUE
"1176877",1176877,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333075.6_3683991",-88.7925047795784,33.2820688612888,TRUE
"1176878",1176878,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333161.6_3683991",-88.7915816679372,33.2820821732713,TRUE
"1176879",1176879,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"333181.6_3683991",-88.7913669907244,33.2820852680994,TRUE
"1176880",1176880,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333183.6_3683991",-88.7913455230013,33.2820855775618,TRUE
"1176881",1176881,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333185.6_3683991",-88.7913240552779,33.2820858870206,TRUE
"1176882",1176882,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333071.6_3683989",-88.7925473462999,33.2820502108787,TRUE
"1176883",1176883,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333161.6_3683989",-88.7915812994468,33.2820641421804,TRUE
"1176884",1176884,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333183.6_3683989",-88.7913451545593,33.2820675464686,TRUE
"1176885",1176885,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333185.6_3683989",-88.7913236868403,33.2820678559271,TRUE
"1176886",1176886,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333167.6_3683987",-88.7915165278227,33.2820470395755,TRUE
"1176887",1176887,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333169.6_3683987",-88.7914950601107,33.2820473490634,TRUE
"1176888",1176888,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"333171.6_3683987",-88.7914735923984,33.2820476585477,TRUE
"1176889",1176889,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333183.6_3683987",-88.7913447861177,33.2820495153753,TRUE
"1176890",1176890,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333185.6_3683987",-88.7913233184031,33.2820498248336,TRUE
"1176891",1176891,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333187.6_3683987",-88.7913018506882,33.2820501342882,TRUE
"1176892",1176892,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333173.6_3683985",-88.7914517562224,33.2820299369359,TRUE
"1176893",1176893,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333183.6_3683985",-88.7913444176764,33.282031484282,TRUE
"1176894",1176894,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333185.6_3683985",-88.7913229499662,33.2820317937401,TRUE
"1176895",1176895,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333187.6_3683985",-88.7913014822557,33.2820321031945,TRUE
"1176896",1176896,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333175.6_3683983",-88.7914299200553,33.28201221532,TRUE
"1176897",1176897,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333183.6_3683983",-88.7913440492354,33.2820134531886,TRUE
"1176898",1176898,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333185.6_3683983",-88.7913225815297,33.2820137626465,TRUE
"1176899",1176899,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333187.6_3683983",-88.7913011138236,33.2820140721006,TRUE
"1176900",1176900,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333175.6_3683981",-88.791429551597,33.2819941842274,TRUE
"1176901",1176901,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333177.6_3683981",-88.791408083897,33.2819944936999,TRUE
"1176902",1176902,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"333181.6_3683981",-88.7913651484959,33.2819951126338,TRUE
"1176903",1176903,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333183.6_3683981",-88.7913436807948,33.2819954220951,TRUE
"1176904",1176904,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333185.6_3683981",-88.7913222130935,33.2819957315528,TRUE
"1176905",1176905,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333187.6_3683981",-88.7913007453918,33.2819960410068,TRUE
"1176906",1176906,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333177.6_3683979",-88.7914077154434,33.281976462607,TRUE
"1176907",1176907,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333179.6_3683979",-88.7913862477474,33.2819767720756,TRUE
"1176908",1176908,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333181.6_3683979",-88.7913647800512,33.2819770815404,TRUE
"1176909",1176909,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333183.6_3683979",-88.7913433123545,33.2819773910016,TRUE
"1176910",1176910,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333185.6_3683979",-88.7913218446576,33.2819777004591,TRUE
"1176911",1176911,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333187.6_3683979",-88.7913003769603,33.2819780099128,TRUE
"1176912",1176912,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333177.6_3683977",-88.7914073469902,33.2819584315141,TRUE
"1176913",1176913,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333179.6_3683977",-88.7913858792986,33.2819587409824,TRUE
"1176914",1176914,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333181.6_3683977",-88.7913644116068,33.2819590504471,TRUE
"1176915",1176915,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333183.6_3683977",-88.7913429439145,33.2819593599081,TRUE
"1176916",1176916,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333185.6_3683977",-88.791321476222,33.2819596693653,TRUE
"1176917",1176917,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333187.6_3683977",-88.7913000085291,33.2819599788189,TRUE
"1176918",1176918,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333177.6_3683975",-88.7914069785373,33.2819404004211,TRUE
"1176919",1176919,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333179.6_3683975",-88.7913855108502,33.2819407098892,TRUE
"1176920",1176920,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333181.6_3683975",-88.7913640431627,33.2819410193537,TRUE
"1176921",1176921,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333183.6_3683975",-88.7913425754749,33.2819413288144,TRUE
"1176922",1176922,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333185.6_3683975",-88.7913211077867,33.2819416382715,TRUE
"1176923",1176923,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333177.6_3683973",-88.7914066100848,33.281922369328,TRUE
"1176924",1176924,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333179.6_3683973",-88.791385142402,33.281922678796,TRUE
"1176925",1176925,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333181.6_3683973",-88.791363674719,33.2819229882602,TRUE
"1176926",1176926,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333183.6_3683973",-88.7913422070356,33.2819232977207,TRUE
"1176927",1176927,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333185.6_3683973",-88.7913207393518,33.2819236071776,TRUE
"1176928",1176928,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333177.6_3683971",-88.7914062416326,33.2819043382349,TRUE
"1176929",1176929,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333179.6_3683971",-88.7913847739542,33.2819046477027,TRUE
"1176930",1176930,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333181.6_3683971",-88.7913633062756,33.2819049571667,TRUE
"1176931",1176931,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333183.6_3683971",-88.7913418385966,33.281905266627,TRUE
"1176932",1176932,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333179.6_3683969",-88.7913844055067,33.2818866166093,TRUE
"1176933",1176933,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333181.6_3683969",-88.7913629378325,33.2818869260731,TRUE
"1176934",1176934,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333209.6_3683933",-88.7910557595504,33.2815666984303,TRUE
"1176935",1176935,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333219.6_3683931",-88.7909480531951,33.2815502143168,TRUE
"1176936",1176936,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333205.6_3683929",-88.7910979579815,33.2815300174159,TRUE
"1176937",1176937,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333227.6_3683929",-88.7908618144699,33.2815334207378,TRUE
"1176938",1176938,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"333205.6_3683927",-88.7910975895982,33.2815119863186,TRUE
"1176939",1176939,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333233.6_3683925",-88.7907966750443,33.2814982866382,TRUE
"1176940",1176940,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"333205.6_3683923",-88.7910968528327,33.2814759241238,TRUE
"1176941",1176941,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333245.6_3683923",-88.7906675012284,33.2814821116359,TRUE
"1176942",1176942,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333205.6_3683921",-88.7910964844504,33.2814578930264,TRUE
"1176943",1176943,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333237.6_3683921",-88.790753003248,33.2814628431512,TRUE
"1176944",1176944,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333239.6_3683921",-88.7907315356701,33.2814631525025,TRUE
"1176945",1176945,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333241.6_3683921",-88.7907100680918,33.2814634618501,TRUE
"1176946",1176946,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333245.6_3683921",-88.7906671329343,33.2814640805342,TRUE
"1176947",1176947,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"333243.6_3683919",-88.790688232215,33.2814457400925,TRUE
"1176948",1176948,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333207.6_3683917",-88.7910742801229,33.2814221402415,TRUE
"1176949",1176949,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333245.6_3683917",-88.7906663963471,33.2814280183307,TRUE
"1176950",1176950,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333209.6_3683915",-88.7910524441862,33.2814044185499,TRUE
"1176951",1176951,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333245.6_3683915",-88.790666028054,33.2814099872288,TRUE
"1176952",1176952,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333211.6_3683913",-88.7910306082584,33.2813866968541,TRUE
"1176953",1176953,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333243.6_3683913",-88.7906871273225,33.2813916467876,TRUE
"1176954",1176954,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333215.6_3683911",-88.7909873047874,33.2813692845489,TRUE
"1176955",1176955,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333241.6_3683911",-88.7907082265822,33.281373306343,TRUE
"1176956",1176956,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333217.6_3683909",-88.7909654688813,33.2813515628408,TRUE
"1176957",1176957,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333219.6_3683909",-88.790944001333,33.2813518722279,TRUE
"1176958",1176958,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333239.6_3683909",-88.790729325833,33.281354965895,TRUE
"1176959",1176959,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333225.6_3683907",-88.7908792303506,33.281334769267,TRUE
"1176960",1176960,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"333227.6_3683907",-88.7908577628055,33.281335078639,TRUE
"1176961",1176961,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333229.6_3683907",-88.7908362952601,33.2813353880074,TRUE
"1176962",1176962,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"333231.6_3683907",-88.7908148277143,33.2813356973721,TRUE
"1176963",1176963,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"333233.6_3683907",-88.7907933601682,33.281336006733,TRUE
"1176964",1176964,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"333235.6_3683907",-88.7907718926218,33.2813363160902,TRUE
"1176965",1176965,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"333331.6_3683895",-88.7897392414019,33.281242974213,TRUE
"1176966",1176966,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"333331.6_3683893",-88.7897388733021,33.2812249431015,TRUE
"1176967",1176967,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"333331.6_3683891",-88.7897385052025,33.2812069119899,TRUE
"1176968",1176968,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333333.6_3683889",-88.7897166695805,33.281189190052,TRUE
"1176969",1176969,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"333337.6_3683889",-88.7896737345339,33.2811898083885,TRUE
"1176970",1176970,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334391.6_3683883",-88.7783592068745,33.2812981299689,TRUE
"1176971",1176971,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334393.6_3683883",-88.7783377391917,33.2812984371785,TRUE
"1176972",1176972,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334389.6_3683881",-88.7783803087917,33.2812797915325,TRUE
"1176973",1176973,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334391.6_3683881",-88.7783588411136,33.2812800987456,TRUE
"1176974",1176974,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334391.6_3683879",-88.7783584753531,33.2812620675223,TRUE
"1176975",1176975,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334391.6_3683877",-88.7783581095929,33.2812440362989,TRUE
"1176976",1176976,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334393.6_3683873",-88.7783359104128,33.2812082810605,TRUE
"1176977",1176977,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334395.6_3683871",-88.7783140770013,33.2811905570414,TRUE
"1176978",1176978,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334463.6_3683463",-88.7775096007937,33.2775226274787,TRUE
"1176979",1176979,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334463.6_3683461",-88.77750923526,33.2775045962361,TRUE
"1176980",1176980,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334463.6_3683459",-88.7775088697266,33.2774865649935,TRUE
"1176981",1176981,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334463.6_3683457",-88.7775085041935,33.2774685337508,TRUE
"1176982",1176982,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334463.6_3683455",-88.7775081386607,33.277450502508,TRUE
"1176983",1176983,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334463.6_3683453",-88.7775077731283,33.2774324712652,TRUE
"1176984",1176984,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334465.6_3683453",-88.7774863063818,33.2774327782964,TRUE
"1176985",1176985,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334465.6_3683451",-88.7774859408541,33.2774147470534,TRUE
"1176986",1176986,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334465.6_3683449",-88.7774855753268,33.2773967158102,TRUE
"1176987",1176987,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334465.6_3683447",-88.7774852097997,33.2773786845671,TRUE
"1176988",1176988,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334465.6_3683445",-88.777484844273,33.2773606533238,TRUE
"1176989",1176989,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334529.6_3683041",-88.7767241075518,33.2737281627055,TRUE
"1176990",1176990,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334525.6_3683039",-88.7767666739206,33.2737095177018,TRUE
"1176991",1176991,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"334527.6_3683039",-88.7767452080766,33.2737098245748,TRUE
"1176992",1176992,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334529.6_3683039",-88.7767237422322,33.2737101314442,TRUE
"1176993",1176993,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334523.6_3683037",-88.7767877744319,33.2736911795643,TRUE
"1176994",1176994,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334525.6_3683037",-88.7767663085926,33.2736914864409,TRUE
"1176995",1176995,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334527.6_3683037",-88.7767448427529,33.2736917933137,TRUE
"1176996",1176996,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334519.6_3683035",-88.7768303407686,33.2736725345398,TRUE
"1176997",1176997,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334521.6_3683035",-88.7768088749343,33.2736728414235,TRUE
"1176998",1176998,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"334523.6_3683035",-88.7767874090997,33.2736731483036,TRUE
"1176999",1176999,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334517.6_3683033",-88.7768514412575,33.2736541963922,TRUE
"1177000",1177000,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334519.6_3683033",-88.776829975428,33.2736545032794,TRUE
"1177001",1177001,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334515.6_3683031",-88.7768725417376,33.2736358582412,TRUE
"1177002",1177002,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334517.6_3683031",-88.7768510759128,33.2736361651319,TRUE
"1177003",1177003,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334513.6_3683029",-88.7768936422088,33.2736175200868,TRUE
"1177004",1177004,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"334515.6_3683029",-88.7768721763888,33.2736178269811,TRUE
"1177005",1177005,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334509.6_3683027",-88.7769362084863,33.2735988750278,TRUE
"1177006",1177006,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334511.6_3683027",-88.7769147426713,33.2735991819292,TRUE
"1177007",1177007,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334513.6_3683027",-88.776893276856,33.2735994888269,TRUE
"1177008",1177008,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334511.6_3683025",-88.7769143773143,33.2735811506694,TRUE
"1177009",1177009,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"334511.6_3683023",-88.7769140119577,33.2735631194095,TRUE
"1177010",1177010,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334511.6_3683019",-88.7769132812454,33.2735270568896,TRUE
"1177011",1177011,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334507.6_3683017",-88.7769558474753,33.2735084118252,TRUE
"1177012",1177012,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334509.6_3683017",-88.7769343816827,33.2735087187292,TRUE
"1177013",1177013,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334511.6_3683017",-88.7769129158897,33.2735090256296,TRUE
"1177014",1177014,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334505.6_3683015",-88.7769769478991,33.2734900736579,TRUE
"1177015",1177015,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334503.6_3683013",-88.776998048314,33.2734717354874,TRUE
"1177016",1177016,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"334503.6_3683011",-88.7769976829417,33.273453704228,TRUE
"1177017",1177017,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"334503.6_3683009",-88.7769973175697,33.2734356729686,TRUE
"1177018",1177018,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"334503.6_3683007",-88.776996952198,33.2734176417091,TRUE
"1177019",1177019,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334503.6_3683005",-88.7769965868267,33.2733996104496,TRUE
"1177020",1177020,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"334505.6_3683003",-88.7769747556945,33.2733818861,TRUE
"1177021",1177021,2.7,0.06,65.61,2.72,1,236,5.643527,4.356473,"334507.6_3683001",-88.7769529245712,33.2733641617463,TRUE
"1177022",1177022,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"334509.6_3682999",-88.7769310934566,33.2733464373884,TRUE
"1177023",1177023,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334511.6_3682997",-88.7769092623509,33.2733287130263,TRUE
"1177024",1177024,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"334513.6_3682997",-88.7768877966017,33.2733290199209,TRUE
"1177025",1177025,2.7,0.06,65.62,2.71,1,236,5.643527,4.356473,"334515.6_3682995",-88.7768659655089,33.2733112955507,TRUE
"1177026",1177026,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334517.6_3682993",-88.7768441344249,33.2732935711763,TRUE
"1177027",1177027,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334519.6_3682993",-88.7768226686836,33.2732938780593,TRUE
"1177028",1177028,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334519.6_3682991",-88.7768223033498,33.2732758467978,TRUE
"1177029",1177029,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334521.6_3682991",-88.7768008376125,33.2732761536769,TRUE
"1177030",1177030,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334521.6_3682989",-88.7768004722834,33.273258122415,TRUE
"1177031",1177031,2.7,0.06,65.59,2.74,1,236,5.643527,4.356473,"334523.6_3682989",-88.7767790065502,33.2732584292902,TRUE
"1177032",1177032,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334521.6_3682987",-88.7768001069546,33.2732400911531,TRUE
"1177033",1177033,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334523.6_3682987",-88.7767786412258,33.2732403980281,TRUE
"1177034",1177034,2.7,0.06,65.6,2.73,1,236,5.643527,4.356473,"334525.6_3682987",-88.7767571754967,33.2732407048994,TRUE
"1177035",1177035,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334523.6_3682985",-88.7767782759018,33.2732223667659,TRUE
"1177036",1177036,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334525.6_3682985",-88.7767568101771,33.273222673637,TRUE
"1177037",1177037,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334525.6_3682983",-88.7767564448578,33.2732046423746,TRUE
"1177038",1177038,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334433.6_3682831",-88.7777160889326,33.2718201471035,TRUE
"1177039",1177039,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334435.6_3682831",-88.7776946235619,33.2718204541251,TRUE
"1177040",1177040,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334437.6_3682831",-88.7776731581909,33.271820761143,TRUE
"1177041",1177041,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334431.6_3682829",-88.7777371888016,33.2718018088212,TRUE
"1177042",1177042,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"334433.6_3682829",-88.7777157234356,33.2718021158463,TRUE
"1177043",1177043,2.7,0.06,65.63,2.7,1,236,5.643527,4.356473,"334435.6_3682829",-88.7776942580694,33.2718024228678,TRUE
"1177044",1177044,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"334437.6_3682829",-88.7776727927028,33.2718027298855,TRUE
"1177045",1177045,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334439.6_3682829",-88.7776513273359,33.2718030368995,TRUE
"1177046",1177046,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334433.6_3682827",-88.777715357939,33.2717840845892,TRUE
"1177047",1177047,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"334435.6_3682827",-88.7776938925771,33.2717843916104,TRUE
"1177048",1177048,2.7,0.06,65.64,2.69,1,236,5.643527,4.356473,"334437.6_3682827",-88.777672427215,33.2717846986279,TRUE
"1177049",1177049,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334439.6_3682827",-88.7776509618524,33.2717850056417,TRUE
"1177050",1177050,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334441.6_3682827",-88.7776294964896,33.2717853126518,TRUE
"1177051",1177051,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334433.6_3682825",-88.7777149924427,33.2717660533319,TRUE
"1177052",1177052,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334435.6_3682825",-88.7776935270852,33.2717663603529,TRUE
"1177053",1177053,2.7,0.06,65.65,2.68,1,236,5.643527,4.356473,"334437.6_3682825",-88.7776720617274,33.2717666673702,TRUE
"1177054",1177054,2.7,0.06,65.66,2.67,1,236,5.643527,4.356473,"334439.6_3682825",-88.7776505963693,33.2717669743838,TRUE
"1177055",1177055,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334441.6_3682825",-88.7776291310109,33.2717672813937,TRUE
"1177056",1177056,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334435.6_3682823",-88.7776931615936,33.2717483290955,TRUE
"1177057",1177057,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334437.6_3682823",-88.7776716962402,33.2717486361125,TRUE
"1177058",1177058,2.7,0.06,65.67,2.66,1,236,5.643527,4.356473,"334439.6_3682823",-88.7776502308866,33.2717489431259,TRUE
"1177059",1177059,2.8,0.06,65.55,2.78,1,156,5.749488,4.250512,"333217.6_3684873",-88.7911430534777,33.2900425460962,TRUE
"1177060",1177060,2.8,0.06,65.55,2.78,1,156,5.749488,4.250512,"333221.6_3684873",-88.7911001141292,33.2900431650701,TRUE
"1177061",1177061,2.8,0.06,65.54,2.79,1,156,5.749488,4.250512,"333217.6_3684871",-88.791142684966,33.290024515024,TRUE
