"","X","Z2","k","POINT_Z","Z","Z3","N","DawnDO_Mod","DawnDO_Mod2","combo","POINT_X","POINT_Y","optional"
"1166666",1166666,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333257.6_3684781",-88.7906967127943,33.2892193055987,TRUE
"1166667",1166667,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333259.6_3684781",-88.7906752433166,33.2892196150037,TRUE
"1166668",1166668,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333261.6_3684781",-88.7906537738386,33.289219924405,TRUE
"1166669",1166669,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333263.6_3684781",-88.7906323043603,33.2892202338025,TRUE
"1166670",1166670,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333265.6_3684781",-88.7906108348816,33.2892205431964,TRUE
"1166671",1166671,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333267.6_3684781",-88.7905893654026,33.2892208525866,TRUE
"1166672",1166672,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333269.6_3684781",-88.7905678959232,33.2892211619731,TRUE
"1166673",1166673,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333271.6_3684781",-88.7905464264436,33.2892214713558,TRUE
"1166674",1166674,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333273.6_3684781",-88.7905249569636,33.2892217807349,TRUE
"1166675",1166675,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333275.6_3684781",-88.7905034874832,33.2892220901102,TRUE
"1166676",1166676,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333277.6_3684781",-88.7904820180026,33.2892223994819,TRUE
"1166677",1166677,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333279.6_3684781",-88.7904605485216,33.2892227088498,TRUE
"1166678",1166678,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333281.6_3684781",-88.7904390790403,33.289223018214,TRUE
"1166679",1166679,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333283.6_3684781",-88.7904176095587,33.2892233275746,TRUE
"1166680",1166680,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333285.6_3684781",-88.7903961400767,33.2892236369314,TRUE
"1166681",1166681,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333287.6_3684781",-88.7903746705944,33.2892239462845,TRUE
"1166682",1166682,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333289.6_3684781",-88.7903532011118,33.2892242556339,TRUE
"1166683",1166683,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333291.6_3684781",-88.7903317316288,33.2892245649796,TRUE
"1166684",1166684,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333293.6_3684781",-88.7903102621456,33.2892248743216,TRUE
"1166685",1166685,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333295.6_3684781",-88.790288792662,33.2892251836599,TRUE
"1166686",1166686,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333297.6_3684781",-88.790267323178,33.2892254929945,TRUE
"1166687",1166687,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333399.6_3684781",-88.7891723790626,33.2892412641442,TRUE
"1166688",1166688,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333401.6_3684781",-88.7891509095617,33.2892415732861,TRUE
"1166689",1166689,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333403.6_3684781",-88.7891294400603,33.2892418824243,TRUE
"1166690",1166690,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333203.6_3684779",-88.7912760200407,33.2891929191897,TRUE
"1166691",1166691,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333205.6_3684779",-88.7912545505763,33.2891932286946,TRUE
"1166692",1166692,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333207.6_3684779",-88.7912330811115,33.2891935381957,TRUE
"1166693",1166693,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333209.6_3684779",-88.7912116116464,33.2891938476932,TRUE
"1166694",1166694,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333211.6_3684779",-88.791190142181,33.2891941571869,TRUE
"1166695",1166695,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333213.6_3684779",-88.7911686727153,33.2891944666769,TRUE
"1166696",1166696,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333215.6_3684779",-88.7911472032492,33.2891947761632,TRUE
"1166697",1166697,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333217.6_3684779",-88.7911257337828,33.2891950856458,TRUE
"1166698",1166698,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333219.6_3684779",-88.7911042643161,33.2891953951247,TRUE
"1166699",1166699,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333221.6_3684779",-88.791082794849,33.2891957045999,TRUE
"1166700",1166700,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333223.6_3684779",-88.7910613253816,33.2891960140714,TRUE
"1166701",1166701,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333225.6_3684779",-88.7910398559139,33.2891963235392,TRUE
"1166702",1166702,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333227.6_3684779",-88.7910183864459,33.2891966330033,TRUE
"1166703",1166703,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333229.6_3684779",-88.7909969169775,33.2891969424637,TRUE
"1166704",1166704,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333231.6_3684779",-88.7909754475088,33.2891972519203,TRUE
"1166705",1166705,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333233.6_3684779",-88.7909539780398,33.2891975613733,TRUE
"1166706",1166706,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333235.6_3684779",-88.7909325085705,33.2891978708225,TRUE
"1166707",1166707,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333237.6_3684779",-88.7909110391008,33.2891981802681,TRUE
"1166708",1166708,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333239.6_3684779",-88.7908895696308,33.2891984897099,TRUE
"1166709",1166709,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333241.6_3684779",-88.7908681001605,33.2891987991481,TRUE
"1166710",1166710,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333243.6_3684779",-88.7908466306898,33.2891991085825,TRUE
"1166711",1166711,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333245.6_3684779",-88.7908251612188,33.2891994180132,TRUE
"1166712",1166712,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333247.6_3684779",-88.7908036917475,33.2891997274402,TRUE
"1166713",1166713,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333249.6_3684779",-88.7907822222758,33.2892000368636,TRUE
"1166714",1166714,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333251.6_3684779",-88.7907607528039,33.2892003462832,TRUE
"1166715",1166715,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333253.6_3684779",-88.7907392833315,33.2892006556991,TRUE
"1166716",1166716,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333255.6_3684779",-88.7907178138589,33.2892009651113,TRUE
"1166717",1166717,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333257.6_3684779",-88.790696344386,33.2892012745198,TRUE
"1166718",1166718,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333259.6_3684779",-88.7906748749127,33.2892015839245,TRUE
"1166719",1166719,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333261.6_3684779",-88.7906534054391,33.2892018933256,TRUE
"1166720",1166720,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333263.6_3684779",-88.7906319359651,33.289202202723,TRUE
"1166721",1166721,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333271.6_3684779",-88.7905460580661,33.2892034402754,TRUE
"1166722",1166722,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333273.6_3684779",-88.7905245885905,33.2892037496543,TRUE
"1166723",1166723,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333275.6_3684779",-88.7905031191146,33.2892040590294,TRUE
"1166724",1166724,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333277.6_3684779",-88.7904816496383,33.2892043684008,TRUE
"1166725",1166725,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333279.6_3684779",-88.7904601801618,33.2892046777686,TRUE
"1166726",1166726,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333281.6_3684779",-88.7904387106849,33.2892049871326,TRUE
"1166727",1166727,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333283.6_3684779",-88.7904172412076,33.2892052964929,TRUE
"1166728",1166728,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333285.6_3684779",-88.7903957717301,33.2892056058495,TRUE
"1166729",1166729,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333287.6_3684779",-88.7903743022522,33.2892059152024,TRUE
"1166730",1166730,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333289.6_3684779",-88.790352832774,33.2892062245516,TRUE
"1166731",1166731,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333291.6_3684779",-88.7903313632955,33.2892065338971,TRUE
"1166732",1166732,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333293.6_3684779",-88.7903098938166,33.2892068432389,TRUE
"1166733",1166733,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333295.6_3684779",-88.7902884243374,33.289207152577,TRUE
"1166734",1166734,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333297.6_3684779",-88.7902669548579,33.2892074619113,TRUE
"1166735",1166735,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333399.6_3684779",-88.7891720109675,33.2892232330503,TRUE
"1166736",1166736,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333401.6_3684779",-88.7891505414709,33.289223542192,TRUE
"1166737",1166737,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333403.6_3684779",-88.789129071974,33.2892238513299,TRUE
"1166738",1166738,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333207.6_3684777",-88.7912327125932,33.289175507122,TRUE
"1166739",1166739,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333209.6_3684777",-88.7912112431325,33.2891758166192,TRUE
"1166740",1166740,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333211.6_3684777",-88.7911897736715,33.2891761261128,TRUE
"1166741",1166741,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333213.6_3684777",-88.7911683042102,33.2891764356026,TRUE
"1166742",1166742,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333215.6_3684777",-88.7911468347485,33.2891767450887,TRUE
"1166743",1166743,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333217.6_3684777",-88.7911253652865,33.2891770545711,TRUE
"1166744",1166744,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333219.6_3684777",-88.7911038958242,33.2891773640498,TRUE
"1166745",1166745,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333221.6_3684777",-88.7910824263616,33.2891776735247,TRUE
"1166746",1166746,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333223.6_3684777",-88.7910609568986,33.289177982996,TRUE
"1166747",1166747,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333225.6_3684777",-88.7910394874353,33.2891782924636,TRUE
"1166748",1166748,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333227.6_3684777",-88.7910180179717,33.2891786019275,TRUE
"1166749",1166749,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333229.6_3684777",-88.7909965485077,33.2891789113876,TRUE
"1166750",1166750,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333231.6_3684777",-88.7909750790434,33.2891792208441,TRUE
"1166751",1166751,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333233.6_3684777",-88.7909536095788,33.2891795302968,TRUE
"1166752",1166752,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333235.6_3684777",-88.7909321401139,33.2891798397459,TRUE
"1166753",1166753,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333237.6_3684777",-88.7909106706486,33.2891801491912,TRUE
"1166754",1166754,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333239.6_3684777",-88.790889201183,33.2891804586328,TRUE
"1166755",1166755,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333241.6_3684777",-88.7908677317171,33.2891807680708,TRUE
"1166756",1166756,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333243.6_3684777",-88.7908462622509,33.289181077505,TRUE
"1166757",1166757,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333245.6_3684777",-88.7908247927843,33.2891813869355,TRUE
"1166758",1166758,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333247.6_3684777",-88.7908033233174,33.2891816963623,TRUE
"1166759",1166759,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333249.6_3684777",-88.7907818538501,33.2891820057854,TRUE
"1166760",1166760,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333251.6_3684777",-88.7907603843826,33.2891823152048,TRUE
"1166761",1166761,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333253.6_3684777",-88.7907389149147,33.2891826246205,TRUE
"1166762",1166762,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333277.6_3684777",-88.7904812812744,33.2891863373198,TRUE
"1166763",1166763,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333279.6_3684777",-88.7904598118022,33.2891866466873,TRUE
"1166764",1166764,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333281.6_3684777",-88.7904383423298,33.2891869560511,TRUE
"1166765",1166765,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333283.6_3684777",-88.7904168728569,33.2891872654112,TRUE
"1166766",1166766,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333285.6_3684777",-88.7903954033838,33.2891875747676,TRUE
"1166767",1166767,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333287.6_3684777",-88.7903739339103,33.2891878841203,TRUE
"1166768",1166768,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333289.6_3684777",-88.7903524644365,33.2891881934693,TRUE
"1166769",1166769,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333291.6_3684777",-88.7903309949624,33.2891885028145,TRUE
"1166770",1166770,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333293.6_3684777",-88.790309525488,33.2891888121561,TRUE
"1166771",1166771,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333295.6_3684777",-88.7902880560132,33.289189121494,TRUE
"1166772",1166772,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333297.6_3684777",-88.7902665865381,33.2891894308281,TRUE
"1166773",1166773,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333399.6_3684777",-88.7891716428726,33.2892052019564,TRUE
"1166774",1166774,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333401.6_3684777",-88.7891501733805,33.2892055110978,TRUE
"1166775",1166775,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333403.6_3684777",-88.789128703888,33.2892058202356,TRUE
"1166776",1166776,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333405.6_3684777",-88.7891072343952,33.2892061293696,TRUE
"1166777",1166777,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333215.6_3684775",-88.7911464662482,33.2891587140141,TRUE
"1166778",1166778,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333217.6_3684775",-88.7911249967906,33.2891590234963,TRUE
"1166779",1166779,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333219.6_3684775",-88.7911035273327,33.2891593329747,TRUE
"1166780",1166780,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333221.6_3684775",-88.7910820578745,33.2891596424495,TRUE
"1166781",1166781,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333223.6_3684775",-88.7910605884159,33.2891599519206,TRUE
"1166782",1166782,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333225.6_3684775",-88.791039118957,33.2891602613879,TRUE
"1166783",1166783,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333227.6_3684775",-88.7910176494978,33.2891605708516,TRUE
"1166784",1166784,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333229.6_3684775",-88.7909961800382,33.2891608803116,TRUE
"1166785",1166785,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333231.6_3684775",-88.7909747105784,33.2891611897678,TRUE
"1166786",1166786,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333233.6_3684775",-88.7909532411182,33.2891614992203,TRUE
"1166787",1166787,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333235.6_3684775",-88.7909317716577,33.2891618086692,TRUE
"1166788",1166788,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333237.6_3684775",-88.7909103021968,33.2891621181143,TRUE
"1166789",1166789,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333239.6_3684775",-88.7908888327356,33.2891624275557,TRUE
"1166790",1166790,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333241.6_3684775",-88.7908673632741,33.2891627369934,TRUE
"1166791",1166791,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333243.6_3684775",-88.7908458938123,33.2891630464274,TRUE
"1166792",1166792,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333281.6_3684775",-88.790437973975,33.2891689249695,TRUE
"1166793",1166793,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333283.6_3684775",-88.7904165045066,33.2891692343294,TRUE
"1166794",1166794,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333285.6_3684775",-88.7903950350378,33.2891695436856,TRUE
"1166795",1166795,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333287.6_3684775",-88.7903735655688,33.2891698530381,TRUE
"1166796",1166796,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333289.6_3684775",-88.7903520960994,33.2891701623868,TRUE
"1166797",1166797,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333291.6_3684775",-88.7903306266297,33.2891704717319,TRUE
"1166798",1166798,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333293.6_3684775",-88.7903091571596,33.2891707810733,TRUE
"1166799",1166799,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333295.6_3684775",-88.7902876876893,33.2891710904109,TRUE
"1166800",1166800,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333297.6_3684775",-88.7902662182186,33.2891713997449,TRUE
"1166801",1166801,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333299.6_3684775",-88.7902447487476,33.2891717090751,TRUE
"1166802",1166802,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333401.6_3684775",-88.7891498052904,33.2891874800036,TRUE
"1166803",1166803,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333403.6_3684775",-88.7891283358023,33.2891877891411,TRUE
"1166804",1166804,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333405.6_3684775",-88.7891068663139,33.289188098275,TRUE
"1166805",1166805,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333283.6_3684773",-88.7904161361565,33.2891512032476,TRUE
"1166806",1166806,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333285.6_3684773",-88.7903946666922,33.2891515126035,TRUE
"1166807",1166807,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333287.6_3684773",-88.7903731972276,33.2891518219558,TRUE
"1166808",1166808,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333289.6_3684773",-88.7903517277626,33.2891521313044,TRUE
"1166809",1166809,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333291.6_3684773",-88.7903302582973,33.2891524406492,TRUE
"1166810",1166810,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333293.6_3684773",-88.7903087888317,33.2891527499904,TRUE
"1166811",1166811,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333295.6_3684773",-88.7902873193657,33.2891530593278,TRUE
"1166812",1166812,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333297.6_3684773",-88.7902658498994,33.2891533686616,TRUE
"1166813",1166813,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333299.6_3684773",-88.7902443804328,33.2891536779916,TRUE
"1166814",1166814,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333401.6_3684773",-88.7891494372006,33.2891694489093,TRUE
"1166815",1166815,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333403.6_3684773",-88.7891279677169,33.2891697580467,TRUE
"1166816",1166816,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333405.6_3684773",-88.7891064982329,33.2891700671803,TRUE
"1166817",1166817,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333285.6_3684771",-88.7903942983469,33.2891334815214,TRUE
"1166818",1166818,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333287.6_3684771",-88.7903728288867,33.2891337908735,TRUE
"1166819",1166819,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333289.6_3684771",-88.7903513594261,33.2891341002219,TRUE
"1166820",1166820,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333291.6_3684771",-88.7903298899652,33.2891344095665,TRUE
"1166821",1166821,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333293.6_3684771",-88.790308420504,33.2891347189074,TRUE
"1166822",1166822,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333295.6_3684771",-88.7902869510425,33.2891350282447,TRUE
"1166823",1166823,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333297.6_3684771",-88.7902654815806,33.2891353375782,TRUE
"1166824",1166824,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333299.6_3684771",-88.7902440121184,33.289135646908,TRUE
"1166825",1166825,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333301.6_3684771",-88.7902225426558,33.2891359562342,TRUE
"1166826",1166826,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333399.6_3684771",-88.7891705385901,33.2891511086742,TRUE
"1166827",1166827,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333401.6_3684771",-88.7891490691111,33.289151417815,TRUE
"1166828",1166828,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333403.6_3684771",-88.7891275996319,33.2891517269521,TRUE
"1166829",1166829,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333405.6_3684771",-88.7891061301523,33.2891520360855,TRUE
"1166830",1166830,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333407.6_3684771",-88.7890846606724,33.2891523452152,TRUE
"1166831",1166831,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333287.6_3684769",-88.7903724605461,33.2891157597911,TRUE
"1166832",1166832,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333289.6_3684769",-88.79035099109,33.2891160691393,TRUE
"1166833",1166833,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333291.6_3684769",-88.7903295216335,33.2891163784837,TRUE
"1166834",1166834,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333293.6_3684769",-88.7903080521767,33.2891166878245,TRUE
"1166835",1166835,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333295.6_3684769",-88.7902865827195,33.2891169971615,TRUE
"1166836",1166836,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333297.6_3684769",-88.7902651132621,33.2891173064948,TRUE
"1166837",1166837,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333299.6_3684769",-88.7902436438043,33.2891176158244,TRUE
"1166838",1166838,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333301.6_3684769",-88.7902221743462,33.2891179251503,TRUE
"1166839",1166839,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333303.6_3684769",-88.7902007048877,33.2891182344725,TRUE
"1166840",1166840,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333399.6_3684769",-88.7891701704965,33.28913307758,TRUE
"1166841",1166841,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333401.6_3684769",-88.789148701022,33.2891333867206,TRUE
"1166842",1166842,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333403.6_3684769",-88.7891272315472,33.2891336958575,TRUE
"1166843",1166843,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333405.6_3684769",-88.789105762072,33.2891340049907,TRUE
"1166844",1166844,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333407.6_3684769",-88.7890842925965,33.2891343141202,TRUE
"1166845",1166845,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333289.6_3684767",-88.7903506227541,33.2890980380566,TRUE
"1166846",1166846,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333291.6_3684767",-88.7903291533021,33.2890983474009,TRUE
"1166847",1166847,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333293.6_3684767",-88.7903076838497,33.2890986567414,TRUE
"1166848",1166848,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333295.6_3684767",-88.790286214397,33.2890989660782,TRUE
"1166849",1166849,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333297.6_3684767",-88.7902647449439,33.2890992754113,TRUE
"1166850",1166850,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333299.6_3684767",-88.7902432754905,33.2890995847407,TRUE
"1166851",1166851,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333301.6_3684767",-88.7902218060368,33.2890998940664,TRUE
"1166852",1166852,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333303.6_3684767",-88.7902003365828,33.2891002033884,TRUE
"1166853",1166853,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333305.6_3684767",-88.7901788671284,33.2891005127067,TRUE
"1166854",1166854,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333397.6_3684767",-88.7891912718731,33.2891147373417,TRUE
"1166855",1166855,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333399.6_3684767",-88.7891698024033,33.2891150464858,TRUE
"1166856",1166856,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333401.6_3684767",-88.7891483329332,33.2891153556262,TRUE
"1166857",1166857,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333403.6_3684767",-88.7891268634628,33.2891156647629,TRUE
"1166858",1166858,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333405.6_3684767",-88.789105393992,33.2891159738958,TRUE
"1166859",1166859,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333407.6_3684767",-88.7890839245209,33.2891162830251,TRUE
"1166860",1166860,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333449.6_3684767",-88.7886330655523,33.289122773884,TRUE
"1166861",1166861,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333451.6_3684767",-88.788611596074,33.2891230829318,TRUE
"1166862",1166862,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333453.6_3684767",-88.7885901265954,33.2891233919758,TRUE
"1166863",1166863,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333455.6_3684767",-88.7885686571165,33.2891237010162,TRUE
"1166864",1166864,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333457.6_3684767",-88.7885471876372,33.2891240100528,TRUE
