OBJECTID,Join_Count,TARGET_FID,DO,POINT_X,POINT_Y,Temp,Elevation
4891,1,4891,7.657370389,334435.6178,3683687.015,27.41241645,67.0384445
4995,1,4995,5.041611762,332365.6178,3683717.015,25.33653903,68.6037979
4997,1,4997,4.945909225,332395.6178,3683717.015,25.23363741,68.605011
4999,1,4999,4.842741579,332425.6178,3683717.015,25.12174591,68.6033478
5001,1,5001,4.732467451,332455.6178,3683717.015,25.00106078,68.596344
5003,1,5003,4.616141286,332485.6178,3683717.015,24.87257082,68.5818634
5005,1,5005,4.49587438,332515.6178,3683717.015,24.73853175,68.5603104
5007,1,5007,4.375277025,332545.6178,3683717.015,24.60309645,68.5314255
5009,1,5009,4.259887836,332575.6178,3683717.015,24.4730296,68.4792099
5011,1,5011,4.157339636,332605.6178,3683717.015,24.35825156,68.3793182
5013,1,5013,4.076778744,332635.6178,3683717.015,24.27164178,68.2200317
5015,1,5015,4.026886402,332665.6178,3683717.015,24.2272091,68.0133057
5017,1,5017,4.012152631,332695.6178,3683717.015,24.23586718,67.6716843
5019,1,5019,4.028333782,332725.6178,3683717.015,24.29937837,68.5995178
5021,1,5021,4.059985476,332755.6178,3683717.015,24.40554073,68.3188858
5023,1,5023,4.083522268,332785.6178,3683717.015,24.5291398,68.1134567
5025,1,5025,4.076261182,332815.6178,3683717.015,24.64044372,68.0402145
5027,1,5027,4.027235179,332845.6178,3683717.015,24.71730134,67.8299942
5029,1,5029,3.944149351,332875.6178,3683717.015,24.75419579,67.9265518
5031,1,5031,3.853586011,332905.6178,3683717.015,24.76435177,67.8769073
5032,1,5032,6.61189364,333445.6178,3683717.015,26.99169249,66.7847137
5034,1,5034,6.599582287,333475.6178,3683717.015,26.98299248,66.7681503
5036,1,5036,6.594199605,333505.6178,3683717.015,26.97668203,67.343811
5038,1,5038,6.611014714,333535.6178,3683717.015,26.98277585,67.470932
5040,1,5040,6.657029741,333565.6178,3683717.015,27.00486644,67.7973862
5042,1,5042,6.727337694,333595.6178,3683717.015,27.03771295,67.9108047
5044,1,5044,6.811877886,333625.6178,3683717.015,27.07248299,67.5862961
5046,1,5046,6.902673394,333655.6178,3683717.015,27.10218325,67.595665
5048,1,5048,6.995352115,333685.6178,3683717.015,27.12268184,67.6042557
5050,1,5050,7.087636549,333715.6178,3683717.015,27.13139908,67.6412888
5052,1,5052,7.177671573,333745.6178,3683717.015,27.12601498,67.5875854
5054,1,5054,7.262796274,333775.6178,3683717.015,27.10413874,67.4756317
5056,1,5056,7.33860055,333805.6178,3683717.015,27.06488582,67.8457794
5058,1,5058,7.398564238,333835.6178,3683717.015,27.01385647,67.6231689
5060,1,5060,7.436163562,333865.6178,3683717.015,26.96996305,67.5737991
5062,1,5062,7.451482794,333895.6178,3683717.015,26.96092839,67.515213
5064,1,5064,7.455738099,333925.6178,3683717.015,26.9972849,67.4615631
5066,1,5066,7.463215045,333955.6178,3683717.015,27.05927481,67.4540024
5068,1,5068,7.481265456,333985.6178,3683717.015,27.11993155,67.46138
5070,1,5070,7.510550855,334015.6178,3683717.015,27.16410944,67.4541626
5072,1,5072,7.54857578,334045.6178,3683717.015,27.18671493,67.4182434
5074,1,5074,7.590859961,334075.6178,3683717.015,27.1867546,67.478775
5076,1,5076,7.630854752,334105.6178,3683717.015,27.16671342,67.4570694
5078,1,5078,7.660936919,334135.6178,3683717.015,27.13716233,67.4731674
5080,1,5080,7.676128597,334165.6178,3683717.015,27.1183898,67.4559097
5082,1,5082,7.677930383,334195.6178,3683717.015,27.12703012,67.462471
5084,1,5084,7.672004962,334225.6178,3683717.015,27.16036859,67.3085098
5086,1,5086,7.66262755,334255.6178,3683717.015,27.20337509,67.1254349
5088,1,5088,7.651482482,334285.6178,3683717.015,27.24420902,67.290657
5090,1,5090,7.639267235,334315.6178,3683717.015,27.27833607,67.5031433
5092,1,5092,7.626619878,334345.6178,3683717.015,27.30557791,67.4071121
5094,1,5094,7.61417867,334375.6178,3683717.015,27.32723561,67.0772171
5096,1,5096,7.602440622,334405.6178,3683717.015,27.34473699,66.630806
5203,1,5203,4.876723236,332395.6178,3683747.015,25.16180478,68.5990295
5205,1,5205,4.765112895,332425.6178,3683747.015,25.03936064,68.5995636
5207,1,5207,4.644705572,332455.6178,3683747.015,24.90572589,68.5956421
5209,1,5209,4.516277414,332485.6178,3683747.015,24.7613872,68.5863724
5211,1,5211,4.381740592,332515.6178,3683747.015,24.60813396,68.5760117
5213,1,5213,4.244733986,332545.6178,3683747.015,24.44986831,68.5707703
5215,1,5215,4.111306817,332575.6178,3683747.015,24.29366358,68.5710831
5217,1,5217,3.990441035,332605.6178,3683747.015,24.15085784,68.5752487
5219,1,5219,3.893794435,332635.6178,3683747.015,24.03751874,68.3434448
5221,1,5221,3.833605405,332665.6178,3683747.015,23.97293615,68.2040024
5223,1,5223,3.817735237,332695.6178,3683747.015,23.97444731,68.0973129
5225,1,5225,3.842448066,332725.6178,3683747.015,24.04831093,68.2344894
5227,1,5227,3.887086196,332755.6178,3683747.015,24.18060646,68.1138992
5229,1,5229,3.917093653,332785.6178,3683747.015,24.33624733,68.2917786
5231,1,5231,3.897563587,332815.6178,3683747.015,24.47105046,68.1422043
5233,1,5233,3.810525154,332845.6178,3683747.015,24.55109182,68.1547775
5235,1,5235,3.66597448,332875.6178,3683747.015,24.56739864,67.7123566
5237,1,5237,3.502116219,332905.6178,3683747.015,24.53920498,67.6636276
5239,1,5239,6.226492284,333445.6178,3683747.015,26.70925529,66.7514801
5241,1,5241,6.130215325,333475.6178,3683747.015,26.64059394,66.7494049
5243,1,5243,6.060263227,333505.6178,3683747.015,26.58873633,67.3775864
5245,1,5245,6.063963441,333535.6178,3683747.015,26.58661404,67.5998383
5247,1,5247,6.158596325,333565.6178,3683747.015,26.64476583,67.8974075
5249,1,5249,6.315820261,333595.6178,3683747.015,26.74068742,68.277771
5251,1,5251,6.492130885,333625.6178,3683747.015,26.84135476,67.9208145
5253,1,5253,6.659776877,333655.6178,3683747.015,26.92546557,67.5829086
5255,1,5255,6.810251852,333685.6178,3683747.015,26.9855444,67.6261673
5257,1,5257,6.945346489,333715.6178,3683747.015,27.02108845,67.5144653
5259,1,5259,7.06969831,333745.6178,3683747.015,27.0330366,67.6381226
5261,1,5261,7.186754261,333775.6178,3683747.015,27.02149383,67.621254
5263,1,5263,7.29590711,333805.6178,3683747.015,26.98666213,67.5835648
5265,1,5265,7.389043043,333835.6178,3683747.015,26.93430557,67.6424713
5267,1,5267,7.449387151,333865.6178,3683747.015,26.88519888,67.5342636
5269,1,5269,7.463878935,333895.6178,3683747.015,26.87306863,67.4807281
5271,1,5271,7.445309095,333925.6178,3683747.015,26.91289305,67.5570221
5273,1,5273,7.425129539,333955.6178,3683747.015,26.9819776,67.4608231
5275,1,5275,7.424156688,333985.6178,3683747.015,27.0492481,67.5250015
5277,1,5277,7.44657701,334015.6178,3683747.015,27.09861244,67.4845734
5279,1,5279,7.489212768,334045.6178,3683747.015,27.12546147,67.4583359
5281,1,5281,7.546416389,334075.6178,3683747.015,27.12899136,67.404541
5283,1,5283,7.609005347,334105.6178,3683747.015,27.11114293,67.4540024
5285,1,5285,7.661701572,334135.6178,3683747.015,27.0819489,67.4564362
5287,1,5287,7.687458449,334165.6178,3683747.015,27.06249842,67.4873352
5289,1,5289,7.681975606,334195.6178,3683747.015,27.07069116,67.4904175
5291,1,5291,7.657829292,334225.6178,3683747.015,27.10378234,67.0955734
5293,1,5293,7.629536885,334255.6178,3683747.015,27.14652448,67.3907394
5295,1,5295,7.603974868,334285.6178,3683747.015,27.18736997,67.3557892
5297,1,5297,7.582476269,334315.6178,3683747.015,27.22200281,67.3401184
5299,1,5299,7.564548819,334345.6178,3683747.015,27.25019566,67.3787766
5301,1,5301,7.549507313,334375.6178,3683747.015,27.27308869,67.0676422
5303,1,5303,7.536829041,334405.6178,3683747.015,27.2919637,66.569252
5409,1,5409,4.8188518,332395.6178,3683777.015,25.10218069,68.5909195
5411,1,5411,4.700667414,332425.6178,3683777.015,24.9712723,68.5926056
5413,1,5413,4.572276002,332455.6178,3683777.015,24.82709132,68.5904007
5415,1,5415,4.434159271,332485.6178,3683777.015,24.66958999,68.5838776
5417,1,5417,4.287959631,332515.6178,3683777.015,24.49997793,68.578331
5419,1,5419,4.137188507,332545.6178,3683777.015,24.32166014,68.5829391
5421,1,5421,3.988142717,332575.6178,3683777.015,24.14158986,68.6037674
5423,1,5423,3.850813268,332605.6178,3683777.015,23.97192322,68.6151428
5425,1,5425,3.739104737,332635.6178,3683777.015,23.83133199,68.3573685
5427,1,5427,3.668934428,332665.6178,3683777.015,23.74429403,68.237236
5429,1,5429,3.65232547,332695.6178,3683777.015,23.73558235,68.1434555
5431,1,5431,3.687224218,332725.6178,3683777.015,23.81809023,68.0736923
5433,1,5433,3.748143131,332755.6178,3683777.015,23.97805397,67.984581
5435,1,5435,3.788106201,332785.6178,3683777.015,24.1701459,68.0582352
5437,1,5437,3.757457069,332815.6178,3683777.015,24.33300643,67.9093552
5439,1,5439,3.629704938,332845.6178,3683777.015,24.41811144,67.7715454
5441,1,5441,3.417797343,332875.6178,3683777.015,24.41214446,67.7539978
5443,1,5443,3.173962799,332905.6178,3683777.015,24.3415631,67.5799103
5445,1,5445,2.975526729,332935.6178,3683777.015,24.26161688,67.1685181
5446,1,5446,5.873335989,333445.6178,3683777.015,26.45440007,66.7260284
5448,1,5448,5.691447069,333475.6178,3683777.015,26.32611798,66.9670792
5450,1,5450,5.548629486,333505.6178,3683777.015,26.22436077,67.1724091
5452,1,5452,5.530061065,333535.6178,3683777.015,26.20857609,67.467041
5454,1,5454,5.670129149,333565.6178,3683777.015,26.30067393,67.7070618
5456,1,5456,5.915145686,333595.6178,3683777.015,26.45968002,67.83181
5458,1,5458,6.182824618,333625.6178,3683777.015,26.6252306,67.6318283
5460,1,5460,6.424303727,333655.6178,3683777.015,26.76141413,67.3992462
5462,1,5462,6.628348483,333685.6178,3683777.015,26.85888295,67.4876709
5464,1,5464,6.802214339,333715.6178,3683777.015,26.92065977,67.5939636
5466,1,5466,6.957686593,333745.6178,3683777.015,26.95209038,67.5890579
5468,1,5468,7.104491645,333775.6178,3683777.015,26.95696002,67.6562805
5470,1,5470,7.24593159,333805.6178,3683777.015,26.93779404,67.6529922
5472,1,5472,7.37276608,333835.6178,3683777.015,26.90039994,67.6130447
5474,1,5474,7.458752213,333865.6178,3683777.015,26.86220822,67.550415
5476,1,5476,7.477149633,333895.6178,3683777.015,26.85198392,67.5808487
5478,1,5478,7.439371223,333925.6178,3683777.015,26.88441946,67.5850601
5480,1,5480,7.392042583,333955.6178,3683777.015,26.94276755,67.5373688
5482,1,5482,7.370418191,333985.6178,3683777.015,27.00175584,67.5486221
5484,1,5484,7.383890454,334015.6178,3683777.015,27.04772182,67.5688553
5486,1,5486,7.429479952,334045.6178,3683777.015,27.07654785,67.4483566
5488,1,5488,7.500542109,334075.6178,3683777.015,27.08731094,67.4547119
5490,1,5490,7.585184499,334105.6178,3683777.015,27.08087392,67.4543991
5492,1,5492,7.660573609,334135.6178,3683777.015,27.06371773,67.4540024
5494,1,5494,7.697930153,334165.6178,3683777.015,27.05087985,67.4959641
5496,1,5496,7.686959319,334195.6178,3683777.015,27.05650902,67.181221
5498,1,5498,7.646088505,334225.6178,3683777.015,27.0806193,67.380455
5500,1,5500,7.599339145,334255.6178,3683777.015,27.11338453,67.472908
5502,1,5502,7.558925379,334285.6178,3683777.015,27.14642458,67.4370956
5504,1,5504,7.527301533,334315.6178,3683777.015,27.17603512,67.3520355
5506,1,5506,7.503227803,334345.6178,3683777.015,27.2014818,67.2305679
5508,1,5508,7.484886386,334375.6178,3683777.015,27.2232051,67.1217117
5510,1,5510,7.470787184,334405.6178,3683777.015,27.24191646,66.329155
5614,1,5614,4.773741565,332395.6178,3683807.015,25.05673265,68.5805283
5616,1,5616,4.651371314,332425.6178,3683807.015,24.92018808,68.5820618
5618,1,5618,4.51787548,332455.6178,3683807.015,24.76892113,68.579834
5620,1,5620,4.373509027,332485.6178,3683807.015,24.6024556,68.5730209
5622,1,5622,4.219677602,332515.6178,3683807.015,24.4214917,68.5648575
5624,1,5624,4.05971486,332545.6178,3683807.015,24.22890722,68.5617676
5626,1,5626,3.899956195,332575.6178,3683807.015,24.03129569,68.5630646
5628,1,5628,3.750947304,332605.6178,3683807.015,23.84103798,68.5419693
5630,1,5630,3.628110708,332635.6178,3683807.015,23.6783647,68.4365234
5632,1,5632,3.550210714,332665.6178,3683807.015,23.57159785,68.3061066
5634,1,5634,3.532983106,332695.6178,3683807.015,23.55194525,68.1451187
5636,1,5636,3.57655436,332725.6178,3683807.015,23.6392177,67.9682007
5638,1,5638,3.652010584,332755.6178,3683807.015,23.82162303,68.0105286
5640,1,5640,3.701429339,332785.6178,3683807.015,24.04579617,67.9136887
5642,1,5642,3.661364566,332815.6178,3683807.015,24.23451181,67.9282227
5644,1,5644,3.497468717,332845.6178,3683807.015,24.32510706,67.8852386
5646,1,5646,3.226049858,332875.6178,3683807.015,24.30006895,67.588913
5648,1,5648,2.912947044,332905.6178,3683807.015,24.19279155,67.6630096
5650,1,5650,2.654438484,332935.6178,3683807.015,24.07257241,67.8201447
5652,1,5652,5.597484636,333445.6178,3683807.015,26.25772144,67.274086
5654,1,5654,5.349929609,333475.6178,3683807.015,26.08462646,66.7322311
5656,1,5656,5.145550106,333505.6178,3683807.015,25.94148216,67.003746
5658,1,5658,5.101875567,333535.6178,3683807.015,25.91015913,67.3866501
5660,1,5660,5.272935538,333565.6178,3683807.015,26.02574667,67.6190262
5662,1,5662,5.585335496,333595.6178,3683807.015,26.23315205,67.6265411
5664,1,5664,5.92253098,333625.6178,3683807.015,26.44833971,67.4375153
5666,1,5666,6.217883781,333655.6178,3683807.015,26.62347874,67.3539963
5668,1,5668,6.458904336,333685.6178,3683807.015,26.74867736,67.3743515
5670,1,5670,6.657942516,333715.6178,3683807.015,26.8307038,67.4708481
5672,1,5672,6.832448031,333745.6178,3683807.015,26.87916961,67.5398788
5674,1,5674,6.996395392,333775.6178,3683807.015,26.90159502,67.6403503
5676,1,5676,7.155078603,333805.6178,3683807.015,26.90320815,67.6960297
5678,1,5678,7.298505067,333835.6178,3683807.015,26.8898292,67.5119934
5680,1,5680,7.397799038,333865.6178,3683807.015,26.87280023,67.6184311
5682,1,5682,7.423722999,333895.6178,3683807.015,26.86923208,67.6135254
5684,1,5684,7.385786521,333925.6178,3683807.015,26.88942913,67.5237427
5686,1,5686,7.331596021,333955.6178,3683807.015,26.92689369,67.5184402
5688,1,5688,7.301696394,333985.6178,3683807.015,26.96819586,67.600563
5690,1,5690,7.310442832,334015.6178,3683807.015,27.00452425,67.5576096
5692,1,5692,7.356870161,334045.6178,3683807.015,27.03241736,67.5629501
5694,1,5694,7.43410599,334075.6178,3683807.015,27.05061709,67.5254898
5696,1,5696,7.528401172,334105.6178,3683807.015,27.05865673,67.3703232
5698,1,5698,7.613799844,334135.6178,3683807.015,27.05833496,67.378067
5700,1,5700,7.658335475,334165.6178,3683807.015,27.05594649,67.1539993
5702,1,5702,7.649359922,334195.6178,3683807.015,27.05956884,67.4410477
5704,1,5704,7.604785835,334225.6178,3683807.015,27.0723823,67.4561386
5706,1,5706,7.550935638,334255.6178,3683807.015,27.09180306,67.3539963
5708,1,5708,7.503138185,334285.6178,3683807.015,27.11387102,67.3566208
5710,1,5710,7.465677432,334315.6178,3683807.015,27.1359319,67.4164124
5712,1,5712,7.43777144,334345.6178,3683807.015,27.15676929,67.2618942
5714,1,5714,7.417362261,334375.6178,3683807.015,27.17601235,66.7772522
5716,1,5716,7.402522769,334405.6178,3683807.015,27.19366883,66.1871567
5821,1,5821,4.618424037,332425.6178,3683837.015,24.88792423,68.5684586
5823,1,5823,4.483202253,332455.6178,3683837.015,24.7338133,68.5646362
5825,1,5825,4.33675702,332485.6178,3683837.015,24.56374867,68.5555573
5827,1,5827,4.180396424,332515.6178,3683837.015,24.37818621,68.5418854
5829,1,5829,4.017360556,332545.6178,3683837.015,24.17971821,68.5261002
5831,1,5831,3.853947237,332575.6178,3683837.015,23.974672,68.5062256
5833,1,5833,3.700836034,332605.6178,3683837.015,23.77534832,68.4685745
5835,1,5835,3.573956208,332635.6178,3683837.015,23.60243593,68.3948135
5837,1,5837,3.493173859,332665.6178,3683837.015,23.48580014,68.2842407
5839,1,5839,3.475838713,332695.6178,3683837.015,23.4596863,68.1452179
5841,1,5841,3.523182677,332725.6178,3683837.015,23.54773555,68.0237427
5843,1,5843,3.604784872,332755.6178,3683837.015,23.74003346,68.0467224
5845,1,5845,3.657296648,332785.6178,3683837.015,23.97985387,68.2516708
5847,1,5847,3.610251802,332815.6178,3683837.015,24.18181189,67.8589859
5849,1,5849,3.425657584,332845.6178,3683837.015,24.2755387,67.7773514
5851,1,5851,3.122476115,332875.6178,3683837.015,24.24125272,67.9468536
5853,1,5853,2.774411382,332905.6178,3683837.015,24.11616166,67.9121399
5855,1,5855,2.487378451,332935.6178,3683837.015,23.97676508,67.7882462
5857,1,5857,2.362844208,332965.6178,3683837.015,23.90764771,67.5678024
5859,1,5859,5.66019809,333415.6178,3683837.015,26.29820367,66.5367737
5861,1,5861,5.435706427,333445.6178,3683837.015,26.1431994,66.701004
5863,1,5863,5.169522208,333475.6178,3683837.015,25.95809352,66.7049255
5865,1,5865,4.946122528,333505.6178,3683837.015,25.80273732,67.0513458
5867,1,5867,4.89051607,333535.6178,3683837.015,25.76413635,67.523407
5869,1,5869,5.06498788,333565.6178,3683837.015,25.88322035,67.7243195
5871,1,5871,5.394074656,333595.6178,3683837.015,26.10375219,67.6551819
5873,1,5873,5.750735047,333625.6178,3683837.015,26.33475949,67.4643707
5875,1,5875,6.060857185,333655.6178,3683837.015,26.5235308,67.4190598
5877,1,5877,6.310474451,333685.6178,3683837.015,26.65944002,67.4184875
5879,1,5879,6.513443099,333715.6178,3683837.015,26.75073813,67.4717865
5881,1,5881,6.689112939,333745.6178,3683837.015,26.80918781,67.5443268
5883,1,5883,6.852504173,333775.6178,3683837.015,26.84445165,67.6037979
5885,1,5885,7.008849023,333805.6178,3683837.015,26.86324152,67.6311569
5887,1,5887,7.148548364,333835.6178,3683837.015,26.87063466,68.0344086
5889,1,5889,7.247194352,333865.6178,3683837.015,26.87246691,67.6012421
5891,1,5891,7.282748153,333895.6178,3683837.015,26.87635198,67.5681381
5893,1,5893,7.263112721,333925.6178,3683837.015,26.88830988,67.5817871
5895,1,5895,7.22523816,333955.6178,3683837.015,26.90867082,67.6605988
5897,1,5897,7.204197298,333985.6178,3683837.015,26.93367867,67.62397
5899,1,5899,7.216040641,334015.6178,3683837.015,26.95966946,67.5510254
5901,1,5901,7.262397256,334045.6178,3683837.015,26.98457162,67.5485458
5903,1,5903,7.337266875,334075.6178,3683837.015,27.00708508,67.3614655
5905,1,5905,7.42716462,334105.6178,3683837.015,27.02562222,67.2539978
5907,1,5907,7.508662283,334135.6178,3683837.015,27.03847954,67.1967545
5909,1,5909,7.554932068,334165.6178,3683837.015,27.04571653,67.5438843
5911,1,5911,7.554556559,334195.6178,3683837.015,27.05046744,67.4647598
5913,1,5913,7.520004527,334225.6178,3683837.015,27.05682509,67.4443512
5915,1,5915,7.472862983,334255.6178,3683837.015,27.06683739,67.3382111
5917,1,5917,7.428144849,334285.6178,3683837.015,27.0802448,67.208168
5919,1,5919,7.391754691,334315.6178,3683837.015,27.09584468,67.0458221
5921,1,5921,7.364295021,334345.6178,3683837.015,27.11247632,67.1227493
5923,1,5923,7.344412659,334375.6178,3683837.015,27.12932222,66.5672836
5925,1,5925,7.330418133,334405.6178,3683837.015,27.1458838,67.1671295
6036,1,6036,4.602040898,332425.6178,3683867.015,24.87507936,68.5530396
6038,1,6038,4.468603382,332455.6178,3683867.015,24.72266595,68.5465393
6040,1,6040,4.324461689,332485.6178,3683867.015,24.55483562,68.5342865
6042,1,6042,4.171011554,332515.6178,3683867.015,24.37216501,68.5156326
6044,1,6044,4.01154954,332545.6178,3683867.015,24.17735611,68.4907837
6046,1,6046,3.852339764,332575.6178,3683867.015,23.97678009,68.45858
6048,1,6048,3.703832666,332605.6178,3683867.015,23.78260495,68.4139328
6050,1,6050,3.581382162,332635.6178,3683867.015,23.61502733,68.3502426
6052,1,6052,3.503807003,332665.6178,3683867.015,23.50285431,68.2647705
6054,1,6054,3.487057116,332695.6178,3683867.015,23.47869864,68.1628952
6056,1,6056,3.531300394,332725.6178,3683867.015,23.56460169,68.0090561
6058,1,6058,3.606589531,332755.6178,3683867.015,23.75043543,67.7364883
6060,1,6060,3.652258486,332785.6178,3683867.015,23.98171752,68.9306183
6062,1,6062,3.601685996,332815.6178,3683867.015,24.17696622,67.7832794
6064,1,6064,3.419771987,332845.6178,3683867.015,24.26907072,67.7284012
6066,1,6066,3.125982621,332875.6178,3683867.015,24.23920441,67.7114334
6068,1,6068,2.791721804,332905.6178,3683867.015,24.12297603,67.7610703
6070,1,6070,2.518009729,332935.6178,3683867.015,23.99318006,67.9444962
6072,1,6072,2.400276043,332965.6178,3683867.015,23.92974763,67.8539963
6074,1,6074,2.490562415,332995.6178,3683867.015,23.98710058,67.7481842
6077,1,6077,5.814419193,333325.6178,3683867.015,26.3856376,66.0438614
6079,1,6079,5.803737281,333355.6178,3683867.015,26.38679262,66.6764374
6081,1,6081,5.730367998,333385.6178,3683867.015,26.34190356,67.4518585
6083,1,6083,5.591153882,333415.6178,3683867.015,26.24887737,68.1625519
6085,1,6085,5.390962415,333445.6178,3683867.015,26.11144702,67.0423126
6087,1,6087,5.15929157,333475.6178,3683867.015,25.95083299,67.0258636
6089,1,6089,4.969491514,333505.6178,3683867.015,25.81895232,67.3203964
6091,1,6091,4.924195118,333535.6178,3683867.015,25.78740428,67.7632446
6093,1,6093,5.074720367,333565.6178,3683867.015,25.89031727,68.0038147
6095,1,6095,5.361862098,333595.6178,3683867.015,26.08369498,67.8650208
6097,1,6097,5.679076172,333625.6178,3683867.015,26.29114528,67.6125641
6099,1,6099,5.958831304,333655.6178,3683867.015,26.4644668,67.5456467
6101,1,6101,6.185229614,333685.6178,3683867.015,26.59172234,67.4963455
6103,1,6103,6.369064803,333715.6178,3683867.015,26.67938148,67.5170822
6105,1,6105,6.527565847,333745.6178,3683867.015,26.73845597,67.5622406
6107,1,6107,6.674334843,333775.6178,3683867.015,26.77859351,67.5977249
6109,1,6109,6.813949874,333805.6178,3683867.015,26.80642557,67.7218933
6111,1,6111,6.93878883,333835.6178,3683867.015,26.82579235,67.9540024
6113,1,6113,7.031531743,333865.6178,3683867.015,26.83909762,67.6650162
6115,1,6115,7.078343615,333895.6178,3683867.015,26.84900204,67.6011581
6117,1,6117,7.084893213,333925.6178,3683867.015,26.8587818,67.5119629
6119,1,6119,7.075230468,333955.6178,3683867.015,26.87095632,67.612648
6121,1,6121,7.074290515,333985.6178,3683867.015,26.88638014,67.4503403
6123,1,6123,7.095903055,334015.6178,3683867.015,26.90488231,67.505455
6125,1,6125,7.143044264,334045.6178,3683867.015,26.92605391,67.2913437
6127,1,6127,7.211357707,334075.6178,3683867.015,26.9491061,67.4112015
6129,1,6129,7.289925664,334105.6178,3683867.015,26.97213705,67.1400223
6131,1,6131,7.361178148,334135.6178,3683867.015,26.99204011,67.5144119
6133,1,6133,7.406256541,334165.6178,3683867.015,27.00620488,67.5418243
6135,1,6135,7.41640809,334195.6178,3683867.015,27.01491289,67.3954773
6137,1,6137,7.398318637,334225.6178,3683867.015,27.02126451,67.3518906
6139,1,6139,7.366424261,334255.6178,3683867.015,27.02855764,67.4257507
6141,1,6141,7.332796351,334285.6178,3683867.015,27.03842522,67.4012375
6143,1,6143,7.303716057,334315.6178,3683867.015,27.05093339,67.2548065
6145,1,6145,7.281100431,334345.6178,3683867.015,27.06541325,67.321701
6147,1,6147,7.264697654,334375.6178,3683867.015,27.08107014,66.892128
6264,1,6264,4.472966407,332455.6178,3683897.015,24.73445719,68.5276337
6266,1,6266,4.335115716,332485.6178,3683897.015,24.5743,68.5120163
6268,1,6268,4.189462284,332515.6178,3683897.015,24.4014403,68.489624
6270,1,6270,4.039450536,332545.6178,3683897.015,24.21900689,68.4600296
6272,1,6272,3.891252684,332575.6178,3683897.015,24.03362893,68.4229507
6274,1,6274,3.754693771,332605.6178,3683897.015,23.85720303,68.3776321
6276,1,6276,3.643541893,332635.6178,3683897.015,23.70848947,68.323082
6278,1,6278,3.573720073,332665.6178,3683897.015,23.61289588,68.2582626
6280,1,6280,3.557378506,332695.6178,3683897.015,23.59742268,68.185791
6282,1,6282,3.592164583,332725.6178,3683897.015,23.67809396,68.0922165
6284,1,6284,3.650695953,332755.6178,3683897.015,23.84306648,67.9544601
6286,1,6286,3.681958343,332785.6178,3683897.015,24.04492154,67.7828827
6288,1,6288,3.632079463,332815.6178,3683897.015,24.21614692,67.7775269
6290,1,6290,3.473880327,332845.6178,3683897.015,24.30204915,67.7932053
6292,1,6292,3.224931559,332875.6178,3683897.015,24.28742067,67.7901535
6294,1,6294,2.945319625,332905.6178,3683897.015,24.20162156,67.8345337
6296,1,6296,2.719095624,332935.6178,3683897.015,24.10465957,68.069664
6298,1,6298,2.625383299,332965.6178,3683897.015,24.06263359,68.1315079
6300,1,6300,2.708191204,332995.6178,3683897.015,24.12139621,67.6124573
6302,1,6302,2.960689061,333025.6178,3683897.015,24.29045227,67.0850449
6305,1,6305,5.590977607,333265.6178,3683897.015,26.20322376,66.20504
6307,1,6307,5.694757049,333295.6178,3683897.015,26.28892029,66.509819
6309,1,6309,5.745271871,333325.6178,3683897.015,26.33546422,66.2633133
6311,1,6311,5.742952056,333355.6178,3683897.015,26.34297867,66.6467285
6313,1,6313,5.687249519,333385.6178,3683897.015,26.31100762,67.4088974
6315,1,6315,5.579199406,333415.6178,3683897.015,26.24031033,67.6569901
6317,1,6317,5.427600792,333445.6178,3683897.015,26.13723213,67.5384293
6319,1,6319,5.259775001,333475.6178,3683897.015,26.02128686,67.4673843
6321,1,6321,5.13044571,333505.6178,3683897.015,25.93129179,67.6169891
6323,1,6323,5.107312031,333535.6178,3683897.015,25.91484757,67.8803864
6325,1,6325,5.221778439,333565.6178,3683897.015,25.99327136,67.8775482
6327,1,6327,5.435780698,333595.6178,3683897.015,26.13842666,67.7951965
6329,1,6329,5.677476507,333625.6178,3683897.015,26.29846373,67.7066803
6331,1,6331,5.895813003,333655.6178,3683897.015,26.43645775,67.6470184
6333,1,6333,6.075002545,333685.6178,3683897.015,26.54036442,67.5856476
6335,1,6335,6.221207242,333715.6178,3683897.015,26.61348465,67.5737
6337,1,6337,6.347843274,333745.6178,3683897.015,26.66438267,67.5842361
6339,1,6339,6.46657804,333775.6178,3683897.015,26.70139974,67.5909882
6341,1,6341,6.582084419,333805.6178,3683897.015,26.73035189,67.5833282
6343,1,6343,6.689675157,333835.6178,3683897.015,26.75400907,67.6539993
6345,1,6345,6.778002629,333865.6178,3683897.015,26.77298853,67.6148758
6347,1,6347,6.838036365,333895.6178,3683897.015,26.78759061,67.4690628
6349,1,6349,6.872099897,333925.6178,3683897.015,26.79913887,67.565834
6351,1,6351,6.893349355,333955.6178,3683897.015,26.80973566,67.4447403
6353,1,6353,6.916799782,333985.6178,3683897.015,26.82131347,67.5619278
6355,1,6355,6.952047906,334015.6178,3683897.015,26.83528405,67.5686493
6357,1,6357,7.001984198,334045.6178,3683897.015,26.85260915,67.5197906
6359,1,6359,7.064142431,334075.6178,3683897.015,26.87350006,67.5501175
6361,1,6361,7.131413979,334105.6178,3683897.015,26.89671732,67.3010941
6363,1,6363,7.192684223,334135.6178,3683897.015,26.91940987,67.5672226
6365,1,6365,7.236260351,334165.6178,3683897.015,26.93848139,67.5421753
