POINT_Z,POINT_X,POINT_Y
67.3558884,333645.6178,3682687.015
67.3572693,333647.6178,3682687.015
67.3587112,333649.6178,3682687.015
67.3602295,333651.6178,3682687.015
67.5011749,333653.6178,3682687.015
67.5002136,333655.6178,3682687.015
67.499176,333657.6178,3682687.015
67.4980698,333659.6178,3682687.015
67.5772018,333593.6178,3682689.015
67.5761948,333595.6178,3682689.015
67.5751801,333597.6178,3682689.015
67.5741501,333599.6178,3682689.015
67.573143,333601.6178,3682689.015
67.5721588,333603.6178,3682689.015
67.5711288,333605.6178,3682689.015
67.9725952,333607.6178,3682689.015
68.2067261,333609.6178,3682689.015
68.2539978,333611.6178,3682689.015
67.8022842,333613.6178,3682689.015
67.5850983,333615.6178,3682689.015
67.487175,333617.6178,3682689.015
67.4476318,333619.6178,3682689.015
67.4423218,333621.6178,3682689.015
67.4521255,333623.6178,3682689.015
67.4540024,333625.6178,3682689.015
67.3480682,333641.6178,3682689.015
67.3501053,333643.6178,3682689.015
67.3539963,333645.6178,3682689.015
67.3563232,333647.6178,3682689.015
67.3588943,333649.6178,3682689.015
67.3610764,333651.6178,3682689.015
67.3626633,333653.6178,3682689.015
67.4990768,333655.6178,3682689.015
67.4980087,333657.6178,3682689.015
67.4968948,333659.6178,3682689.015
67.4957657,333661.6178,3682689.015
67.5787506,333591.6178,3682691.015
67.5777817,333593.6178,3682691.015
67.5767899,333595.6178,3682691.015
67.5757751,333597.6178,3682691.015
67.5747375,333599.6178,3682691.015
67.5737228,333601.6178,3682691.015
67.5728149,333603.6178,3682691.015
67.6619568,333605.6178,3682691.015
67.7702026,333607.6178,3682691.015
67.9540024,333609.6178,3682691.015
68.0256119,333611.6178,3682691.015
67.7941513,333613.6178,3682691.015
67.591362,333615.6178,3682691.015
67.4689102,333617.6178,3682691.015
67.4118423,333619.6178,3682691.015
67.3972473,333621.6178,3682691.015
67.3356857,333641.6178,3682691.015
67.3412933,333643.6178,3682691.015
67.3485794,333645.6178,3682691.015
67.3539963,333647.6178,3682691.015
67.3587723,333649.6178,3682691.015
67.3620377,333651.6178,3682691.015
67.3638611,333653.6178,3682691.015
67.3644714,333655.6178,3682691.015
67.4968338,333657.6178,3682691.015
67.4957047,333659.6178,3682691.015
67.4945679,333661.6178,3682691.015
67.5793228,333591.6178,3682693.015
67.5783768,333593.6178,3682693.015
67.5774155,333595.6178,3682693.015
67.5764084,333597.6178,3682693.015
67.5753174,333599.6178,3682693.015
67.5742188,333601.6178,3682693.015
67.5055923,333603.6178,3682693.015
67.519104,333605.6178,3682693.015
67.5540009,333607.6178,3682693.015
67.6831818,333609.6178,3682693.015
67.733429,333611.6178,3682693.015
67.628479,333613.6178,3682693.015
67.4950409,333615.6178,3682693.015
67.3977585,333617.6178,3682693.015
67.3476257,333619.6178,3682693.015
67.3265076,333643.6178,3682693.015
67.3408203,333645.6178,3682693.015
67.3539963,333647.6178,3682693.015
67.3586807,333649.6178,3682693.015
67.3627014,333651.6178,3682693.015
67.3647156,333653.6178,3682693.015
67.3649521,333655.6178,3682693.015
67.3643265,333657.6178,3682693.015
67.4944916,333659.6178,3682693.015
67.4933395,333661.6178,3682693.015
67.5808105,333589.6178,3682695.015
67.579895,333591.6178,3682695.015
67.5789795,333593.6178,3682695.015
67.5780716,333595.6178,3682695.015
67.5771332,333597.6178,3682695.015
67.4657822,333599.6178,3682695.015
67.4643402,333601.6178,3682695.015
67.4540024,333603.6178,3682695.015
67.4540024,333605.6178,3682695.015
67.4518051,333607.6178,3682695.015
67.4942169,333609.6178,3682695.015
67.5075607,333611.6178,3682695.015
67.4522018,333613.6178,3682695.015
67.3733139,333615.6178,3682695.015
67.3030777,333643.6178,3682695.015
67.3248825,333645.6178,3682695.015
67.3439102,333647.6178,3682695.015
67.3539963,333649.6178,3682695.015
67.3618317,333651.6178,3682695.015
67.3645859,333653.6178,3682695.015
67.3643646,333655.6178,3682695.015
67.3633881,333657.6178,3682695.015
67.3628311,333659.6178,3682695.015
67.4920578,333661.6178,3682695.015
67.4909058,333663.6178,3682695.015
67.4898987,333665.6178,3682695.015
67.582222,333587.6178,3682697.015
67.5813599,333589.6178,3682697.015
67.580452,333591.6178,3682697.015
67.5795364,333593.6178,3682697.015
67.5786972,333595.6178,3682697.015
67.4609299,333597.6178,3682697.015
67.4610825,333599.6178,3682697.015
67.4540024,333601.6178,3682697.015
67.4268875,333603.6178,3682697.015
67.4021835,333605.6178,3682697.015
67.3787842,333607.6178,3682697.015
67.3731461,333609.6178,3682697.015
67.3594666,333611.6178,3682697.015
67.3214264,333613.6178,3682697.015
67.2708206,333643.6178,3682697.015
67.3030701,333645.6178,3682697.015
67.3325882,333647.6178,3682697.015
67.3539963,333649.6178,3682697.015
67.3615417,333651.6178,3682697.015
67.3634872,333653.6178,3682697.015
67.362442,333655.6178,3682697.015
67.3614807,333657.6178,3682697.015
67.3615341,333659.6178,3682697.015
67.3626556,333661.6178,3682697.015
67.4895248,333663.6178,3682697.015
67.4886475,333665.6178,3682697.015
67.4877625,333667.6178,3682697.015
67.4868546,333669.6178,3682697.015
67.5835724,333585.6178,3682699.015
67.5827637,333587.6178,3682699.015
67.5819168,333589.6178,3682699.015
67.5809708,333591.6178,3682699.015
67.5799789,333593.6178,3682699.015
67.4509125,333595.6178,3682699.015
67.4569626,333597.6178,3682699.015
67.4540024,333599.6178,3682699.015
67.4374313,333601.6178,3682699.015
67.4045181,333603.6178,3682699.015
67.3670349,333605.6178,3682699.015
67.3304062,333607.6178,3682699.015
67.3016968,333609.6178,3682699.015
67.2741013,333611.6178,3682699.015
67.2748032,333645.6178,3682699.015
67.3135681,333647.6178,3682699.015
67.3400345,333649.6178,3682699.015
67.3539963,333651.6178,3682699.015
67.359108,333653.6178,3682699.015
67.3584824,333655.6178,3682699.015
67.3587036,333657.6178,3682699.015
67.3604889,333659.6178,3682699.015
67.3634415,333661.6178,3682699.015
67.4881439,333663.6178,3682699.015
67.4874573,333665.6178,3682699.015
67.4866562,333667.6178,3682699.015
67.4857941,333669.6178,3682699.015
67.4849014,333671.6178,3682699.015
67.4839783,333673.6178,3682699.015
67.584877,333583.6178,3682701.015
67.5840836,333585.6178,3682701.015
67.583313,333587.6178,3682701.015
67.5825195,333589.6178,3682701.015
67.4123383,333591.6178,3682701.015
67.4288101,333593.6178,3682701.015
67.4447632,333595.6178,3682701.015
67.4540024,333597.6178,3682701.015
67.4481735,333599.6178,3682701.015
67.4243011,333601.6178,3682701.015
67.3863602,333603.6178,3682701.015
67.3428574,333605.6178,3682701.015
67.2999115,333607.6178,3682701.015
67.2451782,333645.6178,3682701.015
67.2920532,333647.6178,3682701.015
67.3208389,333649.6178,3682701.015
67.3420181,333651.6178,3682701.015
67.3539963,333653.6178,3682701.015
67.3539963,333655.6178,3682701.015
67.3555984,333657.6178,3682701.015
67.3588104,333659.6178,3682701.015
67.3639679,333661.6178,3682701.015
67.3743744,333663.6178,3682701.015
67.4864807,333665.6178,3682701.015
67.4856644,333667.6178,3682701.015
67.4848099,333669.6178,3682701.015
67.4839325,333671.6178,3682701.015
67.4830322,333673.6178,3682701.015
67.4820938,333675.6178,3682701.015
67.5862198,333581.6178,3682703.015
67.5853729,333583.6178,3682703.015
67.5845566,333585.6178,3682703.015
67.5838394,333587.6178,3682703.015
67.3953476,333589.6178,3682703.015
67.4007492,333591.6178,3682703.015
67.4140091,333593.6178,3682703.015
67.4341049,333595.6178,3682703.015
67.4540024,333597.6178,3682703.015
67.4435349,333599.6178,3682703.015
67.4116516,333601.6178,3682703.015
67.3689041,333603.6178,3682703.015
67.3228226,333605.6178,3682703.015
67.2724991,333647.6178,3682703.015
67.2949753,333649.6178,3682703.015
67.324791,333651.6178,3682703.015
67.3539963,333653.6178,3682703.015
67.3561859,333655.6178,3682703.015
67.3539963,333657.6178,3682703.015
67.3539963,333659.6178,3682703.015
67.3626175,333661.6178,3682703.015
67.3799133,333663.6178,3682703.015
67.393158,333665.6178,3682703.015
67.4847412,333667.6178,3682703.015
67.4838867,333669.6178,3682703.015
67.4830093,333671.6178,3682703.015
67.4821167,333673.6178,3682703.015
67.4812088,333675.6178,3682703.015
67.587616,333579.6178,3682705.015
67.5867691,333581.6178,3682705.015
67.5858688,333583.6178,3682705.015
67.5849686,333585.6178,3682705.015
67.3909607,333587.6178,3682705.015
67.386116,333589.6178,3682705.015
67.3852615,333591.6178,3682705.015
67.3911972,333593.6178,3682705.015
67.4105072,333595.6178,3682705.015
67.4540024,333597.6178,3682705.015
67.431488,333599.6178,3682705.015
67.3920746,333601.6178,3682705.015
67.3470688,333603.6178,3682705.015
67.301712,333605.6178,3682705.015
67.2539978,333647.6178,3682705.015
67.2539978,333649.6178,3682705.015
67.2851105,333651.6178,3682705.015
67.3176727,333653.6178,3682705.015
67.3376083,333655.6178,3682705.015
67.3539963,333657.6178,3682705.015
67.3281555,333659.6178,3682705.015
67.3539963,333661.6178,3682705.015
67.387352,333663.6178,3682705.015
67.4027481,333665.6178,3682705.015
67.4053116,333667.6178,3682705.015
67.4829941,333669.6178,3682705.015
67.4821167,333671.6178,3682705.015
67.4812393,333673.6178,3682705.015
67.4803467,333675.6178,3682705.015
67.4794235,333677.6178,3682705.015
67.5882111,333579.6178,3682707.015
67.58741,333581.6178,3682707.015
67.3962936,333583.6178,3682707.015
67.3962479,333585.6178,3682707.015
67.3919754,333587.6178,3682707.015
67.3799438,333589.6178,3682707.015
67.3698044,333591.6178,3682707.015
67.3612137,333593.6178,3682707.015
67.3539963,333595.6178,3682707.015
67.3915024,333597.6178,3682707.015
67.3864441,333599.6178,3682707.015
67.3568039,333601.6178,3682707.015
67.3176804,333603.6178,3682707.015
67.2153854,333649.6178,3682707.015
67.2367706,333651.6178,3682707.015
67.2597961,333653.6178,3682707.015
67.2717056,333655.6178,3682707.015
67.2691345,333657.6178,3682707.015
67.2539978,333659.6178,3682707.015
67.3539963,333661.6178,3682707.015
67.3939514,333663.6178,3682707.015
67.4071045,333665.6178,3682707.015
67.4062653,333667.6178,3682707.015
67.3975296,333669.6178,3682707.015
67.4812469,333671.6178,3682707.015
67.4803696,333673.6178,3682707.015
67.4794922,333675.6178,3682707.015
67.4786148,333677.6178,3682707.015
67.5895233,333577.6178,3682709.015
67.5887833,333579.6178,3682709.015
67.4058914,333581.6178,3682709.015
67.3944626,333583.6178,3682709.015
67.4004974,333585.6178,3682709.015
67.398468,333587.6178,3682709.015
67.3767624,333589.6178,3682709.015
67.3637238,333591.6178,3682709.015
67.3587265,333593.6178,3682709.015
67.3539963,333595.6178,3682709.015
67.356926,333597.6178,3682709.015
67.3451996,333599.6178,3682709.015
67.3188629,333601.6178,3682709.015
67.1806488,333651.6178,3682709.015
67.1973495,333653.6178,3682709.015
67.2044907,333655.6178,3682709.015
67.2009201,333657.6178,3682709.015
67.2002182,333659.6178,3682709.015
67.2539978,333661.6178,3682709.015
67.3539963,333663.6178,3682709.015
67.3883362,333665.6178,3682709.015
67.3950882,333667.6178,3682709.015
67.3873749,333669.6178,3682709.015
67.3773193,333671.6178,3682709.015
67.4795074,333673.6178,3682709.015
67.4786453,333675.6178,3682709.015
67.4778214,333677.6178,3682709.015
67.476944,333679.6178,3682709.015
67.590889,333575.6178,3682711.015
67.5899734,333577.6178,3682711.015
67.5331497,333579.6178,3682711.015
67.4040756,333581.6178,3682711.015
67.3944931,333583.6178,3682711.015
67.4152679,333585.6178,3682711.015
67.4174347,333587.6178,3682711.015
67.3702545,333589.6178,3682711.015
67.3539963,333591.6178,3682711.015
67.3539963,333593.6178,3682711.015
67.3406906,333595.6178,3682711.015
67.3276825,333597.6178,3682711.015
67.3086166,333599.6178,3682711.015
67.1493607,333655.6178,3682711.015
67.1543808,333657.6178,3682711.015
67.1689148,333659.6178,3682711.015
67.2184906,333661.6178,3682711.015
67.301033,333663.6178,3682711.015
67.3539963,333665.6178,3682711.015
67.3752213,333667.6178,3682711.015
67.3712311,333669.6178,3682711.015
67.362709,333671.6178,3682711.015
67.359375,333673.6178,3682711.015
67.4777832,333675.6178,3682711.015
67.477066,333677.6178,3682711.015
67.4762497,333679.6178,3682711.015
67.4753265,333681.6178,3682711.015
67.5924759,333573.6178,3682713.015
67.6107101,333575.6178,3682713.015
67.6762161,333577.6178,3682713.015
67.6779251,333579.6178,3682713.015
67.4540024,333581.6178,3682713.015
67.4366379,333583.6178,3682713.015
67.4540024,333585.6178,3682713.015
67.4540024,333587.6178,3682713.015
67.3539963,333589.6178,3682713.015
67.3321075,333591.6178,3682713.015
67.3261261,333593.6178,3682713.015
67.3129425,333595.6178,3682713.015
67.2951126,333597.6178,3682713.015
67.140976,333659.6178,3682713.015
67.1872406,333661.6178,3682713.015
67.2570343,333663.6178,3682713.015
67.3172302,333665.6178,3682713.015
67.3539963,333667.6178,3682713.015
67.3539963,333669.6178,3682713.015
67.3450089,333671.6178,3682713.015
67.347496,333673.6178,3682713.015
67.4769363,333675.6178,3682713.015
67.476387,333677.6178,3682713.015
67.4756317,333679.6178,3682713.015
67.4747238,333681.6178,3682713.015
67.5940018,333571.6178,3682715.015
67.5130081,333573.6178,3682715.015
67.5549011,333575.6178,3682715.015
67.6632385,333577.6178,3682715.015
67.8539963,333579.6178,3682715.015
67.6504517,333581.6178,3682715.015
67.5385132,333583.6178,3682715.015
67.4892273,333585.6178,3682715.015
67.4457016,333587.6178,3682715.015
67.3668976,333589.6178,3682715.015
67.325264,333591.6178,3682715.015
67.3025208,333593.6178,3682715.015
67.2819366,333595.6178,3682715.015
67.2169952,333663.6178,3682715.015
67.2780609,333665.6178,3682715.015
67.3264694,333667.6178,3682715.015
67.3539963,333669.6178,3682715.015
67.3205566,333671.6178,3682715.015
67.3362045,333673.6178,3682715.015
67.3479309,333675.6178,3682715.015
67.4759445,333677.6178,3682715.015
67.4751129,333679.6178,3682715.015
67.474205,333681.6178,3682715.015
67.4731598,333683.6178,3682715.015
67.5951996,333569.6178,3682717.015
67.5948181,333571.6178,3682717.015
67.4553909,333573.6178,3682717.015
67.4420013,333575.6178,3682717.015
67.4540024,333577.6178,3682717.015
67.6476822,333579.6178,3682717.015
67.6221161,333581.6178,3682717.015
67.5527802,333583.6178,3682717.015
67.4912338,333585.6178,3682717.015
67.4315414,333587.6178,3682717.015
67.3641129,333589.6178,3682717.015
67.3139725,333591.6178,3682717.015
67.2781067,333593.6178,3682717.015
67.2660294,333667.6178,3682717.015
67.2751541,333669.6178,3682717.015
67.2539978,333671.6178,3682717.015
67.3290634,333673.6178,3682717.015
67.3458405,333675.6178,3682717.015
67.3496857,333677.6178,3682717.015
67.3547974,333679.6178,3682717.015
67.4737473,333681.6178,3682717.015
67.4726486,333683.6178,3682717.015
67.5958405,333569.6178,3682719.015
67.4578934,333571.6178,3682719.015
67.4540024,333573.6178,3682719.015
67.4292221,333575.6178,3682719.015
67.4395447,333577.6178,3682719.015
67.5373077,333579.6178,3682719.015
67.5553207,333581.6178,3682719.015
67.5211792,333583.6178,3682719.015
67.4685822,333585.6178,3682719.015
67.4092712,333587.6178,3682719.015
67.3475571,333589.6178,3682719.015
67.2939072,333591.6178,3682719.015
67.2490158,333593.6178,3682719.015
67.2539978,333671.6178,3682719.015
67.3539963,333673.6178,3682719.015
67.3333282,333675.6178,3682719.015
67.3312912,333677.6178,3682719.015
67.3510818,333679.6178,3682719.015
67.3628387,333681.6178,3682719.015
67.3656235,333683.6178,3682719.015
67.3648376,333685.6178,3682719.015
67.596756,333567.6178,3682721.015
67.5964584,333569.6178,3682721.015
67.4540024,333571.6178,3682721.015
67.4500504,333573.6178,3682721.015
67.4392014,333575.6178,3682721.015
67.4482727,333577.6178,3682721.015
67.4904861,333579.6178,3682721.015
67.503212,333581.6178,3682721.015
67.4803238,333583.6178,3682721.015
67.4357758,333585.6178,3682721.015
67.381012,333587.6178,3682721.015
67.3231964,333589.6178,3682721.015
67.2681656,333591.6178,3682721.015
67.2539978,333675.6178,3682721.015
67.2880859,333677.6178,3682721.015
67.3465805,333679.6178,3682721.015
67.3601685,333681.6178,3682721.015
67.3622589,333683.6178,3682721.015
67.3618774,333685.6178,3682721.015
67.361763,333687.6178,3682721.015
67.5975647,333565.6178,3682723.015
67.5973129,333567.6178,3682723.015
67.5970612,333569.6178,3682723.015
67.4540024,333571.6178,3682723.015
67.4487839,333573.6178,3682723.015
67.4443741,333575.6178,3682723.015
67.4492645,333577.6178,3682723.015
67.4636154,333579.6178,3682723.015
67.4632645,333581.6178,3682723.015
67.4403763,333583.6178,3682723.015
67.4000549,333585.6178,3682723.015
67.3500595,333587.6178,3682723.015
67.2963638,333589.6178,3682723.015
67.3539963,333679.6178,3682723.015
67.3539963,333681.6178,3682723.015
67.3539963,333683.6178,3682723.015
67.3540192,333685.6178,3682723.015
67.3539963,333687.6178,3682723.015
67.5982971,333563.6178,3682725.015
67.598053,333565.6178,3682725.015
67.5978165,333567.6178,3682725.015
67.3953323,333569.6178,3682725.015
67.4220276,333571.6178,3682725.015
67.4308014,333573.6178,3682725.015
67.4334183,333575.6178,3682725.015
67.4354782,333577.6178,3682725.015
67.4360657,333579.6178,3682725.015
67.4259186,333581.6178,3682725.015
67.4008713,333583.6178,3682725.015
67.3634262,333585.6178,3682725.015
67.3186264,333587.6178,3682725.015
67.3384247,333683.6178,3682725.015
67.3404007,333685.6178,3682725.015
67.3418198,333687.6178,3682725.015
67.3443146,333689.6178,3682725.015
67.5989761,333561.6178,3682727.015
67.5987396,333563.6178,3682727.015
67.5985184,333565.6178,3682727.015
67.5983047,333567.6178,3682727.015
67.3539963,333569.6178,3682727.015
67.3867493,333571.6178,3682727.015
67.4038239,333573.6178,3682727.015
67.410141,333575.6178,3682727.015
67.4097366,333577.6178,3682727.015
67.4029465,333579.6178,3682727.015
67.3869247,333581.6178,3682727.015
67.3606491,333583.6178,3682727.015
67.3262558,333585.6178,3682727.015
67.3281403,333689.6178,3682727.015
67.3359375,333691.6178,3682727.015
67.3470688,333693.6178,3682727.015
67.5996017,333559.6178,3682729.015
67.5993805,333561.6178,3682729.015
67.5991669,333563.6178,3682729.015
67.5989685,333565.6178,3682729.015
67.5987854,333567.6178,3682729.015
67.3539963,333569.6178,3682729.015
67.3704224,333571.6178,3682729.015
67.3810577,333573.6178,3682729.015
67.3836823,333575.6178,3682729.015
67.3786926,333577.6178,3682729.015
67.3663712,333579.6178,3682729.015
67.3464584,333581.6178,3682729.015
67.3197403,333583.6178,3682729.015
67.310112,333693.6178,3682729.015
67.2979279,333695.6178,3682729.015
67.2539978,333697.6178,3682729.015
67.2539978,333699.6178,3682729.015
67.3108521,333701.6178,3682729.015
67.3362808,333703.6178,3682729.015
67.6001892,333557.6178,3682731.015
67.599968,333559.6178,3682731.015
67.5997696,333561.6178,3682731.015
