POINT_Z,POINT_X,POINT_Y
67.3834686,334067.6178,3682797.015
67.4063873,334069.6178,3682797.015
67.4231491,334071.6178,3682797.015
67.4338379,334073.6178,3682797.015
67.4374542,334075.6178,3682797.015
67.4328537,334077.6178,3682797.015
67.4204178,334079.6178,3682797.015
67.4021072,334081.6178,3682797.015
67.380455,334083.6178,3682797.015
67.3578568,334085.6178,3682797.015
67.3364487,334087.6178,3682797.015
67.3183289,334089.6178,3682797.015
67.3050995,334091.6178,3682797.015
67.2954636,334093.6178,3682797.015
67.2884674,334095.6178,3682797.015
67.2835541,334097.6178,3682797.015
67.2804642,334099.6178,3682797.015
67.2792969,334101.6178,3682797.015
67.2806168,334103.6178,3682797.015
67.2854538,334105.6178,3682797.015
67.2949142,334107.6178,3682797.015
67.3092422,334109.6178,3682797.015
67.3270111,334111.6178,3682797.015
67.3452301,334113.6178,3682797.015
67.3600006,334115.6178,3682797.015
67.3684998,334117.6178,3682797.015
67.3715897,334119.6178,3682797.015
67.3709412,334121.6178,3682797.015
67.3661957,334123.6178,3682797.015
67.3549652,334125.6178,3682797.015
67.3366318,334127.6178,3682797.015
67.3166733,334129.6178,3682797.015
67.2992172,334131.6178,3682797.015
67.2860641,334133.6178,3682797.015
67.2774277,334135.6178,3682797.015
67.272583,334137.6178,3682797.015
67.2706299,334139.6178,3682797.015
67.0788269,334209.6178,3682797.015
67.0774918,334211.6178,3682797.015
67.0762253,334213.6178,3682797.015
67.0750351,334215.6178,3682797.015
67.0739212,334217.6178,3682797.015
67.0728683,334219.6178,3682797.015
67.0718536,334221.6178,3682797.015
67.0708771,334223.6178,3682797.015
67.0268326,334341.6178,3682797.015
67.0260239,334343.6178,3682797.015
67.0251999,334345.6178,3682797.015
67.024353,334347.6178,3682797.015
67.023468,334349.6178,3682797.015
67.0225372,334351.6178,3682797.015
67.0215759,334353.6178,3682797.015
67.0205841,334355.6178,3682797.015
67.0195618,334357.6178,3682797.015
67.0185471,334359.6178,3682797.015
67.0176163,334361.6178,3682797.015
66.7458496,334363.6178,3682797.015
66.7599411,334365.6178,3682797.015
66.7759323,334367.6178,3682797.015
66.7943344,334369.6178,3682797.015
66.8158646,334371.6178,3682797.015
66.8400803,334373.6178,3682797.015
66.8663559,334375.6178,3682797.015
66.8942108,334377.6178,3682797.015
66.9228058,334379.6178,3682797.015
66.9505539,334381.6178,3682797.015
66.4256134,334419.6178,3682797.015
66.3976364,334421.6178,3682797.015
66.3700943,334423.6178,3682797.015
66.342514,334425.6178,3682797.015
66.314888,334427.6178,3682797.015
66.2879333,334429.6178,3682797.015
66.9341736,334431.6178,3682797.015
66.9326935,334433.6178,3682797.015
66.9314117,334435.6178,3682797.015
66.9302063,334437.6178,3682797.015
66.929039,334439.6178,3682797.015
67.6058121,333525.6178,3682799.015
67.6057434,333527.6178,3682799.015
67.60569,333529.6178,3682799.015
67.6056366,333531.6178,3682799.015
67.6056061,333533.6178,3682799.015
67.6055832,333535.6178,3682799.015
67.6055679,333537.6178,3682799.015
67.6055603,333539.6178,3682799.015
67.2637787,333541.6178,3682799.015
67.2670822,333543.6178,3682799.015
67.2675552,333545.6178,3682799.015
67.2972717,333863.6178,3682799.015
67.2944565,333865.6178,3682799.015
67.274826,333867.6178,3682799.015
67.2786942,333869.6178,3682799.015
67.291832,333871.6178,3682799.015
67.3045502,333873.6178,3682799.015
67.3127747,333875.6178,3682799.015
67.316597,333877.6178,3682799.015
67.3178253,333879.6178,3682799.015
67.3180542,333881.6178,3682799.015
67.3183975,333883.6178,3682799.015
67.3193817,333885.6178,3682799.015
67.3210983,333887.6178,3682799.015
67.3236389,333889.6178,3682799.015
67.3268509,333891.6178,3682799.015
67.3312988,333893.6178,3682799.015
67.3357086,333895.6178,3682799.015
67.3398209,333897.6178,3682799.015
67.2866287,333899.6178,3682799.015
67.2853775,333901.6178,3682799.015
67.2841339,333903.6178,3682799.015
67.2829208,333905.6178,3682799.015
67.281723,333907.6178,3682799.015
67.2805481,333909.6178,3682799.015
67.2793884,333911.6178,3682799.015
67.2782593,333913.6178,3682799.015
67.2771378,333915.6178,3682799.015
67.2760391,333917.6178,3682799.015
67.2749481,333919.6178,3682799.015
67.2738647,333921.6178,3682799.015
67.2727966,333923.6178,3682799.015
67.2717361,333925.6178,3682799.015
67.2706757,333927.6178,3682799.015
67.2696152,333929.6178,3682799.015
67.2685623,333931.6178,3682799.015
67.2675095,333933.6178,3682799.015
67.266449,333935.6178,3682799.015
67.2653809,333937.6178,3682799.015
67.2643051,333939.6178,3682799.015
67.2632141,333941.6178,3682799.015
67.2621155,333943.6178,3682799.015
67.260994,333945.6178,3682799.015
67.2598572,333947.6178,3682799.015
67.2586823,333949.6178,3682799.015
67.2574692,333951.6178,3682799.015
67.2562027,333953.6178,3682799.015
67.2548752,333955.6178,3682799.015
67.2534943,333957.6178,3682799.015
67.2520676,333959.6178,3682799.015
67.250618,333961.6178,3682799.015
67.2491531,333963.6178,3682799.015
67.2476807,333965.6178,3682799.015
67.2462006,333967.6178,3682799.015
67.2447205,333969.6178,3682799.015
67.2432556,333971.6178,3682799.015
67.241806,333973.6178,3682799.015
67.240387,333975.6178,3682799.015
67.2389984,333977.6178,3682799.015
67.2376099,333979.6178,3682799.015
67.2362061,333981.6178,3682799.015
67.2348022,333983.6178,3682799.015
67.233429,333985.6178,3682799.015
67.2320938,333987.6178,3682799.015
67.2307968,333989.6178,3682799.015
67.229538,333991.6178,3682799.015
67.2283173,333993.6178,3682799.015
67.2271118,333995.6178,3682799.015
67.2259216,333997.6178,3682799.015
67.2247314,333999.6178,3682799.015
67.223526,334001.6178,3682799.015
67.2222748,334003.6178,3682799.015
67.2209015,334005.6178,3682799.015
67.2195053,334007.6178,3682799.015
67.2181244,334009.6178,3682799.015
67.2167816,334011.6178,3682799.015
67.215477,334013.6178,3682799.015
67.2142181,334015.6178,3682799.015
67.2129974,334017.6178,3682799.015
67.2118301,334019.6178,3682799.015
67.210701,334021.6178,3682799.015
67.2096405,334023.6178,3682799.015
67.2086334,334025.6178,3682799.015
67.2076874,334027.6178,3682799.015
67.2067719,334029.6178,3682799.015
67.3223724,334031.6178,3682799.015
67.3097382,334033.6178,3682799.015
67.2964859,334035.6178,3682799.015
67.2824936,334037.6178,3682799.015
67.2683182,334039.6178,3682799.015
67.2547607,334041.6178,3682799.015
67.2426224,334043.6178,3682799.015
67.2325363,334045.6178,3682799.015
67.224968,334047.6178,3682799.015
67.2203064,334049.6178,3682799.015
67.2190094,334051.6178,3682799.015
67.2219849,334053.6178,3682799.015
67.231575,334055.6178,3682799.015
67.2449265,334057.6178,3682799.015
67.2620087,334059.6178,3682799.015
67.2833252,334061.6178,3682799.015
67.309082,334063.6178,3682799.015
67.3381653,334065.6178,3682799.015
67.3676834,334067.6178,3682799.015
67.3939133,334069.6178,3682799.015
67.4137421,334071.6178,3682799.015
67.4254761,334073.6178,3682799.015
67.4287567,334075.6178,3682799.015
67.4228516,334077.6178,3682799.015
67.408432,334079.6178,3682799.015
67.3884048,334081.6178,3682799.015
67.3659821,334083.6178,3682799.015
67.3435669,334085.6178,3682799.015
67.3227844,334087.6178,3682799.015
67.3047867,334089.6178,3682799.015
67.2901993,334091.6178,3682799.015
67.2786713,334093.6178,3682799.015
67.2697449,334095.6178,3682799.015
67.2630692,334097.6178,3682799.015
67.2585144,334099.6178,3682799.015
67.2563019,334101.6178,3682799.015
67.2572174,334103.6178,3682799.015
67.262558,334105.6178,3682799.015
67.2737656,334107.6178,3682799.015
67.2914352,334109.6178,3682799.015
67.3142624,334111.6178,3682799.015
67.3383179,334113.6178,3682799.015
67.3575287,334115.6178,3682799.015
67.3665695,334117.6178,3682799.015
67.3690567,334119.6178,3682799.015
67.3693314,334121.6178,3682799.015
67.0766983,334211.6178,3682799.015
67.0754318,334213.6178,3682799.015
67.0742569,334215.6178,3682799.015
67.0731583,334217.6178,3682799.015
67.0721283,334219.6178,3682799.015
67.0711441,334221.6178,3682799.015
67.0701981,334223.6178,3682799.015
67.0692749,334225.6178,3682799.015
67.0280457,334339.6178,3682799.015
67.0272751,334341.6178,3682799.015
67.0264969,334343.6178,3682799.015
67.0257111,334345.6178,3682799.015
67.0248871,334347.6178,3682799.015
67.0240173,334349.6178,3682799.015
67.0230942,334351.6178,3682799.015
67.0221329,334353.6178,3682799.015
67.0211563,334355.6178,3682799.015
67.0200882,334357.6178,3682799.015
67.0190048,334359.6178,3682799.015
66.7318115,334361.6178,3682799.015
66.7372818,334363.6178,3682799.015
66.7475586,334365.6178,3682799.015
66.7609863,334367.6178,3682799.015
66.7776031,334369.6178,3682799.015
66.7975693,334371.6178,3682799.015
66.8208389,334373.6178,3682799.015
66.8472595,334375.6178,3682799.015
66.8766785,334377.6178,3682799.015
66.3687057,334421.6178,3682799.015
66.3396835,334423.6178,3682799.015
66.3109283,334425.6178,3682799.015
66.2825851,334427.6178,3682799.015
66.2556458,334429.6178,3682799.015
66.2324371,334431.6178,3682799.015
66.9308472,334433.6178,3682799.015
66.9297333,334435.6178,3682799.015
66.928627,334437.6178,3682799.015
66.9275208,334439.6178,3682799.015
66.9264221,334441.6178,3682799.015
67.6057358,333525.6178,3682801.015
67.6056747,333527.6178,3682801.015
67.6056213,333529.6178,3682801.015
67.6055832,333531.6178,3682801.015
67.6055527,333533.6178,3682801.015
67.6055374,333535.6178,3682801.015
67.6055222,333537.6178,3682801.015
67.2425919,333539.6178,3682801.015
67.2437134,333541.6178,3682801.015
67.246994,333543.6178,3682801.015
67.2539978,333545.6178,3682801.015
67.2539978,333867.6178,3682801.015
67.260498,333869.6178,3682801.015
67.2775345,333871.6178,3682801.015
67.2926483,333873.6178,3682801.015
67.3016663,333875.6178,3682801.015
67.3057251,333877.6178,3682801.015
67.3076324,333879.6178,3682801.015
67.3089218,333881.6178,3682801.015
67.3107376,333883.6178,3682801.015
67.3132706,333885.6178,3682801.015
67.316391,333887.6178,3682801.015
67.3200378,333889.6178,3682801.015
67.324173,333891.6178,3682801.015
67.3288651,333893.6178,3682801.015
67.3338013,333895.6178,3682801.015
67.3390961,333897.6178,3682801.015
67.3459625,333899.6178,3682801.015
67.3534241,333901.6178,3682801.015
67.2837448,333903.6178,3682801.015
67.2825394,333905.6178,3682801.015
67.2813568,333907.6178,3682801.015
67.2801971,333909.6178,3682801.015
67.2790604,333911.6178,3682801.015
67.2779465,333913.6178,3682801.015
67.2768478,333915.6178,3682801.015
67.2757645,333917.6178,3682801.015
67.2746964,333919.6178,3682801.015
67.2736359,333921.6178,3682801.015
67.272583,333923.6178,3682801.015
67.2715454,333925.6178,3682801.015
67.2705078,333927.6178,3682801.015
67.2694702,333929.6178,3682801.015
67.2684326,333931.6178,3682801.015
67.2674026,333933.6178,3682801.015
67.2663651,333935.6178,3682801.015
67.2653198,333937.6178,3682801.015
67.264267,333939.6178,3682801.015
67.2631989,333941.6178,3682801.015
67.2621231,333943.6178,3682801.015
67.2610321,333945.6178,3682801.015
67.2599182,333947.6178,3682801.015
67.2587738,333949.6178,3682801.015
67.2575912,333951.6178,3682801.015
67.2563324,333953.6178,3682801.015
67.2549973,333955.6178,3682801.015
67.2535858,333957.6178,3682801.015
67.2521286,333959.6178,3682801.015
67.2506561,333961.6178,3682801.015
67.2491684,333963.6178,3682801.015
67.247673,333965.6178,3682801.015
67.2461777,333967.6178,3682801.015
67.2446899,333969.6178,3682801.015
67.2432251,333971.6178,3682801.015
67.2417908,333973.6178,3682801.015
67.2404022,333975.6178,3682801.015
67.2390518,333977.6178,3682801.015
67.2377014,333979.6178,3682801.015
67.2362518,333981.6178,3682801.015
67.2348099,333983.6178,3682801.015
67.2334137,333985.6178,3682801.015
67.2320633,333987.6178,3682801.015
67.2307816,333989.6178,3682801.015
67.229538,333991.6178,3682801.015
67.2283325,333993.6178,3682801.015
67.2271652,333995.6178,3682801.015
67.2260056,333997.6178,3682801.015
67.2248611,333999.6178,3682801.015
67.2237015,334001.6178,3682801.015
67.2225342,334003.6178,3682801.015
67.3482361,334005.6178,3682801.015
67.363739,334007.6178,3682801.015
67.3793259,334009.6178,3682801.015
67.3939743,334011.6178,3682801.015
67.4067535,334013.6178,3682801.015
67.4168015,334015.6178,3682801.015
67.4231567,334017.6178,3682801.015
67.4244995,334019.6178,3682801.015
67.4193115,334021.6178,3682801.015
67.4068375,334023.6178,3682801.015
67.3881607,334025.6178,3682801.015
67.3657455,334027.6178,3682801.015
67.3421402,334029.6178,3682801.015
67.3195724,334031.6178,3682801.015
67.3024826,334033.6178,3682801.015
67.2867355,334035.6178,3682801.015
67.2713394,334037.6178,3682801.015
67.2565308,334039.6178,3682801.015
67.2429199,334041.6178,3682801.015
67.231102,334043.6178,3682801.015
67.2215424,334045.6178,3682801.015
67.2145386,334047.6178,3682801.015
67.2103424,334049.6178,3682801.015
67.2092361,334051.6178,3682801.015
67.2117233,334053.6178,3682801.015
67.2184219,334055.6178,3682801.015
67.2285538,334057.6178,3682801.015
67.2424545,334059.6178,3682801.015
67.2613525,334061.6178,3682801.015
67.2864151,334063.6178,3682801.015
67.3171234,334065.6178,3682801.015
67.3498306,334067.6178,3682801.015
67.379425,334069.6178,3682801.015
67.4014969,334071.6178,3682801.015
67.4138489,334073.6178,3682801.015
67.4172134,334075.6178,3682801.015
67.4099121,334077.6178,3682801.015
67.3923645,334079.6178,3682801.015
67.3697128,334081.6178,3682801.015
67.3463516,334083.6178,3682801.015
67.3245392,334085.6178,3682801.015
67.3048782,334087.6178,3682801.015
67.2875061,334089.6178,3682801.015
67.2725296,334091.6178,3682801.015
67.2599258,334093.6178,3682801.015
67.2496567,334095.6178,3682801.015
67.2416153,334097.6178,3682801.015
67.2358093,334099.6178,3682801.015
67.2325668,334101.6178,3682801.015
67.2328415,334103.6178,3682801.015
67.2383041,334105.6178,3682801.015
67.0746307,334213.6178,3682801.015
67.0734558,334215.6178,3682801.015
67.0723877,334217.6178,3682801.015
67.0713806,334219.6178,3682801.015
67.0704269,334221.6178,3682801.015
67.0695038,334223.6178,3682801.015
67.0686111,334225.6178,3682801.015
67.0677261,334227.6178,3682801.015
67.066864,334229.6178,3682801.015
67.0284729,334339.6178,3682801.015
67.0277328,334341.6178,3682801.015
67.0269928,334343.6178,3682801.015
67.0262299,334345.6178,3682801.015
67.0254364,334347.6178,3682801.015
67.0245743,334349.6178,3682801.015
67.0236511,334351.6178,3682801.015
67.0226898,334353.6178,3682801.015
67.0217819,334355.6178,3682801.015
66.7281799,334357.6178,3682801.015
66.7251358,334359.6178,3682801.015
66.7243881,334361.6178,3682801.015
66.7274933,334363.6178,3682801.015
66.7344513,334365.6178,3682801.015
66.7448349,334367.6178,3682801.015
66.7587204,334369.6178,3682801.015
66.7762604,334371.6178,3682801.015
66.7975998,334373.6178,3682801.015
66.822998,334375.6178,3682801.015
66.852829,334377.6178,3682801.015
66.3368301,334421.6178,3682801.015
66.3057556,334423.6178,3682801.015
66.2750168,334425.6178,3682801.015
66.244606,334427.6178,3682801.015
66.2146683,334429.6178,3682801.015
66.1852646,334431.6178,3682801.015
66.9290085,334433.6178,3682801.015
66.9281311,334435.6178,3682801.015
66.9271088,334437.6178,3682801.015
66.9260406,334439.6178,3682801.015
66.9249649,334441.6178,3682801.015
66.9238815,334443.6178,3682801.015
67.6057205,333523.6178,3682803.015
67.6056519,333525.6178,3682803.015
67.6055984,333527.6178,3682803.015
67.6055527,333529.6178,3682803.015
67.6055222,333531.6178,3682803.015
67.6054993,333533.6178,3682803.015
67.605484,333535.6178,3682803.015
67.6054764,333537.6178,3682803.015
67.2321854,333539.6178,3682803.015
67.2214279,333541.6178,3682803.015
67.2071457,333543.6178,3682803.015
67.2683563,333871.6178,3682803.015
67.2827225,333873.6178,3682803.015
67.2897568,333875.6178,3682803.015
67.2922134,333877.6178,3682803.015
67.2945404,333879.6178,3682803.015
67.2968903,333881.6178,3682803.015
67.3005524,333883.6178,3682803.015
67.3050156,333885.6178,3682803.015
67.3097,333887.6178,3682803.015
67.3145447,333889.6178,3682803.015
67.3196259,333891.6178,3682803.015
67.3249664,333893.6178,3682803.015
67.3305664,333895.6178,3682803.015
67.336731,333897.6178,3682803.015
67.3441772,333899.6178,3682803.015
67.3532486,333901.6178,3682803.015
67.3650894,333903.6178,3682803.015
67.3776398,333905.6178,3682803.015
67.2809906,333907.6178,3682803.015
67.2798462,333909.6178,3682803.015
67.2787247,333911.6178,3682803.015
67.2776337,333913.6178,3682803.015
67.2765579,333915.6178,3682803.015
67.2754974,333917.6178,3682803.015
67.2744446,333919.6178,3682803.015
67.273407,333921.6178,3682803.015
67.272377,333923.6178,3682803.015
67.2713547,333925.6178,3682803.015
67.27034,333927.6178,3682803.015
67.2693253,333929.6178,3682803.015
67.2683105,333931.6178,3682803.015
67.2672958,333933.6178,3682803.015
67.2662811,333935.6178,3682803.015
67.2652588,333937.6178,3682803.015
67.2642288,333939.6178,3682803.015
67.2631912,333941.6178,3682803.015
67.262146,333943.6178,3682803.015
67.2610855,333945.6178,3682803.015
67.2600021,333947.6178,3682803.015
67.2588882,333949.6178,3682803.015
67.2577362,333951.6178,3682803.015
67.2565155,333953.6178,3682803.015
67.2551422,333955.6178,3682803.015
67.2536926,333957.6178,3682803.015
67.2522049,333959.6178,3682803.015
67.2507019,333961.6178,3682803.015
67.2491913,333963.6178,3682803.015
67.247673,333965.6178,3682803.015
67.24617,333967.6178,3682803.015
67.2446747,333969.6178,3682803.015
67.2432175,333971.6178,3682803.015
67.2418137,333973.6178,3682803.015
67.2404633,333975.6178,3682803.015
67.2391815,333977.6178,3682803.015
67.2379379,333979.6178,3682803.015
67.3766785,333981.6178,3682803.015
67.3727417,333983.6178,3682803.015
67.3674774,333985.6178,3682803.015
67.360733,333987.6178,3682803.015
67.3530502,333989.6178,3682803.015
67.345253,333991.6178,3682803.015
67.3382034,333993.6178,3682803.015
67.3325729,333995.6178,3682803.015
67.3288422,333997.6178,3682803.015
67.327301,333999.6178,3682803.015
67.3280945,334001.6178,3682803.015
67.3314056,334003.6178,3682803.015
67.3378372,334005.6178,3682803.015
67.3496628,334007.6178,3682803.015
67.3629684,334009.6178,3682803.015
67.3761368,334011.6178,3682803.015
67.3882751,334013.6178,3682803.015
67.3986816,334015.6178,3682803.015
67.4064331,334017.6178,3682803.015
67.4098129,334019.6178,3682803.015
67.4061127,334021.6178,3682803.015
67.3936081,334023.6178,3682803.015
67.3740082,334025.6178,3682803.015
67.3514862,334027.6178,3682803.015
67.3296738,334029.6178,3682803.015
67.3098373,334031.6178,3682803.015
67.292038,334033.6178,3682803.015
67.2750626,334035.6178,3682803.015
67.2587891,334037.6178,3682803.015
67.2436829,334039.6178,3682803.015
67.2302933,334041.6178,3682803.015
67.2190247,334043.6178,3682803.015
67.2101746,334045.6178,3682803.015
67.2038727,334047.6178,3682803.015
67.2001877,334049.6178,3682803.015
67.1991196,334051.6178,3682803.015
67.2006531,334053.6178,3682803.015
67.2047119,334055.6178,3682803.015
67.2110825,334057.6178,3682803.015
67.2205811,334059.6178,3682803.015
67.2355042,334061.6178,3682803.015
67.2588959,334063.6178,3682803.015
67.2917175,334065.6178,3682803.015
67.3287277,334067.6178,3682803.015
67.3624268,334069.6178,3682803.015
67.3866043,334071.6178,3682803.015
67.3983078,334073.6178,3682803.015
67.4025192,334075.6178,3682803.015
67.393631,334077.6178,3682803.015
67.3702011,334079.6178,3682803.015
67.3432388,334081.6178,3682803.015
67.3189697,334083.6178,3682803.015
67.2989044,334085.6178,3682803.015
67.0726395,334215.6178,3682803.015
67.0715942,334217.6178,3682803.015
67.0706253,334219.6178,3682803.015
67.0697021,334221.6178,3682803.015
67.0688095,334223.6178,3682803.015
67.0679398,334225.6178,3682803.015
67.0670853,334227.6178,3682803.015
67.066246,334229.6178,3682803.015
67.0654221,334231.6178,3682803.015
67.030365,334335.6178,3682803.015
67.0296402,334337.6178,3682803.015
67.028923,334339.6178,3682803.015
67.0282059,334341.6178,3682803.015
67.0274963,334343.6178,3682803.015
67.0267639,334345.6178,3682803.015
67.026001,334347.6178,3682803.015
67.0251541,334349.6178,3682803.015
67.0241776,334351.6178,3682803.015
67.0231476,334353.6178,3682803.015
66.7366028,334355.6178,3682803.015
66.7272339,334357.6178,3682803.015
66.7210388,334359.6178,3682803.015
66.7174377,334361.6178,3682803.015
66.7172165,334363.6178,3682803.015
66.7204742,334365.6178,3682803.015
66.7271881,334367.6178,3682803.015
66.7375031,334369.6178,3682803.015
66.7515945,334371.6178,3682803.015
66.7697372,334373.6178,3682803.015
66.7924347,334375.6178,3682803.015
66.82061,334377.6178,3682803.015
66.855423,334379.6178,3682803.015
66.2690277,334423.6178,3682803.015
66.235733,334425.6178,3682803.015
66.2027893,334427.6178,3682803.015
66.1700058,334429.6178,3682803.015
66.1367416,334431.6178,3682803.015
66.1005478,334433.6178,3682803.015
66.9267654,334435.6178,3682803.015
66.9256897,334437.6178,3682803.015
66.9245911,334439.6178,3682803.015
66.9235153,334441.6178,3682803.015
66.9224472,334443.6178,3682803.015
66.9213791,334445.6178,3682803.015
67.6056213,333523.6178,3682805.015
67.6055603,333525.6178,3682805.015
67.6055145,333527.6178,3682805.015
67.6054764,333529.6178,3682805.015
67.6054535,333531.6178,3682805.015
67.6054382,333533.6178,3682805.015
67.6054306,333535.6178,3682805.015
67.6054306,333537.6178,3682805.015
67.2324829,333539.6178,3682805.015
67.215889,333541.6178,3682805.015
67.1911469,333543.6178,3682805.015
67.2753067,333875.6178,3682805.015
67.2751236,333877.6178,3682805.015
67.2790909,333879.6178,3682805.015
67.2824173,333881.6178,3682805.015
67.2884293,333883.6178,3682805.015
67.2950363,333885.6178,3682805.015
67.301178,333887.6178,3682805.015
67.3071365,333889.6178,3682805.015
67.313179,333891.6178,3682805.015
67.3192368,333893.6178,3682805.015
67.3253098,333895.6178,3682805.015
67.3319778,333897.6178,3682805.015
67.3402252,333899.6178,3682805.015
67.3508835,333901.6178,3682805.015
67.3643188,333903.6178,3682805.015
67.3792877,333905.6178,3682805.015
67.3953705,333907.6178,3682805.015
67.4101639,333909.6178,3682805.015
67.278389,333911.6178,3682805.015
67.2773209,333913.6178,3682805.015
67.276268,333915.6178,3682805.015
67.2752304,333917.6178,3682805.015
67.2742004,333919.6178,3682805.015
67.2731857,333921.6178,3682805.015
67.272171,333923.6178,3682805.015
67.2711716,333925.6178,3682805.015
67.2701721,333927.6178,3682805.015
67.2691803,333929.6178,3682805.015
67.2681885,333931.6178,3682805.015
67.2671967,333933.6178,3682805.015
67.2662048,333935.6178,3682805.015
67.2652054,333937.6178,3682805.015
67.2641983,333939.6178,3682805.015
67.2631912,333941.6178,3682805.015
67.2621689,333943.6178,3682805.015
67.2611389,333945.6178,3682805.015
67.2600937,333947.6178,3682805.015
67.2590179,333949.6178,3682805.015
67.2579117,333951.6178,3682805.015
67.2567749,333953.6178,3682805.015
67.3681107,333955.6178,3682805.015
67.3671494,333957.6178,3682805.015
67.3676682,333959.6178,3682805.015
67.3701019,333961.6178,3682805.015
67.3745728,333963.6178,3682805.015
67.3808517,333965.6178,3682805.015
67.3880768,333967.6178,3682805.015
67.3946457,333969.6178,3682805.015
67.3987885,333971.6178,3682805.015
67.3994751,333973.6178,3682805.015
67.3968048,333975.6178,3682805.015
67.3910828,333977.6178,3682805.015
67.3826752,333979.6178,3682805.015
67.372757,333981.6178,3682805.015
67.3652344,333983.6178,3682805.015
67.3575058,333985.6178,3682805.015
67.3490067,333987.6178,3682805.015
67.3401108,333989.6178,3682805.015
67.3315506,333991.6178,3682805.015
67.3240509,333993.6178,3682805.015
67.3182144,333995.6178,3682805.015
67.3144379,333997.6178,3682805.015
67.3129883,333999.6178,3682805.015
67.3139954,334001.6178,3682805.015
67.317627,334003.6178,3682805.015
67.3242111,334005.6178,3682805.015
67.3339233,334007.6178,3682805.015
67.3451614,334009.6178,3682805.015
67.3568268,334011.6178,3682805.015
67.3682861,334013.6178,3682805.015
67.3791428,334015.6178,3682805.015
67.3887863,334017.6178,3682805.015
67.3953552,334019.6178,3682805.015
67.3940201,334021.6178,3682805.015
67.3807526,334023.6178,3682805.015
67.3584213,334025.6178,3682805.015
67.3344193,334027.6178,3682805.015
67.3141403,334029.6178,3682805.015
67.2964325,334031.6178,3682805.015
67.2787628,334033.6178,3682805.015
67.2610245,334035.6178,3682805.015
67.2441635,334037.6178,3682805.015
67.2290421,334039.6178,3682805.015
67.216156,334041.6178,3682805.015
67.2057495,334043.6178,3682805.015
67.1978912,334045.6178,3682805.015
67.1925659,334047.6178,3682805.015
67.1896057,334049.6178,3682805.015
67.1886902,334051.6178,3682805.015
67.1893158,334053.6178,3682805.015
67.1908951,334055.6178,3682805.015
67.1930771,334057.6178,3682805.015
67.1968536,334059.6178,3682805.015
67.2056427,334061.6178,3682805.015
67.2255478,334063.6178,3682805.015
67.2614746,334065.6178,3682805.015
67.0707779,334217.6178,3682805.015
67.0698471,334219.6178,3682805.015
67.0689621,334221.6178,3682805.015
67.0681076,334223.6178,3682805.015
67.0672607,334225.6178,3682805.015
67.0664291,334227.6178,3682805.015
67.0656128,334229.6178,3682805.015
67.0648193,334231.6178,3682805.015
67.030777,334335.6178,3682805.015
67.0300674,334337.6178,3682805.015
67.0293808,334339.6178,3682805.015
67.0286942,334341.6178,3682805.015
67.0280151,334343.6178,3682805.015
67.0273209,334345.6178,3682805.015
67.0265884,334347.6178,3682805.015
67.025795,334349.6178,3682805.015
66.7754211,334351.6178,3682805.015
66.7568359,334353.6178,3682805.015
66.740097,334355.6178,3682805.015
66.7272568,334357.6178,3682805.015
66.7175293,334359.6178,3682805.015
66.7105408,334361.6178,3682805.015
66.7065811,334363.6178,3682805.015
66.7057953,334365.6178,3682805.015
66.7082977,334367.6178,3682805.015
66.7142563,334369.6178,3682805.015
66.7239075,334371.6178,3682805.015
66.7375641,334373.6178,3682805.015
66.755722,334375.6178,3682805.015
66.7792892,334377.6178,3682805.015
66.8106689,334379.6178,3682805.015
66.1944275,334425.6178,3682805.015
66.1590042,334427.6178,3682805.015
66.1242752,334429.6178,3682805.015
66.0900497,334431.6178,3682805.015
66.0562057,334433.6178,3682805.015
66.0252228,334435.6178,3682805.015
66.9242706,334437.6178,3682805.015
66.923111,334439.6178,3682805.015
66.9220581,334441.6178,3682805.015
66.9210129,334443.6178,3682805.015
66.9199524,334445.6178,3682805.015
67.6055069,333523.6178,3682807.015
67.6054535,333525.6178,3682807.015
67.6054153,333527.6178,3682807.015
67.6053848,333529.6178,3682807.015
67.6053696,333531.6178,3682807.015
67.6053619,333533.6178,3682807.015
67.6053543,333535.6178,3682807.015
67.2608261,333537.6178,3682807.015
67.2484589,333539.6178,3682807.015
67.2391129,333541.6178,3682807.015
67.2638245,333879.6178,3682807.015
67.2669525,333881.6178,3682807.015
67.2758484,333883.6178,3682807.015
67.2840652,333885.6178,3682807.015
67.2907562,333887.6178,3682807.015
67.2974701,333889.6178,3682807.015
67.3046112,333891.6178,3682807.015
67.3114777,333893.6178,3682807.015
67.3176117,333895.6178,3682807.015
67.3240585,333897.6178,3682807.015
67.3325119,333899.6178,3682807.015
67.3446045,333901.6178,3682807.015
67.360817,333903.6178,3682807.015
67.378952,333905.6178,3682807.015
67.3965454,333907.6178,3682807.015
67.4124603,333909.6178,3682807.015
67.4279556,333911.6178,3682807.015
67.4412994,333913.6178,3682807.015
67.452713,333915.6178,3682807.015
67.4622574,333917.6178,3682807.015
67.469429,333919.6178,3682807.015
67.4732971,333921.6178,3682807.015
67.4731445,333923.6178,3682807.015
67.4687119,333925.6178,3682807.015
67.4601059,333927.6178,3682807.015
67.4480362,333929.6178,3682807.015
67.4340057,333931.6178,3682807.015
67.4199295,333933.6178,3682807.015
67.4076157,333935.6178,3682807.015
67.3984299,333937.6178,3682807.015
