"","year","doy","decimal.time","Cypress","Gauge","Intake"
"1",2019,"127",12,68.43112,NA,NA
"2",2019,"127",12.5,68.43312,NA,NA
"3",2019,"127",13,68.42912,68.42721,NA
"4",2019,"127",13.5,68.42912,68.42721,NA
"5",2019,"127",14,68.42812,68.42721,NA
"6",2019,"127",14.5,68.43112,68.42721,NA
"7",2019,"127",15,68.43212,68.42721,NA
"8",2019,"127",15.5,68.42912,68.42721,NA
"9",2019,"127",16,68.43212,68.42721,NA
"10",2019,"127",16.5,68.43112,68.42621,NA
"11",2019,"127",17,68.43012,68.42721,NA
"12",2019,"127",17.5,68.42812,68.42621,NA
"13",2019,"127",18,68.42812,68.42621,NA
"14",2019,"127",18.5,68.42912,68.42721,NA
"15",2019,"127",19,68.42812,68.42421,NA
"16",2019,"127",19.5,68.42712,68.42521,NA
"17",2019,"127",20,68.43012,68.42921,NA
"18",2019,"127",20.5,68.43212,68.43021,NA
"19",2019,"127",21,68.43112,68.42821,NA
"20",2019,"127",21.5,68.43312,68.42821,NA
"21",2019,"127",22,68.43212,68.42921,NA
"22",2019,"127",22.5,68.43212,68.42921,NA
"23",2019,"127",23,68.43112,68.43021,NA
"24",2019,"127",23.5,68.43212,68.42921,NA
"25",2019,"128",0,68.43112,68.42821,NA
"26",2019,"128",0.5,68.43112,68.43021,NA
"27",2019,"128",1,68.42912,68.42621,NA
"28",2019,"128",1.5,68.43012,68.42721,NA
"29",2019,"128",2,68.42912,68.42821,NA
"30",2019,"128",2.5,68.42912,68.42521,NA
"31",2019,"128",3,68.43212,68.42321,NA
"32",2019,"128",3.5,68.42912,68.42521,NA
"33",2019,"128",4,68.43012,68.42521,NA
"34",2019,"128",4.5,68.42912,68.42521,NA
"35",2019,"128",5,68.42712,68.42521,NA
"36",2019,"128",5.5,68.43012,68.42521,NA
"37",2019,"128",6,68.42612,68.42421,NA
"38",2019,"128",6.5,68.42512,68.42221,NA
"39",2019,"128",7,68.42312,68.42221,NA
"40",2019,"128",7.5,68.42312,68.42021,NA
"41",2019,"128",8,68.42112,68.41721,NA
"42",2019,"128",8.5,68.42012,68.41621,NA
"43",2019,"128",9,68.41612,68.41421,NA
"44",2019,"128",9.5,68.41412,68.41121,NA
"45",2019,"128",10,68.41312,68.41221,NA
"46",2019,"128",10.5,68.41312,68.41021,NA
"47",2019,"128",11,68.41212,68.41121,NA
"48",2019,"128",11.5,68.41312,68.40521,NA
"49",2019,"128",12,68.41112,68.41121,NA
"50",2019,"128",12.5,68.40712,68.41021,NA
"51",2019,"128",13,68.41112,68.41421,NA
"52",2019,"128",13.5,68.40812,68.40821,NA
"53",2019,"128",14,68.40412,68.40321,NA
"54",2019,"128",14.5,68.40312,68.40621,NA
"55",2019,"128",15,68.40712,68.40321,NA
"56",2019,"128",15.5,68.40212,68.40121,NA
"57",2019,"128",16,68.40112,68.40121,NA
"58",2019,"128",16.5,68.40312,68.40121,NA
"59",2019,"128",17,68.40112,68.40121,NA
"60",2019,"128",17.5,68.39912,68.39921,NA
"61",2019,"128",18,68.40212,68.39921,NA
"62",2019,"128",18.5,68.40112,68.40021,NA
"63",2019,"128",19,68.39812,68.39821,NA
"64",2019,"128",19.5,68.39812,68.39521,NA
"65",2019,"128",20,68.39912,68.39621,NA
"66",2019,"128",20.5,68.40012,68.39521,NA
"67",2019,"128",21,68.39712,68.39521,NA
"68",2019,"128",21.5,68.39712,68.39321,NA
"69",2019,"128",22,68.39712,68.39321,NA
"70",2019,"128",22.5,68.39312,68.39221,NA
"71",2019,"128",23,68.39612,68.39221,NA
"72",2019,"128",23.5,68.39212,68.39921,NA
"73",2019,"129",0,68.40512,68.40421,NA
"74",2019,"129",0.5,68.40512,68.40221,NA
"75",2019,"129",1,68.40812,68.40521,NA
"76",2019,"129",1.5,68.40712,68.40621,NA
"77",2019,"129",2,68.40812,68.40621,NA
"78",2019,"129",2.5,68.40812,68.40621,NA
"79",2019,"129",3,68.40712,68.40521,NA
"80",2019,"129",3.5,68.40912,68.40621,NA
"81",2019,"129",4,68.40912,68.40621,NA
"82",2019,"129",4.5,68.40712,68.40421,NA
"83",2019,"129",5,68.40612,68.40321,NA
"84",2019,"129",5.5,68.40512,68.40521,NA
"85",2019,"129",6,68.40312,68.40521,NA
"86",2019,"129",6.5,68.40412,68.40121,NA
"87",2019,"129",7,68.39212,68.39321,NA
"88",2019,"129",7.5,68.38812,68.38421,NA
"89",2019,"129",8,68.37912,68.37721,NA
"90",2019,"129",8.5,68.37612,68.37321,NA
"91",2019,"129",9,68.36812,68.36821,NA
"92",2019,"129",9.5,68.36312,68.36521,NA
"93",2019,"129",10,68.37712,68.37221,NA
"94",2019,"129",10.5,68.37012,68.36821,NA
"95",2019,"129",11,68.36812,68.36721,NA
"96",2019,"129",11.5,68.36212,68.36121,NA
"97",2019,"129",12,68.36012,68.35821,NA
"98",2019,"129",12.5,68.35912,68.35721,NA
"99",2019,"129",13,68.35412,68.35221,NA
"100",2019,"129",13.5,68.35112,68.34621,NA
"101",2019,"129",14,68.34612,68.34421,NA
"102",2019,"129",14.5,68.33812,68.33721,NA
"103",2019,"129",15,68.33712,68.33521,NA
"104",2019,"129",15.5,68.32912,68.33121,NA
"105",2019,"129",16,68.32812,68.32321,NA
"106",2019,"129",16.5,68.31912,68.31921,NA
"107",2019,"129",17,68.31812,68.31721,NA
"108",2019,"129",17.5,68.31212,68.30821,NA
"109",2019,"129",18,68.30812,68.30721,NA
"110",2019,"129",18.5,68.30512,68.30221,NA
"111",2019,"129",19,68.30212,68.29721,NA
"112",2019,"129",19.5,68.29612,68.29221,NA
"113",2019,"129",20,68.29312,68.28721,NA
"114",2019,"129",20.5,68.29012,68.28421,NA
"115",2019,"129",21,68.28512,68.28121,NA
"116",2019,"129",21.5,68.28212,68.27621,NA
"117",2019,"129",22,68.28012,68.27621,NA
"118",2019,"129",22.5,68.27512,68.27221,NA
"119",2019,"129",23,68.27412,68.26721,NA
"120",2019,"129",23.5,68.26912,68.26421,NA
"121",2019,"130",0,68.26612,68.26021,NA
"122",2019,"130",0.5,68.26412,68.26021,NA
"123",2019,"130",1,68.26312,68.25821,NA
"124",2019,"130",1.5,68.25812,68.25521,NA
"125",2019,"130",2,68.25512,68.25321,NA
"126",2019,"130",2.5,68.25212,68.24821,NA
"127",2019,"130",3,68.24912,68.24521,NA
"128",2019,"130",3.5,68.24612,68.24321,NA
"129",2019,"130",4,68.24412,68.24021,NA
"130",2019,"130",4.5,68.24112,68.23921,NA
"131",2019,"130",5,68.23812,68.23721,NA
"132",2019,"130",5.5,68.23712,68.23421,NA
"133",2019,"130",6,68.23612,68.23121,NA
"134",2019,"130",6.5,68.23212,68.22821,NA
"135",2019,"130",7,68.23012,68.22621,NA
"136",2019,"130",7.5,68.22812,68.22421,NA
"137",2019,"130",8,68.22612,68.22321,NA
"138",2019,"130",8.5,68.22412,68.22121,NA
"139",2019,"130",9,68.22212,68.21921,NA
"140",2019,"130",9.5,68.21612,68.21621,NA
"141",2019,"130",10,68.21912,68.21521,NA
"142",2019,"130",10.5,68.21912,68.21321,NA
"143",2019,"130",11,68.21812,68.21321,NA
"144",2019,"130",11.5,68.21712,68.21421,NA
"145",2019,"130",12,68.21612,68.21121,NA
"146",2019,"130",12.5,68.21612,68.21221,NA
"147",2019,"130",13,68.21612,68.21421,NA
"148",2019,"130",13.5,68.21712,68.21121,NA
"149",2019,"130",14,68.22012,68.21521,NA
"150",2019,"130",14.5,68.22312,68.21721,NA
"151",2019,"130",15,68.22912,68.22421,NA
"152",2019,"130",15.5,68.22712,68.22321,NA
"153",2019,"130",16,68.22512,68.22321,NA
"154",2019,"130",16.5,68.22912,68.22221,NA
"155",2019,"130",17,68.23012,68.22721,NA
"156",2019,"130",17.5,68.23012,68.22521,NA
"157",2019,"130",18,68.23212,68.22521,NA
"158",2019,"130",18.5,68.23212,68.22821,NA
"159",2019,"130",19,68.23312,68.23121,NA
"160",2019,"130",19.5,68.23412,68.22921,NA
"161",2019,"130",20,68.23612,68.23121,NA
"162",2019,"130",20.5,68.23612,68.23221,NA
"163",2019,"130",21,68.23712,68.23621,NA
"164",2019,"130",21.5,68.23512,68.23221,NA
"165",2019,"130",22,68.23712,68.23421,NA
"166",2019,"130",22.5,68.23812,68.23521,NA
"167",2019,"130",23,68.23812,68.23321,NA
"168",2019,"130",23.5,68.24012,68.23621,NA
"169",2019,"131",0,68.24112,68.23921,NA
"170",2019,"131",0.5,68.23912,68.23721,NA
"171",2019,"131",1,68.24212,68.23721,NA
"172",2019,"131",1.5,68.24312,68.23921,NA
"173",2019,"131",2,68.24312,68.24121,NA
"174",2019,"131",2.5,68.24412,68.24121,NA
"175",2019,"131",3,68.24512,68.24021,NA
"176",2019,"131",3.5,68.24512,68.24221,NA
"177",2019,"131",4,68.24812,68.24321,NA
"178",2019,"131",4.5,68.24912,68.24721,NA
"179",2019,"131",5,68.25012,68.24821,NA
"180",2019,"131",5.5,68.25012,68.24521,NA
"181",2019,"131",6,68.24912,68.24521,NA
"182",2019,"131",6.5,68.25312,68.25021,NA
"183",2019,"131",7,68.25212,68.24821,NA
"184",2019,"131",7.5,68.25412,68.24821,NA
"185",2019,"131",8,68.25312,68.24821,NA
"186",2019,"131",8.5,68.25312,68.24821,NA
"187",2019,"131",9,68.25512,68.24921,NA
"188",2019,"131",9.5,68.25612,68.25021,NA
"189",2019,"131",10,68.25312,68.24921,NA
"190",2019,"131",10.5,68.25312,68.25021,NA
"191",2019,"131",11,68.25512,68.25521,NA
"192",2019,"131",11.5,68.25912,68.25621,NA
"193",2019,"131",12,68.25612,68.25621,NA
"194",2019,"131",12.5,68.26012,68.26121,NA
"195",2019,"131",13,68.26312,68.26021,NA
"196",2019,"131",13.5,68.26412,68.26121,NA
"197",2019,"131",14,68.26812,68.26821,NA
"198",2019,"131",14.5,68.28312,68.28321,NA
"199",2019,"131",15,68.28812,68.28721,NA
"200",2019,"131",15.5,68.29012,68.28721,NA
"201",2019,"131",16,68.29412,68.29121,NA
"202",2019,"131",16.5,68.29512,68.29421,NA
"203",2019,"131",17,68.29912,68.30021,NA
"204",2019,"131",17.5,68.30312,68.30121,NA
"205",2019,"131",18,68.30812,68.30521,NA
"206",2019,"131",18.5,68.31312,68.30921,NA
"207",2019,"131",19,68.31812,68.31521,NA
"208",2019,"131",19.5,68.31712,68.31521,NA
"209",2019,"131",20,68.32412,68.32121,NA
"210",2019,"131",20.5,68.32812,68.32221,NA
"211",2019,"131",21,68.33912,68.34321,NA
"212",2019,"131",21.5,68.35212,68.35021,NA
"213",2019,"131",22,68.35912,68.35621,NA
"214",2019,"131",22.5,68.36512,68.36121,NA
"215",2019,"131",23,68.36912,68.36321,NA
"216",2019,"131",23.5,68.37412,68.36921,NA
"217",2019,"132",0,68.37612,68.37221,NA
"218",2019,"132",0.5,68.38212,68.37721,NA
"219",2019,"132",1,68.38612,68.38421,NA
"220",2019,"132",1.5,68.39412,68.39021,NA
"221",2019,"132",2,68.39812,68.39421,NA
"222",2019,"132",2.5,68.40412,68.39821,NA
"223",2019,"132",3,68.40712,68.40421,NA
"224",2019,"132",3.5,68.41312,68.40821,NA
"225",2019,"132",4,68.41912,68.41521,NA
"226",2019,"132",4.5,68.42412,68.41921,NA
"227",2019,"132",5,68.42912,68.42521,NA
"228",2019,"132",5.5,68.43312,68.43021,NA
"229",2019,"132",6,68.44112,68.43621,NA
"230",2019,"132",6.5,68.44412,68.44021,NA
"231",2019,"132",7,68.44812,68.44421,NA
"232",2019,"132",7.5,68.45312,68.44821,NA
"233",2019,"132",8,68.45712,68.45421,NA
"234",2019,"132",8.5,68.46312,68.45821,NA
"235",2019,"132",9,68.46612,68.46321,NA
"236",2019,"132",9.5,68.47412,68.47121,NA
"237",2019,"132",10,68.47312,68.46621,NA
"238",2019,"132",10.5,68.47712,68.47321,NA
"239",2019,"132",11,68.48312,68.47921,NA
"240",2019,"132",11.5,68.48912,68.48321,NA
"241",2019,"132",12,68.49112,68.48721,NA
"242",2019,"132",12.5,68.49812,68.49221,NA
"243",2019,"132",13,68.50412,68.49921,NA
"244",2019,"132",13.5,68.50812,68.50321,NA
"245",2019,"132",14,68.51512,68.51321,NA
"246",2019,"132",14.5,68.52412,68.51821,NA
"247",2019,"132",15,68.52812,68.52221,NA
"248",2019,"132",15.5,68.53212,68.52921,NA
"249",2019,"132",16,68.54212,68.53621,NA
"250",2019,"132",16.5,68.54512,68.54021,NA
"251",2019,"132",17,68.55212,68.54721,NA
"252",2019,"132",17.5,68.55712,68.55521,NA
"253",2019,"132",18,68.56412,68.56121,NA
"254",2019,"132",18.5,68.57212,68.56921,NA
"255",2019,"132",19,68.57812,68.57321,NA
"256",2019,"132",19.5,68.58112,68.57721,NA
"257",2019,"132",20,68.58712,68.58521,NA
"258",2019,"132",20.5,68.59412,68.59121,NA
"259",2019,"132",21,68.59912,68.59321,NA
"260",2019,"132",21.5,68.60412,68.59921,NA
"261",2019,"132",22,68.60912,68.60621,NA
"262",2019,"132",22.5,68.61212,68.60921,NA
"263",2019,"132",23,68.61912,68.61521,NA
"264",2019,"132",23.5,68.62112,68.61721,NA
"265",2019,"133",0,68.62712,68.62421,NA
"266",2019,"133",0.5,68.63312,68.62721,NA
"267",2019,"133",1,68.63612,68.63221,NA
"268",2019,"133",1.5,68.64212,68.63621,NA
"269",2019,"133",2,68.64412,68.63921,NA
"270",2019,"133",2.5,68.64712,68.64221,NA
"271",2019,"133",3,68.64912,68.64421,NA
"272",2019,"133",3.5,68.65312,68.64821,NA
"273",2019,"133",4,68.65712,68.65121,NA
"274",2019,"133",4.5,68.66112,68.65521,NA
"275",2019,"133",5,68.66212,68.65421,NA
"276",2019,"133",5.5,68.66512,68.65921,NA
"277",2019,"133",6,68.66712,68.66121,NA
"278",2019,"133",6.5,68.66912,68.66221,NA
"279",2019,"133",7,68.67212,68.66521,NA
"280",2019,"133",7.5,68.67012,68.66621,NA
"281",2019,"133",8,68.67212,68.66821,NA
"282",2019,"133",8.5,68.67412,68.66821,NA
"283",2019,"133",9,68.67212,68.66821,NA
"284",2019,"133",9.5,68.67112,68.66621,NA
"285",2019,"133",10,68.67312,68.66821,NA
"286",2019,"133",10.5,68.67712,68.67221,NA
"287",2019,"133",11,68.67612,68.66921,NA
"288",2019,"133",11.5,68.67312,68.66921,NA
"289",2019,"133",12,68.67512,68.66821,NA
"290",2019,"133",12.5,68.67212,68.66921,NA
"291",2019,"133",13,68.67612,68.66521,NA
"292",2019,"133",13.5,68.67012,68.66521,NA
"293",2019,"133",14,68.67112,68.66721,NA
"294",2019,"133",14.5,68.66912,68.66421,NA
"295",2019,"133",15,68.67412,68.66621,NA
"296",2019,"133",15.5,68.67212,68.66921,NA
"297",2019,"133",16,68.67312,68.67021,NA
"298",2019,"133",16.5,68.67612,68.67221,NA
"299",2019,"133",17,68.68012,68.67321,NA
"300",2019,"133",17.5,68.67812,68.67321,NA
"301",2019,"133",18,68.68312,68.67521,NA
"302",2019,"133",18.5,68.67712,68.67321,NA
"303",2019,"133",19,68.67912,68.67521,NA
"304",2019,"133",19.5,68.68312,68.67721,NA
"305",2019,"133",20,68.68212,68.67621,NA
"306",2019,"133",20.5,68.67912,68.67321,NA
"307",2019,"133",21,68.67212,68.66721,NA
"308",2019,"133",21.5,68.66612,68.65921,NA
"309",2019,"133",22,68.66112,68.65121,NA
"310",2019,"133",22.5,68.65512,68.64621,NA
"311",2019,"133",23,68.64712,68.63921,NA
"312",2019,"133",23.5,68.63912,68.63221,NA
"313",2019,"134",0,68.63512,68.62821,NA
"314",2019,"134",0.5,68.62812,68.62121,NA
"315",2019,"134",1,68.62312,68.61621,NA
"316",2019,"134",1.5,68.62012,68.61321,NA
"317",2019,"134",2,68.61412,68.60921,NA
"318",2019,"134",2.5,68.61012,68.60321,NA
"319",2019,"134",3,68.60512,68.59921,NA
"320",2019,"134",3.5,68.60212,68.59421,NA
"321",2019,"134",4,68.59312,68.58821,NA
"322",2019,"134",4.5,68.58912,68.58221,NA
"323",2019,"134",5,68.58312,68.57721,NA
"324",2019,"134",5.5,68.57912,68.57321,NA
"325",2019,"134",6,68.57412,68.56821,NA
"326",2019,"134",6.5,68.56612,68.56121,NA
"327",2019,"134",7,68.56412,68.55521,NA
"328",2019,"134",7.5,68.55712,68.55121,NA
"329",2019,"134",8,68.54912,68.54321,NA
"330",2019,"134",8.5,68.54512,68.53921,NA
"331",2019,"134",9,68.53912,68.53321,NA
"332",2019,"134",9.5,68.53312,68.52721,NA
"333",2019,"134",10,68.52712,68.52121,NA
"334",2019,"134",10.5,68.52512,68.51621,NA
"335",2019,"134",11,68.51812,68.51021,NA
"336",2019,"134",11.5,68.51112,68.50821,NA
"337",2019,"134",12,68.50812,68.50421,NA
"338",2019,"134",12.5,68.50112,68.49521,NA
"339",2019,"134",13,68.49812,68.49121,NA
"340",2019,"134",13.5,68.49512,68.49021,NA
"341",2019,"134",14,68.49112,68.48421,NA
"342",2019,"134",14.5,68.48712,68.48121,NA
"343",2019,"134",15,68.48512,68.47721,NA
"344",2019,"134",15.5,68.49112,68.49121,NA
"345",2019,"134",16,68.49312,68.49021,NA
"346",2019,"134",16.5,68.48112,68.47621,NA
"347",2019,"134",17,68.47612,68.47021,NA
"348",2019,"134",17.5,68.47012,68.46521,NA
"349",2019,"134",18,68.47112,68.46321,NA
"350",2019,"134",18.5,68.47412,68.46721,NA
"351",2019,"134",19,68.47712,68.46921,NA
"352",2019,"134",19.5,68.47812,68.47121,NA
"353",2019,"134",20,68.48512,68.47721,NA
"354",2019,"134",20.5,68.48812,68.48221,NA
"355",2019,"134",21,68.49212,68.48421,NA
"356",2019,"134",21.5,68.49412,68.48621,NA
"357",2019,"134",22,68.49712,68.49121,NA
"358",2019,"134",22.5,68.50012,68.49321,NA
"359",2019,"134",23,68.49912,68.49321,NA
"360",2019,"134",23.5,68.50012,68.49221,NA
"361",2019,"135",0,68.50112,68.49421,NA
"362",2019,"135",0.5,68.50112,68.49521,NA
"363",2019,"135",1,68.50512,68.49821,NA
"364",2019,"135",1.5,68.50312,68.49721,NA
"365",2019,"135",2,68.50612,68.49921,NA
"366",2019,"135",2.5,68.50512,68.49921,NA
"367",2019,"135",3,68.50412,68.49921,NA
"368",2019,"135",3.5,68.50712,68.50021,NA
"369",2019,"135",4,68.50512,68.49821,NA
"370",2019,"135",4.5,68.50312,68.49521,NA
"371",2019,"135",5,68.50512,68.49721,NA
"372",2019,"135",5.5,68.50412,68.49821,NA
"373",2019,"135",6,68.50412,68.49721,NA
"374",2019,"135",6.5,68.50412,68.49621,NA
"375",2019,"135",7,68.50312,68.49621,NA
"376",2019,"135",7.5,68.50012,68.49121,NA
"377",2019,"135",8,68.49712,68.49021,NA
"378",2019,"135",8.5,68.49712,68.49321,NA
"379",2019,"135",9,68.49512,68.48821,NA
"380",2019,"135",9.5,68.49012,68.48421,NA
"381",2019,"135",10,68.49212,68.48421,NA
"382",2019,"135",10.5,68.48912,68.48421,NA
"383",2019,"135",11,68.48712,68.48221,NA
"384",2019,"135",11.5,68.48812,68.48021,NA
"385",2019,"135",12,68.48612,68.48021,NA
"386",2019,"135",12.5,68.48512,68.47721,NA
"387",2019,"135",13,68.48212,68.47621,NA
"388",2019,"135",13.5,68.48012,68.47421,NA
"389",2019,"135",14,68.48212,68.47421,NA
"390",2019,"135",14.5,68.47812,68.47221,NA
"391",2019,"135",15,68.48012,68.47121,NA
"392",2019,"135",15.5,68.47512,68.46721,NA
"393",2019,"135",16,68.47612,68.46821,NA
"394",2019,"135",16.5,68.47212,68.46321,NA
"395",2019,"135",17,68.47112,68.46521,NA
"396",2019,"135",17.5,68.46812,68.46121,NA
"397",2019,"135",18,68.46712,68.45821,NA
"398",2019,"135",18.5,68.46612,68.45921,NA
"399",2019,"135",19,68.46712,68.45921,NA
"400",2019,"135",19.5,68.46112,68.45621,NA
"401",2019,"135",20,68.46212,68.45321,NA
"402",2019,"135",20.5,68.46012,68.45321,NA
"403",2019,"135",21,68.45912,68.45221,NA
"404",2019,"135",21.5,68.45912,68.45221,NA
"405",2019,"135",22,68.46012,68.45321,NA
"406",2019,"135",22.5,68.45412,68.44821,NA
"407",2019,"135",23,68.45312,68.44621,NA
"408",2019,"135",23.5,68.45212,68.44621,NA
"409",2019,"136",0,68.45312,68.44321,NA
"410",2019,"136",0.5,68.45112,68.44321,NA
"411",2019,"136",1,68.44712,68.44321,NA
"412",2019,"136",1.5,68.44512,68.43721,NA
"413",2019,"136",2,68.44412,68.43721,NA
"414",2019,"136",2.5,68.44212,68.43321,NA
"415",2019,"136",3,68.44112,68.43421,NA
"416",2019,"136",3.5,68.43912,68.43121,NA
"417",2019,"136",4,68.43812,68.43121,NA
"418",2019,"136",4.5,68.43712,68.42821,NA
"419",2019,"136",5,68.43412,68.42821,NA
"420",2019,"136",5.5,68.43112,68.42421,NA
"421",2019,"136",6,68.43012,68.42321,NA
"422",2019,"136",6.5,68.43012,68.42221,NA
"423",2019,"136",7,68.42312,68.41821,NA
"424",2019,"136",7.5,68.41512,68.41021,NA
"425",2019,"136",8,68.41112,68.40421,NA
"426",2019,"136",8.5,68.40412,68.40021,NA
"427",2019,"136",9,68.41012,68.40221,NA
"428",2019,"136",9.5,68.40812,68.40221,NA
"429",2019,"136",10,68.41112,68.40621,NA
"430",2019,"136",10.5,68.41312,68.40821,NA
"431",2019,"136",11,68.41412,68.41021,NA
"432",2019,"136",11.5,68.41612,68.40921,NA
"433",2019,"136",12,68.41412,68.41321,NA
"434",2019,"136",12.5,68.41912,68.41421,NA
"435",2019,"136",13,68.41712,68.41121,NA
"436",2019,"136",13.5,68.41712,68.41321,NA
"437",2019,"136",14,68.42212,68.41621,NA
"438",2019,"136",14.5,68.42012,68.41721,NA
"439",2019,"136",15,68.42412,68.41821,NA
"440",2019,"136",15.5,68.42312,68.41621,NA
"441",2019,"136",16,68.42112,68.41821,NA
"442",2019,"136",16.5,68.42312,68.41821,NA
"443",2019,"136",17,68.42412,68.42021,NA
"444",2019,"136",17.5,68.42312,68.41721,NA
"445",2019,"136",18,68.42512,68.41921,NA
"446",2019,"136",18.5,68.42512,68.41921,NA
"447",2019,"136",19,68.42812,68.42321,NA
"448",2019,"136",19.5,68.43012,68.42221,NA
"449",2019,"136",20,68.42912,68.42121,NA
"450",2019,"136",20.5,68.43212,68.42621,NA
"451",2019,"136",21,68.43312,68.42521,NA
"452",2019,"136",21.5,68.43112,68.42421,NA
"453",2019,"136",22,68.43212,68.42521,NA
"454",2019,"136",22.5,68.43312,68.42421,NA
"455",2019,"136",23,68.43612,68.42821,NA
"456",2019,"136",23.5,68.43412,68.42821,NA
"457",2019,"137",0,68.43212,68.42521,NA
"458",2019,"137",0.5,68.43112,68.42521,NA
"459",2019,"137",1,68.43312,68.42721,NA
"460",2019,"137",1.5,68.43312,68.42521,NA
"461",2019,"137",2,68.43512,68.42821,NA
"462",2019,"137",2.5,68.43312,68.42621,NA
"463",2019,"137",3,68.43412,68.42721,NA
"464",2019,"137",3.5,68.43512,68.42521,NA
"465",2019,"137",4,68.43512,68.42821,NA
"466",2019,"137",4.5,68.43412,68.42721,NA
"467",2019,"137",5,68.43512,68.42621,NA
"468",2019,"137",5.5,68.43412,68.42621,NA
"469",2019,"137",6,68.43412,68.42621,NA
"470",2019,"137",6.5,68.43312,68.42521,NA
"471",2019,"137",7,68.43412,68.42721,NA
"472",2019,"137",7.5,68.43112,68.42421,NA
"473",2019,"137",8,68.42912,68.42321,NA
"474",2019,"137",8.5,68.43112,68.42121,NA
"475",2019,"137",9,68.42712,68.42421,NA
"476",2019,"137",9.5,68.42512,68.42021,NA
"477",2019,"137",10,68.42512,68.41621,NA
"478",2019,"137",10.5,68.42312,68.41821,NA
"479",2019,"137",11,68.42112,68.41421,NA
"480",2019,"137",11.5,68.42312,68.41621,NA
"481",2019,"137",12,68.42212,68.41721,NA
"482",2019,"137",12.5,68.42012,68.41421,NA
"483",2019,"137",13,68.41912,68.41321,NA
"484",2019,"137",13.5,68.42012,68.41521,NA
"485",2019,"137",14,68.41712,68.41121,NA
"486",2019,"137",14.5,68.41712,68.41221,NA
"487",2019,"137",15,68.41612,68.41021,NA
"488",2019,"137",15.5,68.41512,68.40921,NA
"489",2019,"137",16,68.41412,68.40721,NA
"490",2019,"137",16.5,68.41212,68.40621,NA
"491",2019,"137",17,68.41212,68.40521,NA
"492",2019,"137",17.5,68.41212,68.40521,NA
"493",2019,"137",18,68.41312,68.40621,NA
"494",2019,"137",18.5,68.41312,68.40421,NA
"495",2019,"137",19,68.41312,68.40721,NA
"496",2019,"137",19.5,68.40912,68.40521,NA
"497",2019,"137",20,68.41012,68.40421,NA
"498",2019,"137",20.5,68.41012,68.40521,NA
"499",2019,"137",21,68.41112,68.40321,NA
"500",2019,"137",21.5,68.41112,68.40321,NA
"501",2019,"137",22,68.40912,68.40321,NA
"502",2019,"137",22.5,68.40912,68.40321,NA
"503",2019,"137",23,68.40712,68.40221,NA
"504",2019,"137",23.5,68.40612,68.40021,NA
"505",2019,"138",0,68.40612,68.40021,NA
"506",2019,"138",0.5,68.40712,68.40021,NA
"507",2019,"138",1,68.40412,68.40021,NA
"508",2019,"138",1.5,68.40312,68.39821,NA
"509",2019,"138",2,68.40412,68.39821,NA
"510",2019,"138",2.5,68.40412,68.39421,NA
"511",2019,"138",3,68.40312,68.39521,NA
"512",2019,"138",3.5,68.40112,68.39421,NA
"513",2019,"138",4,68.39912,68.39421,NA
"514",2019,"138",4.5,68.40012,68.39321,NA
"515",2019,"138",5,68.39912,68.39221,NA
"516",2019,"138",5.5,68.40012,68.39221,NA
"517",2019,"138",6,68.39812,68.39121,NA
"518",2019,"138",6.5,68.39612,68.39021,NA
"519",2019,"138",7,68.39312,68.38721,NA
"520",2019,"138",7.5,68.39212,68.38621,NA
"521",2019,"138",8,68.39012,68.38621,NA
"522",2019,"138",8.5,68.39012,68.38121,NA
"523",2019,"138",9,68.38912,68.38221,NA
"524",2019,"138",9.5,68.38712,68.38121,NA
"525",2019,"138",10,68.38712,68.37821,NA
"526",2019,"138",10.5,68.38412,68.38121,NA
"527",2019,"138",11,68.38212,68.38021,NA
"528",2019,"138",11.5,68.38212,68.38021,NA
"529",2019,"138",12,68.38212,68.37821,NA
"530",2019,"138",12.5,68.38112,68.37921,NA
"531",2019,"138",13,68.38212,68.38321,NA
"532",2019,"138",13.5,68.37712,68.37321,NA
"533",2019,"138",14,68.38012,68.37621,NA
"534",2019,"138",14.5,68.37512,68.37721,NA
"535",2019,"138",15,68.37612,68.37621,NA
"536",2019,"138",15.5,68.37612,68.37621,NA
"537",2019,"138",16,68.37312,68.37021,NA
"538",2019,"138",16.5,68.37312,68.36921,NA
"539",2019,"138",17,68.37412,68.37021,NA
"540",2019,"138",17.5,68.37212,68.36821,NA
"541",2019,"138",18,68.37012,68.36421,NA
"542",2019,"138",18.5,68.37212,68.36521,NA
"543",2019,"138",19,68.37012,68.36521,NA
"544",2019,"138",19.5,68.37212,68.36321,NA
"545",2019,"138",20,68.37112,68.36421,NA
"546",2019,"138",20.5,68.37212,68.36521,NA
"547",2019,"138",21,68.37012,68.36521,NA
"548",2019,"138",21.5,68.36812,68.36421,NA
"549",2019,"138",22,68.36712,68.36021,NA
"550",2019,"138",22.5,68.36912,68.36221,NA
"551",2019,"138",23,68.36812,68.36221,NA
"552",2019,"138",23.5,68.36912,68.36121,NA
"553",2019,"139",0,68.36512,68.36221,NA
"554",2019,"139",0.5,68.36612,68.36221,NA
"555",2019,"139",1,68.36512,68.36021,NA
"556",2019,"139",1.5,68.36512,68.35921,NA
"557",2019,"139",2,68.36612,68.36021,NA
"558",2019,"139",2.5,68.36212,68.35921,NA
"559",2019,"139",3,68.36112,68.35821,NA
