"","ElevationBottom","Longitude","Latitude","optional"
"2590",-2.4,333887.370943535,3682825.64957906,TRUE
"2591",-2.3,333886.789727362,3682821.36220649,TRUE
"2592",-2.3,333885.731048327,3682817.76182679,TRUE
"2593",-2.2,333883.608192567,3682814.10757347,TRUE
"2594",-2.1,333880.682123194,3682812.13185576,TRUE
"2595",-2.2,333877.521545516,3682812.0960122,TRUE
"2596",-2.2,333873.576137143,3682812.56112665,TRUE
"2597",-2.3,333870.011701232,3682813.68184009,TRUE
"2598",-2.3,333866.912043651,3682816.09995851,TRUE
"2599",-2.3,333864.606465611,3682819.27098286,TRUE
"2600",-2.3,333862.476677277,3682823.07846442,TRUE
"2601",-2.3,333860.783421772,3682827.04822321,TRUE
"2602",-2.3,333860.158224656,3682831.00267551,TRUE
"2603",-2.3,333859.825283211,3682834.94507336,TRUE
"2604",-2.2,333860.562101623,3682839.25778278,TRUE
"2605",-2.2,333861.073439839,3682843.68038575,TRUE
"2606",-2.3,333861.621184113,3682847.56410442,TRUE
"2607",-2.3,333862.416176036,3682851.89944306,TRUE
"2608",-2.2,333863.075508409,3682856.19399358,TRUE
"2609",-2.2,333863.610324637,3682860.60201194,TRUE
"2610",-2.2,333864.04701105,3682865.0584261,TRUE
"2611",-2.2,333864.540718058,3682869.6647474,TRUE
"2612",-2.2,333865.163504809,3682874.43842152,TRUE
"2613",-2.2,333866.090005829,3682878.74143548,TRUE
"2614",-2.2,333867.375763729,3682883.5012493,TRUE
"2615",-2.3,333868.550872855,3682887.82206054,TRUE
"2616",-2.2,333869.519303884,3682892.1889854,TRUE
"2617",-2.2,333870.534637737,3682896.8949365,TRUE
"2618",-2.2,333871.377051241,3682901.24569014,TRUE
"2619",-2.2,333871.938038434,3682905.53803151,TRUE
"2620",-2.2,333872.385467849,3682910.35622311,TRUE
"2621",-2.2,333872.857664949,3682914.72748711,TRUE
"2622",-2.2,333873.393950052,3682919.50716158,TRUE
"2623",-2.2,333873.944125638,3682924.14904013,TRUE
"2624",-2.2,333874.508913027,3682928.94490509,TRUE
"2625",-2.3,333874.983227299,3682933.78555857,TRUE
"2626",-2.2,333875.42827075,3682938.55622625,TRUE
"2627",-2.2,333875.820479209,3682943.25374424,TRUE
"2628",-2.2,333876.156416776,3682948.03529775,TRUE
"2629",-2.4,333876.49243606,3682952.81445031,TRUE
"2630",-2.2,333876.819177128,3682957.11080197,TRUE
"2631",-2.3,333877.157204717,3682961.88397726,TRUE
"2632",-2.3,333877.494543335,3682966.66026436,TRUE
"2633",-2.4,333877.827317943,3682970.95228951,TRUE
"2634",-2.4,333878.313969921,3682975.73394406,TRUE
"2635",-2.3,333878.808457577,3682980.5147292,TRUE
"2636",-2.3,333879.369969176,3682985.27688936,TRUE
"2637",-2.3,333879.945514311,3682990.05345433,TRUE
"2638",-2.3,333880.574584439,3682995.17853272,TRUE
"2639",-2.5,333881.137269913,3682999.95833817,TRUE
"2640",-2.6,333881.786830548,3683005.92432868,TRUE
"2641",-2.4,333882.958783962,3683010.79765557,TRUE
"2642",-2.5,333883.7585496,3683015.93420743,TRUE
"2643",-2.7,333884.515535326,3683020.71283465,TRUE
"2644",-2.7,333885.087941377,3683025.47829921,TRUE
"2645",-2.6,333885.682101031,3683030.60405924,TRUE
"2646",-2.7,333886.372731831,3683035.26681604,TRUE
"2647",-2.7,333887.110835323,3683040.39563742,TRUE
"2648",-2.7,333887.857927505,3683045.15784355,TRUE
"2649",-2.6,333888.625335269,3683050.36967821,TRUE
"2650",-2.6,333889.372678237,3683055.06278143,TRUE
"2651",-2.5,333890.07571055,3683059.83022811,TRUE
"2652",-2.5,333890.801500183,3683064.47329375,TRUE
"2653",-2.5,333891.592956202,3683069.2466043,TRUE
"2654",-2.5,333892.460717547,3683074.02352636,TRUE
"2655",-2.5,333893.306305055,3683078.66177655,TRUE
"2656",-2.5,333894.100374461,3683083.43235729,TRUE
"2657",-2.4,333894.855125327,3683088.20025212,TRUE
"2658",-2.4,333895.454943386,3683092.97837281,TRUE
"2659",-2.5,333896.008914692,3683097.74697656,TRUE
"2660",-2.4,333896.463541154,3683102.88485879,TRUE
"2661",-2.3,333896.906306435,3683107.65677959,TRUE
"2662",-2.4,333897.347120292,3683112.89346125,TRUE
"2663",-2.3,333897.772970521,3683117.57222514,TRUE
"2664",-2.3,333898.13941325,3683122.58695144,TRUE
"2665",-2.4,333898.454837535,3683127.48023758,TRUE
"2666",-2.3,333898.76563784,3683132.1291559,TRUE
"2667",-2.2,333899.09046484,3683137.37569827,TRUE
"2668",-2.2,333899.567396516,3683142.15821165,TRUE
"2669",-2.3,333900.050776372,3683147.36391983,TRUE
"2670",-2.1,333900.579544324,3683152.07089514,TRUE
"2671",-2.2,333901.113889328,3683156.7689156,TRUE
"2672",-2.2,333901.5778474,3683161.88659252,TRUE
"2673",-2.2,333902.035197118,3683166.63890914,TRUE
"2674",-2.1,333902.474661835,3683170.9438835,TRUE
"2675",-2.2,333902.914777448,3683175.70167795,TRUE
"2676",-2.1,333903.382764208,3683180.4793161,TRUE
"2677",-2.1,333903.872618569,3683185.179484,TRUE
"2678",-2.1,333904.114140397,3683190.02430436,TRUE
"2679",-2.1,333904.048845253,3683194.81106145,TRUE
"2680",-2.1,333903.982136424,3683199.60646074,TRUE
"2681",-2,333903.914623116,3683204.37968506,TRUE
"2682",-2,333903.85386344,3683209.51082177,TRUE
"2683",-2,333903.781573505,3683213.95040891,TRUE
"2684",-2,333903.762879892,3683219.09104346,TRUE
"2685",-2,333903.748059523,3683223.87599665,TRUE
"2686",-2,333903.733160357,3683228.65632647,TRUE
"2687",-2,333903.716732751,3683233.34445455,TRUE
"2688",-2,333903.702523058,3683238.11878851,TRUE
"2689",-2,333903.686895297,3683242.88369224,TRUE
"2690",-2,333903.675512007,3683247.83707059,TRUE
"2691",-2,333903.663546551,3683252.81086821,TRUE
"2692",-2,333904.186326477,3683257.46459977,TRUE
"2693",-2,333904.485677629,3683262.48113912,TRUE
"2694",-2,333904.460645045,3683267.25902276,TRUE
"2695",-2,333904.432928454,3683272.0510026,TRUE
"2696",-2,333904.406251626,3683276.82434108,TRUE
"2697",-2,333904.37923155,3683281.60203421,TRUE
"2698",-2,333904.358824973,3683286.75459511,TRUE
"2699",-2,333904.331780934,3683291.5339192,TRUE
"2700",-2,333904.29809184,3683296.20738606,TRUE
"2701",-2,333904.243594814,3683301.47077456,TRUE
"2702",-2,333904.172224868,3683306.00738293,TRUE
"2703",-2,333904.121484173,3683311.50691157,TRUE
"2704",-2,333904.059012842,3683316.29534723,TRUE
"2705",-1.9,333903.996465833,3683321.07526341,TRUE
"2706",-2,333904.101563818,3683326.21132977,TRUE
"2707",-1.9,333904.422501122,3683330.67587462,TRUE
"2708",-1.9,333904.761618923,3683335.53193788,TRUE
"2709",-2,333905.08555881,3683340.18722281,TRUE
"2710",-1.9,333905.321273513,3683345.32377237,TRUE
"2711",-2,333905.549038727,3683350.02460982,TRUE
"2712",-2,333905.780288571,3683354.75612228,TRUE
"2713",-2,333906.010842236,3683359.53987443,TRUE
"2714",-2,333906.240504123,3683364.25029901,TRUE
"2715",-1.9,333906.242365798,3683369.46382619,TRUE
"2716",-1.9,333905.965620762,3683374.12839022,TRUE
"2717",-1.9,333905.71438463,3683378.91178293,TRUE
"2718",-1.9,333905.647009152,3683383.70213882,TRUE
"2719",-1.9,333905.579667053,3683388.48180739,TRUE
"2720",-1.9,333905.517278195,3683393.63135483,TRUE
"2721",-1.9,333905.450771621,3683398.40518029,TRUE
"2722",-1.9,333905.390779701,3683403.53925635,TRUE
"2723",-1.9,333905.362487063,3683408.30787159,TRUE
"2724",-1.9,333905.370230912,3683412.99794797,TRUE
"2725",-1.9,333905.385272144,3683418.13574403,TRUE
"2726",-1.9,333905.39093269,3683423.15721794,TRUE
"2727",-2,333905.401878387,3683428.06352139,TRUE
"2728",-1.9,333905.418456736,3683433.30567785,TRUE
"2729",-1.9,333905.422808349,3683439.05829658,TRUE
"2730",-1.9,333905.43416044,3683443.97598913,TRUE
"2731",-1.9,333905.442506313,3683448.7362632,TRUE
"2732",-1.9,333905.451644746,3683453.52436972,TRUE
"2733",-1.9,333905.466860786,3683458.66612862,TRUE
"2734",-1.8,333905.453331013,3683463.32862363,TRUE
"2735",-1.9,333905.409825088,3683468.10627483,TRUE
"2736",-1.9,333905.365473149,3683472.85564537,TRUE
"2737",-1.9,333905.328670954,3683478.0398036,TRUE
"2738",-1.9,333905.284464158,3683482.81535152,TRUE
"2739",-1.9,333905.239981223,3683487.60305686,TRUE
"2740",-1.9,333905.195511887,3683492.31363096,TRUE
"2741",-1.9,333905.006458277,3683497.52168584,TRUE
"2742",-1.9,333904.7500842,3683502.313428,TRUE
"2743",-1.9,333904.592961971,3683507.10996354,TRUE
"2744",-1.9,333904.745830562,3683512.33184953,TRUE
"2745",-1.9,333904.896911258,3683517.49168556,TRUE
"2746",-1.9,333905.050521654,3683522.75698318,TRUE
"2747",-1.9,333905.195812969,3683527.54602439,TRUE
"2748",-1.9,333905.340476168,3683532.32137233,TRUE
"2749",-1.9,333905.485167174,3683537.10899548,TRUE
"2750",-1.9,333905.627078434,3683541.76054441,TRUE
"2751",-1.9,333905.777591497,3683546.90844121,TRUE
"2752",-1.9,333905.923082726,3683551.71449778,TRUE
"2753",-1.9,333906.075487912,3683556.93053784,TRUE
"2754",-1.9,333906.217562523,3683561.59518912,TRUE
"2755",-1.9,333906.370051967,3683566.85165206,TRUE
"2756",-1.9,333906.515360746,3683571.64347225,TRUE
"2757",-1.9,333907.008115646,3683576.49090757,TRUE
"2758",-1.9,333907.511250553,3683581.52372942,TRUE
"2759",-1.8,333907.388341564,3683586.32272608,TRUE
"2760",-1.8,333907.247425408,3683591.10687664,TRUE
"2761",-1.9,333907.112213798,3683596.16211058,TRUE
"2762",-1.9,333906.990062903,3683601.03438043,TRUE
"2763",-1.9,333906.937275104,3683605.80826693,TRUE
"2764",-1.9,333906.889362575,3683610.94759949,TRUE
"2765",-1.9,333906.834710643,3683615.73826218,TRUE
"2766",-1.9,333906.781811056,3683620.52845747,TRUE
"2767",-1.9,333906.734372611,3683625.66878713,TRUE
"2768",-1.9,333906.697554085,3683630.45816743,TRUE
"2769",-1.9,333907.265456832,3683635.22591659,TRUE
"2770",-1.9,333907.668559378,3683639.0433892,TRUE
"2771",-1.9,333907.668559378,3683639.0433892,TRUE
"2772",-1.9,333907.91704605,3683643.95669495,TRUE
"2773",-1.9,333908.171587089,3683649.18231866,TRUE
"2774",-1.9,333908.418507463,3683653.95258953,TRUE
"2775",-1.8,333908.668210369,3683658.75962384,TRUE
"2776",-1.9,333908.916040239,3683663.58780335,TRUE
"2777",-1.9,333909.326783376,3683668.66739773,TRUE
"2778",-1.9,333909.741244602,3683673.43738751,TRUE
"2779",-1.9,333910.172342911,3683678.08590216,TRUE
"2780",-1.9,333910.634882871,3683683.12538923,TRUE
"2781",-1.8,333911.093302816,3683687.99325638,TRUE
"2782",-1.8,333911.541274371,3683692.78787533,TRUE
"2783",-1.8,333911.993938486,3683698.03091738,TRUE
"2784",-1.8,333911.829741127,3683702.82131314,TRUE
"2785",-1.9,333911.621868824,3683707.96715705,TRUE
"2786",-1.8,333911.412462369,3683712.73086103,TRUE
"2787",-1.9,333911.252565653,3683717.40776492,TRUE
"2788",-1.8,333911.093990802,3683722.19601344,TRUE
"2789",-1.9,333910.928502132,3683726.49800194,TRUE
"2790",-1.9,333910.573342362,3683730.82126553,TRUE
"2791",-1.8,333910.093427459,3683735.12926472,TRUE
"2792",-1.8,333909.512306838,3683739.44052629,TRUE
"2793",-1.8,333908.868942553,3683743.38365894,TRUE
"2794",-1.8,333907.96501875,3683747.35190241,TRUE
"2795",-1.8,333906.528181779,3683751.67259107,TRUE
"2796",-1.7,333904.527553675,3683755.57712311,TRUE
"2797",-1.8,333901.936681544,3683757.937946,TRUE
"2798",-1.8,333898.699514893,3683757.56553959,TRUE
"2799",-1.8,333895.218685684,3683756.81056119,TRUE
"2800",-1.9,333891.990682142,3683754.74506966,TRUE
"2801",-1.8,333889.175274548,3683752.09501584,TRUE
"2802",-1.8,333887.380405966,3683748.54393461,TRUE
"2803",-1.8,333885.898288905,3683744.74465122,TRUE
"2804",-1.8,333884.74614276,3683740.81686188,TRUE
"2805",-1.8,333883.652190298,3683736.53481406,TRUE
"2806",-1.8,333882.608059954,3683732.12414215,TRUE
"2807",-1.8,333881.717980637,3683727.84017788,TRUE
"2808",-1.8,333880.961368102,3683723.50944649,TRUE
"2809",-1.8,333880.063893796,3683719.16691876,TRUE
"2810",-1.8,333878.674219113,3683715.47900317,TRUE
"2811",-1.8,333876.202736018,3683711.91891645,TRUE
"2812",-1.8,333873.120832487,3683709.24830047,TRUE
"2813",-1.8,333869.610551423,3683706.72161817,TRUE
"2814",-1.8,333866.4566486,3683703.97046943,TRUE
"2815",-1.8,333863.533469338,3683700.89181418,TRUE
"2816",-1.8,333861.643836956,3683696.97031169,TRUE
"2817",-1.8,333860.672298698,3683692.57166492,TRUE
"2818",-1.8,333860.017457747,3683688.27908107,TRUE
"2819",-1.8,333861.282372428,3683683.95818452,TRUE
"2820",-1.8,333861.913356001,3683679.63098179,TRUE
"2821",-1.9,333862.725479184,3683675.68413279,TRUE
"2822",-1.8,333863.946877357,3683671.71718781,TRUE
"2823",-1.9,333865.312781238,3683667.38516223,TRUE
"2824",-1.9,333866.932624225,3683663.0558596,TRUE
"2825",-1.9,333868.475387107,3683658.72415269,TRUE
"2826",-1.9,333869.941492016,3683654.33207945,TRUE
"2827",-1.9,333871.423240182,3683649.94752907,TRUE
"2828",-1.8,333872.743579416,3683645.61346262,TRUE
"2829",-1.9,333873.903827831,3683640.8297003,TRUE
"2830",-1.8,333874.701858657,3683636.49819435,TRUE
"2831",-1.8,333875.16125937,3683631.72118108,TRUE
"2832",-1.9,333875.479633743,3683626.92268924,TRUE
"2833",-1.9,333875.825064328,3683622.22675392,TRUE
"2834",-1.9,333876.201113405,3683617.40011387,TRUE
"2835",-1.9,333876.689951834,3683612.67390041,TRUE
"2836",-1.8,333877.290038564,3683607.87851321,TRUE
"2837",-1.8,333877.978879853,3683603.17923042,TRUE
"2838",-1.9,333878.593818403,3683598.31680558,TRUE
"2839",-1.9,333879.058335968,3683593.99367506,TRUE
"2840",-1.8,333879.009625271,3683588.84076147,TRUE
"2841",-1.8,333878.616672246,3683584.07208034,TRUE
"2842",-1.9,333878.216901034,3683578.86067514,TRUE
"2843",-1.8,333878.287637314,3683574.0635945,TRUE
"2844",-1.8,333878.408850246,3683569.00973457,TRUE
"2845",-1.8,333878.533362967,3683564.21906646,TRUE
"2846",-1.8,333878.650802371,3683559.0787322,TRUE
"2847",-1.8,333879.114411501,3683553.93540773,TRUE
"2848",-1.8,333879.672773012,3683549.13509115,TRUE
"2849",-1.9,333880.240127172,3683544.42010043,TRUE
"2850",-1.8,333880.77336826,3683539.29109602,TRUE
"2851",-1.9,333881.213203647,3683534.52716197,TRUE
"2852",-1.8,333881.511099852,3683529.85455453,TRUE
"2853",-1.8,333881.31582753,3683524.63229377,TRUE
"2854",-1.9,333881.128851283,3683519.94390345,TRUE
"2855",-1.9,333880.931317821,3683514.67701498,TRUE
"2856",-1.8,333880.736543663,3683509.54136206,TRUE
"2857",-1.8,333880.546900329,3683504.76342233,TRUE
"2858",-1.9,333880.351806372,3683499.62719918,TRUE
"2859",-1.8,333880.154561365,3683494.36509618,TRUE
"2860",-1.9,333880.039570657,3683489.18347618,TRUE
"2861",-1.9,333880.038847739,3683483.60961824,TRUE
"2862",-1.9,333880.038503661,3683477.99058924,TRUE
"2863",-1.9,333880.043982903,3683472.6800142,TRUE
"2864",-1.8,333880.045920451,3683467.23218319,TRUE
"2865",-1.8,333880.055958573,3683462.08872825,TRUE
"2866",-1.8,333880.045515492,3683455.91634319,TRUE
"2867",-1.9,333880.052403693,3683450.73664533,TRUE
"2868",-1.9,333880.053621419,3683445.23317008,TRUE
"2869",-1.9,333880.101409517,3683439.97738661,TRUE
"2870",-1.8,333880.167581084,3683434.46825549,TRUE
"2871",-1.9,333880.24631093,3683429.67592657,TRUE
"2872",-1.9,333880.318922699,3683424.52554186,TRUE
"2873",-1.8,333880.387518794,3683419.17635878,TRUE
"2874",-1.9,333880.335228277,3683413.97738623,TRUE
"2875",-1.9,333880.114314126,3683408.52438141,TRUE
"2876",-1.9,333879.89906333,3683403.29957783,TRUE
"2877",-1.9,333879.691542735,3683398.58767803,TRUE
"2878",-1.9,333879.479408046,3683393.4704852,TRUE
"2879",-1.9,333879.258248165,3683387.86427633,TRUE
"2880",-1.9,333879.045859093,3683382.71796002,TRUE
"2881",-1.9,333878.534875735,3683377.58492409,TRUE
"2882",-2,333878.032218239,3683372.16486445,TRUE
"2883",-2,333878.170399995,3683366.71102597,TRUE
"2884",-1.9,333878.309775478,3683361.57204509,TRUE
"2885",-1.9,333878.451439782,3683356.34776187,TRUE
"2886",-1.9,333878.564558173,3683351.15882309,TRUE
"2887",-1.9,333878.649398467,3683346.01269596,TRUE
"2888",-1.9,333878.733008534,3683340.86803868,TRUE
"2889",-1.9,333878.819551683,3683335.73335437,TRUE
"2890",-1.9,333878.904160198,3683330.59320756,TRUE
"2891",-1.9,333878.900167013,3683325.44719452,TRUE
"2892",-2,333878.848037496,3683320.32079113,TRUE
"2893",-1.9,333878.795683962,3683315.16902968,TRUE
"2894",-2,333878.744339601,3683310.03858101,TRUE
"2895",-2,333878.690685652,3683304.76887861,TRUE
"2896",-2,333878.637625119,3683299.54817599,TRUE
"2897",-2,333878.582132578,3683294.16779432,TRUE
"2898",-2,333878.526118933,3683288.76404655,TRUE
"2899",-2,333878.473949361,3683283.60157914,TRUE
"2900",-2,333878.422024924,3683278.46874893,TRUE
"2901",-2,333878.370392528,3683273.32750235,TRUE
"2902",-2,333878.318935655,3683268.19651949,TRUE
"2903",-2,333878.265461806,3683262.92912614,TRUE
"2904",-2,333878.209296857,3683257.50116927,TRUE
"2905",-2,333878.152574853,3683252.0508008,TRUE
"2906",-2,333878.099672225,3683246.81987067,TRUE
"2907",-2,333878.049080976,3683241.76296402,TRUE
"2908",-2,333877.996328962,3683236.57755091,TRUE
"2909",-2,333877.944503322,3683231.44226471,TRUE
"2910",-2,333877.891582731,3683226.23574824,TRUE
"2911",-2,333877.839652158,3683221.08920367,TRUE
"2912",-2,333877.787900859,3683215.9470229,TRUE
"2913",-2,333877.736341142,3683210.81094585,TRUE
"2914",-2,333877.636919607,3683205.54173206,TRUE
"2915",-2,333877.491759527,3683200.40420406,TRUE
"2916",-2.1,333877.346341313,3683195.25643296,TRUE
"2917",-2.1,333877.198764603,3683190.01477713,TRUE
"2918",-2.1,333877.052768843,3683184.85753264,TRUE
"2919",-2.1,333876.9064733,3683179.63407316,TRUE
"2920",-2.1,333876.760772606,3683174.47462515,TRUE
"2921",-2.1,333876.61521613,3683169.34794878,TRUE
"2922",-2.1,333876.470656437,3683164.20011674,TRUE
"2923",-2.1,333876.323252579,3683158.95071475,TRUE
"2924",-2.2,333876.17729679,3683153.7990371,TRUE
"2925",-2.1,333876.03246072,3683148.66422212,TRUE
"2926",-2.2,333875.88532506,3683143.41590789,TRUE
"2927",-2.2,333875.740305287,3683138.26709076,TRUE
"2928",-2.2,333875.594064722,3683133.0452005,TRUE
"2929",-2.3,333875.265643942,3683127.80381641,TRUE
"2930",-2.3,333874.918276696,3683122.37901828,TRUE
"2931",-2.2,333874.586396251,3683117.72412853,TRUE
"2932",-2.3,333874.310466119,3683112.46643434,TRUE
"2933",-2.3,333874.071417992,3683106.85064314,TRUE
"2934",-2.4,333873.841557644,3683101.71631754,TRUE
"2935",-2.4,333873.617245801,3683096.77009479,TRUE
"2936",-2.4,333873.38379816,3683091.43787986,TRUE
"2937",-2.5,333873.16339112,3683086.78851106,TRUE
"2938",-2.5,333872.706086104,3683081.62129582,TRUE
"2939",-2.4,333872.161870169,3683076.39352172,TRUE
"2940",-2.4,333871.53752756,3683071.1741291,TRUE
"2941",-2.5,333870.916215948,3683066.08497341,TRUE
"2942",-2.6,333870.322347774,3683060.93739124,TRUE
"2943",-2.5,333869.743272807,3683055.75124878,TRUE
"2944",-2.6,333869.171834021,3683050.61271447,TRUE
"2945",-2.6,333868.498723561,3683045.28310419,TRUE
"2946",-2.6,333867.825746891,3683039.91057685,TRUE
"2947",-2.6,333867.150467255,3683034.63114722,TRUE
"2948",-2.6,333866.485642012,3683029.41572572,TRUE
"2949",-2.5,333865.844739442,3683024.24878432,TRUE
"2950",-2.5,333865.220033134,3683019.11447293,TRUE
"2951",-2.5,333864.644334925,3683013.95257275,TRUE
"2952",-2.4,333864.022904282,3683008.73873495,TRUE
"2953",-2.4,333863.316227023,3683003.52435142,TRUE
"2954",-2.4,333862.609982235,3682998.47201791,TRUE
"2955",-2.3,333861.9529829,3682993.29025532,TRUE
"2956",-2.2,333861.33729617,3682988.10691504,TRUE
"2957",-2.2,333860.801216717,3682982.48405494,TRUE
"2958",-2.3,333860.281045274,3682977.35050485,TRUE
"2959",-2.4,333859.765003626,3682972.21796945,TRUE
"2960",-2.2,333859.219240261,3682967.08536928,TRUE
"2961",-2.2,333858.583871068,3682961.85765619,TRUE
"2962",-2.2,333857.929919947,3682956.70426938,TRUE
"2963",-2.2,333857.258264749,3682951.59293249,TRUE
"2964",-2.2,333856.550088607,3682946.45200822,TRUE
"2965",-2.3,333855.853442858,3682941.31590376,TRUE
"2966",-2.2,333855.177937343,3682936.3494271,TRUE
"2967",-2.4,333854.511105719,3682931.06328992,TRUE
"2968",-2.2,333853.790255202,3682925.9230702,TRUE
"2969",-2.2,333853.00750239,3682920.73843779,TRUE
"2970",-2.4,333852.221616892,3682915.55535028,TRUE
"2971",-2.2,333851.45479427,3682910.75770865,TRUE
"2972",-2.2,333850.648317894,3682905.18316466,TRUE
"2973",-2.2,333849.908331626,3682900.52957482,TRUE
"2974",-2.2,333849.239107485,3682895.37093783,TRUE
"2975",-2.2,333848.574155254,3682890.1530801,TRUE
"2976",-2.2,333847.918958444,3682885.14242834,TRUE
"2977",-2.2,333847.153283448,3682879.828412,TRUE
"2978",-2.2,333846.401293422,3682874.48678751,TRUE
"2979",-2.2,333845.676140065,3682869.27821862,TRUE
"2980",-2.2,333844.958653112,3682864.51140762,TRUE
"2981",-2.2,333844.159388023,3682859.74633486,TRUE
"2982",-2.3,333843.40363224,3682855.08844539,TRUE
"2983",-2.3,333842.765416157,3682850.31021647,TRUE
"2984",-2.2,333842.183347782,3682846.02393539,TRUE
"2985",-2.2,333841.537394932,3682841.72868771,TRUE
"2986",-2.2,333840.906407293,3682837.33260377,TRUE
"2987",-2.2,333840.271130054,3682832.54355704,TRUE
"2988",-2.2,333839.523206771,3682828.25525249,TRUE
"2989",-2.3,333838.848025933,3682823.87673737,TRUE
"2990",-2.3,333838.270200939,3682819.53825407,TRUE
"2991",-2.2,333837.804859941,3682814.93443823,TRUE
"2992",-2.3,333837.315447122,3682810.59984412,TRUE
"2993",-2.4,333836.725492905,3682805.82076864,TRUE
"2994",-2.4,333836.165441579,3682801.5403377,TRUE
"2995",-2.3,333835.611289243,3682797.0645165,TRUE
"2996",-2.2,333835.055797636,3682792.09496233,TRUE
"2997",-2.2,333833.695308249,3682787.45893504,TRUE
"2998",-2,333832.101703817,3682783.30125033,TRUE
"2999",-1.9,333829.507546607,3682779.91890584,TRUE
"3000",-1.9,333826.8801277,3682777.13724642,TRUE
"3001",-1.9,333824.467342585,3682775.91856064,TRUE
"3002",-2,333821.950039352,3682776.61680527,TRUE
"3003",-2.1,333819.127480162,3682778.13203203,TRUE
"3004",-2.2,333817.115336313,3682780.28185733,TRUE
"3005",-2.3,333815.683700173,3682783.20606795,TRUE
"3006",-2.3,333814.610810806,3682786.65420743,TRUE
"3007",-2.4,333813.844100737,3682789.85053402,TRUE
"3008",-2.4,333812.971901491,3682793.06793921,TRUE
"3009",-2.4,333812.095517043,3682796.66695661,TRUE
"3010",-2.4,333812.329288684,3682801.44853385,TRUE
"3011",-2.4,333812.554500878,3682805.76330268,TRUE
"3012",-2.4,333812.786849455,3682810.54238372,TRUE
"3013",-2.4,333813.018324082,3682815.31283877,TRUE
"3014",-2.3,333813.256946679,3682820.45051992,TRUE
"3015",-2.3,333813.608502508,3682825.58161443,TRUE
"3016",-2.3,333814.072243823,3682830.35923437,TRUE
"3017",-2.3,333814.57273017,3682835.29008145,TRUE
"3018",-2.3,333815.329187879,3682840.35111635,TRUE
"3019",-2.3,333816.138763873,3682845.51065252,TRUE
"3020",-2.3,333816.945086176,3682850.79773374,TRUE
"3021",-2.3,333817.759016014,3682856.15998538,TRUE
"3022",-2.3,333818.570437019,3682861.01723629,TRUE
"3023",-2.2,333819.39624053,3682866.13019412,TRUE
"3024",-2.2,333820.19737722,3682871.2829624,TRUE
"3025",-2.2,333821.006573936,3682876.66147347,TRUE
"3026",-2.2,333821.679056531,3682881.94298952,TRUE
"3027",-2.3,333822.313520052,3682886.80171642,TRUE
"3028",-2.2,333822.940906973,3682891.90117612,TRUE
"3029",-2.3,333823.601649002,3682897.06135061,TRUE
"3030",-2.2,333824.268246543,3682902.28608052,TRUE
"3031",-2.2,333824.919819348,3682906.98970725,TRUE
"3032",-2.2,333825.450746345,3682912.02457876,TRUE
"3033",-2.2,333826.003609964,3682917.02623715,TRUE
"3034",-2.2,333826.599570271,3682922.3335807,TRUE
"3035",-2.2,333827.178052932,3682927.1066963,TRUE
"3036",-2.2,333827.748170307,3682932.35760686,TRUE
"3037",-2.2,333828.312317529,3682937.46969819,TRUE
"3038",-2.2,333828.884217497,3682942.61316055,TRUE
"3039",-2.2,333829.491828781,3682947.39327191,TRUE
"3040",-2.3,333830.147757769,3682952.51820655,TRUE
"3041",-2.3,333830.814788611,3682957.77450673,TRUE
"3042",-2.3,333831.315564216,3682962.54313666,TRUE
"3043",-2.2,333831.809570781,3682967.67399065,TRUE
"3044",-2.2,333832.233764767,3682972.45546738,TRUE
"3045",-2.3,333832.666222784,3682977.58459114,TRUE
"3046",-2.3,333833.280727976,3682983.09519781,TRUE
"3047",-2.4,333833.992170191,3682988.32778435,TRUE
"3048",-2.3,333834.791683484,3682993.46188763,TRUE
"3049",-2.4,333835.687104244,3682998.90372353,TRUE
"3050",-2.4,333836.773620485,3683004.18259179,TRUE
"3051",-2.4,333837.893527852,3683009.45762449,TRUE
"3052",-2.4,333838.960543324,3683014.80230989,TRUE
"3053",-2.5,333840.092184975,3683020.12448238,TRUE
"3054",-2.4,333841.181362692,3683025.60269949,TRUE
"3055",-2.4,333842.511100868,3683030.86737347,TRUE
"3056",-2.5,333843.841116029,3683036.16811286,TRUE
"3057",-2.5,333845.172091875,3683041.58470597,TRUE
"3058",-2.5,333846.312960656,3683046.70467442,TRUE
"3059",-2.4,333847.403286961,3683052.41618351,TRUE
"3060",-2.5,333848.420867443,3683057.90783605,TRUE
"3061",-2.4,333849.245487665,3683062.98282586,TRUE
"3062",-2.5,333849.889674092,3683068.28742528,TRUE
"3063",-2.4,333850.330934768,3683073.62323105,TRUE
"3064",-2.4,333850.490629936,3683078.86753615,TRUE
"3065",-2.5,333850.653229889,3683084.29367382,TRUE
"3066",-2.4,333850.811211107,3683089.4278006,TRUE
"3067",-2.4,333850.975093221,3683094.90920985,TRUE
"3068",-2.3,333851.135607537,3683100.18761375,TRUE
"3069",-2.3,333851.298602251,3683105.60128656,TRUE
"3070",-2.3,333851.461936197,3683111.06246332,TRUE
"3071",-2.3,333851.616702742,3683116.08154957,TRUE
"3072",-2.3,333851.776460048,3683121.37292958,TRUE
"3073",-2.2,333851.939172402,3683126.8273541,TRUE
"3074",-2.3,333852.1055499,3683132.45081978,TRUE
"3075",-2.2,333852.381341419,3683137.5901578,TRUE
